Province/Territory,Program Stream,Employer ,Address ,Occupation ,Incorporate Status,Approved LMIAs,Approved Positions
Quebec,  Primary Agriculture,9317-7251 Québec Inc. (Verger Éric Tanguay),"ROUGEMONT, QC J0L 1M0",8431-General farm workers,Sole Proprietorship,2,3
Quebec,  Primary Agriculture,9317-9216 Québec inc.,"SAINTE-SÉRAPHINE, QC J0A 1E0",8431-General farm workers,Corporation,3,3
Quebec,  Primary Agriculture,9326-1022 Québec Inc.,"Stoke, QC J0B 3G0",8431-General farm workers,Sole Proprietorship,2,5
Quebec,  Primary Agriculture,9329-5558 Québec Inc.( Laitues St-Jacques),"Sainte-Clotilde, QC J0L 1W0",8431-General farm workers,Corporation,5,60
Quebec,  Primary Agriculture,9332-9860 Québec Inc.(Ferme Agricomax),"Saint-Chrysostome, QC J0S 1R0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Sole Proprietorship,1,1
Quebec,  Primary Agriculture,9332-9860 Québec Inc.(Ferme Agricomax),"Saint-Chrysostome, QC J0S 1R0",8431-General farm workers,Sole Proprietorship,1,2
Quebec,  Primary Agriculture,9336-8801 Québec Inc. (Domaine du Cap),"Acton Vale, QC J0H 1A0",8431-General farm workers,Partnership,1,1
Quebec,  Primary Agriculture,9341-7996 Québec Inc. (Vignoble PMG la bullerie),"SAINT-JOSEPH-DU-LAC, QC J0N 1M0",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,9351-0923 Québec inc,"Saint-Germain-de-Kamouraska, QC G0L 3G0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9353-7330 Québec Inc.,"Saint-Irénée, QC G0T 1V0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9354-1704 Québec Inc,"Mirabel, QC J7N 1P5",8431-General farm workers,Corporation,1,5
Quebec,  Primary Agriculture,9370-5739 quebec inc.,"boucherville, QC J4B 5E3",8432-Nursery and greenhouse workers,Unknown,1,7
Quebec,  Primary Agriculture,9371-3998 Québec Inc,"Nantes, QC G0Y 1G0",8431-General farm workers,Corporation,2,6
Quebec,  Primary Agriculture,9390-2534 Québec inc. (Pépinière Dalpé),"Saint-Amable, QC J0L  1N",8432-Nursery and greenhouse workers,Corporation,1,3
Quebec,  Primary Agriculture,9394-5038 Québec inc. (Les Fermes Sergakis),"Lasalle, QC H8N  2R",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,9403-8759 Québec inc. (Les Fermes DMS),"ROXTON POND, QC J0E 1Z0",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,9404-8402 Québec inc,"Laval, QC H7V 1E8",8432-Nursery and greenhouse workers,Corporation,1,7
Quebec,  Primary Agriculture,9428-2811 Québec Inc. (Vallée des vivaces),"St-Urbain-Urbain-Premier, QC J0S 1V0",8432-Nursery and greenhouse workers,Corporation,1,3
Quebec,  Primary Agriculture,9432-9885 Québec inc.,"Stoke, QC J0B 3G0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9436-3587 Québec inc. (Mélanie Desgroseillers),"Saint-Constant, QC J5A  2E",8431-General farm workers,Corporation,2,12
Quebec,  Primary Agriculture,9437-6472 Québec Inc.,"Girardville, QC G0W 1R0",8431-General farm workers,Corporation,1,5
Quebec,  Primary Agriculture,9440-5818 Québec Inc. (Les Pommes de Terre du Témiscamingue Inc),"St-Eugène-de-Guigues, QC J0Z 3L0",8431-General farm workers,Corporation,1,5
Quebec,  Primary Agriculture,9456-9118 Québec inc. (Les Vergers Hillspring),"Franklin, QC J0S  1E",8431-General farm workers,Partnership,3,5
Quebec,  Primary Agriculture,A et R BOULET INC.,"Saint-François-de-la-Rivière-du-Sud, QC G0R 3A",8431-General farm workers,Partnership,2,2
Quebec,  Primary Agriculture,A. BELISLE ET FILS INC.,"St-Eustache, QC J7R 4K3",8431-General farm workers,Corporation,2,52
Quebec,  Primary Agriculture,A. Denis inc.,"Saint-Ubalde, QC G0A  4L",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,A.O.L. Jardiniers Maraichers inc,"Saint-Édouard, QC J0L 1Y0",8431-General farm workers,Corporation,1,13
Quebec,  Primary Agriculture,Agiska Coopérative,"Saint-Hyacinthe, QC J2R 1Z5",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,Agri-Fusion 2000 inc.,"St-Polycarpe, QC J0P 1X0",8431-General farm workers,Unknown,1,4
Quebec,  Primary Agriculture,Agrigesco Inc.,"Notre-Dame-du-Bon-Conseil, QC J0C  1A",8431-General farm workers,Corporation,2,3
Quebec,  Primary Agriculture,Agritabex inc.,"SAINT-THOMAS, QC J0K 3L0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Agronovie senc,"Granby, QC J2J 0K4",8431-General farm workers,Partnership,1,1
Quebec,  Primary Agriculture,Alain Laviolette enr,"Oka, QC J0N 1E0",8432-Nursery and greenhouse workers,Unknown,1,2
Quebec,  Primary Agriculture,Alfred Couture Ltée,"SAINT-ANSELME, QC G0R 2N0",8431-General farm workers,Corporation,3,6
Quebec,  Primary Agriculture,Aliments Breton Inc.,"Saint-Bernard, QC G0S 2G0",8431-General farm workers,Unknown,2,2
Quebec,  Primary Agriculture,ALLIANCE GOSSELIN G2 INC.,"SAINT-AUGUSTIN-DE-DESMAURES, QC G3A 1V9",8431-General farm workers,Corporation,2,6
Quebec,  Primary Agriculture,Amanda-Joe Plantations,"SAWYERVILLE (COOKSHIRE-EATON), QC J0B 3A0",8432-Nursery and greenhouse workers,Corporation,1,5
Quebec,  Primary Agriculture,Aménagement Paysager Pyrus inc,"Lambton, QC G0M 1H0",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,Api Culture Hautes Laurentides inc.,"FERME-NEUVE, QC J0W 1C0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1,2
Quebec,  Primary Agriculture,Api Culture Hautes Laurentides inc.,"FERME-NEUVE, QC J0W 1C0",8431-General farm workers,Corporation,2,4
Quebec,  Primary Agriculture,AquaVerti Farms inc.,"Montréal, QC H4N 1S2",8611-Harvesting labourers,Corporation,1,1
Quebec,  Primary Agriculture,Arbovert Pépinière Inc.,"SAINT-LAMBERT-DE-LAUZON, QC G0S 2W0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Arbovert Pépinière Inc.,"SAINT-LAMBERT-DE-LAUZON, QC G0S 2W0",8432-Nursery and greenhouse workers,Corporation,1,1
Quebec,  Primary Agriculture,Atocas Bédard inc,"Saint-Louis-de-Blandford, QC G0Z 1B0",8431-General farm workers,Unknown,2,10
Quebec,  Primary Agriculture,Atocas Blandford Inc.,"Laurierville, QC G0S  1P",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Atocas Lac St-Jean Inc.,"Dolbeau-Mistassini, QC G8L 1E5",8431-General farm workers,Corporation,1,6
Quebec,  Primary Agriculture,Atocas Notre-Dame Inc.,"PLESSISVILLE, QC G6L 5S2",8431-General farm workers,Corporation,2,10
Quebec,  Primary Agriculture,Atocas Saint-François inc.,"Saint-Louis-de-Blandford, QC G0Z 1B0",8431-General farm workers,Corporation,1,8
Quebec,  Primary Agriculture,Atocas Somerset SENC,"VICTORIAVILLE, QC G6T 1J8",8431-General farm workers,Partnership,1,4
Quebec,  Primary Agriculture,Atocas St-Louis Inc,"Laurierville, QC G0S  1P",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Au Coeur du jardin,"PIERREVILLE, QC J0G 1J0",8431-General farm workers,Sole Proprietorship,1,1
Quebec,  Primary Agriculture,Au jardin des Meunier,"St-Jean-sur-Richelieu, QC J2X 5T9",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Au Jardin Noir 2012 Inc.,"Ange-Gardien, QC J0E 1E0",8431-General farm workers,Corporation,2,9
Quebec,  Primary Agriculture,Au Pays des petits fruits SENC.,"Mirabel, QC J7J 1Z9",8431-General farm workers,Partnership,1,18
Quebec,  Primary Agriculture,Au Potager du Paysan Inc.,"Ste-Clotilde-de-Châteauguay, QC J0L 1W0",8431-General farm workers,Sole Proprietorship,2,6
Quebec,  Primary Agriculture,Au Royaume des Fines Herbes Inc.,"STE-ANNE-DES-PLAINES, QC J0N  1H",8431-General farm workers,Sole Proprietorship,1,7
Quebec,  Primary Agriculture,Aux Fruits des Champs senc,"Gatineau, QC J9J 2Y9",8431-General farm workers,Partnership,1,12
Quebec,  Primary Agriculture,B. Cousineau et Fils Inc.,"Saint-Roch-de-l'Achigan, QC J0K 3H0",8431-General farm workers,Sole Proprietorship,2,7
Quebec,  Primary Agriculture,B. Cousineau et Fils Inc.,"Saint-Roch-de-l'Achigan, QC J0K 3H0",8611-Harvesting labourers,Sole Proprietorship,1,7
Quebec,  Primary Agriculture,B. Paquette inc.,"Ange-Gardien, QC J0E 1E0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Bechedor Inc.,"Saint-Prosper, QC G0M 1Y0",8432-Nursery and greenhouse workers,Corporation,2,14
Quebec,  Primary Agriculture,Bergerent Holstein inc,"St-Samuel, QC G0Z 1G0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Bergeroy Holstein Inc,"SAINT-SAMUEL, QC G0Z 1G0",8431-General farm workers,Corporation,3,5
Quebec,  Primary Agriculture,Bio Saveur Inc.,"Laval, QC H7E 4P2",8431-General farm workers,Corporation,2,9
Quebec,  Primary Agriculture,Blais Productions inc.,"SAINT-ANSELME, QC G0R 2N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1,1
Quebec,  Primary Agriculture,Blais Productions inc.,"SAINT-ANSELME, QC G0R 2N0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Bleuetière 2000 inc.,"SAINT-BRUNO, QC G0W 2L0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1,2
Quebec,  Primary Agriculture,Bleuetière de Parisville inc.,"PARISVILLE, QC G0S 1X0",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,Bleuetière Grande Rivière Sud Inc,"YAMACHICHE, QC G0X 3L0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Bleuetière Point du Jour inc.,"Lavaltrie, QC J5T 3P4",8431-General farm workers,Corporation,2,11
Quebec,  Primary Agriculture,Bleuets Fortin & Fils Inc.,"Dolbeau-Mistassini, QC G8L 5L4",8431-General farm workers,Sole Proprietorship,1,20
Quebec,  Primary Agriculture,BOUFFARD & CIE LTÉE,"Barnston-Ouest, QC J0B 1C0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Quebec,  Primary Agriculture,C. Jolyporc inc.,"Ayer's Cliff, QC J0B 1C0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,C. Voghell inc.,"Saint-Césaire, QC J0L 1T0",8431-General farm workers,Partnership,1,1
Quebec,  Primary Agriculture,Canards des monts inc.,"Saint-Jude, QC J0H 1P0",8431-General farm workers,Corporation,4,6
Quebec,  Primary Agriculture,Canards Du Boisé Inc,"SAINTE-HÉLÈNE, QC J0H 1M0",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,Canards du Lac Brome Ltee,"Knowlton, QC J0E 1V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,6
Quebec,  Primary Agriculture,Canards du Lac Brome Ltee,"Knowlton, QC J0E 1V0",8431-General farm workers,Unknown,5,15
Quebec,  Primary Agriculture,Canneberge Côté & Bradette,"NOTRE-DAME-DE-LOURDES, QC G0S 1T0",8431-General farm workers,Partnership,1,4
Quebec,  Primary Agriculture,Canneberges Austin inc.,"Plessisville, QC G6L 1R6",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Canneberges Beaubois,"Saint-Louis-de-Blandford, QC G0Z 1B0",8431-General farm workers,Corporation,2,10
Quebec,  Primary Agriculture,Canneberges Bécancour Management inc.,"Saint-Louis-de-Blandford, QC G0Z 1B0",8431-General farm workers,Corporation,1,5
Quebec,  Primary Agriculture,Canneberges Bieler inc.,"Saint-Louis-de-Blandford, QC G0Z 1B0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1,1
Quebec,  Primary Agriculture,Canneberges Bieler inc.,"Saint-Louis-de-Blandford, QC G0Z 1B0",8431-General farm workers,Corporation,1,27
Quebec,  Primary Agriculture,Canneberges Centre du Québec Inc.,"Saiint-Wenceslas, QC G0Z 1J0",8431-General farm workers,Corporation,1,6
Quebec,  Primary Agriculture,Canneberges Dénitoine (9263-1266 Québec inc.),"Saint-Valère, QC G0P 1M0",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,Canneberges des Cyprès inc.,"Saint-Sylvère, QC G0Z 1H0",8431-General farm workers,Unknown,1,3
Quebec,  Primary Agriculture,Canneberges Drummond Cranberries inc.,"PLESSISVILLE, QC G6L 5S2",8431-General farm workers,Corporation,2,8
Quebec,  Primary Agriculture,Canneberges L&S SEC,"Saint-Lucien, QC J0C 1N0",8431-General farm workers,Corporation,1,8
Quebec,  Primary Agriculture,Canneberges Sakota inc.,"NOTRE-DAME-DE-LOURDES, QC G0S 1T0",8431-General farm workers,Corporation,1,8
Quebec,  Primary Agriculture,Canneberges Schneider inc.,"LAVALTRIE, QC J5T 3P2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1,2
Quebec,  Primary Agriculture,Canneberges Schneider inc.,"LAVALTRIE, QC J5T 3P2",8431-General farm workers,Corporation,1,7
Quebec,  Primary Agriculture,Caroline Fontaine Inc (Vignes chez soi),"Granby, QC J2J 0P3",8431-General farm workers,Partnership,1,1
Quebec,  Primary Agriculture,Cassis de L'Isle ensorceleuse Monna et Fils Inc.,"Saint-Pierre-de-l'Île-d'Orléans, QC G0A 4E0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Castorica 2003 inc,"St-Philémon, QC G0R 4A0",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,Cèdres Dupont inc.,"TROIS-RIVIÈRES, QC G9B 0M1",8432-Nursery and greenhouse workers,Corporation,1,3
Quebec,  Primary Agriculture,Cédrière Del-Fino inc.,"L'Assomption, QC J5W 3P4",8432-Nursery and greenhouse workers,Corporation,2,12
Quebec,  Primary Agriculture,Cédrière Desautels Inc.,"Magog, QC J1X 0S7",8432-Nursery and greenhouse workers,Unknown,1,3
Quebec,  Primary Agriculture,Cèdrière Saint-Edmond inc.,"SAINT-EDMOND-DE-GRANTHAM, QC J0C 1K0",8432-Nursery and greenhouse workers,Corporation,1,2
Quebec,  Primary Agriculture,Cédrière Saint-Joachim-de-Courval,"DRUMMONDVILLE, QC J1Z 2E1",8432-Nursery and greenhouse workers,Sole Proprietorship,1,1
Quebec,  Primary Agriculture,Centre de recherche en Sciences animales de Deschambault inc,"Deschambault, QC G0A 1S0",8431-General farm workers,Corporation,2,4
Quebec,  Primary Agriculture,Centre du Jardin Deux-Montagnes Inc.,"SAINT-EUSTACHE, QC J7R 0J2",8432-Nursery and greenhouse workers,Partnership,1,13
Quebec,  Primary Agriculture,Centre horticole Julie Moraldo Saint-Nicolas Inc.,"LÉVIS, QC G7A 2X6",8432-Nursery and greenhouse workers,Corporation,1,3
Quebec,  Primary Agriculture,Centre Jardin de l'Aéroport Inc,"QUÉBEC, QC G2G 2P6",8432-Nursery and greenhouse workers,Corporation,1,20
Quebec,  Primary Agriculture,Centre Jardin Vaudreuil-sur-le-Lac inc,"VAUDREUIL-DORION, QC J7V 8P5",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Centre Jardinage Granby (9354-8089 Québec Inc.),"Granby, QC J2H 0P3",8431-General farm workers,Corporation,1,6
Quebec,  Primary Agriculture,Centre Maraicher Eugene Guinois Jr inc.,"Sainte-Clotilde, QC J0L 1W0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Quebec,  Primary Agriculture,Centre Maraicher Eugene Guinois Jr inc.,"Sainte-Clotilde, QC J0L 1W0",8431-General farm workers,Unknown,2,79
Quebec,  Primary Agriculture,Centre Sylvicole de Forestville inc.,"Lac-au-Saumon, QC G0J 1M0",8432-Nursery and greenhouse workers,Unknown,1,10
Quebec,  Primary Agriculture,Champag Inc.,"Verchères, QC J0L 2R0",8431-General farm workers,Unknown,1,3
Quebec,  Primary Agriculture,Cidrerie du Minot inc.,"Hemmingford, QC J0L 1H0",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Cidrerie Michel Jodoin inc.,"Rougemont, QC J0L  1M",8431-General farm workers,Corporation,2,14
Quebec,  Primary Agriculture,Complexe Horticole Bastien,"Terrebonne, QC J6X 0B2",8432-Nursery and greenhouse workers,Partnership,2,6
Quebec,  Primary Agriculture,Comptoir Richelieu inc.,"Sorel-Tracy, QC J3P 6T7",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,COOP Avantis,"Sainte-Marie, QC G6E 0L9",8431-General farm workers,Corporation,7,7
Quebec,  Primary Agriculture,Coop de Producteurs Multiveg Inc.,"SHERRINGTON, QC J0L 2N0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Coop de travailleurs en serres Belle-de-Jour,"Saint-Nazaire, QC G0W 2V0",8432-Nursery and greenhouse workers,Co-operative,1,2
Quebec,  Primary Agriculture,Coopérative Serres et Pépinière Girardville,"Girardville, QC G0W 1R0",8432-Nursery and greenhouse workers,Co-operative,2,12
Quebec,  Primary Agriculture,Côté Plumes Inc.,"La Présentation, QC J0H 1B0",8431-General farm workers,Sole Proprietorship,1,1
Quebec,  Primary Agriculture,Couvoir Boire inc.,"WICKHAM, QC J0C 1S0",8431-General farm workers,Unknown,5,15
Quebec,  Primary Agriculture,Couvoir Dumont (1986) inc.,"L'ISLE-VERTE, QC G0L 1K0",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Couvoir Scott 2020 Inc.,"Scott, QC G0S 3G0",8431-General farm workers,Sole Proprietorship,7,7
Quebec,  Primary Agriculture,Cran Québec II Senc,"Lyster, QC G0S 1V0",8431-General farm workers,Corporation,3,11
Quebec,  Primary Agriculture,Culture Kizos Inc.,"Bécancour, QC G9H 0B6",8431-General farm workers,Corporation,1,5
Quebec,  Primary Agriculture,Cultures Brisson Inc.,"ST-JACQUES, QC J0K 2R0",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,Cultures Georges Forest & Fils inc. (Les),"LAVALTRIE, QC J5T 3P3",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,DANIEL LAVIOLETTE PAYSAGISTE INC,"Saint-Placide, QC J0V 2B0",8432-Nursery and greenhouse workers,Corporation,3,6
Quebec,  Primary Agriculture,Dekaporc Inc.,"FORTIERVILLE, QC G0S 1J0",8431-General farm workers,Corporation,2,3
Quebec,  Primary Agriculture,Delfland inc.,"NAPIERVILLE, QC J0J 1L0",8431-General farm workers,Corporation,7,63
Quebec,  Primary Agriculture,Domain'Acquis,"Plessiville, QC G6L 2Y2",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Domaine & vins Gélinas inc.,"Saint-Sévère, QC G0X 3B0",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,Domaine Agricole Mikellange Inc.,"Ste-Edwige-de-Clifton, QC J0B 2R0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Domaine de Dunham inc.,"DUNHAM, QC J0E 1M0",8431-General farm workers,Corporation,2,11
Quebec,  Primary Agriculture,Domaine de la Côte Mont-Rigaud/Macolex Holdings,"Sainte-Marthe, QC J0P 1W0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Domaine des Côtes d'Ardoises (2010) inc.,"Dunham, QC J0E  1M",8431-General farm workers,Corporation,2,7
Quebec,  Primary Agriculture,Domaine des salamandres (2010) inc.,"Hemmingford, QC J0L 1H0",8431-General farm workers,Sole Proprietorship,1,1
Quebec,  Primary Agriculture,Domaine du Nival Inc.,"SAINT-LOUIS, QC J0G 1K0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Domaine JMG Trottier Inc.,"Oka, QC J0N 1E0",8431-General farm workers,Partnership,4,17
Quebec,  Primary Agriculture,Domaine La Branche (9330-8997 Québec Inc.),"SAINT-ISIDORE, QC J0L 2A0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Domaine Les Brome SENC,"Lac Brome, QC J0E 1S0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Domaine L'Espiègle Inc.,"DUNHAM, QC J0E 1M0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Domaine Mont-Vézeau (2020) SENC,"Ripon, QC J0V 1V0",8431-General farm workers,Partnership,1,5
Quebec,  Primary Agriculture,Domaine Oak Hill SENC,"Melbourne, QC J0B  1X",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Domaine Pelchat Lemaître-Auger Inc.,"SAINT-JOSEPH-DU-LAC, QC J0N 1M0",8431-General farm workers,Unknown,2,4
Quebec,  Primary Agriculture,Domaine Phoenix Inc.,"Sainte-Sabine, QC J0J 2B0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Domaine Vincent Inc.,"SAINT-JOSEPH-DU-LAC, QC J0N 1M0",8431-General farm workers,Sole Proprietorship,3,5
Quebec,  Primary Agriculture,Domaine Vinéterra inc (9396-7578 Québec inc.),"Sainte-Marie-Madeleine, QC J0H 1S0",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,D-Trois-Pierres,"Montréal, QC H9K 1C6",8431-General farm workers,Unknown,1,5
Quebec,  Primary Agriculture,Durasphalte Inc. (Arbres de Noel BL),"Sherbrooke, QC J1N 3G7","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Corporation,1,5
Quebec,  Primary Agriculture,Durasphalte Inc. (Arbres de Noel BL),"Sherbrooke, QC J1N 3G7",8432-Nursery and greenhouse workers,Corporation,7,118
Quebec,  Primary Agriculture,Edmond Couture et fils inc.,"ST-NARCISSE-DE-BEAURIVAGE, QC G0S 1W0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Élevage du 6 Inc. (GMC),"Stoke, QC J0B 3G0",8431-General farm workers,Sole Proprietorship,3,3
Quebec,  Primary Agriculture,Élevage du Canton (9150-8689 Québec Inc.),"Rawdon, QC J0K  1S",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Élevage du Haut St-Laurent,"Saint-Anicet, QC J0S 1M0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Élevage et Grains Gelé Inc.,"COOKSHIRE-EATON, QC J0B 1M0",8431-General farm workers,Sole Proprietorship,1,1
Quebec,  Primary Agriculture,Élevage La Bretanne Inc,"ST-NARCISSE-DE-BEAURIVAGE, QC G0S 1W0",8431-General farm workers,Corporation,3,4
Quebec,  Primary Agriculture,Élevages Després,"St-Pascal, QC G0L 3Y0",8431-General farm workers,Unknown,1,3
Quebec,  Primary Agriculture,Élevages J. Bertrand inc.,"St-Alexandre, QC J0J 1S0",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,Élevages Viens inc. (Les),"Ayer's Cliff, QC J0B 1C0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Emblème Canneberge inc.,"SAINTE-EULALIE, QC G0Z 1E0",8611-Harvesting labourers,Unknown,8,19
Quebec,  Primary Agriculture,Entreprise Agricole Petch inc.,"Hemmingford, QC J0L 1H0",8431-General farm workers,Corporation,1,6
Quebec,  Primary Agriculture,Entreprise Dubreuil inc.,"Saint-Dominique, QC J0H 1L0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Entreprise Jack et Ange Marie Inc,"Côteau du Lac, QC J0P 1B0",8431-General farm workers,Co-operative,1,1
Quebec,  Primary Agriculture,Entreprise Keurentjes inc.,"HENRYVILLE, QC J0J 1E0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Entreprises Agricoles Bri-Ho enr.,"Saint-Jacques, QC J0K 2R0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,ENTREPRISES AGRICOLES LANCTÔT INC,"COMPTON, QC J0B 1L0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Entreprises Gaudreault Vanier Inc.,"Saint-Gabriel-de-Brandon, QC J0K 2N0",8432-Nursery and greenhouse workers,Sole Proprietorship,1,2
Quebec,  Primary Agriculture,Entreprises Gillivert inc.,"Lavaltrie, QC J5T 3K8",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,Entreprises Normand Tellier inc. (Les),"Saint-Félix-de-Valois, QC J0K 2M0",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Entreprises Normand Tellier inc. (Les),"Saint-Félix-de-Valois, QC J0K 2M0",8432-Nursery and greenhouse workers,Corporation,1,1
Quebec,  Primary Agriculture,Entreprises Quali-ferme inc. (Les),"Longueuil, QC J3Y 3S8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1,1
Quebec,  Primary Agriculture,Entreprises Quali-ferme inc. (Les),"Longueuil, QC J3Y 3S8",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,Équiporc Inc.,"Saint-Camille, QC J0A 1G0",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,Érablière au Sous Boic inc.,"Mont-Saint Grégoire, QC J0J 1K0",8432-Nursery and greenhouse workers,Corporation,1,4
Quebec,  Primary Agriculture,Érablière Au Toit Rouge,"Mont-Saint-Grégoire, QC J0J  1K",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Érablière Charbonneau Inc.,"MONT-SAINT-GRÉGOIRE, QC J0J 1K0",8431-General farm workers,Corporation,2,10
Quebec,  Primary Agriculture,Érablière de la Grande-Coulée (1984) inc.,"Lejeune, QC G0L 1S0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Érablière de Lavoye Saint-Damase inc.,"Saint-Damase, QC G0J  2J",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Érablière des Trois Versants (9392-2029 Québec Inc.),"SAINT-JÉRÔME, QC J7Y 0P7",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Érablière du Nord inc,"SAINT-MAURICE, QC G0X 2X0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Érablière du Nord Les Disamares Inc.,"MONT-LAURIER, QC J9L 2S1",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,Érablière Jacques Bourdeau Inc.,"FRANKLIN, QC J0S 1E0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Érablière Laverdière et Frères inc,"St-Jean-de-Bréboeuf, QC G6G 0A1",8431-General farm workers,Unknown,1,2
Quebec,  Primary Agriculture,Érablière Paul et Alain Gingras Inc.,"St-Ubalde, QC G0A 4L0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Excavation - Travaux Forestiers Réal Bédard inc.,"NOTRE-DAME-DE-LOURDES, QC G0S 1T0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Excavation Alain Lemay Inc.,"St-Édouard de Lotbinière, QC G0S 1Y0",8431-General farm workers,Unknown,3,5
Quebec,  Primary Agriculture,Excel-Serres Ltée,"ST-DAMASE, QC J0H 1J0",8431-General farm workers,Partnership,1,3
Quebec,  Primary Agriculture,Feme Denijos inc,"St-Cyprien, QC G0L 2P0",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,Ferdinand Hervieux inc.,"Lanoraie, QC J0K 1E0",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Ferdinand Hervieux inc.,"Lanoraie, QC J0K 1E0",8432-Nursery and greenhouse workers,Corporation,1,3
