Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Approved LMIAs,Approved Positions
Quebec,  Primary Agriculture,6745369 Canada Inc.,"Stoke, QC J0B 3G0",8431-General farm workers,Unknown,2,2
Quebec,  Primary Agriculture,7178425 Canada Inc. (La ferme à l'accueil Chaleureux),"Saint-Philippe, QC J0L  2K",8431-General farm workers,Corporation,2,6
Quebec,  Primary Agriculture,7320141 Canada Inc.,"Stoke, QC J0B 3G0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,85092 Canada Ltée,"St-Roch-de-l'Achigan, QC J0K  3H",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9008-1951 Québec Inc,"La Présentation, QC J0H 1B0",8431-General farm workers,Unknown,4,21
Quebec,  Primary Agriculture,9014-8222 Québec inc.(Ferme Guy Rivest),"Rawdon, QC J0K 1S0",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,9016-7404 Québec inc.,"St-Denis-de-La-Bouteillerie, QC G0L 2R0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9022-2662 Québec Inc. (Vergers Claude Tougas),"Dunham, QC J0E 1M0",8431-General farm workers,Corporation,1,7
Quebec,  Primary Agriculture,9029-0354 Québec Inc. (Ferme L & R Bessette),"ST-JEAN-SUR-RICHELIEU, QC J2X  5T",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,9030-6051 QC INC,"Lac-des-Aigles, QC G0K 1V0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,9043-3616 Québec inc (Ferme Olivier Lépine),"Saint-Alexis, QC J0K  1T",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9054-2291 Québec Inc. (Domaine de Lavoie),"ROUGEMONT, QC J0L 1M0",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,9057-0565 Québec inc,"FRANKLIN, QC J0S 1E0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
Quebec,  Primary Agriculture,9057-0565 Québec inc,"FRANKLIN, QC J0S 1E0",8431-General farm workers,Unknown,2,12
Quebec,  Primary Agriculture,9070-4727 QUÉBEC INC. (FERME LÉONARD ET LISE CÔTÉ),"Hébertville, QC G8N 1A1",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,9076-3384 Québec Inc.,"Sutton, QC J0E 2K0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9078-0057 Québec Inc.,"Alma, QC G8B 5V2",8431-General farm workers,Sole Proprietorship,1,1
Quebec,  Primary Agriculture,9082-6454 Québec Inc. (Ferme Côté Blackburn),"SAINT-BRUNO, QC G0W 2L0",8431-General farm workers,Corporation,1,6
Quebec,  Primary Agriculture,9091-3047 Québec Inc. (Bleuets Labrecque),"Labrecque, QC G0W 2S0",8431-General farm workers,Corporation,3,12
Quebec,  Primary Agriculture,9092-1248 Québec Inc. (Productions Rivard),"Saint-Ambroise, QC G7P 2A2",8431-General farm workers,Partnership,2,11
Quebec,  Primary Agriculture,9092-2030 Québec inc.,"Elgin, QC J0S 2E0",8431-General farm workers,Sole Proprietorship,1,1
Quebec,  Primary Agriculture,9094-0875 Québec Inc (Verger Saab),"Oka, QC J0N 1E0",8431-General farm workers,Corporation,2,8
Quebec,  Primary Agriculture,9094-0875 Québec Inc (Verger Saab),"Oka, QC J0N 1E0",8611-Harvesting labourers,Corporation,1,2
Quebec,  Primary Agriculture,9095-2300 QUEBEC INC,"St-Francois rivière du Sud, QC G0R 3A0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9095-6582 Québec inc,"Roxton Pond, QC J0E 1Z0",8431-General farm workers,Unknown,1,2
Quebec,  Primary Agriculture,9103-6038 Québec Inc. (Jardins Vinet),"SAINT-RÉMI, QC J0L 2L0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,2,2
Quebec,  Primary Agriculture,9103-6038 Québec Inc. (Jardins Vinet),"SAINT-RÉMI, QC J0L 2L0",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,9106-6340 Québec inc. (Ferme Mileau),"SAINT-AMBROISE-DE-KILDARE, QC J0K 1C0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9108-6587 Québec inc,"L'Ascension de Notre Seigneur, QC G0W 1Y0",8432-Nursery and greenhouse workers,Unknown,1,2
Quebec,  Primary Agriculture,9110-9751 Québec Inc.,"Rimouski, QC G0L 1B0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9111-3993 Québec inc.,"St-Zénon-du-Lac-Humqui, QC G0J  1N",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9122-8569 Québec inc. (Ferme Ronoît),"Mirabel, QC J7N 2S9",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9129-7051 Québec Inc.(P Thompson et N Pinard),"Gatineau, QC J8R 3C7",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,9132-8542 Québec Inc. Les Jardiniers du Chef,"BLAINVILLE, QC J7C  0V",8431-General farm workers,Sole Proprietorship,1,4
Quebec,  Primary Agriculture,9135-1551 Québec Inc. (Pépinière Premier Plant),"Charlemagne, QC J5Z 4B2",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,9146-2275 Québec Inc. (Vergers Petit et Fils),"Mont Saint-Hilaire, QC J3G 4S6",8431-General farm workers,Sole Proprietorship,2,4
Quebec,  Primary Agriculture,9150-4050 Québec inc.,"St-Ulric, QC G0J 3H0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9160-2953 Québec Inc,"Saint-Paul, QC J0K 3E0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1,1
Quebec,  Primary Agriculture,9160-5006 Québec Inc. (Ferme Rose Haven),"LORRAINVILLE, QC J0Z 2R0",8431-General farm workers,Co-operative,1,1
Quebec,  Primary Agriculture,9162-9824 QUÉBEC INC,"FABRE, QC J0Z 1Z0",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,9165-4996 QUÉBEC INC.,"Mirabel, QC J7N 2B4",8431-General farm workers,Unknown,1,12
Quebec,  Primary Agriculture,9171-6316 Québec inc. (Ferme Robel),"Jonquière, QC G7X 7V3",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9174-7006 Québec inc. (Ferme Technord),"Girardville, QC G0W  1R",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,9176-8077 Québec inc. (Ferme Jolien),"Jonquière, QC G7X 7V5",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9179-8306 Québec inc.,"St-Eugène, QC J0C 1J0",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,9190-3591 Québec inc. (Vergers Philion),"Candiac, QC J5R 3Z4",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,9195-5922 Québec Inc (Ferme Bunny),"Saint-Hyacinthe, QC J2T 5J5",8431-General farm workers,Corporation,2,26
Quebec,  Primary Agriculture,9199-1802 Québec Inc,"ST-FR.-DE-L'ÎLE-D'ORLÉ, QC G0A 3S0",8431-General farm workers,Corporation,1,5
Quebec,  Primary Agriculture,9201-0834 Québec Inc. (Les Jardins d'Émilie),"ROUGEMONT, QC J0L 1M0",8431-General farm workers,Corporation,3,12
Quebec,  Primary Agriculture,9208-1819 Québec Inc. (Ferme J.E. Barbeau),"Sainte-Clotilde, QC J0L 1W0",8431-General farm workers,Sole Proprietorship,1,4
Quebec,  Primary Agriculture,9208-5166 Québec inc. (Ferme Samuc),"St-Charles-Borromée, QC J6E 7E6",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,9229-6953 Québec inc.,"St-Liboire, QC J0H 1R0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9240-9135 Québec Inc,"AYER'S CLIFF, QC J0B  1C",8431-General farm workers,Partnership,1,2
Quebec,  Primary Agriculture,9242007 Canada inc - Gazons J,"Drummondville, QC J2B 6V2",8432-Nursery and greenhouse workers,Corporation,1,4
Quebec,  Primary Agriculture,9242-7277 Québec Inc.,"Neuville, QC G0A  2R",8431-General farm workers,Corporation,1,5
Quebec,  Primary Agriculture,9247-2588 Québec inc. (Ferme Charlie),"Guérin, QC J0Z 2E0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9247-9880 Québec inc. (Ferme Franot),"Mirabel, QC J7N 2Z3",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9255-6117 Québec Inc.,"SAINT-DAMASE, QC G0J 2J0",8431-General farm workers,Corporation,2,5
Quebec,  Primary Agriculture,9256-9672 Québec Inc (Ferme Benjo 2012),"ST-LIN-LAURENTIDES, QC J5M 1Y6",8431-General farm workers,Corporation,4,16
Quebec,  Primary Agriculture,9274-5603 Québec Inc.,"SAINT-LOUIS-DE-GONZAGUE, QC J0S 1T0",8431-General farm workers,Corporation,3,9
Quebec,  Primary Agriculture,9275-3698 Québec Inc.,"Saint-Théodore-d'Action, QC J0H 1Z0",8431-General farm workers,Corporation,2,3
Quebec,  Primary Agriculture,9281-1157 quebec inc,"magog, QC J1X 5R9",8431-General farm workers,Unknown,1,2
Quebec,  Primary Agriculture,9288-0004 Québec Inc. (Ferme Albert Beghuin),"SAINT-LOUIS-DE-GONZAGUE, QC J0S 1T0",8431-General farm workers,Sole Proprietorship,2,2
Quebec,  Primary Agriculture,9295-8859,"Bégin, QC G0V 1B0",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,9299-5232 Québec Inc.,"Hemmingford, QC J0L 1H0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,9300-4372 Québec Inc.,"SAINT-PHILIPPE-DE-NÉRI, QC G0L 4A0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9305-5747 Québec Inc. (Sylvestria Pépinière Agroenvironnementale),"Saint-Fulgence, QC G0V 1S0",8432-Nursery and greenhouse workers,Corporation,1,6
Quebec,  Primary Agriculture,9308-7260 Québec Inc.,"Saint-Anne-de-Sabrevois, QC J0J  2G",8431-General farm workers,Sole Proprietorship,1,1
Quebec,  Primary Agriculture,9310-2283 Québec Inc. (Ferme Auny),"La Doré, QC G8J 1G4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1,1
Quebec,  Primary Agriculture,9310-2283 Québec Inc. (Ferme Auny),"La Doré, QC G8J 1G4",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9314-4715 Québec inc,"Sainte-Madeleine, QC J0H 1S0",8431-General farm workers,Corporation,2,17
Quebec,  Primary Agriculture,9317-7251 Québec Inc. (Verger Éric Tanguay),"Rougemont, QC J0L  1M",8431-General farm workers,Sole Proprietorship,2,4
Quebec,  Primary Agriculture,9317-9216 Québec inc.,"SAINTE-SÉRAPHINE, QC J0A 1E0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9320-4634 Québec Inc. (Verger du Lac),"Dunham, QC J0E  1M",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,9326-1022 Québec Inc.,"Stoke, QC J0B 3G0",8431-General farm workers,Sole Proprietorship,1,1
Quebec,  Primary Agriculture,9329-5541 Québec inc (Jardins Ste-Clotilde),"Sainte-Clotilde, QC J0L 1W0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,2,5
Quebec,  Primary Agriculture,9329-5541 Québec inc (Jardins Ste-Clotilde),"Sainte-Clotilde, QC J0L 1W0",8431-General farm workers,Corporation,6,35
Quebec,  Primary Agriculture,9330-5738 Québec inc. (Ferme Chant-O-Vent),"St-Esprit, QC J0K 2L0",8431-General farm workers,Sole Proprietorship,1,1
Quebec,  Primary Agriculture,9331-2080 Québec Inc. (Beau-Regard),"Sainte-Marie-Madeleine, QC J0H 1S0",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,9332-9860 Québec Inc.(Ferme Agricomax),"Saint-Chrysostome, QC J0S 1R0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Sole Proprietorship,1,1
Quebec,  Primary Agriculture,9332-9860 Québec Inc.(Ferme Agricomax),"Saint-Chrysostome, QC J0S 1R0",8431-General farm workers,Sole Proprietorship,2,2
Quebec,  Primary Agriculture,9333-6709 Québec Inc. (Ferme Saniben),"SAINT-FRANÇOIS-DE-LA-RIVIÈRE-DU-SUD, QC G0R 3A",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,9333-7285 Québec Inc. (Centre Jardin Lac Pelletier),"Rouyn-Noranda, QC J0Z 1Y2",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9333-7400 Québec Inc. (Les Jardins Germain Turcot et fils),"Saint-Roch-Ouest, QC J0K 3H0",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,9348 -8187 QUEBEC INC,"Henryville, QC J0J 1B0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9353-7330 Québec Inc.,"Saint-Irénée, QC G0T 1V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1,1
Quebec,  Primary Agriculture,9354-1704 Québec Inc,"Lanoraie, QC J0K 1E0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,9354-1704 Québec Inc,"Lanoraie, QC J0K 1E0",8432-Nursery and greenhouse workers,Corporation,1,1
Quebec,  Primary Agriculture,9360-8529 Québec inc,"St-Jacques-de-Leeds, QC G0N 1J0",8431-General farm workers,Unknown,1,5
Quebec,  Primary Agriculture,9369-9254 Québec Inc. (Ferme Belleten),"Val-d'Or, QC J9P 0C3",8431-General farm workers,Sole Proprietorship,1,1
Quebec,  Primary Agriculture,9380-3872 Québec Inc. (Ferme Profusion),"St-Isidore, QC J0L  2A",8431-General farm workers,Corporation,3,19
Quebec,  Primary Agriculture,9388-2884 Québec inc.,"St-Camille, QC J0A 1G0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,9392-5568 Québec inc.,"Gracefield, QC J0X 1W0",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,9401-3711 Québec Inc. (Jardins Mil'herbes),"St-Eustache, QC J7R  0E",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,9403-8759 Québec inc. (Les Fermes DMS),"Roxton Pond, QC J0E 1Z0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,9405-4905 Québec Inc. - Verger Sainte-Marguerite,"Trois-Rivières, QC G9B 0E7",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,9412-3502 Québec inc.,"L'Ancienne-Lorette, QC G2E 2H3",8432-Nursery and greenhouse workers,Corporation,1,4
Quebec,  Primary Agriculture,9417-9082 Québec inc. (Les Jardins Provost),"Boucherville, QC J4B  5E",8431-General farm workers,Corporation,1,20
Quebec,  Primary Agriculture,9440-5776 Québec Inc. (Les Fermes Petite Nation),"Québec, QC G2E 5S2",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,9440-5818 Québec Inc. (Les Pommes de Terre du Témiscamingue Inc),"St-Eugène-de-Guigues, QC J0Z 3L0",8431-General farm workers,Corporation,2,5
Quebec,  Primary Agriculture,9450-8405 Québec inc.,"Péribonka, QC G0W 2G0",8611-Harvesting labourers,Unknown,1,4
Quebec,  Primary Agriculture,9473-1940 QUEBEC INC.,"Mirabel, QC J7J 1P1",8431-General farm workers,Corporation,1,6
Quebec,  Primary Agriculture,A et R BOULET INC.,"SAINT-FRANÇOIS-DE-LA-RIVIÈRE-DU-SUD, QC G0R 3A",8431-General farm workers,Partnership,1,1
Quebec,  Primary Agriculture,A. BELISLE ET FILS INC.,"St-Eustache, QC J7R 4K3",8431-General farm workers,Corporation,1,73
Quebec,  Primary Agriculture,A.O.L. Jardiniers Maraichers inc,"SAINT-ÉDOUARD, QC J0L 1Y0",8431-General farm workers,Corporation,1,5
Quebec,  Primary Agriculture,Agiska Coopérative,"Saint-Hyacinthe, QC J2R 1Z5",8431-General farm workers,Unknown,3,4
Quebec,  Primary Agriculture,Ail D'Orléans,"Saint-Laurent-de-l'île-d'Orléans, QC G0A 3Z0",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Alfred Couture Ltée,"SAINT-ANSELME, QC G0R 2N0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Aménagement forestier coopératif des Appalaches,"La Patrie, QC J0B 1Y0",8431-General farm workers,Corporation,3,8
Quebec,  Primary Agriculture,ANNESEE INC.,"Ange-Gardien, QC J0E  1E",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Api Culture Hautes Laurentides inc.,"FERME-NEUVE, QC J0W 1C0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Arbres de Noël Côté-Henderson inc.,"Inverness, QC G0S 1K0",8432-Nursery and greenhouse workers,Corporation,1,2
Quebec,  Primary Agriculture,Atocas Bédard inc,"Saint-Louis-de-Blandford, QC G0Z 1B0",8431-General farm workers,Unknown,5,22
Quebec,  Primary Agriculture,Au cœur de la pomme SENC,"Frelighsburg, QC J0J 1C0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Co-operative,1,1
Quebec,  Primary Agriculture,Au cœur de la pomme SENC,"Frelighsburg, QC J0J 1C0",8431-General farm workers,Co-operative,1,1
Quebec,  Primary Agriculture,Au Pays des petits fruits SENC.,"Mirabel, QC J7J 1Z9",8431-General farm workers,Partnership,1,3
Quebec,  Primary Agriculture,Aurel Harvey & Fils Inc.,"Saint-Augustin-des-Desmaures, QC G3A 1W8",8431-General farm workers,Unknown,2,2
Quebec,  Primary Agriculture,B. Cousineau et Fils Inc.,"Saint-Roch-de-l'Achigan, QC J0K 3H0",8431-General farm workers,Sole Proprietorship,3,12
Quebec,  Primary Agriculture,Bechedor Inc.,"Saint-Prosper, QC G0M 1Y0",8432-Nursery and greenhouse workers,Corporation,1,4
Quebec,  Primary Agriculture,Bergerie des Neiges inc.,"St-Ambroise-de-Kildare, QC J0K 1C0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Bergeroy Holstein Inc,"SAINT-SAMUEL, QC G0Z 1G0",8431-General farm workers,Corporation,3,5
Quebec,  Primary Agriculture,BIO  ENVIRO PRODUCTION INC,"LAVAL, QC H7E 4P2",8431-General farm workers,Unknown,1,5
Quebec,  Primary Agriculture,Biospore Inc.,"Château-Richer, QC G0A 1N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1,1
Quebec,  Primary Agriculture,Blais Productions inc.,"SAINT-ANSELME, QC G0R 2N0",8431-General farm workers,Corporation,2,4
Quebec,  Primary Agriculture,Bleu Vallin Inc.,"Saint-Félicien, QC G8K 3G3",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Bleuet Royal Inc.,"Alma, QC G8G  0G",8431-General farm workers,Corporation,2,42
Quebec,  Primary Agriculture,Bleuetière 2000 inc.,"SAINT-BRUNO, QC G0W 2L0",8431-General farm workers,Corporation,1,70
Quebec,  Primary Agriculture,Bleuetière La Durantaye,"La Durantaye, QC G0R 1W0",8431-General farm workers,Partnership,1,3
Quebec,  Primary Agriculture,Bleuetière Point du Jour inc.,"Lavaltrie, QC J5T 3P4",8431-General farm workers,Corporation,5,79
Quebec,  Primary Agriculture,Bulzail inc.,"St-Esprit, QC J0K 2L0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,C. Jolyporc inc.,"Ayer's Cliff, QC J0B 1C0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,C. Voghell inc.,"SAINT-CÉSAIRE, QC J0L 1T0",8431-General farm workers,Partnership,1,1
Quebec,  Primary Agriculture,Canards des monts inc.,"Saint-Jude, QC J0H 1P0",8431-General farm workers,Corporation,1,7
Quebec,  Primary Agriculture,Canards du Lac Brome Ltee,"Knowlton, QC J0E 1V0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,3
Quebec,  Primary Agriculture,Canards du Lac Brome Ltee,"Knowlton, QC J0E 1V0",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,Canna-Culture Inc.,"Drummondville, QC J2B  6V",8432-Nursery and greenhouse workers,Corporation,3,5
Quebec,  Primary Agriculture,Canneberges Bécancour Management inc.,"Saint-Louis-de-Blandford, QC G0Z 1B0",8431-General farm workers,Corporation,1,5
Quebec,  Primary Agriculture,Canneberges L&S SEC,"Saint-Lucien, QC J0C 1N0",8431-General farm workers,Corporation,1,20
Quebec,  Primary Agriculture,Cassis de L'Isle ensorceleuse Monna et Fils Inc.,"Saint-Pierre-de-l'Île-d'Orléans, QC G0A 4E0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Castorica 2003 inc,"St-Philémon, QC G0R 4A0",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,Centre de recherche en Sciences animales de Deschambault inc,"Deschambault, QC G0A 1S0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Centre d'insémination porcine du Québec s.e.c.,"Saint-Lambert-de-Lauzon, QC G0S 2W0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Centre Jardin de l'Aéroport Inc,"QUÉBEC, QC G2G 2P6",8432-Nursery and greenhouse workers,Corporation,1,2
Quebec,  Primary Agriculture,Centre Maraicher Eugene Guinois Jr inc.,"Sainte-Clotilde, QC J0L 1W0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,20
Quebec,  Primary Agriculture,Centre Maraicher Eugene Guinois Jr inc.,"Sainte-Clotilde, QC J0L 1W0",8431-General farm workers,Unknown,1,97
Quebec,  Primary Agriculture,Centre Sylvicole de Forestville inc.,"Lac-au-Saumon, QC G0J 1M0",8432-Nursery and greenhouse workers,Unknown,1,7
Quebec,  Primary Agriculture,Cereales Normandin Inc,"Normandin, QC G8M 4P3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Quebec,  Primary Agriculture,"Château de cartes, vignoble et cidrerie inc.","Dunham, QC J0E 1M0",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Cidrerie Michel Jodoin inc.,"Rougemont, QC J0L  1M",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,Cidrerie Milton inc.,"Saint-Cécile-de-Milton, QC J0E 2C0",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,ConsuPak inc.,"SHERRINGTON, QC J0L 2N0",8431-General farm workers,Unknown,3,14
Quebec,  Primary Agriculture,COOP Avantis,"Sainte-Marie, QC G6E 0L9",8431-General farm workers,Corporation,14,17
Quebec,  Primary Agriculture,COOPÉRATIVE AGRICOLE DE ST-BERNARD,"St-Bernard, Qc, QC G0S 2G0",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,Couvoir Boire inc.,"Wickham, QC J0C 1S0",8431-General farm workers,Unknown,4,23
Quebec,  Primary Agriculture,Couvoir Québec Inc.,"QUÉBEC, QC G2A 2E1",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Cran Québec Inc.,"LYSTER, QC G0S  1V",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Culture Kizos Inc.,"Bécancour, QC G9H 0B6",8432-Nursery and greenhouse workers,Corporation,2,10
Quebec,  Primary Agriculture,Cultures Brisson Inc.,"ST-JACQUES, QC J0K 2R0",8431-General farm workers,Corporation,5,24
Quebec,  Primary Agriculture,Cultures Gen V inc.,"Ste-Clotilde, QC J0L 1W0",8431-General farm workers,Unknown,3,24
Quebec,  Primary Agriculture,Cultures Gen V inc.,"Ste-Clotilde, QC J0L 1W0",8432-Nursery and greenhouse workers,Unknown,1,1
Quebec,  Primary Agriculture,Cultures Georges Forest & Fils inc. (Les),"LAVALTRIE, QC J5T 3P3",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Cultures Quinto Inc.,"Saint-Ubalde, QC G0A 4L0",8431-General farm workers,Corporation,3,20
Quebec,  Primary Agriculture,Cultures St-Anicet inc. (Les),"St-Hyacinthe, QC J2R  1L",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Delfland inc.,"NAPIERVILLE, QC J0J 1L0",8431-General farm workers,Corporation,4,55
Quebec,  Primary Agriculture,Domain'Acquis,"Plessiville, QC G6L 2Y2",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Domaine Cartier-Potelle inc.,"ROUGEMONT, QC J0L 1M0",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,Domaine de la Côte Mont-Rigaud/Macolex Holdings,"Sainte-Marthe, QC J0P 1W0",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Domaine La Branche (9330-8997 Québec Inc.),"SAINT-ISIDORE, QC J0L 2A0",8431-General farm workers,Corporation,2,3
Quebec,  Primary Agriculture,Domaine Les Brome SENC,"Lac Brome, QC J0E 1S0",8431-General farm workers,Corporation,2,7
Quebec,  Primary Agriculture,Domaine L'Espiègle Inc.,"Dunham, QC J0E 1M0",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,Domaine Mont-Vézeau (2020) SENC,"Ripon, QC J0V 1V0",8431-General farm workers,Partnership,1,1
Quebec,  Primary Agriculture,Domaine Orléans inc.,"Saint-Pierre-de-l'Ile-d'Orléans, QC G0A  4E",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Domaine Vincent Inc.,"Saint-Joseph-du-Lac, QC J0N 1M0",8431-General farm workers,Sole Proprietorship,1,24
Quebec,  Primary Agriculture,Domaine Vincent Inc.,"Saint-Joseph-du-Lac, QC J0N 1M0",8611-Harvesting labourers,Sole Proprietorship,1,21
Quebec,  Primary Agriculture,Dominic Bradette Maltais (Les Fleurs Maltais),"Chicoutimi, QC G7H 7W5",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Durasphalte Inc. (Arbres de Noel BL),"Sherbrooke, QC J1N 3G7",8432-Nursery and greenhouse workers,Corporation,1,12
Quebec,  Primary Agriculture,ECC Environnement inc,"Acton Vale, QC J0H 1A0",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,ECURIE DU GRAND COTEAU INC.,"L'Epiphanie, QC J5X 3N3",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Élevage du 6 Inc. (GMC),"Stoke, QC J0B 3G0",8431-General farm workers,Sole Proprietorship,1,1
Quebec,  Primary Agriculture,Élevage du Canton (9150-8689 Québec Inc.),"Rawdon, QC J0K  1S",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,Élevage du Haut St-Laurent,"Saint-Anicet, QC J0S 1M0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Élevage La Bretanne Inc,"Saint-Narcisse-de-Beaurivage, QC G0S  1W",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,Élevage Quali-Porc Inc.,"Kinnear's Mills, QC G0N 1K0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Élevages J. Bertrand inc.,"St-Alexandre, QC J0J 1S0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Élevages Viens inc. (Les),"Ayer's Cliff, QC J0B 1C0",8431-General farm workers,Corporation,3,3
Quebec,  Primary Agriculture,Emballage St-Ambroise Inc.,"St-Ambroise, QC G7P 2V4",8431-General farm workers,Unknown,1,4
Quebec,  Primary Agriculture,Entreprises Charles Conway inc.,"Saint-Polycarpe, QC J0P 1X0",8432-Nursery and greenhouse workers,Corporation,1,4
Quebec,  Primary Agriculture,Entreprises Gillivert inc.,"Lavaltrie, QC J5T 3K8",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Équipements d'Érablière L.P. inc,"St-Cécile-de-Whitton, QC G0Y 1J0",8431-General farm workers,Unknown,2,5
