Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés 
,,Volta Création inc,"Québec, QC G1K 8G3",5241-Designers graphiques et illustrateurs,2
,,Voonyx Inc,"Lac-Beauport, QC G3B 1M7",2174-Programmeurs et développeurs en médias interactifs,1
,   Bas salaire,2955-0571 Québec Inc,"Baie-Saint-Paul, QC G3Z 1P8",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
,,6173306 Canada Inc.,"Amos, QC J9T 1H3",6311-Superviseurs des services alimentaires,6
,,8112029 Canada inc.,"Montréal, QC H2Z 1G6",6322-Cuisiniers,1
,,9126-9755 Québec Inc.,"Montreal, QC H2L 1S3",6321-Chefs,1
,,9246-8024 Québec inc,"Montréal, QC H2T 2N8",0631-Directeurs de la restauration et des services alimentaires,1
,,9261-9345 Québec Inc.,"Montréal, QC H3A 1H3",6322-Cuisiniers,1
,,9327-7630 Quebec inc.,"Montreal, QC H1H 3Z5",0631-Directeurs de la restauration et des services alimentaires,1
,,9338-0186 Québec Inc.,"Rouyn-Noranda, QC J9X 6P9",6311-Superviseurs des services alimentaires,1
,,Académie de Judo de Sept-Iles Inc.,"Sept-Îles, QC G4R 2B4","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",1
,,Aliments Asta Inc.,"St-Alexandre, QC G0L 2G0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",18
,,Automobiles Rennen Inc.,"St-Hubert, QC J4T 2V8",7322-Débosseleurs et réparateurs de carrosserie,1
,,Boulangerie Chicoutimi-Nord inc.,"Chicoutimi, QC G7G 1W4",6332-Boulangers-pâtissiers,2
,,Brisson Paysagiste inc,"Plessisville, QC G6L 2Y2",8612-Manoeuvres en aménagement paysager et en entretien des terrains,4
,,Canards du Lac Brome Ltée,"Knowlton, QC J0E 1V0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",5
,,CARRIERES DUCHARMES INC,"Havelock, QC J0S 2C0","9414-Opérateurs de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre",2
,,Club de Judo Shidokan Inc.,"Montréal, QC H4A 1L2","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",1
,,Déco Gâto,"Carleton-sur-Mer, QC G0C 1J0",6332-Boulangers-pâtissiers,1
,,Électronique Addison,"Montréal, QC H1Z 3S7",5225-Techniciens en enregistrement audio et vidéo,1
,,Expédition Rêve Blanc inc,"Mont-Laurier, QC J9L 3G5",6532-Guides d'activités récréatives et sportives de plein air,2
,,Farine et Vanille Inc.,"Montréal, QC H2V 4E8",6332-Boulangers-pâtissiers,1
,,Fer & Métaux Américains S.E.C. (American Iron & Metal LP),"Lévis, QC G6V 7M5","9416-Opérateurs de machines à travailler les métaux légers et lourds, et de machines de formage",3
,,,,"9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",1
,,Fruit d'Or Inc.,"Villeroy, QC G0S 3K0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",5
,,Grand Marché Col-Fax Inc.,"Laval, QC H7P 5P6","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
,,"Hortex, Les Spécialistes de l'Horticulture Inc.","Châteauguay, QC J6J 0A9",8612-Manoeuvres en aménagement paysager et en entretien des terrains,4
,,La Fournée d'Olivier,"Ste-Julie, QC J3E 0A1",6332-Boulangers-pâtissiers,1
,,Léo Mailhot Inc.,"Saint-Alexis, QC J0K 1T0",9533-Monteurs et contrôleurs d'autres produits en bois,2
,,Les Aliments Bégin Inc.,"St-Ludger, QC G0M 1W0","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",4
,,Les artisans du paysage du Québec inc.,"Québec, QC G2G 1C1",8612-Manoeuvres en aménagement paysager et en entretien des terrains,2
,,Les Équipements d'Érablière CDL inc.,"St-Lazare, QC G0R 3J0",7612-Autres manoeuvres et aides de soutien de métiers,7
,,Les industries et équipements Laliberté Ltée,"Sainte-Claire, QC G0R 2V0",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,Les Pères Nature Inc.,"St-Georges, QC G5Y 2B8",6332-Boulangers-pâtissiers,1
,,Les Restaurants Mata inc.,"Sept-Îles, QC G4R 1Z1",6311-Superviseurs des services alimentaires,9
,,Les Viandes Lacroix Inc.,"St-Hyacinthe, QC J2S 8E3","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",11
,,Manac Inc.,"St-Georges de Beauce, QC G5Y 8G6","9522-Assembleurs, contrôleurs et vérificateurs de véhicules automobiles",10
,,Maxi-Paysage inc.,"St-Apollinaire, QC G0S 2E0",8612-Manoeuvres en aménagement paysager et en entretien des terrains,8
,,MBI Plastique inc.,"St-Joseph-de-Beauce, QC G0S 2V0",9615-Manoeuvres dans la fabrication des produits en caoutchouc et en plastique,4
,,MÉTALUS INC.,"Drummondville, QC J2C 6L8",7233-Tôliers,2
,,Municipalité de L'Île - d'Anticosti,"Port-Menier, QC G0G 2Y0","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Ocafé Vieux Tremblant Inc.,"Mont-Tremblant, QC J8E 1K4",0631-Directeurs de la restauration et des services alimentaires,1
,,Olymel S.E.C./L.P.,"St-Hyacinthe, QC J2S 4B6","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",238
,,Oly-Robi Transformation SEC,"Yamachiche, QC G0X 3L0","9462-Bouchers industriels, dépeceurs-découpeurs de viande, préparateurs de volaille et personnel assimilé",2
,,,,"9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",5
,,Patisserie Ladouche Inc.,"Chicoutimi, QC G7H 4C3",6332-Boulangers-pâtissiers,1
,,Prince Logistics Services,"Montreal, QC H8R 1H3",7511-Conducteurs de camions de transport,6
,,Pro-Metal Plus Inc,"Deschambault, QC G0A 1S0",7237-Soudeurs et opérateurs de machines à souder et à braser,2
,,Rotobec Inc.,"Sainte-Justine, QC G0R 1Y0",7237-Soudeurs et opérateurs de machines à souder et à braser,2
,,SEC VANIER 2,"Québec, QC G1M 0A9","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",1
,,Structures St-Joseph Ltée,"St-Joseph de Beauce, QC G0S 2V0",7611-Aides de soutien des métiers et manoeuvres en construction,4
,,Studios Framestore Inc.,"Montréal, QC H2T 3B3",5241-Designers graphiques et illustrateurs,1
,,Trinorth Equipment Inc.,"Repentigny, QC J5Z 2H1",1522-Magasiniers et commis aux pièces,1
,,Vaporisation Québec Inc.,"Lévis, QC G6J 1S2",8612-Manoeuvres en aménagement paysager et en entretien des terrains,2
,,Viandes du Breton Inc. (Les),"Rivière-du-Loup, QC G5R 5X8","9462-Bouchers industriels, dépeceurs-découpeurs de viande, préparateurs de volaille et personnel assimilé",12
,  Agriculture primaire,2173-0130 Québec inc.,"Ste-Brigide, QC J0J 1X0",8431-Ouvriers agricoles,1
,,2433-7529 Québec Inc.,"Lanoraie, QC J0K 1E0",8431-Ouvriers agricoles,4
,,2436-3392 Québec Inc.,"St-Eustache, QC J7R 4K6",8432-Ouvriers de pépinières et de serres,10
,,2549-6308 QUÉBEC INC.,"Stornoway, QC G0Y 1N0",8432-Ouvriers de pépinières et de serres,4
,,2637-5808 Québec inc.,"Lévis, QC G7A 4H4",8431-Ouvriers agricoles,4
,,2746-1912 QUÉBEC INC,"Bury, QC J0B 1J0",8431-Ouvriers agricoles,1
,,2842-0941 Québec Inc.,"St-Jacques-le-Mineur, QC J0J 1Z0",8431-Ouvriers agricoles,4
,,2948-1330 Québec Inc,"St-Roch-de-l'Achigan, QC J0K 3H0",8431-Ouvriers agricoles,2
,,3104-3052 Québec inc,"Compton, QC J0B 1L0",8431-Ouvriers agricoles,2
,,4390679 Canada Inc. (Les Multi-Plants Pascal Roy),"St Remi, QC J0L 2L0",8432-Ouvriers de pépinières et de serres,3
,,624899 Nouveau-Brunswick ltée,"St-Lambert, QC G0S 2W0",8431-Ouvriers agricoles,2
,,6265863 Canada inc.,"Sherbrooke, QC J1M 1Z3",8432-Ouvriers de pépinières et de serres,26
,,9008-1951 Québec Inc.,"La Présentation, QC J0H 1B0",8431-Ouvriers agricoles,2
,,9014-8578 Québec Inc.,"Lévis, QC G6W 5N6",8431-Ouvriers agricoles,3
,,9022-2662 Québec Inc.,"Dunham, QC J0E 1M0",8431-Ouvriers agricoles,2
,,9029-0354 Québec Inc,"Saint-Jean-sur-Richelieu, QC J2X 5T9",8431-Ouvriers agricoles,2
,,9038-8059 Québec Inc,"St-Chrysostome, QC J0S 1E0",8431-Ouvriers agricoles,3
,,9054-2291 Québec Inc.,"Rougemont, QC J0L 1M0",8431-Ouvriers agricoles,8
,,9072-2166 Québec Inc.,"Cap St-Ignace, QC G0R 1H0",8431-Ouvriers agricoles,1
,,9083-8350 Québec Inc.,"St-Paul D'Abbotsford, QC J0E 1A0",8432-Ouvriers de pépinières et de serres,24
,,9085-0710 Québec Inc (Ferme Poissant),"St-Philippe, QC J0L 2K0",8431-Ouvriers agricoles,1
,,9091-8558 QUÉBEC INC. (Service Avicole JGL),"Victoriaville, QC G6T 2B4",8431-Ouvriers agricoles,21
,,9094-0875 Québec inc.,"Montréal, QC H3M 1B4",8431-Ouvriers agricoles,2
,,9102-9934 Québec inc,"St-Louis-de-Blandford, QC G0Z 1B0",8431-Ouvriers agricoles,6
,,9103-6038 Québec inc.,"St-Rémi, QC J0L 2L0",8431-Ouvriers agricoles,16
,,9124-5936 Québec inc.,"Saint-Eustache, QC J7R 0J5",8431-Ouvriers agricoles,5
,,9128-1071 Quebec Inc,"St-Paul D'Abbotsford, QC J0E 1A0",8431-Ouvriers agricoles,46
,,9132-5969 Québec Inc.,"Blainville, QC J7E 4H5",8432-Ouvriers de pépinières et de serres,4
,,9132-8542 Québec. inc.,"Blainville, QC J7C 0V2",8432-Ouvriers de pépinières et de serres,4
,,9138-4966 Québec inc.,"Saint-Thomas, QC J0K 3L0",8431-Ouvriers agricoles,29
,,9150-5784 Québec inc,"Rivière-du-Loup, QC G5R 5X4",8431-Ouvriers agricoles,2
,,9165-4996 Québec Inc.,"Mirabel, QC J7N 2B4",8431-Ouvriers agricoles,7
,,9168-7368 Québec Inc.,"Plessisville, QC G6L 2Y2",8431-Ouvriers agricoles,11
,,9196-7273 Québec inc.,"Lyster, QC G0S 1V0",8431-Ouvriers agricoles,1
,,9198-2025 Québec Inc,"Les Cèdres, QC J7T 1N8",8432-Ouvriers de pépinières et de serres,7
,,9199-4582 Québec inc.,"Montmagny, QC G5V 3R9",8431-Ouvriers agricoles,2
,,9205-6449 Québec Inc.,"Havelock, QC J0S 2C0",8431-Ouvriers agricoles,3
,,9208-1819 Québec inc,"Ste-Clotilde-de-Chateauguay, QC J0L 1W0",8431-Ouvriers agricoles,4
,,9214-4617 Québec Inc. (Québec Miel),"Montréal, QC H1E 7L4",8431-Ouvriers agricoles,7
,,9218-7954 Québec inc.,"Saint-Thomas, QC J0K 3L0",8431-Ouvriers agricoles,1
,,9239-0640 Québec Inc.,"Saint-Urbain, QC G0A 4K0",8431-Ouvriers agricoles,2
,,9247-9880 Québec Inc,"Mirabel, QC J7N 2Z3",8431-Ouvriers agricoles,2
,,9254-8155 Québec inc.,"Sainte-Marie, QC G6E 3A7",8431-Ouvriers agricoles,1
,,9256-9672 Québec inc.,"St-Lin-Laurentides, QC J5M 1Y6",8431-Ouvriers agricoles,6
,,9260-6946 Québec Inc.,"Laval, QC H7X 4A8",8432-Ouvriers de pépinières et de serres,33
,,9262-1960 Québec inc.,"St-Jean-Baptiste, QC J0L 2B0",8432-Ouvriers de pépinières et de serres,4
,,9263-1266 Québec inc.,"Victoriaville, QC G0P 1M0",8431-Ouvriers agricoles,2
,,9267-6881 Québec inc.,"Dunham, QC J0E 1M0",8431-Ouvriers agricoles,1
,,9272-2453 Québec inc.,"Mont-St-Grégoire, QC J0J 1K0",8431-Ouvriers agricoles,1
,,9274-5603 Québec Inc.,"Valleyfield, QC J6T 2J3",8431-Ouvriers agricoles,4
,,9274-9076 Québec Inc.,"Notre-Dame-de-l'Île-Perrot, QC J7V 8P4",8431-Ouvriers agricoles,4
,,9285-6335 Québec Inc.,"Lévis, QC G6V 7M5",8432-Ouvriers de pépinières et de serres,4
,,9288-0004 Quebec inc.,"St-Louis-de-Gonzague, QC J0S 1T0",8431-Ouvriers agricoles,2
,,9314-7098 Québec Inc.,"Thurso, QC J0X 3B0",8431-Ouvriers agricoles,2
,,9317-7251 Québec Inc.,"Rougemont, QC J0L 1M0",8431-Ouvriers agricoles,2
,,9329-5558 Québec inc,"Ste-Clotilde, QC J0L 1W0",8431-Ouvriers agricoles,37
,,9354-8089 Québec Inc.,"Granby, QC J2H 0P3",8431-Ouvriers agricoles,4
,,A.O.L. Jardins Maraichers inc,"St-Édouard, QC J0L 1Y0",8431-Ouvriers agricoles,4
,,Agri-Fusion 2000 Inc,"St-Polycarpe, QC J0X 1X0",8431-Ouvriers agricoles,4
,,Agritabex Inc.,"St-Thomas, QC J0K 3L0",8431-Ouvriers agricoles,1
,,Arbovert Pépinière inc.,"St-Lambert-de-Lauzon, QC G0S 2W0",8432-Ouvriers de pépinières et de serres,2
,,Atocas Bédard Inc.,"St-Louis-de-Blandford, QC G0Z 1B0",8431-Ouvriers agricoles,5
,,Atocas Blandford inc.,"Laurierville, QC G0S 1P0",8431-Ouvriers agricoles,4
,,Atocas St-François Inc.,"St-Louis de Blandford, QC G0Z 1B0",8431-Ouvriers agricoles,6
,,Atocas St-Louis Inc.,"Laurierville, QC G0S 1P0",8431-Ouvriers agricoles,4
,,Atocas Villeroy inc.,"Plessisville, QC G6L 2Y2",8431-Ouvriers agricoles,3
,,Au Jardin Noir enr.,"Ange-Gardien, QC J0E 1E0",8431-Ouvriers agricoles,1
,,Au Potager du Paysan Inc.,"Ste-Clotilde-de-Châteauguay, QC J0L 1W0",8431-Ouvriers agricoles,3
,,Au Royaume des Fines Herbes Inc.,"Ste-Anne-des-Plaines, QC J0N 1H0",8432-Ouvriers de pépinières et de serres,5
,,Aurel Harvey & Fils Inc.,"La Malbaie, QC G5A 1C5",8431-Ouvriers agricoles,2
,,Aux Aubépines 2002 inc.,"St-Polycarpe, QC J0P 1X0",8432-Ouvriers de pépinières et de serres,9
,,Aux Champs d'Élisé François inc.,"Lac Brome, QC J0E 1V0",8431-Ouvriers agricoles,2
,,Aux Pays des Petits Fruits senc,"Mirabel, QC J7J 1Z9",8431-Ouvriers agricoles,4
,,Bergeroy Holstein inc.,"St-Samuel, QC G0Z 1G0",8431-Ouvriers agricoles,3
,,Bleuetière Point du Jour,"Lavaltrie, QC J5T 3P4",8431-Ouvriers agricoles,27
,,Bryson Farms,"Shawville, QC J0X 2Y0",8431-Ouvriers agricoles,9
,,Canards Des Monts Inc,"Rougemont, QC J0L 1M0",8431-Ouvriers agricoles,3
,,Canards du Boisé inc.,"Ste-Hélène, QC J0H 1M0",8431-Ouvriers agricoles,2
,,Canneberges Bécancour Management inc.,"St-Louis-de-Blandford, QC G0Z 1B0",8431-Ouvriers agricoles,3
,,Canneberges Bieler Inc.,"St-Louis-de-Blandford, QC G0Z 1B0",8431-Ouvriers agricoles,15
,,Canneberges Côté & Bradette,"Notre-Dame-de-Lourdes, QC G0S 1T0",8431-Ouvriers agricoles,3
,,Canneberges des Cyprès Inc.,"Nicolet, QC J3T 1K9",8431-Ouvriers agricoles,1
,,Canneberges Drummond Cranberries inc.,"St-Lucien, QC J0C 1N0",8431-Ouvriers agricoles,8
,,Canneberges L & S SEC,"St-Lucien, QC J0C 1N0",8431-Ouvriers agricoles,15
,,Canneberges Sakota inc,"Notre-Dame-de-Lourdes, QC G0S 1T0",8431-Ouvriers agricoles,3
,,Canneberges Schneider inc,"Lavaltrie, QC J5T 3P2",8431-Ouvriers agricoles,13
,,Cèdres Dupont Inc.,"Trois-Rivières, QC G9B 0M1",8432-Ouvriers de pépinières et de serres,5
,,Cèdrière St-Edmond Inc,"St-Edmond-De-Grantham, QC J0C 1K0",8432-Ouvriers de pépinières et de serres,3
,,Centre du Jardin Deux-Montagnes Inc.,"St-Eustache, QC J7R 0J2",8431-Ouvriers agricoles,4
,,,,8432-Ouvriers de pépinières et de serres,2
,,Centre Jardin de l'Aéroport inc,"Québec, QC G2G 2P6",8431-Ouvriers agricoles,1
,,,,8432-Ouvriers de pépinières et de serres,9
,,Cidrerie Michel Jodoin Inc.,"Rougemont, QC J0L 1M0",8431-Ouvriers agricoles,5
,,Clement Chartier Et Fils Inc,"St-Thomas, QC J0K 3L0",8431-Ouvriers agricoles,3
,,Côte Champlain,"St-Théodore, QC J0H 1Z0",8431-Ouvriers agricoles,1
,,Couvoir Dumont 1986 inc.,"Isle-Verte, QC G0L 1K0",8431-Ouvriers agricoles,2
,,Couvoir Québec inc,"Québec, QC G2A 2E1",8431-Ouvriers agricoles,6
,,Cultures Quinto Inc.,"Saint-Ubalde, QC G0A 4L0",8611-Manoeuvres à la récolte,4
,,Domaine De Dunham Inc.,"Dunham, QC J0E 1M0",8431-Ouvriers agricoles,4
,,Domaine et Vins Gélinas inc.,"Saint-Sévère, QC G0X 3B0",8431-Ouvriers agricoles,3
,,Domaine JMG Trottier Inc.,"Oka, QC J0N 1E0",8431-Ouvriers agricoles,14
,,Domaine Les Brome,"Lac Brome, QC J0E 1S0",8431-Ouvriers agricoles,5
,,Domaine Rustik Senc.,"Oka, QC J0N 1E0",8431-Ouvriers agricoles,4
,,Dunbec Holstein inc.,"Dunham, QC J0E 1M0",8431-Ouvriers agricoles,2
,,Durasphalte inc.,"Sherbrooke, QC J1N 3G7",8432-Ouvriers de pépinières et de serres,30
,,Entreprise Dubreuil inc,"Saint-Dominique, QC J0H 1L0",8431-Ouvriers agricoles,2
,,Équiporc inc.,"St-Camille, QC J0A 1G0",8431-Ouvriers agricoles,2
,,Érablière du Lac Simon inc.,"St-Michel, QC J0L 2J0",8431-Ouvriers agricoles,1
,,Érablière Labrecque inc.,"St-Bernard, QC G0S 2G0",8431-Ouvriers agricoles,4
,,Excel-Serres ltee,"St-Damase, QC J0H 1J0",8432-Ouvriers de pépinières et de serres,4
,,Ferme A & R BOULET INC.,"St-François-de-la-rivière-du-sud, QC G0R 3A0",8431-Ouvriers agricoles,1
,,Ferme Agro Forestière Michel Pépin enr.,"Sainte-Anne-de-Beaupré, QC G0A 3C0",8431-Ouvriers agricoles,1
,,Ferme Alain Brissette Inc.,"Lavaltrie, QC J5T 3K5",8431-Ouvriers agricoles,2
,,Ferme Algério inc.,"St-Henri, QC G0R 3E0",8431-Ouvriers agricoles,4
,,Ferme André Laberge Inc.,"St-Louis-de-Gonzague, QC J0S 1T0",8431-Ouvriers agricoles,1
,,Ferme Aston Inc.,"St-Léonard-d'Aston, QC J0C 1M0",8431-Ouvriers agricoles,9
,,Ferme Au Pic Enr,"Dunham, QC J0E 1M0",8431-Ouvriers agricoles,2
,,Ferme Auger inc.,"Saint-Léon-le-Grand, QC J0K 2W0",8431-Ouvriers agricoles,1
,,Ferme Aux Saveurs des Monts Inc.,"Val-des-Monts, QC J8N 7V3",8431-Ouvriers agricoles,1
,,Ferme Avicole B. Morin & Fils Inc.,"St-Bernard-de-Michaudville, QC J0H 1C0",8431-Ouvriers agricoles,1
,,Ferme B.P.D. Inc.,"Saint-Polycarpe, QC J0P 1X0",8431-Ouvriers agricoles,1
,,Ferme Baie des Rapides Jerseys Inc.,"Ormstown, QC J0S 1K0",8431-Ouvriers agricoles,1
,,Ferme Bard Inc.,"Ste-Anne-de-La-Pocatière, QC G0R 1Z0",8431-Ouvriers agricoles,1
,,Ferme Bayel inc.,"St-Isidore, QC J0L 2A0",8431-Ouvriers agricoles,1
,,Ferme Belnoy Inc.,"Sabrevois, QC J0J 2G0",8431-Ouvriers agricoles,1
,,Ferme Benjo 2003 inc.,"St-Zéphirin-de-Courval, QC J0G 1V0",8431-Ouvriers agricoles,1
,,Ferme Berleur & fils inc.,"Saint-Sébastien, QC J0J 2C0",8431-Ouvriers agricoles,1
,,Ferme Bernerhof Inc.,"Upton, QC J0H 2E0",8431-Ouvriers agricoles,1
,,Ferme Bibomeau Inc.,"Aston-Jonction, QC G0Z 1A0",8431-Ouvriers agricoles,3
,,Ferme BJR Hugi enr.,"Saint-Théodore-d'Acton, QC J0H 1Z0",8431-Ouvriers agricoles,2
,,Ferme Bon-Conseil inc.,"Notre-Dame-du-Bon-Conseil, QC J0C 1A0",8431-Ouvriers agricoles,3
,,Ferme Boulerice et fils enr.,"St-Édouard, QC J0L 1Y0",8431-Ouvriers agricoles,1
,,Ferme BR Dynamique Inc.,"St-Patrice de Beaurivage, QC G0S 1B0",8431-Ouvriers agricoles,1
,,Ferme Breault et frères inc,"Compton, QC J0B 1L0",8431-Ouvriers agricoles,7
,,Ferme Brienz inc.,"Kingsey Falls, QC J0A 1B0",8431-Ouvriers agricoles,1
,,Ferme Carolait inc.,"Ste-Évariste-de-Forsyth, QC G0M 1S0",8431-Ouvriers agricoles,1
,,Ferme Carpentier & Fils Inc.,"Béarn, QC J0Z 1G0",8431-Ouvriers agricoles,2
,,Ferme Champlinoise inc.,"Champlain, QC G0X 1C0",8431-Ouvriers agricoles,3
,,Ferme Chantal inc.,"Ste-Perpérue, QC J0C 1R0",8431-Ouvriers agricoles,1
,,Ferme Charles Charette et fils inc.,"St-Léon-le-Grand, QC J0K 2W0",8431-Ouvriers agricoles,1
,,FERME CHARRIÈRE & FILS INC,"Champlain, QC G0X 1C0",8431-Ouvriers agricoles,1
,,Ferme Chelcive senc,"Henryville, QC J0J 1E0",8431-Ouvriers agricoles,2
,,Ferme Clairbois inc.,"Ste-Clotilde-de-Horton, QC J0A 1H0",8431-Ouvriers agricoles,1
,,Ferme Clair-Gré inc.,"St-Ours, QC J0G 1P0",8431-Ouvriers agricoles,2
,,Ferme Cloutier et Frères senc,"St-André d'Argenteuil, QC J0V 1X0",8431-Ouvriers agricoles,1
,,Ferme CMJI Robert inc.,"Rougemont, QC J0L 1M0",8431-Ouvriers agricoles,18
,,Ferme Comestar Holstein Inc.,"Victoriaville, QC G6T 0S9",8431-Ouvriers agricoles,1
,,Ferme Constant Cardinal Limitée,"Ste-Brigitte-des-Saults, QC J0C 1E0",8431-Ouvriers agricoles,3
,,Ferme Côte Rouge SENC,"Mirabel, QC J7N 2R3",8431-Ouvriers agricoles,2
,,Ferme Craigal 1826 Inc.,"Howick, QC J0S 1G0",8431-Ouvriers agricoles,1
,,Ferme D. Riendeau et Fils senc,"Saint-Paul-d'Abbotsford, QC J0E 1A0",8431-Ouvriers agricoles,1
,,Ferme D. Vanasse Inc,"Ayer's Cliff, QC J0B 1C0",8432-Ouvriers de pépinières et de serres,12
,,Ferme Dairy Beauce inc.,"Ste-Marie, QC G6E 3A8",8431-Ouvriers agricoles,1
,,Ferme d'Albanel Inc.,"Albanel, QC G8M 3L3",8431-Ouvriers agricoles,1
,,Ferme Daniel Coutu Inc.,"St-Thomas, QC J0K 3L0",8431-Ouvriers agricoles,2
,,Ferme Dara,"Bécancour, QC G9H 3P1",8431-Ouvriers agricoles,1
,,Ferme Deland senc,"Henryville, QC J0J 1E0",8431-Ouvriers agricoles,2
,,Ferme d'en Bas inc.,"Saint-Esprit, QC J0K 2L0",8431-Ouvriers agricoles,1
,,FERME DENIS & ANDRÉ MORIN INC.,"Saint-Gabriel-de-Brandon, QC J0K 2N0",8431-Ouvriers agricoles,2
,,Ferme Denis Perrier & Fils Inc.,"St-Michel, QC J0L 2J0",8432-Ouvriers de pépinières et de serres,3
,,Ferme Denis Prud'homme Inc.,"Saint-Eustache, QC J7R 0J6",8431-Ouvriers agricoles,5
,,Ferme des Étangs Inc.,"Napierville, QC J0J 1L0",8431-Ouvriers agricoles,1
,,Ferme des Ormes S.E.N.C.,"Pierreville, QC J0G 1J0",8431-Ouvriers agricoles,7
,,Ferme des Ruisseaux Senc.,"Alma, QC G8B 5V2",8431-Ouvriers agricoles,1
,,Ferme Deslacs Ltée,"Victoriaville, QC G6R 0V2",8431-Ouvriers agricoles,1
,,Ferme Donabelle senc,"Compton, QC J0B 1L0",8431-Ouvriers agricoles,13
,,Ferme Donold Lapointe et Fils inc.,"Lambton, QC G0M 1H0",8431-Ouvriers agricoles,2
,,Ferme Douporc inc.,"St-Alexis, QC J0K 1T0",8431-Ouvriers agricoles,1
,,Ferme Drapeau et Bélanger inc.,"Sainte-Françoise, QC G0S 2N0",8431-Ouvriers agricoles,2
,,Ferme du Cabouron Inc.,"Saint-Romain, QC G0Y 1L0",8431-Ouvriers agricoles,3
,,Ferme du Doc inc.,"Ste-Croix, QC G0S 2H0",8431-Ouvriers agricoles,4
,,Ferme du Domaine 2000 inc.,"Shawinigan, QC G9P 5G6",8431-Ouvriers agricoles,60
,,Ferme du Littoral inc.,"Baie des Sables, QC G0J 1C0",8431-Ouvriers agricoles,2
,,Ferme Duroseau Inc.,"St-Lin-Laurentides, QC J5M 1Y6",8431-Ouvriers agricoles,2
,,Ferme Eggy inc.,"Cap-St-Ignace, QC G0R 1H0",8431-Ouvriers agricoles,1
,,Ferme Equestre Excalibur (Reining) inc.,"St-Basile-le-Grand, QC J3N 1M4","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Ferme Éric Sépul Inc.,"St-Sébastien, QC J0J 2C0",8431-Ouvriers agricoles,1
,,Ferme Estermann inc.,"Dundee, QC J0S 1L0",8431-Ouvriers agricoles,2
,,Ferme Familiporc inc,"Saint-Léon-le-Grand, QC J0K 2W0",8431-Ouvriers agricoles,1
,,Ferme Fernand Rondeau et fils inc.,"Lanoraie, QC J0K 1E0",8431-Ouvriers agricoles,4
,,Ferme Fiset Lyster Inc.,"Inverness, QC G0S 1K0",8431-Ouvriers agricoles,1
,,Ferme François Blouin Inc.,"Ste-Famille (Ile d'Orléans), QC G0A 3P0",8431-Ouvriers agricoles,10
,,Ferme François Cormier inc.,"St-Guillaume, QC J0C 1L0",8431-Ouvriers agricoles,1
,,Ferme François Gosselin inc.,"Saint-Laurent-de-l'Île-d'Orléans, QC G0A 3Z0",8431-Ouvriers agricoles,26
,,Ferme Frazer Inc.,"St-Narcisse, QC G0S 1W0",8431-Ouvriers agricoles,1
,,Ferme Gaérol inc.,"Ste-Evariste de Forsyth, QC G0M 1S0",8431-Ouvriers agricoles,1
,,Ferme Gagnon et fils senc,"Champlain, QC G0X 1C0",8431-Ouvriers agricoles,1
,,Ferme Gambler + Inc.,"Tingwick, QC J0A 1L0",8431-Ouvriers agricoles,3
,,Ferme Gaston Richard inc.,"Saint-Basile, QC G0A 3G0",8431-Ouvriers agricoles,1
,,Ferme Gepaquette(2009)Inc.,"St-Paul-d'Abbotsford, QC J0E 1A0",8431-Ouvriers agricoles,3
,,Ferme Gérard Renaud Inc.,"Mirabel, QC J7N 3A1",8431-Ouvriers agricoles,5
,,Ferme Germado et fils inc.,"St-Wenceslas, QC G0Z 1J0",8431-Ouvriers agricoles,2
,,Ferme Gerville inc.,"Baie-du-Febvre, QC J0G 1A0",8431-Ouvriers agricoles,2
,,Ferme Girelou Inc.,"St-Wenceslas, QC G0Z 1J0",8431-Ouvriers agricoles,1
,,Ferme GMS (9183-7815 Qc inc.),"Saint-Roch-de-l'Achigan, Québec, QC J0K 3H0",8431-Ouvriers agricoles,3
,,Ferme Godale Snc.,"St-Aimé, QC J0G 1K0",8431-Ouvriers agricoles,1
,,Ferme Graveline senc.,"St-Jude, QC J0H 1P0",8431-Ouvriers agricoles,2
,,FERME GREGCO INC.,"Napierville, QC J0J 1L0",8431-Ouvriers agricoles,1
,,Ferme Gremmy 2012 inc.,"St-Blaise-sur-Richelieu, QC J0L 1W0",8431-Ouvriers agricoles,2
