Province/Territory,"Program Stream",Employer,Address,Occupation,"Incorporate Status","Requested LMIAs","Requested Positions"
Ontario,"High Wage","TRIGAR CONSULTING INC","East York, ON M4H 1J5","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Ontario,"High Wage","Upskilled Technologies Limited","Mississauga, ON L5N 6J5","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"High Wage","VANSH TECHNOLOGIES LTD.","BELLE RIVER, ON N0R 1A0","7305-Supervisors, motor transport and other ground transit operators",Unknown,1,2
Ontario,"High Wage","Vertex Insurance and Investments Inc.","Brampton, ON L6X 5M9","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,"High Wage","Vetagri Consulting Inc.","Mississauga, ON L5W 1N6","4163-Business development officers and marketing researchers and consultants",Unknown,1,1
Ontario,"High Wage","WATERLOO ELECTROPLATING & METAL FINISHING INC.","Waterloo, ON N2V 1C5","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,"High Wage","Wenmar Automotive Inc","Vaughan, ON L4K 2B9","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,"High Wage","WMK Enterprise Services Ltd.","Mississauga, ON L5S 1V8","1221-Administrative officers",Unknown,1,1
Ontario,"High Wage","WMK Enterprise Services Ltd.","Mississauga, ON L5S 1V8","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"High Wage","WMK Enterprise Services Ltd.","Mississauga, ON L5S 1V8","7611-Construction trades helpers and labourers",Unknown,1,2
Ontario,"High Wage","YASH TECHNOLOGIES CONSULTING INC.","Mississauga, ON L5N 1V9","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,"Low Wage","1000017717 ONTARIO INC","Mount Forest, ON N0G 2L2","3219-Other medical technologists and technicians (except dental health)",Unknown,1,1
Ontario,"Low Wage","1000050072 ONTARIO INC.","Scarborough, ON M1V 0C9","6211-Retail sales supervisors",Unknown,1,1
Ontario,"Low Wage","1000635350 ONTARIO INC.","SCARBOROUGH, ON M1P 3L5","6731-Light duty cleaners",Unknown,1,2
Ontario,"Low Wage","10405132 Canada Incorporated","BRAMPTON, ON L6P 1L5","3413-Nurse aides, orderlies and patient service associates",Unknown,1,3
Ontario,"Low Wage","10512605 Canada Inc.","Brampton, ON L6X 5K7","6311-Food service supervisors",Unknown,1,1
Ontario,"Low Wage","12054523 Canada Inc.","Ottawa, ON K1G 4K3","3413-Nurse aides, orderlies and patient service associates",Unknown,1,4
Ontario,"Low Wage","12244462 Canada Inc.","Guelph, ON N1H 3J8","6211-Retail sales supervisors",Unknown,1,1
Ontario,"Low Wage","12624320 Canada Inc.","North York, ON M3N 1V7","3413-Nurse aides, orderlies and patient service associates",Unknown,4,8
Ontario,"Low Wage","12624320 Canada Inc.","North York, ON M3N 1V7","6552-Other customer and information services representatives",Unknown,2,4
Ontario,"Low Wage","1343059 Ontario Limited","Mississauga, ON L5B 3X9",6332-Bakers,Unknown,1,1
Ontario,"Low Wage","14944828 Canada Inc","Brampton, ON L6Y 1Y7","7441-Residential and commercial installers and servicers",Unknown,1,5
Ontario,"Low Wage","1659183 Ontario Inc.","Mississauga, ON L5W 1N5","6731-Light duty cleaners",Unknown,1,3
Ontario,"Low Wage","1660905 Ontario Limited","Brampton, ON L7A 1B7","7232-Tool and die makers",Unknown,1,1
Ontario,"Low Wage","1934000 ontario inc.","Windsor, ON N8X 2A8","7535-Other automotive mechanical installers and servicers",Unknown,1,1
Ontario,"Low Wage","2028153 Ontario Inc","Mississauga, ON L4T 3T5","7511-Transport truck drivers",Unknown,1,1
Ontario,"Low Wage","2224973 Ontario Inc","Hamilton, ON L8K 1C7","6211-Retail sales supervisors",Unknown,1,1
Ontario,"Low Wage","2371344 Ontario Inc.","Toronto, ON M1X 1E7","1411-General office support workers",Unknown,1,2
Ontario,"Low Wage","2437602 Ontario Inc.","Mississauga, ON L5M 4Z5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Ontario,"Low Wage","2450100 Ontario Inc","North York, ON M3J 0L1","6311-Food service supervisors",Unknown,1,1
Ontario,"Low Wage","2495783 ontario inc","Toronto, ON M6B 3B5","9617-Labourers in food, beverage and associated products processing",Unknown,1,1
Ontario,"Low Wage","2635008 Ontario Ltd.","Oakville, ON L6L 4A7","6211-Retail sales supervisors",Unknown,1,1
Ontario,"Low Wage","2672014 Ontario Corporation","Toronto, ON M6G 1B7","0631-Restaurant and food service managers",Unknown,1,1
Ontario,"Low Wage","2713652 Ontario Ltd.","Niagara Falls, ON L2G 1T5","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"Low Wage","2783750 Ontario Inc.","Burlington, ON L7L 6W6","1411-General office support workers",Unknown,1,1
Ontario,"Low Wage","2840009 Ontario Inc.","Brampton, ON L6R 3P4","0621-Retail and wholesale trade managers",Unknown,1,1
Ontario,"Low Wage","2840009 Ontario Inc.","Brampton, ON L6R 3P4","6211-Retail sales supervisors",Unknown,1,1
Ontario,"Low Wage","2840009 Ontario Inc.","Brampton, ON L6R 3P4",6332-Bakers,Unknown,1,1
Ontario,"Low Wage","2842191 Ontario Ltd","Parkhill, ON N0M 2K0","6311-Food service supervisors",Unknown,1,2
Ontario,"Low Wage","2848959 ONTARIO LIMITED","ST. CATHARINES, ON L2S 0E7","6311-Food service supervisors",Unknown,1,2
Ontario,"Low Wage","2861659 Ontario Inc.","HAMILTON, ON L8W 3N1","1411-General office support workers",Unknown,1,1
Ontario,"Low Wage","AAHAR FOODS INC.","Mississauga, ON L5T 2N8","7311-Construction millwrights and industrial mechanics",Unknown,1,1
Ontario,"Low Wage","AAHAR FOODS INC.","Mississauga, ON L5T 2N8","9213-Supervisors, food, beverage and associated products processing",Unknown,1,1
Ontario,"Low Wage","Altima Homes Inc.","Brampton, ON L6S 5W5",7272-Cabinetmakers,Unknown,1,2
Ontario,"Low Wage","Associate Maintenance Inc","Georgetown, ON L7G 4R9","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
Ontario,"Low Wage","Avalon Metal Fabrication Inc.","Etobicoke, ON M9W 5S8","7237-Welders and related machine operators",Unknown,1,1
Ontario,"Low Wage","BATTAGLIA ARCHITECT INC.","SCARBOROUGH, ON M1W 2L8","2251-Architectural technologists and technicians",Unknown,1,1
Ontario,"Low Wage","BellRose Cleaning Services Inc.","KLEINBURG, ON L0J 1C0","6315-Cleaning supervisors",Unknown,1,1
Ontario,"Low Wage","Best Builders & Renovations Inc.","North York, ON M3N 1V7","2225-Landscape and horticulture technicians and specialists",Unknown,1,2
Ontario,"Low Wage","Best Builders & Renovations Inc.","North York, ON M3N 1V7","7611-Construction trades helpers and labourers",Unknown,1,2
Ontario,"Low Wage","Best Builders & Renovations Inc.","North York, ON M3N 1V7","8612-Landscaping and grounds maintenance labourers",Unknown,1,2
Ontario,"Low Wage","BLVD Construction Inc","Milton, ON L9T 5J1",7271-Carpenters,Unknown,1,10
Ontario,"Low Wage","CAMINO MODULAR SYSTEMS INC.","Mississauga, ON L4V 1R5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,"Low Wage","Canadian Bridging Services ltd","Woodbridge, ON L4L 4A2","1241-Administrative assistants",Unknown,1,1
Ontario,"Low Wage","Cavana Incorporated","Severn, ON L3V 0W1","6731-Light duty cleaners",Unknown,1,1
Ontario,"Low Wage","Custom Granite & Marble Ltd","Stoney Creek, ON L8E 5Z2","9414-Concrete, clay and stone forming operators",Unknown,1,1
Ontario,"Low Wage","D4 Logistics Inc.","Mississauga, ON L5T 1R7","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"Low Wage","Dairy Freeze Inc.","Toronto, ON M6E 1C9",6322-Cooks,Unknown,1,2
Ontario,"Low Wage","Demex Decks Inc.","AURORA, ON L4G 3C5",7271-Carpenters,Unknown,1,1
Ontario,"Low Wage","Domino's Team Toronto Inc.","Mississauga, ON L5C 3Y8","6311-Food service supervisors",Unknown,1,1
Ontario,"Low Wage","DR EMMANUEL KANU MEDICINE PROFESSIONAL CORPORATION","HAMILTON, ON L8N 1M4","1243-Medical administrative assistants",Unknown,1,1
Ontario,"Low Wage","DR. KUMAR AND DR. RAHEJA DENTISTRY PROFESSIONAL CORPORATION","Etobicoke, ON M9V 5G6","3223-Dental technologists, technicians and laboratory assistants",Unknown,1,1
Ontario,"Low Wage","EQUITYLINE SERVICES CORP.","Richmond Hill, ON L4B 3Z4","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"Low Wage","FRIENDS CONCRETE INC.","BRAMPTON, ON L6Y 4A3","7611-Construction trades helpers and labourers",Unknown,1,1
Ontario,"Low Wage","Global School Products Inc.","Mississauga, ON L4W 3E8",7271-Carpenters,Unknown,1,3
Ontario,"Low Wage","GODERICH PLACE","GODERICH, ON N7A 4L5","3413-Nurse aides, orderlies and patient service associates",Unknown,1,1
Ontario,"Low Wage","HONG HE STONE INC.","SCARBOROUGH, ON M1P 3E6",7283-Tilesetters,Unknown,1,1
Ontario,"Low Wage","IK Construction Inc.","Toronto, ON M4K 1R1","7611-Construction trades helpers and labourers",Unknown,1,2
Ontario,"Low Wage","JD Builders Inc","Markham, ON L3R 5V7","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"Low Wage","KALSI CHIROPRACTIC PROFESSIONAL CORPORATION","Brampton, ON L6R 0K1","1243-Medical administrative assistants",Unknown,1,1
Ontario,"Low Wage","Kav Trans Inc.","Mississauga, ON L5S 1V6","7511-Transport truck drivers",Unknown,1,1
Ontario,"Low Wage","Kenlar Investments Inc.","Kingston, ON K7M 7G2","6731-Light duty cleaners",Unknown,1,1
Ontario,"Low Wage","Key2Canada Corporation","Scarborough, ON M1S 1V2","1223-Human resources and recruitment officers",Unknown,1,1
Ontario,"Low Wage","Key2Canada Corporation","Scarborough, ON M1S 1V2","1241-Administrative assistants",Unknown,1,1
Ontario,"Low Wage","KING TOURS & LIMOUSINE SERVICE INC.","Mississauga,, ON L5G 4N2","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,"Low Wage","Kiov Incorporated McDonalds","Sarnia, ON N7T 5V8","0631-Restaurant and food service managers",Unknown,1,2
Ontario,"Low Wage","KLCA CPA PROFESSIONAL CORPORATION","Oakville, ON L6H 6X5","1431-Accounting and related clerks",Unknown,1,1
Ontario,"Low Wage","Learn International Inc","Pickering, ON L1W 3G7","1221-Administrative officers",Unknown,1,2
Ontario,"Low Wage","M AND M MOVING AND RUSH DELIVERY INC.","North York, ON M9N 2R5","1241-Administrative assistants",Unknown,1,1
Ontario,"Low Wage","M.A.B. Industries Ltd.","Kitchener, ON N2H 4W8","9417-Machining tool operators",Unknown,1,1
Ontario,"Low Wage","Mancor Canada Inc.","Oakville, ON L6L 2X9","7237-Welders and related machine operators",Unknown,1,1
Ontario,"Low Wage","Mary Cleaning Services Corporation","Maple, ON L6A 3V8","6315-Cleaning supervisors",Unknown,1,1
Ontario,"Low Wage","MH Master Cleaners Inc.","Brampton, ON L6T 2E7","6731-Light duty cleaners",Unknown,1,2
Ontario,"Low Wage","Mint Food Service Inc.","Scarborough, ON M1P 3C2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,"Low Wage","Mount Sinai Home Healthcare Services Inc","Woodbridge, ON L4L 5V5","3413-Nurse aides, orderlies and patient service associates",Unknown,1,12
Ontario,"Low Wage","NIZAM'S KATHI KABAB FRANCHISE CANADA INC.","Burlington, ON L7N 3J5","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Ontario,"Low Wage","NorthernTech Services Inc.","Whitby, ON L1M 2E7","7612-Other trades helpers and labourers",Unknown,1,1
Ontario,"Low Wage","Old World Importing Inc","East York, ON M4G 2B6","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,1
Ontario,"Low Wage","Paws Above","King City, ON L7B 1K5","6316-Other services supervisors",Unknown,1,1
Ontario,"Low Wage","Pharaoh Ontario Inc","burlington, ON L7P 3Z3","6211-Retail sales supervisors",Unknown,1,1
Ontario,"Low Wage","Pye's Landing Limited","Clearwater Bay, ON P0X 1C0","7611-Construction trades helpers and labourers",Unknown,1,2
Ontario,"Low Wage","Rain Day Spa Inc.","North York, ON M2N 3B5","1241-Administrative assistants",Unknown,1,1
Ontario,"Low Wage","Request Office Services Inc","Richmond Hill, ON L4B 3N4","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Ontario,"Low Wage","ROGAMI SERVICES LIMITED","Gloucester, ON K1T 0S8","1411-General office support workers",Unknown,1,2
Ontario,"Low Wage","Shawarma Fusion Incorporation","Guelph, ON N1H 7Y5",6322-Cooks,Unknown,1,1
Ontario,"Low Wage","SHH Transport Ltd.","Brampton, ON L6P 3P4","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"Low Wage","Shiaz Foods Inc","Toronto, ON M5V 0C4","0631-Restaurant and food service managers",Unknown,1,1
Ontario,"Low Wage","SHRITECH DEVELOPMENTS INC.","ORANGEVILLE, ON L9W 3V3","7611-Construction trades helpers and labourers",Unknown,1,1
Ontario,"Low Wage","Spinex Rehabilitation Centre Inc","Etobicoke, ON M9P 2M1","1243-Medical administrative assistants",Unknown,1,1
Ontario,"Low Wage","SRL TRANSPORT LTD","KLEINBURG, ON L0J 1C0","1311-Accounting technicians and bookkeepers",Unknown,1,1
Ontario,"Low Wage","Stars Event Decor Inc","Scarborough, ON M1X 1B1","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Ontario,"Low Wage","Sure Track Courier Ltd.","Concord, ON L4K 5B5","4163-Business development officers and marketing researchers and consultants",Unknown,1,1
Ontario,"Low Wage","SWEET MAHAL INC.","Etobicoke, ON M9W 0B5",6322-Cooks,Unknown,1,3
Ontario,"Low Wage","THE BRAMPTON NILGIRIS INC","BRAMPTON, ON L6P 2K8","6311-Food service supervisors",Unknown,1,1
Ontario,"Low Wage","THE BRAMPTON NILGIRIS INC","BRAMPTON, ON L6P 2K8",6322-Cooks,Unknown,1,2
Ontario,"Low Wage","The Clean Genie Inc.","East York, ON M4B 3M1","6731-Light duty cleaners",Unknown,1,1
Ontario,"Low Wage","THURAM HEALTHCARE SERVICES INC","London, ON N6G 0T8","6731-Light duty cleaners",Unknown,1,13
Ontario,"Low Wage","Total life change healthcare","Milton, ON L9T 0W6","6731-Light duty cleaners",Unknown,1,19
Ontario,"Low Wage","Victory Lane Auto Sales Ltd","Kingston, ON K7L 4V4","7612-Other trades helpers and labourers",Unknown,1,1
Ontario,"Low Wage","Wesbell Communications Inc.","Mississauga, ON L5T 1W6","2253-Drafting technologists and technicians",Unknown,1,1
Ontario,"Low Wage","Xpress Cellular Zone Inc.","Scarborough, ON M1P 4S6","6211-Retail sales supervisors",Unknown,1,1
Ontario,"Low Wage","Yarlmetal Fabrications","Toronto, ON M1V 2W2","7233-Sheet metal workers",Unknown,1,2
Ontario,"Low Wage","ZONAS CANADA INC.","WATERLOO, ON N2V 2E5",6332-Bakers,Unknown,1,3
Ontario,"Permanent Resident Only","1009878 ONTARIO LTD.","CONCORD, ON L4K 1W1","1241-Administrative assistants",Unknown,1,1
Ontario,"Permanent Resident Only","11550845 Canada Inc","MAPLE, ON L6A 0K8","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,"Permanent Resident Only","11638106 Canada Inc","Etobicoke, ON M9W 1P1","7511-Transport truck drivers",Unknown,1,2
Ontario,"Permanent Resident Only","12507447 Canada Inc.","Brampton, ON L6X 0W8","1211-Supervisors, general office and administrative support workers",Unknown,1,1
Ontario,"Permanent Resident Only","13549879 Canada Inc.","Newmarket, ON L3Y 4V8","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Ontario,"Permanent Resident Only","1381420 Ontario Inc.","Town of Hearst, Cochrane, ON P0L 1N0","0016-Senior managers - construction, transportation, production and utilities",Unknown,2,2
Ontario,"Permanent Resident Only","14364562 Canada Inc.","MAPLE, ON L6A 0K8","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,"Permanent Resident Only","1654187 ONTARIO INC.","TRENTON, ON K8V 5P6","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,"Permanent Resident Only","1681734 Ontario Inc","Nepean, ON K2J 4G3","6211-Retail sales supervisors",Unknown,1,1
Ontario,"Permanent Resident Only","1860858 Ontario Inc.","TORONTO, ON M2K 2Y2","0621-Retail and wholesale trade managers",Unknown,1,1
Ontario,"Permanent Resident Only","2145462 Ontario Inc.","Toronto, ON L6P 0X4","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,"Permanent Resident Only","2184438 ONTARIO INC","MISSISSAUGA, ON L4W 4P3","1221-Administrative officers",Unknown,1,1
Ontario,"Permanent Resident Only","2235016 ontario inc","Mississauga, ON L4W 4Z4","1111-Financial auditors and accountants",Unknown,1,1
Ontario,"Permanent Resident Only","2235016 ontario inc","Mississauga, ON L4W 4Z4","1223-Human resources and recruitment officers",Unknown,1,1
Ontario,"Permanent Resident Only","2251760 Ontario Inc.","Mississauga, ON L4W 1T7","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,"Permanent Resident Only","2588729 Ontario Inc.","Lively, ON P3Y 1K7","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,"Permanent Resident Only","2710470 ONTARIO INC.","Mississauga, ON L5S 0A2","1223-Human resources and recruitment officers",Unknown,1,1
Ontario,"Permanent Resident Only","5048692 ONTARIO INC.","Prescott, ON K0E 1T0","0621-Retail and wholesale trade managers",Unknown,1,1
Ontario,"Permanent Resident Only","EQUITYLINE SERVICES CORP.","Richmond Hill, ON L4B 3Z4","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,"Permanent Resident Only","HMA RENO INC","London, ON N6A 1V7","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,"Permanent Resident Only","Ilana Robyn Foods Ltd","NORTH YORK, ON M3J 2N7","9213-Supervisors, food, beverage and associated products processing",Unknown,1,1
Ontario,"Permanent Resident Only","Imperial Personnel Services Inc.","Toronto, ON M3J 2G2","6411-Sales and account representatives - wholesale trade (non-technical)",Unknown,1,1
Ontario,"Permanent Resident Only","JANERIC ENGINEERING INC.","TORONTO, ON M2N 7E9","1111-Financial auditors and accountants",Unknown,1,1
Ontario,"Permanent Resident Only","Kaizen Canadian Corporation","Ottawa, ON K1P 5G3","0013-Senior managers - financial, communications and other business services",Unknown,1,1
Ontario,"Permanent Resident Only","Loonie Times Inc","Mississauga, ON L4Z 1V4","1241-Administrative assistants",Unknown,1,1
Ontario,"Permanent Resident Only","M CON Products","Ottawa, ON K0A 1L0","2253-Drafting technologists and technicians",Unknown,1,1
Ontario,"Permanent Resident Only","Mrkt360 Inc.","Concord, ON L4K 3S6","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Ontario,"Permanent Resident Only","Norwood Industries Inc.","Barrie, ON L4N 0M4","2175-Web designers and developers",Unknown,1,1
Ontario,"Permanent Resident Only","ORBCOMM Canada Inc.","Ottawa, ON K2V 1C7","2173-Software engineers and designers",Unknown,1,1
Ontario,"Permanent Resident Only","Roshen Dental Service","North York, ON M3J 2N2","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
Ontario,"Permanent Resident Only","Skotidakis Goat Farm","St-Eugene, ON K0B 1P0","2172-Database analysts and data administrators",Unknown,1,1
Ontario,"Permanent Resident Only","SPARK PHASE CONSTRUCTION INC.","BRAMPTON, ON L6Z 1E8","1241-Administrative assistants",Unknown,1,1
Ontario,"Permanent Resident Only","STRAIGHTWAY FINANCIAL INC","Mississauga, ON L4V 1M5","1221-Administrative officers",Unknown,1,1
Ontario,"Permanent Resident Only","Superior Blend Coffee Ltd.","Etobicoke, ON M8Z 5L5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
Ontario,"Permanent Resident Only","The Swatch Group Canada Ltd.","Toronto, ON M5V 3B1","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Ontario,"Permanent Resident Only","Trail-Trac Transport Inc.","Scarborough, ON M1L 3E9","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,"Permanent Resident Only","York Metal products Inc","Concord, ON L4K 2G5","7237-Welders and related machine operators",Unknown,1,1
Ontario,"Permanent Resident Only","Yosef Nagar Legal services","Richmond Hill, ON L4E 0Y1","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Ontario,"Primary Agriculture","JK CANADA TRADING INC.","Scarborough, ON M1B 2G1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Ontario,"Primary Agriculture","Maud Enterprises Inc.","Campbellville, ON L0P 1B0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
Manitoba,"Global Talent Stream","10070098 Manitoba Inc.","Dauphin, MB R7N 1K7","2174-Computer programmers and interactive media developers",Unknown,1,1
Manitoba,"High Wage","20 Lines Ltd.","Winnipeg, MB R3R 3Z9","1241-Administrative assistants",Unknown,1,1
Manitoba,"High Wage","2127423 Manitoba Ltd.","winnipeg, MB R3E 2T2","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
Manitoba,"High Wage","24/7 QUALITY HOME & HEALTH CARE SERVICES LTD.","Winnipeg, MB R3G 0C4","3413-Nurse aides, orderlies and patient service associates",Unknown,1,3
Manitoba,"High Wage","Babbu Homes Ltd","Winnipeg, MB R2R 1R7",7283-Tilesetters,Unknown,1,1
Manitoba,"High Wage","CADY LINES LTD","Winnipeg, MB R2P 1C7","7612-Other trades helpers and labourers",Unknown,1,2
Manitoba,"High Wage","Canadian Hub Trucklines Inc.","Winnipeg, MB R2G 2T7","1311-Accounting technicians and bookkeepers",Unknown,1,1
Manitoba,"High Wage","Castlebury Transport Ltd","WINNIPEG, MB R3E 2S6","1241-Administrative assistants",Unknown,1,1
Manitoba,"High Wage","Greenway Chemical & Distribution Inc","Sunnyside, Winnipeg, MB R5R 0C9","4163-Business development officers and marketing researchers and consultants",Unknown,1,1
Manitoba,"High Wage","Sunray Auto, Builder & Expansion Ltd.","Winnipeg, MB R3M 3J3","1241-Administrative assistants",Unknown,1,1
Manitoba,"High Wage","Teadeology Inc.","Winnipeg, MB R2V 3V1","6411-Sales and account representatives - wholesale trade (non-technical)",Unknown,1,1
Manitoba,"High Wage","West St. Paul Auto Sales and Maintenance","West St. Paul, MB R4A 1A2","7237-Welders and related machine operators",Unknown,1,1
Manitoba,"High Wage","West St. Paul Auto Sales and Maintenance","West St. Paul, MB R4A 1A2","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Manitoba,"Low Wage","6607480 Manitoba Inc.","Thompson, MB R8N 1Y8","6525-Hotel front desk clerks",Unknown,1,2
Manitoba,"Low Wage","7132000 Manitoba Ltd","Portage la Prairie, MB R1N 0N9",6611-Cashiers,Unknown,1,2
Manitoba,"Low Wage","Above All Masonry Inc.","Winnipeg, MB R2J 4H7",7281-Bricklayers,Unknown,1,1
Manitoba,"Low Wage","BRIGHT SKY IMMIGRATION SERVICES INC","WINNIPEG, MB R2R 0H3","1411-General office support workers",Unknown,1,3
Manitoba,"Low Wage","Compassionate Care Home & Hospital Services Inc","Winnipeg, MB R3C 1V4","4412-Home support workers, housekeepers and related occupations",Unknown,1,7
Manitoba,"Low Wage","East Forty Packers LTD","Brandon, MB R7A 7L2","9462-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,2
Manitoba,"Low Wage","G2 Logistics","Winnipeg, MB R3E 3L2","1431-Accounting and related clerks",Unknown,1,1
Manitoba,"Low Wage","Industrial Metals (2011)","Winnipeg, MB R2J 0G5","9612-Labourers in metal fabrication",Unknown,1,1
Manitoba,"Low Wage","KESAV INTERNATIONAL INC","THE PAS, MB R9A 2K0","6211-Retail sales supervisors",Unknown,1,1
Manitoba,"Low Wage","Lynnmark Inc.","Winnipeg, MB R3C 4L9","6311-Food service supervisors",Unknown,1,1
Manitoba,"Low Wage","Southern Potato Co. Inc","Winkler, MB R6W 1J4","9465-Testers and graders, food, beverage and associated products processing",Unknown,1,1
Manitoba,"Low Wage","Swift Quartz Global Services Inc","Winnipeg, MB R2C 1Z1","6211-Retail sales supervisors",Unknown,1,1
Manitoba,"Permanent Resident Only","Urban Tactical Ltd.","Winnipeg, MB R3H 0M5","0124-Advertising, marketing and public relations managers",Unknown,1,1
Saskatchewan,"High Wage","101222049 Saskatchewan Ltd","Regina, SK S4N 0N4","2283-Information systems testing technicians",Unknown,1,1
Saskatchewan,"High Wage","102080834 SASKATCHEWAN CORPORATION","REGINA, SK S4V 3P7",6332-Bakers,Unknown,1,3
Saskatchewan,"High Wage","Buy the way confectionery & grocery Corp","Saskatoon, SK S7K 0W3","0114-Other administrative services managers",Unknown,1,1
Saskatchewan,"High Wage","CHINAZAM AUTOMOTIVE LTD","Saskatoon, SK S7M 3B6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
Saskatchewan,"High Wage","ICELAND CONCRETE LTD.","Warman, SK S0K 4S2","7282-Concrete finishers",Unknown,1,4
Saskatchewan,"High Wage","SML Produce Corp","Regina, SK S4R 6Z6","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
Saskatchewan,"High Wage","Summit Wireline Inc.","Lloydminster, SK S9V 1K4","8615-Oil and gas drilling, servicing and related labourers",Unknown,1,1
Saskatchewan,"High Wage","Waylyn transport enterprise  Ltd.","Lloydminster, SK S9V 1T2","1311-Accounting technicians and bookkeepers",Unknown,1,1
Saskatchewan,"Low Wage","101279280 Saskatchewan LTD","Swift Current, SK S9H 3Z4","6315-Cleaning supervisors",Unknown,1,1
Saskatchewan,"Low Wage","Creekside Seniors Living Inc.","Maple Creek, SK S0N 1N0","6731-Light duty cleaners",Unknown,1,2
Saskatchewan,"Low Wage","Enviroway Janitorial Sales & Service","north battleford, SK S9A 1E8","6731-Light duty cleaners",Unknown,1,1
Saskatchewan,"Low Wage","JJ TOMAS HOLDINGS LTD","SASKATOON, SK S7H 0V6","6311-Food service supervisors",Unknown,1,2
Saskatchewan,"Low Wage","Kingdom Pizza Ltd.","Kenaston, SK S0G 2N0","6311-Food service supervisors",Unknown,1,2
Saskatchewan,"Low Wage","Roadway Auto & Sport INC.","Regina, SK S4R 2R1","1241-Administrative assistants",Unknown,1,1
Saskatchewan,"Low Wage","SS Stonebridge Del Fitness Corp","Saskatoon, SK S7S 1P2","5254-Program leaders and instructors in recreation, sport and fitness",Unknown,1,1
Saskatchewan,"Low Wage","Tobin Lake Motel","Nipawin, SK S0E 1E0","6731-Light duty cleaners",Unknown,1,1
Saskatchewan,"Primary Agriculture","Argue Farms Co. Ltd.","Swift Current, SK S9H 5N1","8431-General farm workers",Unknown,1,1
Saskatchewan,"Primary Agriculture","Van Melick Farms Ltd.","Broderick, SK S0H 0L0","8431-General farm workers",Unknown,1,3
Alberta,"Global Talent Stream","RatioRegula Inc.","Edmonton, AB T6V  0M","0213-Computer and information systems managers",Corporation,1,1
Alberta,"High Wage","10093998 Canada inc","calgary, AB T3J 0Y5","1311-Accounting technicians and bookkeepers",Unknown,1,1
Alberta,"High Wage","10093998 Canada inc","calgary, AB T3J 0Y5","7511-Transport truck drivers",Unknown,1,4
Alberta,"High Wage","1147209 Alberta Inc.","Calgary, AB T3K 2A8","0651-Managers in customer and personal services, n.e.c.",Unknown,1,1
Alberta,"High Wage","1280072 ALBERTA LTD.","Rocky view County, AB T1Z 0M8",1525-Dispatchers,Unknown,1,1
Alberta,"High Wage","13871851 Canada Inc.","Calgary, AB T3N 0P6","7511-Transport truck drivers",Unknown,1,2
