Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT demandes","Postes demandes"
Alberta,"     Haut salaire","GEM TRANSPORT INC.","CALGARY, AB T3J 0J2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Alberta,"     Haut salaire","Gill Courier Ltd","Edmonton, AB T6E 5L6","7514-Chauffeurs-livreurs - services de livraison et de messagerie",Inconnu,1,1
Alberta,"     Haut salaire","Handis Inc.","Edmonton, AB T5Y 2V8","0711-Directeurs de la construction",Inconnu,1,1
Alberta,"     Haut salaire","JNB TRUCKING & TRADING LTD.","Calgary, AB T3N 1N9","7511-Conducteurs de camions de transport",Inconnu,1,2
Alberta,"     Haut salaire","MULTI CULTURE TRAVEL WORLD LTD","Calgary, AB T3J 3J8","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Alberta,"     Haut salaire","Naunihal trucking Ltd","Sherwood Park, AB T8B 1C6","7511-Conducteurs de camions de transport",Inconnu,1,2
Alberta,"     Haut salaire","Northern Oil Tool Inc.","Leduc, AB T9E 7E4","7231-Machinistes et vérificateurs d'usinage et d'outillage",Inconnu,1,5
Alberta,"     Haut salaire","Planta Landscape Inc.","CALGARY, AB T2V 1J3","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",Inconnu,1,2
Alberta,"     Haut salaire","RAM Exteriors Incorporated","Medicine Hat, AB T1A 8C1","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,1
Alberta,"     Haut salaire","SBS Carriers Inc.","Edmonton, AB T6X 0Y5","7511-Conducteurs de camions de transport",Inconnu,1,3
Alberta,"     Haut salaire","Servegreen Cleaning Services Ltd","Calgary, AB T2E 7A4","6315-Surveillants des services de nettoyage",Inconnu,1,7
Alberta,"     Haut salaire","Sunstar Concrete Ltd.","Edmonton, AB T6W 2W9","7282-Finisseurs de béton",Inconnu,1,2
Alberta,"     Haut salaire","TBR Contracting Ltd.","Lacombe, AB T4L 2C7","7521-Conducteurs d'équipement lourd (sauf les grues)",Inconnu,1,2
Alberta,"   Bas salaire","11440055 CANADA LTD","CALGARY, AB T2C 4Y1","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","1249122 Alberta Ltd","sherwood park, AB T8H 0R9","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,1
Alberta,"   Bas salaire","1595502 Alberta Ltd","Edmonton, AB T5S 1W6","2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture",Inconnu,1,3
Alberta,"   Bas salaire","1790445 AB Ltd","Calgary, AB T2P 3Y6","4161-Recherchistes, experts-conseils et agents de programmes, en sciences naturelles et appliquées",Inconnu,1,1
Alberta,"   Bas salaire","2050873 Alberta LTD.","Calgary, AB T2P 0W6","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","2088298 Alberta Ltd.","Calgary, AB T3J 3J8",6611-Caissiers,Inconnu,1,1
Alberta,"   Bas salaire","2095311 Alberta Ltd.","Edmonton, AB T6P 1S8","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","2136367 Alberta Ltd","Edson, AB T7E 1C3",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","2148101 Alberta Ltd.","Stony Plain, AB T7Z 0H4",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","2166030 ALBERTA LTD","CALGARY, AB T3N 1Z3","6521-Conseillers en voyages",Inconnu,1,1
Alberta,"   Bas salaire","858471 Alberta Ltd.","Calgary, AB T2S 1W9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","Athabasca Motor Hotel 1972 Ltd.","Jasper, AB T0E 1E0","6315-Surveillants des services de nettoyage",Inconnu,1,1
Alberta,"   Bas salaire","Athabasca Valley Hotel Enterprises","Hinton, AB T7V 2A5",6322-Cuisiniers,Inconnu,2,2
Alberta,"   Bas salaire","Belge Cafe Ltd.","Edmonton, AB T5G 1L2",6322-Cuisiniers,Inconnu,1,2
Alberta,"   Bas salaire","BSW LIQUOR AVIATION LTD.","CALGARY, AB T2E 5T5","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","Burger Village LLC","Edmonton, AB T6X 1V8","1241-Adjoints administratifs",Inconnu,1,1
Alberta,"   Bas salaire","CALG CHICKEN FOODS INC","Edmonton, AB T5S 2X4","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Alberta,"   Bas salaire","Canmore Woodcrafters Ltd.","Canmore, AB T1W 1L2",7272-Ébénistes,Inconnu,1,1
Alberta,"   Bas salaire","Chatters Limited Partnership","Red Deer County, AB T4S 0K7","6341-Coiffeurs et barbiers",Inconnu,2,6
Alberta,"   Bas salaire","Eldrick Upholstery & Interiors Ltd","Edmonton, AB T5N 2C7",6345-Tapissiers-garnisseurs,Inconnu,1,1
Alberta,"   Bas salaire","Empire Logistics & Transport Inc.","Calgary, AB T3J 1R5","7511-Conducteurs de camions de transport",Inconnu,1,3
Alberta,"   Bas salaire","Fort Road Bottle Depot","EDMONTON, AB T5A 5A7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Corporation,1,2
Alberta,"   Bas salaire","Global Green Foods Ltd.","Edmonton, AB T6E 5B2","7511-Conducteurs de camions de transport",Inconnu,1,1
Alberta,"   Bas salaire","Greater Edmonton Racing Canoe Kayak Club","Edmonton, AB T5M 3K6",5252-Entraîneurs,Inconnu,1,1
Alberta,"   Bas salaire","HAMBURG CONCRETE CUTTING AND CORING LTD.","Calgary, AB T2X 2Y3","9414-Opérateurs de machines dans le façonnage et la finition des produits en béton, en argile ou en pierre",Inconnu,1,2
Alberta,"   Bas salaire","Homestyle Donair & Subs Ltd.","Edmonton, AB T6L 5W9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","INCAN BUILDERS INC.","CALGARY, AB T3H 0Z3","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Alberta,"   Bas salaire","INDIAN ACCENT INC","CALGARY, AB T3H 0Z1","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","Mercer’s Fine Food Catering LTD","Edmonton, AB T5L 0N5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","Ngofi Tropical Food Market Limited","Grande Prairie, AB T8V 1W7","0621-Directeurs - commerce de détail et de gros",Inconnu,1,2
Alberta,"   Bas salaire","Peter Hughes Landscape Ltd.","Calgary, AB T2H 1Y8","2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture",Inconnu,1,1
Alberta,"   Bas salaire","Staggered Alliance Inc.","Yellowhead County, AB T7E 3M2","7511-Conducteurs de camions de transport",Inconnu,1,1
Alberta,"   Bas salaire","THE WINKIN' OWL PUB & KITCHEN INC.  O/A THE WINKIN' OWL PUB","CALGARY, AB T2J 6T5",6322-Cuisiniers,Inconnu,1,1
Alberta,"   Bas salaire","Urban Jiggly Inc.","Calgary, AB T2H 0K8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","VISATOCHINA VACATION CO., LTD.","EDMONTON, AB T5T 2E3","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Alberta,"   Bas salaire","Wescana Industries Inc.","Rocky View County, AB T1X 0J9","7237-Soudeurs et opérateurs de machines à souder et à braser",Inconnu,1,2
Alberta,"   Bas salaire","White Eagle Homes Ltd","Edmonton, AB T5Z 3S7","7294-Peintres et décorateurs (sauf décorateurs d'intérieur)",Inconnu,1,2
Alberta,"   Bas salaire","XINQI INVESTMENT LTD","lethbridge, AB T1K 2R4","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Alberta,"   Bas salaire","Yanshan Holding Inc.","EDMONTON, AB T5M 1W4","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","0905978 bc ltd","houston, BC V0J 1Z0","1221-Agents d'administration",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","1172806 BC Ltd","Vancouver, BC V5Y 3A3","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","1250597 B.C. LTD.","CHILLIWACK, BC V2R 0P9","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","786 BENTLEY CONVENIENCE STORE LIMITED","Surrey, BC V3T 2T8","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","A Can Transport Ltd.","Surrey, BC V3V 4B8","7511-Conducteurs de camions de transport",Inconnu,1,5
Colombie-Britannique,"     Haut salaire","Aarvi Transport Ltd.","Surrey, BC V3W 1R1","7511-Conducteurs de camions de transport",Inconnu,1,6
Colombie-Britannique,"     Haut salaire","Adanac Transport Ltd","Surrey, BC V3W 8H6","7511-Conducteurs de camions de transport",Inconnu,1,2
Colombie-Britannique,"     Haut salaire","AGE TRANSPORT LTD.","ABBOTSFORD, BC V2T 4J1","7511-Conducteurs de camions de transport",Inconnu,1,2
Colombie-Britannique,"     Haut salaire","AMC VILLAGE INSURANCE SERVICES (2019) LTD","BURNS LAKE, BC V0J 1E0","6231-Agents et courtiers d'assurance",Inconnu,1,4
Colombie-Britannique,"     Haut salaire","Artron Bioresearch Inc.","Burnaby, BC V5J 5H6","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Axis Mountain Technical Inc.","Terrace, BC V8G 1X6","7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","BC Comfort Air Conditioning Ltd","Burnaby, BC V5J 5A8",7251-Plombiers,Inconnu,1,1
Colombie-Britannique,"     Haut salaire","BDS International Trucking Ltd","Surrey, BC V3W 1A4","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","BEST CANADIAN DRYWALL CORP","DELTA, BC V4C 1L5","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Canada Minibins.com Ltd.","Langley, BC V1M 3C6","7511-Conducteurs de camions de transport",Inconnu,1,2
Colombie-Britannique,"     Haut salaire","Canadian Aviation College Corporation","Pitt Meadows, BC V3Y 0C6","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Can-Best Tire Services Ltd.","Abbotsford, BC V2T 6H6","7312-Mécaniciens d'équipement lourd",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Carola's Magic Clean Ltd","Whistler, BC V8E 0S1","6315-Surveillants des services de nettoyage",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","CBM Press Ltd.","Vancouver, BC V6B 4W4","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Central Paving Ltd.","ABBOTSFORD, BC V2T 5R6","7511-Conducteurs de camions de transport",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Centrum Home Comfort Inc","Port Moody, BC V3H 1P1","7313-Mécaniciens en réfrigération et en climatisation",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","DEEPEARTH FARM LTD.","Lindell Beach, BC V2R 4X5","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","DISTINCT CRIBBING & FRAMING INC.","kelowna, BC V1Y 6M4",7271-Charpentiers-menuisiers,Inconnu,1,4
Colombie-Britannique,"     Haut salaire","FAS ENTERPRISES LTD","DELTA, BC V4M 2T4","7511-Conducteurs de camions de transport",Inconnu,1,4
Colombie-Britannique,"     Haut salaire","Fortified Exterior Coating Systems Inc.","Kamloops, BC V2C 1M8","7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","FRONTIER JANITORIAL SERVICES LTD.","Vancouver, BC V6S 1H9","6315-Surveillants des services de nettoyage",Inconnu,1,2
Colombie-Britannique,"     Haut salaire","Fukuya Enterprise Company Ltd","Vancouver, BC V6G 2M7","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","G & J Helpful Home Services INC","North Vancouver, BC V7P 1N1","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","GD Fitness Inc","Nanaimo, BC V9R 6L1","0513-Directeurs de programmes et de services de sports, de loisirs et de conditionnement physique",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","GUD GROUP HOLDINGS (CANADA) LTD.","Vancouver, BC V6C 0A6","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","H.N.G. Masonary Ltd.","Surrey, BC V3W 4N3",7281-Briqueteurs-maçons,Corporation,1,2
Colombie-Britannique,"     Haut salaire","Highdeal Solutions Inc.","Pitt Meadows, BC V3Y 0G4","1225-Agents aux achats",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","HMS Painting Ltd.","Surrey, BC V3W 7J9","7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","JJ Gill Drywall Ltd.","Surrey, BC V3R 3W6","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,3
Colombie-Britannique,"     Haut salaire","Kamal Constructions Ltd.","Surrey, BC V3W 2X3",7271-Charpentiers-menuisiers,Inconnu,1,1
Colombie-Britannique,"     Haut salaire","KHAGHAN RESTAURANT LTD.","Vancouver, BC V6G 2L9","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","KHAGHAN RESTAURANT LTD.","Vancouver, BC V6G 2L9","1221-Agents d'administration",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Lindsay Enterprises Inc.","Terrace, BC V8G 1K8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,2
Colombie-Britannique,"     Haut salaire","M.D.E BODY CRAFTERS INC","North Vancouver, BC V7P 1S3","3232-Praticiens des médecines douces",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Mario&Valentino Automotive European Solutions INC","VANCOVUER, BC V5R 5E6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","MITRUX SERVICES LTD","ABBOTSFORD, BC V2T 6J8","7511-Conducteurs de camions de transport",Inconnu,1,5
Colombie-Britannique,"     Haut salaire","New West Collision Inc","Coquitlam, BC V3K 1C4","1225-Agents aux achats",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Oakridge Environmental Engineering Inc.","Dawson Creek, BC V1G 1N7","2121-Biologistes et personnel scientifique assimilé",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Peak Janitorial Inc.","Coquitlam, BC V3K 7A1","6315-Surveillants des services de nettoyage",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Pho Goodness Vietnamese Restaurant LTD","Vancouver, BC V6E 1N2","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","QVAL AND QCARE SPECIALISTS & RESOURCES INC.","Vancouver, BC V6C 1H2","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Repel Security Systems Ltd.","Vancouver, BC V5P 3Y9","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Richmond Steel Recycling Ltd","Richmond, BC V6V 1V8","7511-Conducteurs de camions de transport",Inconnu,1,3
Colombie-Britannique,"     Haut salaire","Royal Z Logistic Inc","Burnaby, BC V5J 4N2","7511-Conducteurs de camions de transport",Inconnu,1,4
Colombie-Britannique,"     Haut salaire","RYCEL ENTERPRISES LTD.","West Vancouver, BC V7S 3J7","2261-Vérificateurs et essayeurs des essais non destructifs",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Starmax Transport Ltd.","SURREY, BC V3S 7Y8","7511-Conducteurs de camions de transport",Inconnu,1,6
Colombie-Britannique,"     Haut salaire","STONES 4 U MASONRY LTD.","RICHMOND, BC V7A 3B6",7281-Briqueteurs-maçons,Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Swenam Academy Corporation","Burnaby, BC V5C 6C6","0421-Administrateurs - enseignement postsecondaire et formation professionnelle",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Thankslord Trucking Ltd.","Surrey, BC V3W 0K3","7511-Conducteurs de camions de transport",Inconnu,1,2
Colombie-Britannique,"     Haut salaire","The Bombay Restaurant 2001 Ltd.","Port Coquitlam, BC V3B 6P2",6321-Chefs,Inconnu,1,1
Colombie-Britannique,"     Haut salaire","The Capital Media Company Inc.","Vancouver, BC V5Y 1L4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,1,1
Colombie-Britannique,"     Haut salaire","Virtuous Truck Lines Ltd","Surrey, BC V3S 7Y7","7511-Conducteurs de camions de transport",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","0829882 BC Ltd","Vancouver, BC V6K 2H3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","0845772 BC Ltd.","Burnaby, BC V5J 0A3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","1189789 BC Ltd","Burnaby, BC V5J 4J3","6341-Coiffeurs et barbiers",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","1191149 BC Ltd","merritt, BC V1K 1R2","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","1191149 BC Ltd","merritt, BC V1K 1R2",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","1220915 BC Ltd.","Whistler, BC V0N 1B4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","1271466 B.C. LTD","Prince George, BC V2N 5E8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","1285760BC LTD","VICTORIA, BC V8W 2G7",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","1288618 B.C. LTD","Hope, BC V0X 1L4","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","1M Branches Trading Ltd.","Richmond, BC V6V 0B7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","786 B.C. Development Ltd.","Surrey, BC V3R 6W1",7271-Charpentiers-menuisiers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Aim Cedar Works Ltd","Burnaby, BC V5B 3A9","9533-Monteurs et contrôleurs d'autres produits en bois",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Aqua Proofing Inc","Port Coquitlam, BC V3B 4E4","7291-Couvreurs et poseurs de bardeaux",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Bear Country Property Management (2018) Ltd","Sun Peaks, BC V0E 5N0","0632-Directeurs des services d'hébergement",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Beruschi Enterprises Ltd.","Revelstoke, BC V0E 2S0","6525-Réceptionnistes d'hôtel",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","CENTRAL CEDAR LTD.","Surrey, BC V3S 6K4","9614-Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Coastal Culture Sports Inc","Whistler, BC V8E 0B6","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Day and Night Labour Supply Ltd.","Surrey, BC V3W 0S9","8431-Ouvriers agricoles",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Dhatt Restaurants Ltd","Richmond, BC V6X 0A8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Earl’s Cafe Fish LTD","Vancouver, BC V6J 1W9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Fuji Noodle Restaurant Ltd.","Port Coquitlam, BC V3C 2A5",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Greenland Construction and Landscaping","Burnaby, BC V5E 3B4","2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture",Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Homestead Inn & Suites Ltd.","Vanderhoof, BC V0J 3A0",6322-Cuisiniers,Inconnu,1,3
Colombie-Britannique,"   Bas salaire","Immanuel Veterinary Inc.","Surrey, BC V3S 9A5","3213-Technologues en santé animale et techniciens vétérinaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","ISHWAR KITCHEN LTD.","Vancouver, BC V5W 2Y9",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Joiser Wood Products Inc","Quesnel, BC V2J 3V9","9614-Manoeuvres dans le traitement des pâtes et papiers et la transformation du bois",Corporation,1,2
Colombie-Britannique,"   Bas salaire","Kaintura Indian Cuisine Ltd.","Surrey, BC V4N 2L6",6322-Cuisiniers,Inconnu,1,2
Colombie-Britannique,"   Bas salaire","Kathmandu Bar & Grill Inc.","Surrey, BC V3V 4B8","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","KATZIE PHARMACY INCORPORATED","Pitt Meadows, BC V3Y 2G1","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","KO&LEE HOLDINGS LTD","Radium Hot Springs, BC V0A 1M0","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","KO&LEE HOLDINGS LTD","Radium Hot Springs, BC V0A 1M0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Le Coq Frit Cafe Ltd.","Vancouver, BC V6J 1Y9",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","LEAP CHILDCARE","Surrey, BC V4N 1A6","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Mad Pizza Company Inc.","Vancouver, BC V6S 2E9","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Marwick Marketing Inc","Vancouver, BC V6G 2Z6","1221-Agents d'administration",Coopérative,1,1
Colombie-Britannique,"   Bas salaire","MOL Solutions Group Ltd.","North Vancouver, BC V7G 1N3","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","NAAN HUT BAKERY LTD.","North Vancouver, BC V7M 2H8",6332-Boulangers-pâtissiers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Odyssey International Exports (2004) Ltd","new westminster, BC V3L 5H4","6342-Tailleurs, couturiers, fourreurs et modistes",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Old Victoria Water Company Inc","Saanichton, BC V8M 2A6",7452-Manutentionnaires,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","P&S Frozen Foods Ltd.","Vancouver, BC V5X 2V9","9461-Opérateurs de machines et de procédés industriels dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Raven Roofing Ltd.","Surrey, BC V3Z 1A7","7611-Aides de soutien des métiers et manoeuvres en construction",Inconnu,1,7
Colombie-Britannique,"   Bas salaire","Red Star Seafoods Ltd","Victoria, BC V8X 2C7","9618-Manoeuvres dans la transformation du poisson et des fruits de mer",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Reynolds Restaurant Ltd.","Lillooet, BC V0K 1V0",6322-Cuisiniers,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Rodika Goreea Designs Ltd","Vancouver, BC V5P 1V6","6342-Tailleurs, couturiers, fourreurs et modistes",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Rose Valley Veterinary Hospital 2010 Inc.","West Kelowna, BC V1Z 2V2","3213-Technologues en santé animale et techniciens vétérinaires",Corporation,1,1
Colombie-Britannique,"   Bas salaire","SHANDIEZ PERSIAN RESTAURANT","North Vancouver, BC V7P 1R7",6321-Chefs,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Sixteen Nine Enterprises Inc.","Surrey, BC V3T 2W1","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Southgate Fabrication LTD.","Terrace, BC V8G 4R9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Summit Painting Inc.","Port Coquitlam, BC V3C 5E2","1241-Adjoints administratifs",Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Valkyrie Enterprises Ltd","White Rock, BC V4B 3X7",1525-Répartiteurs,Inconnu,1,1
Colombie-Britannique,"   Bas salaire","Voce Enterprises Ltd.","Vancouver, BC V5L 1V8","6411-Représentants des ventes et des comptes - commerce de gros (non-technique)",Inconnu,1,1
Colombie-Britannique,"  Agriculture primaire","Gobind Farms Inc","Saanichton, BC V8M 1W1","8431-Ouvriers agricoles",Inconnu,1,12
Colombie-Britannique,"  Talent mondial","AYN IMMIGRATION SERVICES LTD.","SURREY, BC V3W 6L8","2171-Analystes et consultants en informatique",Inconnu,1,1
Yukon,"     Haut salaire","PATRICK REECE SERVICES LIMITED","Whitehorse, YT Y1A 1R8","0213-Gestionnaires des systèmes informatiques",Inconnu,1,1
Territoires-du-Nord-Ouest,"     Haut salaire","Great Slave Helicopters 2018 Ltd.","Yellowknife, NT X1A 3T2","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",Inconnu,1,2
"Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada","     Haut salaire"," Moxie Pictures, Inc.","Beverly Hills CA, 90211","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé","Entreprise à propriétaire unique",1,1
"Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada","     Haut salaire","A Fresh Face in Hell","Seattle, 98122","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
"Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada","     Haut salaire","Anonymous Content LLC","Culver City CA, 90232","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
"Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada","     Haut salaire","Bob Industries LLC","Santa Monica, 90401","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
"Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada","     Haut salaire","Bullitt, LLC","Hollywood, 90028","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
"Les employeurs exerçant leurs activités au Canada avec un siège social à l'extérieur du Canada","     Haut salaire","Community Films Inc. dba Community Films","Los Angeles, 90010","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,2,2
