Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
,,Addi Transport INC.,"EDMONTON, AB T5Z 0H6",7511-Conducteurs de camions de transport,1
,,Alberta Veterinary Center (Red Deer),"RED DEER, AB T4S 0K6",2221-Technologues et techniciens en biologie,1
,,Bal Wood Working Ltd.,"EDMONTON, AB T6T 2C4",7271-Charpentiers-menuisiers,1
,,Baytek Interiors Inc,"EDMONTON, AB T5M 3C5","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Canadian Rockies Rafting Co Ltd.,"CANMORE, AB T1W 2T8",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,1
,,Certified Industrial Hygiene Consulting Ltd.,"CALGARY, AB T2M 0Z5",2211-Technologues et techniciens en chimie,1
,,Cogent Transport Inc,"CALGARY, AB T3J 5K4",7305-Surveillants du transport routier et du transport en commun,1
,,Ensteel Industries Ltd,"Calgary, AB T2C 4L7","9416-Opérateurs de machines à travailler les métaux légers et lourds, et de machines de formage",1
,,H.O. Flooring Services Ltd.,"Edmonton, AB T5P 0P2",7295-Poseurs de revêtements d'intérieur,3
,,HSN Technology Corporation,"CALGARY, AB T3J 1M7",2281-Techniciens de réseau informatique,1
,,Lallian Trucking Ltd,"EDMONTON, AB T6T 0L3","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,,,7511-Conducteurs de camions de transport,1
,,MFAF Forming Ltd,"Rocky View, AB T1X 0H2",7282-Finisseurs de béton,6
,,Millennium Oilflow Systems & Technology Inc,"Leduc, AB T9E 7C9",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
,,Nassa Excavating Ltd.,"Calgary, AB T1Y 2W8",7521-Conducteurs d'équipement lourd (sauf les grues),2
,,Peak Logistics 2008 Ltd.,"Rocky View, AB T1X 0V9",7511-Conducteurs de camions de transport,10
,,Raja Ram Ltd,"EDMONTON, AB T6T 0P8",7511-Conducteurs de camions de transport,3
,,Rigman Technology Co. Ltd.,"CALGARY, AB T2L 2K7","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,Sekhon MG Transport Ltd.,"EDMONTON, AB T6E 5V8",1221-Agents d'administration,1
,,Silversprings Golf and Country Club,"Calgary, AB T3B 2W9",0631-Directeurs de la restauration et des services alimentaires,1
,,Summerlea International Care Home Inc,"Edmonton, AB T5T 1V6","4412-Aides familiaux résidents, aides de maintien à domicile et personnel assimilé",1
,,Town of Blackfalds,"BLACKFALDS, AB T0M 0J0","0513-Directeurs de programmes et de services de sports, de loisirs et de conditionnement physique",1
,,Tribes Group of Industries Ltd.,"Edmonton, AB T6E 5P2",2175-Concepteurs et développeurs Web,1
,,Welcome Inn Ltd,"SWAN HILLS, AB T0G 2C0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,WesTower Communications Ltd.,"Thorsby, AB T0C 2P0",7245-Monteurs de lignes et de câbles de télécommunications,1
,,Year Round Landscaping Inc.,"Rocky View, AB T4A 0E2",7282-Finisseurs de béton,1
,,Zinaida Flooring Ltd.,"CALGARY, AB T3K 2B2",1241-Adjoints administratifs,1
,   Bas salaire,1092192 Alberta Ltd o/a Dairy Queen Okotoks,"Okotoks, AB T1S 1Z6",6311-Superviseurs des services alimentaires,2
,,1128981 Alberta Ltd,"Fort Macleod, AB T0L 0Z0",6611-Caissiers,2
,,1294947 Alberta Ltd. operating multiple businessess,"Edmonton, AB T6E 2A4",6322-Cuisiniers,1
,,1327382 Alberta Ltd.  o/a Tapas Restaurant,"CANMORE, AB T1W 2A2",6322-Cuisiniers,1
,,1478090 Alberta Ltd o/a Sargent Liquor Store,"St Albert, AB T8N 6B9",6211-Superviseurs des ventes - commerce de détail,1
,,1493256 Alberta Ltd,"CALGARY, AB T2A 4L8",7612-Autres manoeuvres et aides de soutien de métiers,1
,,1496160 Alberta Ltd.,"Milk River, AB T0K 1M0","6622-Garnisseurs de tablettes, commis et préposés aux commandes dans les magasins",1
,,1502675 Alberta Ltd o/a Cafe Mediterranean,"Calgary, AB T2R 0T8",6322-Cuisiniers,1
,,1586622 Alberta Ltd o/a Villa Firenze,"Calgary, AB T2E 0B6",6322-Cuisiniers,1
,,,,6332-Boulangers-pâtissiers,1
,,1667045 Alberta Ltd o/a Waves Coffee House,"Edmonton, AB T6M 0M8",6311-Superviseurs des services alimentaires,1
,,1684070 Alberta Ltd,"EDMONTON, AB T6T 2C8",7511-Conducteurs de camions de transport,2
,,1692850 Alberta Ltd. o/a Taco Time,"Edmonton, AB T5C 3C8",6311-Superviseurs des services alimentaires,1
,,1759338 Alberta Ltd o/a Papa John's Pizza,"RED DEER, AB T4P 0Z4",6311-Superviseurs des services alimentaires,1
,,1781679 Alberta Ltd,"Edmonton, AB T6E 4E4",0631-Directeurs de la restauration et des services alimentaires,1
,,1810725 Alberta Ltd,"PEACE RIVER, AB T8S 1R7",6322-Cuisiniers,2
,,1825399 Alberta Inc.,"CALGARY, AB T3K 1K5",6211-Superviseurs des ventes - commerce de détail,1
,,1879057 Alberta Ltd,"EDMONTON, AB T5E 2T2",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,2
,,1908100 Alberta Ltd. o/a Rundle Mountain Lodge,"Canmore, AB T1W 1L7","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,1926679 Alberta Ltd. o/a Circle K,"Sylvan Lake, AB T4S 2M2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,1945332 Alberta Ltd,"EDMONTON, AB T6X 2C3",6311-Superviseurs des services alimentaires,2
,,1958740 Alberta Inc. o/a Opa! of Greece,"ROCKY VIEW COUNTY, AB T1Z 0A3",6311-Superviseurs des services alimentaires,1
,,1984455 Alberta Ltd,"CALGARY, AB T3M 2E2",6311-Superviseurs des services alimentaires,1
,,2020803 Alberta Ltd,"EDMONTON, AB T6X 0N4",6322-Cuisiniers,1
,,2097918 Alberta Ltd.,"EDMONTON, AB T6R 0T8",6322-Cuisiniers,2
,,2110153 Alberta Ltd o/a Duggan Car Wash,"Edmonton, AB T6W 2W9",6732-Nettoyeurs spécialisés,1
,,298007 Alberta Ltd.,"BLACK DIAMOND, AB T0L 0H0",6322-Cuisiniers,3
,,396725 Alberta Ltd o/a Lewis Estates Car Wash,"EDMONTON, AB T5Z 3E2",6315-Surveillants des services de nettoyage,1
,,496303 Alberta Ltd,"ONOWAY, AB T0E 1V0",6322-Cuisiniers,1
,,618635 Alberta Ltd,"CALGARY, AB T2K 0S8",6311-Superviseurs des services alimentaires,1
,,7204884 Canada Inc o/a Mobilinq,"GRAND PRAIRIE, AB T8V 3Y2",6211-Superviseurs des ventes - commerce de détail,1
,,743313 Alberta Ltd o/a Panago Pizza,"BEAUMONT, AB T4X 1T9",6322-Cuisiniers,2
,,7-Eleven Canada Inc.  o/a 7-Eleven Store,"CALGARY, AB T2Y 1W1",6211-Superviseurs des ventes - commerce de détail,1
,,Alberta West Transport Ltd.,"GRANDE PRAIRIE, AB T8X 1L7",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,1
,,Aman Brar Cleaning Ltd.,"CALGARY, AB T3J 4S8",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,3
,,Apex Distribution Inc.,"CALGARY, AB T2P 2Y3",1311-Techniciens en comptabilité et teneurs de livres,1
,,ASAR Group of Companies Inc.,"Calgary, AB T2Z 3S7",6211-Superviseurs des ventes - commerce de détail,1
,,Ayvio Enterprises Inc.,"CALGARY, AB T1Y 5A5",6321-Chefs,1
,,Bamboo Garden Ltd,"Banff, AB T1L 1C7",6311-Superviseurs des services alimentaires,1
,,Canada Mat Inc,"EDMONTON, AB T6N 1B2",1521-Expéditeurs et réceptionnaires,1
,,Canadian Scenery Travel Inc.,"BANFF, AB T1L 1A4","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,Canmore Wen Inc.,"Calgary, AB T3Z 3L5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,Chinese Flavor Restaurant,"Fort McMurray, AB T9K 1S6",6311-Superviseurs des services alimentaires,1
,,Complete Automotive Radiator Supplies Ltd.,"EDMONTON, AB T6E 3P1",1521-Expéditeurs et réceptionnaires,1
,,Daniel & Rose Holdings Inc.,"CALGARY, AB T3H 3B7",6311-Superviseurs des services alimentaires,1
,,Dashmesh Trucking,"SHERWOOD PARK, AB T8B 1C9",1241-Adjoints administratifs,1
,,DC Groceries Inc.,"Calgary, AB T3J 3M7",6211-Superviseurs des ventes - commerce de détail,1
,,DCL Construction Services Ltd,"CALGARY, AB T2E 2M7","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Deol Transport Ltd.,"Edmonton, AB T6X 1K9",7511-Conducteurs de camions de transport,2
,,Design Jewellers Ltd.,"Edmonton, AB T5T 3J7","5243-Ensembliers de théâtre, dessinateurs de mode, concepteurs d'expositions et autres concepteurs artistiques",1
,,DK Cleaning Services Ltd,"CALGARY, AB T3J 3W9",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,3
,,Dunmore Liquor Ltd.,"MEDICINE HAT, AB T1B 2H2",6211-Superviseurs des ventes - commerce de détail,1
,,Engineered Air Division of Airtex Manufacturing,"Calgary, AB T2G 4C8","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",10
,,Evershine Homes Ltd.,"CALGARY, AB T3J 0J2",6315-Surveillants des services de nettoyage,1
,,Fluent Home Ltd,"EDMONTON, AB T6E 4B9",6411-Représentants des ventes et des comptes - commerce de gros (non-technique),6
,,Georgetown Hospitality Inc,"Canmore, AB T1W 1N4",6315-Surveillants des services de nettoyage,1
,,Grenoble Development Investments Ltd.O/A David Thompson Resort,"CALGARY, AB T3H 0Y9",6322-Cuisiniers,1
,,Guru Road Carriers Ltd.,"Calgary, AB T3J 5J2",7511-Conducteurs de camions de transport,4
,,H & S Enterprises Inc,"CALGARY, AB T2E 6W5",0631-Directeurs de la restauration et des services alimentaires,1
,,H&J Cleaning Corp,"CALGARY, AB T3N 0C8",6315-Surveillants des services de nettoyage,1
,,Hiep Thanh Trading Ltd,"Edmonton, AB T5H 2N9","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
,,Images of the North,"Banff, AB T1L 1B1",6421-Vendeurs - commerce de détail,1
,,Imagine Wireless Inc,"Calgary, AB T3E 0C3",0621-Directeurs - commerce de détail et de gros,1
,,Inglewood Child Learning Centre Ltd,"EDMONTON, AB T5M 0K4",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,InstaClean Inc.,"EDMONTON, AB T5A 3K1",6732-Nettoyeurs spécialisés,1
,,J.S.J.V. Holdings Ltd,"FORT MCMURRAY, AB T3Z 3T5",6311-Superviseurs des services alimentaires,1
,,Jerusalem Shawarma and Bakery Inc,"CALGARY, AB T3K 5P4",6311-Superviseurs des services alimentaires,1
,,KAFT Professional Corporation o/a KAFT CPA,"COLD LAKE, AB T9M 1P4",1311-Techniciens en comptabilité et teneurs de livres,1
,,Kinjo Sushi & Grill Ltd,"Calgary, AB T3A 5R8",6511-Maîtres d'hôtel et hôtes,2
,,KRC Properties Inc.,"Edmonton, AB T6J 5H2",6315-Surveillants des services de nettoyage,1
,,KT Franklin Ltd.,"Fort McMurray, AB T9H 2J4","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,Little India,"Calgary, AB T3A 5Z7",6322-Cuisiniers,2
,,Lucy's Sweets Ltd. o/a Hazeldean Bakery,"Edmonton, AB T6E 0M2",6332-Boulangers-pâtissiers,1
,,Luna Authentic Vietnamese Cuisine Corp.,"Cochrane, AB T4C 0K3",6322-Cuisiniers,1
,,Maks Lawn Care & Cleaning Alberta Ltd,"CALGARY, AB T3K 2C6",6733-Concierges et surintendants d'immeubles,1
,,Manila Grill Restaurant Ltd.,"EDMONTON, AB T5S 2H7",6311-Superviseurs des services alimentaires,2
,,Martin Mortor Sports / MMD Sales Ltd,"EDMONTON, AB T5S 2L7",6421-Vendeurs - commerce de détail,1
,,Matador Pizza & Spaghetti House Ltd,"Calgary, AB T3A 0Z9",6322-Cuisiniers,2
,,Milltech Millwork Ltd.,"Edmonton, AB T5L 4K2",7272-Ébénistes,2
,,Mirdip Ltd,"GRAND PRAIRIE, AB T8V 7X4",6322-Cuisiniers,1
,,My Beauty Concepts Inc,"Edmonton, AB T6L 6S9","6562-Esthéticiens, électrolystes et personnel assimilé",1
,,Naveen Powerwash Inc,"CALGARY, AB T3M 2E7",7612-Autres manoeuvres et aides de soutien de métiers,1
,,Nikko Sushi Ltd.,"BROOKS, AB T1R 1B8",0631-Directeurs de la restauration et des services alimentaires,1
,,NR Janitorial Inc.,"Calgary, AB T2Y 3N9",6315-Surveillants des services de nettoyage,1
,,Oriental Grill Vietnamese Cuisine,"CALGARY, AB T2J 0N3",6311-Superviseurs des services alimentaires,1
,,Paina Ventures Inc.,"CALGARY, AB T3N 0M7",6311-Superviseurs des services alimentaires,2
,,Paul Singh Professional Corporation o/a Edmonton Vision Centre,"Edmonton, AB T6L 7E8",1241-Adjoints administratifs,1
,,People's Trucking Ltd,"Nisku, AB T9E 8T3",7612-Autres manoeuvres et aides de soutien de métiers,1
,,Pho Chu The Inc,"Calgary, AB T2G 0A6",6511-Maîtres d'hôtel et hôtes,1
,,Rimrock Resort Hotel Corporation,"Banff, AB T1L 1J2",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,2
,,Rocky Mountain Show Jumping Ltd.,"CALGARY, AB T2Y 2Z7",8431-Ouvriers agricoles,3
,,Rueon Thai Restaurant Ltd,"Red Deer, AB T4N 4K8",6322-Cuisiniers,1
,,Sai Cleaning Services Ltd.,"Edmonton, AB T6T 1X8",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,2
,,Scotsman's Well,"Calgary, AB T3J 0A3",6322-Cuisiniers,2
,,Sehjalson Trucking Ltd.,"EDMONTON, AB T6L 5L1",1241-Adjoints administratifs,1
,,Selina Pan Professional Corporation,"Calgary, AB T2E 1L7",1311-Techniciens en comptabilité et teneurs de livres,1
,,Seoul House Ltd,"Westlock, AB T7P 2H6",6611-Caissiers,1
,,Shaganappi Plaza Ltd.,"Calgary, AB T2N 3R1",6315-Surveillants des services de nettoyage,1
,,Shawarmaji Ltd.,"EDMONTON, AB T6E 6S4",6322-Cuisiniers,2
,,Sherwood Park Bottle Depot Ltd.,"EDMONTON, AB T6X 0A9",6211-Superviseurs des ventes - commerce de détail,1
,,SSC Enterprises Ltd.,"HIGH PRAIRIE, AB T0G 1E0",6621-Préposés de stations-service,1
,,Subway,"Lac La Biche, AB T0A 2C1",6311-Superviseurs des services alimentaires,1
,,Subway Sandwiches And Salads,"Edson, AB T7E 1T8",6311-Superviseurs des services alimentaires,1
,,Sukhvir Karan Enterprises Ltd.,"Lethbridge, AB T1J 0C1",6322-Cuisiniers,2
,,Super Star Plumbing and Heating Ltd,"CALGARY, AB T3R 0N3",7251-Plombiers,1
,,Sushi Ichiban (Macleod) Ltd. o/a Sushi Ichiban,"Calgary, AB T2G 2R7",6311-Superviseurs des services alimentaires,1
,,Sylvan Backhoe Inc.,"RED DEER COUNTY, AB T4E 2M7",8612-Manoeuvres en aménagement paysager et en entretien des terrains,1
,,Thind Sales Corp,"EDMONTON, AB T6L 5H1",6211-Superviseurs des ventes - commerce de détail,1
,,Tiffin On 50th Ltd.,"EDMONTON, AB T6X 1A4",6311-Superviseurs des services alimentaires,1
,,Vietnamese Garden Restaurant Ltd,"Red Deer, AB T4N 6V9",6513-Serveurs d'aliments et de boissons,1
,,Viva Deli Inc.,"RED DEER, AB T4N 4M2","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
,,Westwinds Car Wash Ltd,"Calgary, AB T3J 5H3",6315-Surveillants des services de nettoyage,1
,  Agriculture primaire,Cheslen Dairies Ltd,"STURGEON COUNTY, AB T8T 0N8","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Herradura Farms Ltd,"De Winton, AB T0L 0X0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Rio Frio Ranch Ltd,"Okotoks, AB T1S 1A9",8432-Ouvriers de pépinières et de serres,1
Colombie-Britannique,    Haut salaire,0902042 BC Ltd o/a Wings Tap and Grill,"Langley, BC V3A 4C7",0631-Directeurs de la restauration et des services alimentaires,1
,,0957857 BC Ltd.  o/a West - Rich Auto Services,"Richmond, BC V7C 1J8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,1062566 BC Ltd.  o/a Grab N Go Convenience,"NANAIMO, BC V9T  4B",0621-Directeurs - commerce de détail et de gros,1
,,1063217 BC ltd o/a Luxe Chinese Seafood Restaurant,"Langley, BC V2Y 1A5",6321-Chefs,1
,,1103867 B.C. Ltd.,"RICHMOND, BC V6X 1X7","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,1158245 BC Ltd,"MAPLE RIDGE, BC V2W 0H7",6341-Coiffeurs et barbiers,1
,,1945808 Alberta Inc o/a Pureways Property Services (Pureways Inc.),"KELOWNA, BC V1Y 6E4","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
,,A Deep Stucco Ltd.,"SURREY, BC V3V 2H4",1221-Agents d'administration,1
,,A Plus Automotive Ltd,"North Vancouver, BC V7P 1B5",6552-Autres préposés aux services d'information et aux services à la clientèle,1
,,Abbotsford Nissan Ltd.,"ABBOTSFORD, BC V2T 5M1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Acadia Commercial Interiors Ltd.,"Surrey, BC V3W 1B3",7272-Ébénistes,1
,,Accipiter Construction Corp,"SURREY, BC V3H 2H2",0712-Gestionnaires et rénovateurs en construction domiciliaire,1
,,Accura Plastering Ltd,"SURREY, BC V4N 4P5","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Acme Glass Ltd.,"SURREY, BC V3W 0A6",1411-Employés de soutien de bureau généraux,1
,,Alexis Creek Store Ltd.,"ALEXIS CREEK, BC V0L 1A0",0621-Directeurs - commerce de détail et de gros,1
,,Alpha Box Trading Limited,"DELTA, BC V4C 4C2","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,,,1311-Techniciens en comptabilité et teneurs de livres,1
,,Anet Fiber Tech Inc.,"SURREY, BC V3W 1W1",0131-Directeurs d'entreprises de télécommunications,1
,,,,1222-Adjoints de direction,1
,,Anmol Beverage Enterprise (#3) Ltd,"VANCOUVER, BC V6C 3L0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,Aquatrans Distributors Inc.,"SURREY, BC V3S 5A5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Archway Construction Ltd.,"Burnaby, BC V5J 3J1",1221-Agents d'administration,1
,,Aurora Helicopters Ltd,"VERNON, BC V1H 1N5","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",1
,,B Dhaliwal Gardening & Landscaping Ltd,"SURREY, BC V3X 2E2",8612-Manoeuvres en aménagement paysager et en entretien des terrains,2
,,B.C Furnace Service Ltd.,"COQUITLAM, BC V3K 0A7","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,,,7313-Mécaniciens en réfrigération et en climatisation,1
,,Bae & Cho Holding Ltd.,"VANCOUVER, BC V6H 2V2",6321-Chefs,2
,,Bajaj Trading Co. Ltd. o/a Ocean Park Pizza & Steakhouse,"Langley, BC V1M 2Y5",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,2
,,Barn Nork Restaurant Ltd,"MOUNT CURRIE, BC V0N 2K0",6322-Cuisiniers,2
,,Beanworks Solutions Inc.,"Vancouver, BC V6B 1T3",2282-Agents de soutien aux utilisateurs,1
,,Best Auto Body & Paint Ltd.,"Surrey, BC V3W 4E6",7237-Soudeurs et opérateurs de machines à souder et à braser,2
,,Best Built Homes Ltd.,"SURREY, BC V3S 1R4",1241-Adjoints administratifs,1
,,Blue Pacific Drywall Limited,"Surrey, BC V3W 1R1",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,4
,,Boss Electric Ltd,"SURREY, BC V3T 4M8",7202-Entrepreneurs et contremaîtres en électricité et en télécommunications,1
,,,,7241-Électriciens (sauf électriciens industriels et de réseaux électriques),2
,,Bowtie Tech Corp,"Osoyoos, BC V0H 1V2",7312-Mécaniciens d'équipement lourd,1
,,Build Up Construction Ltd,"Surrey, BC V3V 1A6",7271-Charpentiers-menuisiers,4
,,Canada Starlight Education Group Corp.,"BURNABY, BC V5H 4T9","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
,,Canada Tabloid Media Inc,"SURREY, BC V3X 0H2","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Chubby Brothers Caulking,"SURREY, BC V3T 5E7","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",1
,,Clinical Sleep Soloutions Inc,"VANCOUVER, BC V5J 5B9",1431-Commis à la comptabilité et personnel assimilé,1
,,Creston Cab Company Inc.,"CASTLEGAR, BC V1N 4X4",1525-Répartiteurs,2
,,CWC Immigration Solutions Inc.,"SURREY, BC V3W 2V7",0601-Directeurs des ventes corporatives,1
,,Desired Construction Ltd.,"SURREY, BC V3T 3J3",7271-Charpentiers-menuisiers,1
,,DMCN Security Services Ltd,"COQUITLAM, BC V3K 4Z5",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
,,DN Framing Limited,"SURREY, BC V3S 7V8",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,Earthworks Recycling Inc.,"PORT COQUITLAM, BC V3C 6P4","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,East West Plumbing 2007 Ltd.,"VANCOUVER, BC V5P 3T9",1225-Agents aux achats,1
,,ET Music Therapy,"NORTH VANCOUVER, BC V7L 2M7",3144-Autres professionnels en thérapie et en diagnostic,1
,,Euro Asia Transload Inc.,"Richmond, BC V6W 0A2","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Everwin Trading Inc.,"RICHMOND, BC V6X 3P7","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,Exquisite Lawn and Landscaping Ltd.,"KELOWNA, BC V1Y 9N9","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
,,EZ Enterprise Open Source Corp.,"Vancouver, BC V5K 2L2",2175-Concepteurs et développeurs Web,1
,,FIVE ARROWS CONSTRUCTION LTD.,"ABBOTSFORD, BC V2J 5J5",7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd,1
,,G&K Excavation & Demolition Services Ltd.,"Richmond, BC V6V 1H9",1241-Adjoints administratifs,1
,,,,7371-Grutiers,1
,,,,7511-Conducteurs de camions de transport,3
,,G.A.M. Shoes & Repair Ltd,"MAPLE RIDGE, BC V2X 2V5",6343-Cordonniers et fabricants de chaussures,1
,,Gill Electric Co. Ltd,"SURREY, BC V4B 3S6",7241-Électriciens (sauf électriciens industriels et de réseaux électriques),2
,,GM Resorts LP,"North Vancouver, BC V7R 4K9",7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd,1
,,Grant Transport Inc,"Langley, BC V3A 8C8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,H.R. Won Entertainment Corp.  o/a Seh-Mi Japanese Restaurant,"LANGLEY, BC V3A 4E4",6321-Chefs,1
,,HI-MARK DRYWALL (2011) LTD.,"SURREY, BC V3T 3X9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",5
,,Huang 1 Enterprises Ltd,"VANCOUVER, BC V5T 1G7",0631-Directeurs de la restauration et des services alimentaires,1
,,Hummingbird Micro Homes Ltd.,"FERNIE, BC V0B 1M5","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Ideal Foods Inc,"Victoria, BC V8P 5P5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
,,Intact Immigration Services Ltd.,"Surrey, BC V3W 3N4",1241-Adjoints administratifs,1
,,JHL CONTRACTORS LTD,"SURREY, BC V3X 0B2","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,Josan Rebar Services Ltd.,"DELTA, BC V4C 3L3",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,Kerr Construction Inc.,"Vancouver, BC V6P 6G2",7271-Charpentiers-menuisiers,1
,,Keytechs Software Innovation & Solutions Limited,"SURREY, BC V3S 1V1",0112-Directeurs des ressources humaines,1
,,Khosa Construction Ltd.,"SURREY, BC V3V 6R4",7291-Couvreurs et poseurs de bardeaux,1
,,KTL Transport Inc,"Richmond, BC V6W 0A2",7511-Conducteurs de camions de transport,5
,,Lin Heung Restaurant,"VICTORIA, BC V8P 1N4",6311-Superviseurs des services alimentaires,1
,,Livecare Health Canada Inc.  o/a Livecare,"Surrey, BC V3V 0C6",1242-Adjoints administratifs juridiques,1
,,LM Diesels Truck & Trailer Repair Ltd,"SURREY, BC V3W 0R5","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
,,Lo-Cost Auto Repairs Ltd.,"Richmond, BC V6X 2J2",0621-Directeurs - commerce de détail et de gros,1
,,Macropus Global Ltd.,"VICTORIA, BC V8N 1A4",4021-Enseignants au niveau collégial et autres instructeurs en formation professionnelle,1
,,Main Stucco Ltd.,"VANCOUVER, BC V5X 2C5","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
,,Maple Leaf Disposal Ltd.,"LANGLEY, BC V3A 5E7",7312-Mécaniciens d'équipement lourd,1
,,Mega Excavation Ltd.,"KELOWNA, BC V1W 4N2",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,2
,,Mexicanadian Amigos Restaurants Inc.,"WHITE ROCK, BC V4B 1K6",0631-Directeurs de la restauration et des services alimentaires,1
,,Morgan Creek Family Chiropractic Inc.,"SURREY, BC V3Z 0R7",3236-Massothérapeutes,1
,,Nanjee Investement Corp,"Coquitlam, BC V3B 5R5",6311-Superviseurs des services alimentaires,1
,,Nationwide Natural Foods (2000) Inc.,"Delta, BC V4G 1H8","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Nebula Supply Chain Ltd,"MISSION, BC V2V 7R7",7511-Conducteurs de camions de transport,5
,,Neel-Co Builders (2014) Ltd.,"CHILLIWACK, BC V2R 4A9",7271-Charpentiers-menuisiers,6
,,New Novelty Restaurant and Sweets (2005) Ltd.,"Vancouver, BC V5X 3T6",1241-Adjoints administratifs,1
,,New View Drywall Ltd,"SURREY, BC V3W 2J2",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,Norquip Services Ltd.,"BURNABY, BC V5J 1P1",7246-Installateurs et réparateurs de matériel de télécommunications,1
,,Novax Tile Ltd.,"Coquitlam, BC V3B 0C8",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,Orbit Carpet Ltd,"Surrey, BC V3W 8J9",6211-Superviseurs des ventes - commerce de détail,1
,,Pawsh Dog Spa Inc.,"Vancouver, BC V6B 1M7","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
,,PRIME BUILDING MAINTENANCE LTD,"Richmond, BC V6V 1Z4",6315-Surveillants des services de nettoyage,2
,,,,6733-Concierges et surintendants d'immeubles,2
,,Project 143000 Investments Ltd,"COQUITLAM, BC V3K 6R2",7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd,1
