Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
,,Harjit Pal Singh Joda o/a Clubhouse Pizza,"WINNIPEG, MB R2P 1R8",6311-Superviseurs des services alimentaires,1
,  Agriculture primaire,AJC Fergusson Farms Ltd.,"ALEXANDER, MB R0K 0A0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Saskatchewan,    Haut salaire,Northgate Laboratories Ltd,"REGINA, SK S4R 3J3",0311-Directeurs des soins de santé,3
,,Trade Field International Incorporated,"Regina, SK S4N 5B1",5245-Patronniers de produits textiles et d'articles en cuir et en fourrure,1
,   Bas salaire,Moosomin Asian Food Mart Inc.,"Moosomin, SK S0G 3N0",6211-Superviseurs des ventes - commerce de détail,1
,,Sew Creative and Interiors,"Moosomin, SK S0G 3N0",6211-Superviseurs des ventes - commerce de détail,1
,,Skyway Brands Regina Inc.  o/a Skyway Grill,"REGINA, SK S4W 1B3",6311-Superviseurs des services alimentaires,2
,  Agriculture primaire,OHG Farms Ltd.,"WEYBURN, SK S4H 3N2",8431-Ouvriers agricoles,3
Alberta,    Haut salaire,1365068 Alberta Ltd o/a H & B DRYWALL AND INSULATION,"EDMONTON, AB T5Y  0L","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,1431716 Alberta Ltd o/a West Edmonton Truck Wash,"Edmonton, AB T5V 1M8",1431-Commis à la comptabilité et personnel assimilé,1
,,186632 Alberta Ltd,"CALGARY, AB T2E 2S7",0631-Directeurs de la restauration et des services alimentaires,1
,,1911594 ALBERTA LTD. O/A VIKING HOTEL,"VIKING, AB T0B 4N0",0632-Directeurs des services d'hébergement,1
,,1944092 Alberta Ltd.,"EDMONTON, AB T5X 6C3",0621-Directeurs - commerce de détail et de gros,1
,,786 Auto's Inc,"Calgary, AB T3J 4N4","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Aquarelle Painting Ltd.,"CALGARY, AB T3M 1A5",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
,,Beauty Concept Esthetics 2012 (INC),"EDMONTON, AB T5N 4C2",0621-Directeurs - commerce de détail et de gros,1
,,Jake OB OPCO Ltd.,"COCHRANE, AB T4C 2B5","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Lethbridge Thai Massage & Spa Inc,"LETHBRIDGE, AB T1H 2M6",3236-Massothérapeutes,2
,,North 67 Transport Inc.,"EDMONTON, AB T6X 0Y2",1221-Agents d'administration,1
,,Noya Investments Inc.,"Calgary, AB T2T 4P3",6211-Superviseurs des ventes - commerce de détail,1
,,PTL Carrier Ltd,"EDMONTON, AB T6X 2C6",1411-Employés de soutien de bureau généraux,1
,,Rashida & Anwar Management Ltd,"Sturgeon County, AB T8T 0B9",1224-Agents de gestion immobilière,1
,,Rockeast Energy Corp.,"CALGARY, AB T2P 3T7","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,Rock-Rose Landscaping Ltd,"Calgary, AB T2G 3R9",2253-Technologues et techniciens en dessin,1
,,Rocky Mountain Equipment Canada Ltd,"Calgary, AB T2G 3A4",7312-Mécaniciens d'équipement lourd,3
,,Suncor Energy Services Inc,"CALGARY, AB T2P 3E3",7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd,1
,,Superior Flood & Fire Restoration Inc.,"CALGARY, AB T2P 5C5",1523-Coordonnateurs de la logistique de la production,1
,,"Superior Screens, Conveyors & Crushers, Inc.","CALGARY, AB T2C 1H8",0601-Directeurs des ventes corporatives,1
,,Top Fashion Jewellery and Scenic Inc.,"EDMONTON, AB T6R 2M5","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
,,Welcome Inn Ltd,"SWAN HILLS, AB T0G 2C0",6312-Gouvernants principaux,1
,,,,"6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,Wespen Industries Ltd.,"Calgary, AB T2C 2H2",0111-Directeurs financiers,1
,,YYC Doctors Corp,"CALGARY, AB T1Y 5S5",3111-Médecins spécialistes,1
,   Bas salaire,1007318 Alberta Ltd o/a Subway,"Cold Lake, AB T9M 1P2",6311-Superviseurs des services alimentaires,2
,,1072995 Alberta Ltd.,"Sherwood Park, AB T8H 2S9",6322-Cuisiniers,1
,,1213166 Alberta Ltd,"Calgary, AB T2Y 4S6",6322-Cuisiniers,1
,,1257128 Alberta Ltd. o/a Gregoire Carwash,"Fort McMurray, AB T9H 3R2",6315-Surveillants des services de nettoyage,1
,,1352517 Alberta Ltd.,"Red Deer, AB T4P 0S8",6311-Superviseurs des services alimentaires,1
,,1404402 Alberta Ltd,"Taber, AB T1G 1C9",6311-Superviseurs des services alimentaires,1
,,1447028 Alberta Ltd.  o/a Domino's Pizza,"ROCKYVIEW, AB T4A 0N1",0631-Directeurs de la restauration et des services alimentaires,1
,,1570081 Alberta Ltd,"Canmore, AB T1W 2T8",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,1589220 Alberta Ltd. o/a Lamplighter Inn,"Three Hills, AB T0M 2A0",6315-Surveillants des services de nettoyage,1
,,1603988 Alberta Ltd. o/a 24/7 Esso /Fas Gas/Pioneer Pizza,"SYLVAN LAKE, AB T4S 0A5",6311-Superviseurs des services alimentaires,1
,,1641654 Alberta Ltd. o/a 2 for 1 Pizza Express,"BARRHEAD, AB T7N 1A3",6311-Superviseurs des services alimentaires,1
,,1667278 Alberta Ltd,"Hardisty, AB T0B 1V0",6211-Superviseurs des ventes - commerce de détail,1
,,1686226 Alberta Ltd,"Pincher Creek, AB T0K 1W0",6315-Surveillants des services de nettoyage,1
,,1724220 Alberta Ltd.,"Edmonton, AB T6J 5H2","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,1729570 Alberta Ltd.  o/a Trust Electrical,"EDMONTON, AB T6T 0K6",1241-Adjoints administratifs,1
,,1760221 Alberta Ltd,"Grande Prairie, AB T8V 6B5",6311-Superviseurs des services alimentaires,1
,,1786232 Alberta Ltd,"Calgary, AB T2M 0K9",6311-Superviseurs des services alimentaires,1
,,1853456 Alberta Ltd. o/a Cassios Italian Restaurant,"JASPER, AB T0E 1E0",6322-Cuisiniers,1
,,1861574 Alberta Ltd o/a Warburg Esso,"WARBURG, AB T0E 2K0",6211-Superviseurs des ventes - commerce de détail,1
,,1865549 Alberta Ltd o/a TIM HORTONS,"RED DEER, AB T4N 4E2",6311-Superviseurs des services alimentaires,2
,,1871057 Alberta Inc. o/a Paul's Pizza and Steak House,"Airdrie, AB T4B 1S2",6311-Superviseurs des services alimentaires,1
,,1883656 Alberta Ltd. o/a Springs Motor Inn,"Wainwright, AB T9W 1L2","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,1911594 ALBERTA LTD. O/A VIKING HOTEL,"VIKING, AB T0B 4N0",1241-Adjoints administratifs,1
,,,,6315-Surveillants des services de nettoyage,1
,,1918644 Alberta Ltd. o/a Boston Pizza Wainwrigh,"Wainwright, AB T9W 1B3",6322-Cuisiniers,1
,,1958740 Alberta Inc. o/a Opa! of Greece,"ROCKY VIEW COUNTY, AB T1Z 0A3",6311-Superviseurs des services alimentaires,1
,,1999179 Alberta Ltd. o/a Fas Gas Plus,"Millet, AB T0C 1Z0",6211-Superviseurs des ventes - commerce de détail,1
,,2000977 Alberta Ltd. o/a NIXX NEIGHBOURHOOD PUB,"Calgary, AB T2E 3M8",6322-Cuisiniers,1
,,2006922 Alberta Ltd. O/A Tapsilog,"EDMONTON, AB T6H 0K8",6311-Superviseurs des services alimentaires,1
,,2023428 Alberta Ltd,"EDMONTON, AB T5G 3E8",6322-Cuisiniers,1
,,2038254 Alberta Ltd.,"EDMONTON, AB T6H 1S7",6311-Superviseurs des services alimentaires,1
,,396725 Alberta Ltd o/a Lewis Estates Car Wash,"EDMONTON, AB T5Z 3E2",6315-Surveillants des services de nettoyage,1
,,581257 Alberta Ltd o/a CROWN LIQUOR STORE,"EDMONTON, AB T6C 4A7",6211-Superviseurs des ventes - commerce de détail,1
,,7204884 Canada Inc o/a Mobilinq,"GRAND PRAIRIE, AB T8V 3Y2",6211-Superviseurs des ventes - commerce de détail,1
,,823674 Alberta Inc. o/a Creative Kids Academy (CKA),"Calgary, AB T1Y 5V8",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,941624 Alberta Ltd.,"High Level, AB T0H 1Z0",6322-Cuisiniers,1
,,959428 Alberta Ltd,"Fort McMurray, AB T9H 3R2",6311-Superviseurs des services alimentaires,1
,,Atlas Growers Ltd.,"EDMONTON, AB T5J 3H1","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,,,2121-Biologistes et personnel scientifique assimilé,1
,,Aventa Treatment Founation for Women,"CALGARY, AB T2S 0L6","4153-Thérapeutes conjugaux, thérapeutes familiaux et autres conseillers assimilés",1
,,Avleen Skincare & threading Studio Ltd.,"Chestermere, AB T1X 1M1",6341-Coiffeurs et barbiers,1
,,Bamboo Garden Ltd,"Banff, AB T1L 1C7",6322-Cuisiniers,1
,,BOA NOVA CONTRACTING LTD.,"EDMONTON, AB T6E 3J4",7291-Couvreurs et poseurs de bardeaux,1
,,Carbolyn Investments Ltd. o/a Esso Reddi Mart,"Peace River, AB T8S 1R2",6315-Surveillants des services de nettoyage,1
,,Choice Janitorial Services Ltd.,"Red Deer, AB T4R 2X2",6315-Surveillants des services de nettoyage,3
,,Coltons Consulting & Maintenance Inc,"Rocky View, AB T1X 0K3",7452-Manutentionnaires,1
,,Creekside Support Services Ltd,"Edmonton, AB T6C 4R1","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",1
,,Dallas Pizza & Spaghetti Ltd,"EDMONTON, AB T6A 1H5",6311-Superviseurs des services alimentaires,1
,,Devon Pizza Ltd.,"Devon, AB T9G 0A6",6322-Cuisiniers,2
,,Hinton Friendship Centre Society,"HINTON, AB T7V 1X6",4212-Travailleurs des services sociaux et communautaires,1
,,Honey Bunny Inc.,"GUY, AB T0H 1Y0",2211-Technologues et techniciens en chimie,1
,,Jasdeep Trucking Ltd.,"CALGARY, AB T3J 0R6",7511-Conducteurs de camions de transport,1
,,Jasper Subs Inc o/a Subway,"JASPER, AB T0E 1E0",6311-Superviseurs des services alimentaires,1
,,Karuna Krishna Consulting Inc.,"EDMONTON, AB T6X 1N2",2171-Analystes et consultants en informatique,1
,,Kinjo Sushi & Grill Ltd,"Calgary, AB T3A 5R8",6511-Maîtres d'hôtel et hôtes,2
,,KLB Group Limited,"Red Deer, AB T4N 3Z2","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,KT Timberlea Ltd o/a KFC/Taco Bell,"Fort McMurray, AB T9K 0M3",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,2
,,Lake Louise Holdings Co Ltd o/a Javalanche Cafe,"LAKE LOUISE, AB T0L 1E0",6311-Superviseurs des services alimentaires,2
,,Manuel Latruwe Belgian Patisserie & Bread Shop,"Calgary, AB T2G 5L1",6321-Chefs,1
,,Marathos Tsaprailis Holdings,"Calgary, AB T2Y 2Z3",6311-Superviseurs des services alimentaires,1
,,Mashawi Mix Ltd.,"CALGARY, AB T1Y 2K1",6311-Superviseurs des services alimentaires,1
,,Norfort Gymnastics Association,"Fort McMurray, AB T9H 1W8",5252-Entraîneurs,1
,,Omega Flooring Ltd,"Lethbridge, AB T1J 0J9",7295-Poseurs de revêtements d'intérieur,1
,,Panalta - 3 Investments Ltd,"Olds, AB T4H 1J5",6311-Superviseurs des services alimentaires,1
,,Prosperity 838 Enterprises Ltd. o/a Golden Rice Bowl Restaurant,"Edmonton, AB T6H 4P8",6322-Cuisiniers,1
,,PTL Carrier Ltd,"EDMONTON, AB T6X 2C6",7511-Conducteurs de camions de transport,2
,,Ric's Lounge & Grill (Edmonton-Airport) Ltd.,"Edmonton, AB T5Y 0A2",6311-Superviseurs des services alimentaires,1
,,Roadhouse Restaurant Ltd.,"Strathmore, AB T1P 1M6",0631-Directeurs de la restauration et des services alimentaires,1
,,Skafar Enterprises Ltd o/a Subway,"Edmonton, AB T5X 4C6",1241-Adjoints administratifs,1
,,Skywatch Security and Automations Ltd.,"Edmonton, AB T5J 3R8",6211-Superviseurs des ventes - commerce de détail,1
,,Stephen Regulatory Specialists Ltd,"CALGARY, AB T3H 2W2",2131-Ingénieurs civils,1
,,Stepping Stone Child Development Center Inc.,"EDMONTON, AB T5Z 0L3",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Sushi Boat (Sushi Bune) Inc.,"Calgary, AB T3A 5S3",6322-Cuisiniers,1
,,Syphay Restaurant Ltd,"Edmonton, AB T6H 1G9",6311-Superviseurs des services alimentaires,1
,,The Three Amigos Ltd,"EDMONTON, AB T6J 2S3",0631-Directeurs de la restauration et des services alimentaires,1
,,,,6311-Superviseurs des services alimentaires,1
,,Urban Granite Ltd,"Edmonton, AB T6E 3L4",1522-Magasiniers et commis aux pièces,1
,,Whitecourt Transport Inc.,"WHITECOURT, AB T7S 0A2",7511-Conducteurs de camions de transport,1
,  Agriculture primaire,Ben & Donna Walter Farms Ltd,"Lethbridge, AB T1H 5J8",8431-Ouvriers agricoles,5
,,Bonnyville Forest Nursery Inc.,"BONNYVILLE, AB T9N 2M9",8432-Ouvriers de pépinières et de serres,8
Colombie-Britannique,    Haut salaire,0724135 BC Ltd.,"SQUAMISH, BC V0N 1T0",0631-Directeurs de la restauration et des services alimentaires,1
,,0772185 BC Ltd.,"Vancouver, BC V6B 2Z4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,0890219 BC Ltd o/a Subway,"PRINCE GEORGE, BC V2L 2K5",6321-Chefs,1
,,0945003 BC Ltd o/a Advanced Learning Centre,"Surrey, BC V3W 2V3",4021-Enseignants au niveau collégial et autres instructeurs en formation professionnelle,2
,,1003454 BC Ltd O/a D Sign Hub,"Surrey, BC V3W 3A6",7381-Opérateurs de presses à imprimer,1
,,1173505 B.C. Ltd.,"SURREY, BC V3W 2N8",0621-Directeurs - commerce de détail et de gros,1
,,Abbotsford Nissan Ltd.,"ABBOTSFORD, BC V2T 5M1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,ABC Auto & Window Glass Ltd,"Surrey, BC V3W 0K8",7292-Vitriers,1
,,"Allied Plumbing, Heating & Air Conditioning Ltd","Burnaby, BC V5C 3X1",7251-Plombiers,1
,,Allstar Holdings Inc.,"Vancouver, BC V5L 1T5","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",1
,,Amex Framing Ltd,"VANCOUVER, BC V5X 1S1",7271-Charpentiers-menuisiers,2
,,Am-Pri Construction Ltd,"Richmond, BC V6W 1E5",0711-Directeurs de la construction,1
,,AS2 Framing Ltd.,"SURREY, BC V3V 7T7",7271-Charpentiers-menuisiers,1
,,Aspen Enterprises Inc.,"Surrey, BC V3X 1J4",7271-Charpentiers-menuisiers,2
,,Avis Insulation Ltd.,"DELTA, BC V4C 7A9",7293-Calorifugeurs,2
,,Barcelos Nordel Restaurants Ltd.  o/a Barcelos,"SURREY, BC V3W 1P8",0631-Directeurs de la restauration et des services alimentaires,1
,,,,1221-Agents d'administration,1
,,Barron Contracting Group Inc.,"RICHMOND, BC V6V 2R6",7295-Poseurs de revêtements d'intérieur,1
,,Bay Bridge Transport Ltd,"SURREY, BC V4N 1C1",7305-Surveillants du transport routier et du transport en commun,1
,,Best Home Mechanical Ltd,"North Vancouver, BC V7M 3C5",7241-Électriciens (sauf électriciens industriels et de réseaux électriques),1
,,BGN Construction Ltd,"Surrey, BC V3W 2S1",7271-Charpentiers-menuisiers,3
,,Big Ben Construction Inc.,"Vancouver, BC V5R 5K6",7271-Charpentiers-menuisiers,4
,,Boyal Enterprises Ltd,"Abbotsford, BC V2T 1T7",7271-Charpentiers-menuisiers,2
,,Cheema Framing Ltd,"SURREY, BC V3W 5S8",7271-Charpentiers-menuisiers,1
,,CK Marketing Solutions Inc.,"VANCOUVER, BC V6B 1P2",6411-Représentants des ventes et des comptes - commerce de gros (non-technique),1
,,Cody Creek Contracting Ltd.,"HOUSTON, BC V0J 1Z0",7511-Conducteurs de camions de transport,2
,,Colonial Countertops Ltd.,"Burnaby, BC V5C 4E2",2233-Technologues et techniciens en génie industriel et en génie de fabrication,1
,,Consol Construction Solution Inc.,"COQUITLAM, BC V3C 6R1",7271-Charpentiers-menuisiers,1
,,"Drs. Pouraslani, Shivji Inc. o/a Capilano Mall Dental Care","North Vancouver, BC V7P 1S3",3411-Assistants dentaires,1
,,EOS Electrical and Renovations Ltd,"Surrey, BC V3W 0X1",7251-Plombiers,1
,,Fast X Transport Inc.,"ABBOTSFORD, BC V2S 1B4",7511-Conducteurs de camions de transport,2
,,Flash Electric Ltd,"SURREY, BC V3S 0Y8",7202-Entrepreneurs et contremaîtres en électricité et en télécommunications,1
,,Fresco Refrigeration Ltd.,"SALT SPRING ISLAND, BC V8K 2N1",7313-Mécaniciens en réfrigération et en climatisation,1
,,Green Jasmine Enterprises Inc.,"VANCOUVER, BC V6P 6P4","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,Gurveer Drywall Ltd,"SURREY, BC V3W 4G2",7271-Charpentiers-menuisiers,1
,,Hanami Restaurant Ventures Inc.  o/a Hanami,"RICHMOND, BC V7B 1W2",0631-Directeurs de la restauration et des services alimentaires,2
,,Hapa Yaletown Investments Ltd. o/a Hapa Izakaya Restaurant,"Vancouver, BC V6K 2M4",6321-Chefs,1
,,Hassan Industries Incorporated,"BURNABY, BC V5A 1M4","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",1
,,Hawk Security Ltd.,"Port Moody, BC V3H 2B4","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,,,0621-Directeurs - commerce de détail et de gros,1
,,Highend Kitchen Concept Ltd,"SURREY, BC V3W 4G1",7271-Charpentiers-menuisiers,2
,,Horizon Landscape Contractors Inc.,"Langley, BC V2Z 2K2","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
,,Humanitas Capital Management Ltd,"VANCOUVER, BC V6E 3P3","0122-Directeurs de banque, du crédit et d'autres services de placements",1
,,Ideal Drywall Ltd.,"SURREY, BC V3W 3A8","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
,,J Singh Construction Ltd.,"SURREY, BC V3V 6C3",1241-Adjoints administratifs,1
,,Jack Freight & Disposal Services Ltd.,"DELTA, BC V3W 6Y7",1241-Adjoints administratifs,1
,,Jay-Smart Technologies Inc,"DELTA, BC V4G 3G1",7246-Installateurs et réparateurs de matériel de télécommunications,3
,,Jayveer Enterprise Ltd.,"Surrey, BC V3R 1E6","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",5
,,,,7611-Aides de soutien des métiers et manoeuvres en construction,3
,,Kania Industries Inc.,"Nanaimo, BC V9T 5L9","6342-Tailleurs, couturiers, fourreurs et modistes",1
,,Knaps Construction Ltd,"Burnaby, BC V5H 4N2",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,,,7271-Charpentiers-menuisiers,2
,,Kracker Cloud Technologies Inc.,"VANCOUVER, BC V5Y 1K1",2175-Concepteurs et développeurs Web,1
,,L&L Natural Wellness Ltd.,"VICTORIA, BC V8W 1S6",0311-Directeurs des soins de santé,1
,,Lake City Glass Ltd,"WILLIAMS LAKE, BC V2G 1G6",7292-Vitriers,1
,,"M & H Plumbing, Heating and Gas Ltd","Burnaby, BC V5E 3E2",7251-Plombiers,2
,,M R P Framing Ltd,"Surrey, BC V3W 1R1",7271-Charpentiers-menuisiers,2
,,Magriotidis Holdings Ltd,"VANCOUVER, BC V6K 1N7","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
,,MBM Metal Fabricators Inc.,"Langley, BC V1M 0B1",6221-Spécialistes des ventes techniques - commerce de gros,1
,,MCG Mcintosh Construction Group,"Coquitlam, BC V3J 5G9",7271-Charpentiers-menuisiers,2
,,ML Mechanicals Ltd.,"Vancouver, BC V5P 2H2",7251-Plombiers,1
,,MLM National Plumbing.com Inc.,"Richmond, BC V6V 1Z4",7251-Plombiers,1
,,Mr. Rubbish Services Inc.,"SURREY, BC V3W 1A4","2263-Inspecteurs de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",1
,,Muti Properties Inc.,"Surrey, BC V3V 2S2",7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd,1
,,Nahal Mechanicals Ltd,"SURREY, BC V4N 1C9",7251-Plombiers,2
,,Nickels Custom Cabinets Ltd.,"Richmond, BC V6W 1J1",9224-Surveillants dans la fabrication de meubles et d'accessoires,1
,,Norquip Services Ltd.,"BURNABY, BC V5J 1P1",5225-Techniciens en enregistrement audio et vidéo,1
,,NW Fuel Injection Service (1983) Ltd.,"Surrey, BC V4N 4X5",7312-Mécaniciens d'équipement lourd,1
,,Olive Fertility Centre Inc.,"VANCOUVER, BC V5Z 3X7",1243-Adjoints administratifs médicaux,1
,,Pacific Rim Fire Protection (2008) Ltd,"Surrey, BC V4A 2H9",2253-Technologues et techniciens en dessin,1
,,Pandher Painting Co.,"Surrey, BC V3X 3R1",1431-Commis à la comptabilité et personnel assimilé,1
,,Pro Woodwork Ltd,"Surrey, BC V3W 3S8",7271-Charpentiers-menuisiers,1
,,Rockland Care Services,"VICTORIA, BC V8S 3P6",3233-Infirmiers auxiliaires,1
,,Royal Craft Construction Ltd,"Surrey, BC V3S 5P1",0711-Directeurs de la construction,1
,,S.G.L. Trucking Ltd,"DELTA, BC V4C 5M8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Sandco Trucking Ltd.,"RICHMOND, BC V7E 1E8",7312-Mécaniciens d'équipement lourd,2
,,Sawed Off Contracting Inc,"SQUAMISH, BC V8B 0A5",7271-Charpentiers-menuisiers,1
,,SB Framing Ltd.,"SURREY, BC V3V 1C2",7271-Charpentiers-menuisiers,2
,,SK Framing Ltd,"DELTA, BC V4C 1C2",7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd,1
,,Sohanpaul & Associates Tax Corp.,"Surrey, BC V3W 1R1",1311-Techniciens en comptabilité et teneurs de livres,2
,,SoundsGood Auto Services Inc,"Coquitlam, BC V3B 1B8",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
,,Spa Utopia Vancouver Ltd,"VANCOUVER, BC V6C 3C1",3236-Massothérapeutes,1
,,Sunburst Skylights Ltd.,"Parksville, BC V9P 2W8",0911-Directeurs de la fabrication,1
,,Supersonic Transport Ltd,"SURREY, BC V3W 3E9","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Toor Construction Ltd.,"ABBOTSFORD, BC V2S 2Z7",1221-Agents d'administration,1
,,TPH Prime Services Ltd,"Surrey, BC V3W 1R1",7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd,1
,,Trasolini Pools Ltd,"VANCOUVER, BC V5X 0B2",7282-Finisseurs de béton,2
,,Tridex Trucking Ltd,"SURREY, BC V3R 8E7",7511-Conducteurs de camions de transport,4
,,United Agri Systems Canada Inc,"Abbotsford, BC V4X 1V2",7235-Assembleurs et ajusteurs de plaques et de charpentes métalliques,1
,,Universal Kitchen Cabinets Ltd.,"SURREY, BC V3W 7B3",9437-Opérateurs de machines à travailler le bois,1
,,,,"9536-Peintres, enduiseurs et opérateurs de postes de contrôle dans le finissage du métal - secteur industriel",1
,,Vard Electro Canada Inc.,"Vancouver, BC V5M 0A5",2133-Ingénieurs électriciens et électroniciens,1
,,Vinyl Labs Corp,"SURREY, BC V4N 3Y8",9227-Surveillants dans la fabrication et le montage de produits divers,1
,,Wortra Enterprises Ltd.,"Coquitlam, BC V3K 1B9",2253-Technologues et techniciens en dessin,1
,   Bas salaire,0719685 B.C. Ltd,"Port Hardy, BC V0N 2P0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
,,0874424 BC Ltd o/a Cora Breakfast and Lunch,"KAMLOOPS, BC V1S 0E1",6322-Cuisiniers,1
,,0877412 BC Ltd o/a Togo Sushi UBC,"Vancouver, BC V6S 0B9",6322-Cuisiniers,1
,,0926546 BC Ltd,"SURREY, BC V3T 2W1",6321-Chefs,4
,,1000099 BC Ltd.,"Surrey, BC V3W 2P2","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
,,1019353 B.C. LTD.,"Victoria, BC V8R 6T3",0631-Directeurs de la restauration et des services alimentaires,1
,,1052151 BC Ltd.,"Surrey, BC V3W 5T4",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,1076281 B.C. LTD.,"COQUITLAM, BC V3B 0L8",6322-Cuisiniers,1
,,2909731 Canada Inc. o/a Pewter Graphics,"Victoria, BC V8W 2K6",6211-Superviseurs des ventes - commerce de détail,1
,,567506 BC Ltd,"Sun Peaks, BC V0E 5N0",0631-Directeurs de la restauration et des services alimentaires,1
,,663584 BC Ltd o/a Secret Nail & Beauty Supply,"Vancouver, BC V5V 3E3",6211-Superviseurs des ventes - commerce de détail,1
,,A & M ENTERPRISE LTD,"Burnaby, BC V5C 5R9","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",2
,,Abbotsford Garcha Meat Shop Ltd.,"ABBOTSFORD, BC V2T 3S5",6211-Superviseurs des ventes - commerce de détail,1
,,Abbotsford Nissan Ltd.,"ABBOTSFORD, BC V2T 5M1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Aitemad 2015 Foods Ltd.  o/a Asian Spice,"Surrey, BC V3V 4B9",6311-Superviseurs des services alimentaires,1
,,Arivle Enterprises Ltd (dba) Tim Hortons,"BURNABY, BC V5C 3Y6",6311-Superviseurs des services alimentaires,9
,,Bai Tong Thai Restaurant (Kelowna) Ltd.,"Kelowna, BC V1Y 6N2",6322-Cuisiniers,1
,,Barcelos Nordel Restaurants Ltd.  o/a Barcelos,"SURREY, BC V3W 1P8",6311-Superviseurs des services alimentaires,1
,,BC1102452 (La Tortilla Mexicana),"Victoria, BC V8W 2K6",6321-Chefs,1
,,CONCEPT FLORAL VANCOUVER,"RICHMOND, BC V6E 1H2",5244-Artisans,1
,,Dae-Ji Food Group Inc. o/a Dae-Ji Cutlet House,"Burnaby, BC V3N 4R7",6322-Cuisiniers,1
,,Donald's Market Ltd.,"Vancouver, BC V5L 1V5",6211-Superviseurs des ventes - commerce de détail,1
,,Fort Nelson  Aboriginal Friendship,"Fort Nelson, BC V0C 1R0",2282-Agents de soutien aux utilisateurs,1
,,Guildford Chicken Foods Inc.o/a KFC,"Surrey, BC V3R 7B7",6311-Superviseurs des services alimentaires,1
,,Hollyburn Family Services Ltd.,"North Vancouver, BC V7M 1A5",4212-Travailleurs des services sociaux et communautaires,1
,,IB Enterprises Ltd.o/a Cobs Bread Capilano Mall,"North Vancouver, BC V7P 1S3",6332-Boulangers-pâtissiers,1
,,Image Masters Salon & Spa Inc.,"VANCOUVER, BC V5Z 2V7",6341-Coiffeurs et barbiers,1
,,Incomax Enterprises Ltd,"SURREY, BC V3T 2W1",6322-Cuisiniers,2
,,J & R Dhaliwal Construction Ltd,"SURREY, BC V3S 5K2",7611-Aides de soutien des métiers et manoeuvres en construction,2
,,J.S.G Dhillon Ltd o/a Nando's Chicken,"LANGLEY, BC V3A 9J9",0631-Directeurs de la restauration et des services alimentaires,1
,,K. Rawlings Holdings Inc o/a Mount Royal Bagels,"North Vancouver, BC V7L 3V9",6332-Boulangers-pâtissiers,1
,,Kang & Choi Enterprise Ltd.o/a Gami Sushi,"Richmond, BC V7A 1W6",6322-Cuisiniers,1
