Province/Territory,"Program Stream","Employer ","Address ","Occupation ","Approved Positions"
Quebec,"High Wage","Transport Giannone-Garceau INC.","St Cuthbert, QC J0K 2C0","7511-Transport truck drivers",5
Quebec,"High Wage","Travaux Civils et Marins BESIX Canada Inc.","MONTREAL, QC H4Z 1E9","0711-Construction managers",1
Quebec,"High Wage","Unigrav Inc.","Drummondville, QC J2A 0N2","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","Unison products Ltd.","Montréal, QC H1G 3K7","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","Unity Technologies Canada Company","MONTREAL, QC H4Z 1E9","2174-Computer programmers and interactive media developers",1
Quebec,"High Wage","Université de Montréal","Montréal, QC H3C 3J7","4011-University professors and lecturers",1
Quebec,"High Wage","Université du Québec à Montréal","MONTRÉAL, QC H3C 3P8","4011-University professors and lecturers",4
Quebec,"High Wage","Université du Québec à Rimouski","Rimouski, QC G5L 3A1","4011-University professors and lecturers",1
Quebec,"High Wage","Université Laval","QUÉBEC, QC G1V 0A6","4011-University professors and lecturers",1
Quebec,"High Wage","Université Laval","QUÉBEC, QC G1V 0A6","4012-Post-secondary teaching and research assistants",1
Quebec,"High Wage","Usinage CNC Production inc.","Joliette, QC J6E 9G3","7237-Welders and related machine operators",1
Quebec,"High Wage","Usinage Deric Inc.","Québec, QC G2E  5H","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","Usinage Deric Inc.","Québec, QC G2E  5H","7237-Welders and related machine operators",3
Quebec,"High Wage","Usinage mcp inc.","Québec, QC G1N 1N3","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","USINAGE MD (2006) INC.","Québec, QC G1X 4G3","7231-Machinists and machining and tooling inspectors",2
Quebec,"High Wage","Usinage St-Laurent inc.","Sorel-Tracy, QC J3R 1V2","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","Usinage St-Laurent inc.","Sorel-Tracy, QC J3R 1V2","7237-Welders and related machine operators",1
Quebec,"High Wage","Usinage Xpress de Beauce inc.","Saint-Benoît-Labre, QC G0M 1P0","7237-Welders and related machine operators",2
Quebec,"High Wage","Venmar Ventilation ULC","Drummondville, QC J2C 7W9","7233-Sheet metal workers",4
Quebec,"High Wage","Venmar Ventilation ULC","Drummondville, QC J2C 7W9","7237-Welders and related machine operators",3
Quebec,"High Wage","Verbom Inc","Valcourt, QC J0E 2L0","7231-Machinists and machining and tooling inspectors",1
Quebec,"High Wage","Version Paysage Inc.","Montréal, QC H4B 2S8","2251-Architectural technologists and technicians",1
Quebec,"High Wage","Vert Autrement inc.","Montréal, QC H2S 2E7","2225-Landscape and horticulture technicians and specialists",1
Quebec,"High Wage","Vibrotech inc.","PLESSISVILLE, QC G6L 2Y8","7237-Welders and related machine operators",1
Quebec,"High Wage","VST Euro Technologies inc.","Mont-Tremblant, QC J8E 1J8","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
Quebec,"High Wage","Waites Sensor Technologies Inc.","Montreal, QC H3K  0A","2242-Electronic service technicians (household and business equipment)",1
Quebec,"High Wage","WR Transformateurs Inc.","Saint-Alphonse de Granby, QC J0E 2A0","7333-Electrical mechanics",1
Quebec,"High Wage","ZIM Integrated Shipping Services (Canada) Co. LTD","Montreal, QC H3B 4R1","0016-Senior managers - construction, transportation, production and utilities",1
Quebec,"Low Wage","10671347 Canada Inc.","Terrebonne, QC J6W 3A3","6211-Retail sales supervisors",1
Quebec,"Low Wage","12063328 Canada Inc","Repentigny, QC J5Y 3R2","3413-Nurse aides, orderlies and patient service associates",3
Quebec,"Low Wage","3461092 CANADA INC","GATINEAU, QC J8P 8A9","9537-Other products assemblers, finishers and inspectors",2
Quebec,"Low Wage","7687567 Canada Inc.","Lévis, QC G6W 5M6","9461-Process control and machine operators, food, beverage and associated products processing",1
Quebec,"Low Wage","7687567 Canada Inc.","Lévis, QC G6W 5M6","9617-Labourers in food, beverage and associated products processing",3
Quebec,"Low Wage","9068-5637 Québec Inc. (Pavillon Montfort)","Montréal, QC H1G 2J5","3413-Nurse aides, orderlies and patient service associates",8
Quebec,"Low Wage","9118-5108 Québec Inc.","St-Jean-Sur-Richelieu, QC J3B 5L1","6731-Light duty cleaners",2
Quebec,"Low Wage","9155-5722 Québec Inc.","Thetford Mines, QC G6G 7V3","6315-Cleaning supervisors",1
Quebec,"Low Wage","9161-1731 Québec Inc","ST-ROCH-DE-L'ACHIGAN, QC J0K 3H0","3413-Nurse aides, orderlies and patient service associates",1
Quebec,"Low Wage","9167-3509QUEBEC INC","Montreal, QC H1R 3H3","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,"Low Wage","9192-8473 QUÉBEC INC.","DOLLARD DES ORMEAUX, QC H9B 1Z6","6211-Retail sales supervisors",1
Quebec,"Low Wage","9230-6513 Québec Inc.","Chambly, QC J3L 1R1","3413-Nurse aides, orderlies and patient service associates",1
Quebec,"Low Wage","9232-6891 Québec Inc.","Québec, QC G3E 0A9","6731-Light duty cleaners",2
Quebec,"Low Wage","9253-8180 Québec inc.","Saint-Joseph, QC G0S 2V0","7612-Other trades helpers and labourers",2
Quebec,"Low Wage","9267-9232 Quebec Inc","Shawinigan, QC G9T 3M9","3413-Nurse aides, orderlies and patient service associates",3
Quebec,"Low Wage","9285-8836 Quebec INC.","Québec, QC G1V 2W1",6322-Cooks,1
Quebec,"Low Wage","9306-9201 QUEBEC INC.","Louiseville, QC J5V 0A8","3413-Nurse aides, orderlies and patient service associates",1
Quebec,"Low Wage","9344-0840 Quebec Inc.","Montreal, QC H1Z 3E4","6732-Specialized cleaners",3
Quebec,"Low Wage","9349-5984 Québec inc.","Québec, QC G1Y 3P2","3413-Nurse aides, orderlies and patient service associates",2
Quebec,"Low Wage","9352-7091 Québec Inc.","Val d'Or, QC J9P 0A5","6421-Retail salespersons",1
Quebec,"Low Wage","9381-0216 Quebec Inc","Gatineau, QC J9H 6A6",6322-Cooks,1
Quebec,"Low Wage","9386-0062 Québec inc.","Lévis, QC G6W 7X7","3413-Nurse aides, orderlies and patient service associates",3
Quebec,"Low Wage","9405-2396 Québec inc","trois-pistoles, QC G0L 4K0","9617-Labourers in food, beverage and associated products processing",1
Quebec,"Low Wage","9409-9603 Québec inc.","Laval, QC H7T 1A1","6562-Estheticians, electrologists and related occupations",4
Quebec,"Low Wage","9414-0167 Québec Inc.","St Bernard, QC G0S 2G0","3413-Nurse aides, orderlies and patient service associates",2
Quebec,"Low Wage","9758038 canada inc","gatineau, QC J8Y 3S2","6732-Specialized cleaners",1
Quebec,"Low Wage","Albert-Perron Inc.","St-Prime, QC G8J 1L4","9617-Labourers in food, beverage and associated products processing",1
Quebec,"Low Wage","Aliments Asta inc.","St-Alexandre, QC G0L 2G0","9617-Labourers in food, beverage and associated products processing",18
Quebec,"Low Wage","Aliments Prémont Inc.","Sainte-Angèle-de-Prémont, QC J0K 1R0","9617-Labourers in food, beverage and associated products processing",7
Quebec,"Low Wage","Alséro Ltée","Mirabel, QC J7J 1P4","9533-Other wood products assemblers and inspectors",2
Quebec,"Low Wage","Armoben Inc.","St-Hubert, QC J3Y 6C7",7272-Cabinetmakers,1
Quebec,"Low Wage","Arthur Rivest Inc.","Ste-Julienne, QC J0K 2T0","6421-Retail salespersons",1
Quebec,"Low Wage","Aurpal INC","Marieville, QC J3M 1E8","9617-Labourers in food, beverage and associated products processing",2
Quebec,"Low Wage","Benoit Vigneault 2017 Ltée","Havre Saint Pierre, QC G0G 1P0","6421-Retail salespersons",1
Quebec,"Low Wage","Benoit Vigneault 2017 Ltée","Havre Saint Pierre, QC G0G 1P0","6622-Store shelf stockers, clerks and order fillers",1
Quebec,"Low Wage","Bijoux Welldunn Inc.","Montréal, QC H1X 1M6","5241-Graphic designers and illustrators",1
Quebec,"Low Wage","Biscuits Leclerc Ltée","Saint-Augustin-De-Desmaures, QC G3A 1T1","6731-Light duty cleaners",10
Quebec,"Low Wage","Centre Intégré universitaire de santé et service sociaux de la Capitale-Nationale","Québec, QC G1J 2G3","3413-Nurse aides, orderlies and patient service associates",1
Quebec,"Low Wage","CHSLD Côté-Jardin inc.","Québec, QC G1S  0A","3413-Nurse aides, orderlies and patient service associates",1
Quebec,"Low Wage","ConsuPak inc.","Sherrington, QC J0L 2N0","9617-Labourers in food, beverage and associated products processing",11
Quebec,"Low Wage","Coopérative pomicole du Lac des Deux-Montagnes","St-Joseph-du-Lac, QC J0N 1M0","8431-General farm workers",4
Quebec,"Low Wage","Développement Pro Expert Inc.","Repentigny, QC J6A 4R7","6731-Light duty cleaners",3
Quebec,"Low Wage","Entreprise de Plein Air Abitibi & Cie Inc.","Rouyn-Noranda, QC J9Y 1J1","9615-Labourers in rubber and plastic products manufacturing",1
Quebec,"Low Wage","ERMA SANTE INC.","Laval, QC H7K 3X3","3413-Nurse aides, orderlies and patient service associates",1
Quebec,"Low Wage","Eskimo Express inc.","Saint-Arsène, QC G0L 2K0","7452-Material handlers",1
Quebec,"Low Wage","Expresco Foods Inc","Saint-Laurent, QC H4S 1S4","9617-Labourers in food, beverage and associated products processing",10
Quebec,"Low Wage","Extrucan Inc.","Drummondville, QC J2C 7V9","9422-Plastics processing machine operators",1
Quebec,"Low Wage","Ferme Olofée inc.","St-Félicien, QC G8K 2N8","9617-Labourers in food, beverage and associated products processing",1
Quebec,"Low Wage","Fornirama inc.","Montreal, QC H1E 7C2",6345-Upholsterers,1
Quebec,"Low Wage","Fromagerie Fritz Kaiser Inc","Noyan, QC J0J 1B0","9617-Labourers in food, beverage and associated products processing",2
Quebec,"Low Wage","Gestion Kyrielle Inc.","Québec, QC G1E 4H1","3413-Nurse aides, orderlies and patient service associates",3
Quebec,"Low Wage","Gestion productions culturelles Québec","Québec, QC G2G 1C3","6222-Retail and wholesale buyers",1
Quebec,"Low Wage","Gould Packaging Industries Ltee","Ville D'Anjou, QC H1J 1T4","9615-Labourers in rubber and plastic products manufacturing",2
Quebec,"Low Wage","Groupe Alimentaire Nordique inc","Sainte-Perpétue, QC J0C 1R0","9463-Fish and seafood plant workers",24
Quebec,"Low Wage","HCN-Revera Lessee (Émérite de Brossard) LP","Brossard, QC J4Y 2W9","3413-Nurse aides, orderlies and patient service associates",1
Quebec,"Low Wage","Industries Canatal inc.","Thetford Mines, QC G6G 6P6","9612-Labourers in metal fabrication",10
Quebec,"Low Wage","Interglobe alliance Inc.","Montreal, QC H4S 1H8","7335-Other small engine and small equipment repairers",1
Quebec,"Low Wage","Irriglobe Inc.","Montréal, QC H1G 4S4","8612-Landscaping and grounds maintenance labourers",2
Quebec,"Low Wage","J.E. GENDRON AUTOMOBILES LIMITÉE","MANIWAKI, QC J9E 2E4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,"Low Wage","Julien Beaudoin Ltee","Daveluyville, QC G0Z 1C0",6345-Upholsterers,1
Quebec,"Low Wage","KTS Trust Holdings Inc.","Gatineau, QC J8X  4H","3413-Nurse aides, orderlies and patient service associates",6
Quebec,"Low Wage","La Bêlerie Distribution et Transformation Inc","Cowansville, QC J2K 3G6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",4
Quebec,"Low Wage","La Rose des vents Lévis inc.","Lévis, QC G6V 7B1","3413-Nurse aides, orderlies and patient service associates",1
Quebec,"Low Wage","Les Aliments Livabec Foods inc.","Sherrington, QC J0L 2N0","9617-Labourers in food, beverage and associated products processing",2
Quebec,"Low Wage","Les Aliments Serval Canada Ltée","Louiseville,, QC J5V 2G2","9617-Labourers in food, beverage and associated products processing",1
Quebec,"Low Wage","Les Eaux Saint-Léger/Waters Inc.","St-hubert, QC J3Z 1G4","9617-Labourers in food, beverage and associated products processing",1
Quebec,"Low Wage","Les entreprises André Leblanc et fils (1995) inc","St-Barnabe sud, QC J0H 1G0","9619-Other labourers in processing, manufacturing and utilities",2
Quebec,"Low Wage","Les Entreprises Daniel Goyette Inc.","Lanoraie, QC J1K 1E0","9537-Other products assemblers, finishers and inspectors",2
Quebec,"Low Wage","Les Entreprises Pro-Clean Inc.","Québec, QC G1B 3Y2","6731-Light duty cleaners",1
Quebec,"Low Wage","Les Entreprises Trema inc","QUEBEC, QC G1P 4G4","7522-Public works maintenance equipment operators and related workers",1
Quebec,"Low Wage","Les Gazons Michel inc.","St-Jean-sur-Richelieu, QC J2X 4J3","8612-Landscaping and grounds maintenance labourers",1
Quebec,"Low Wage","Les Gibiers Canabec inc","St-Augustin de Desmaures, QC G3A 2T9","9617-Labourers in food, beverage and associated products processing",4
Quebec,"Low Wage","Les Habitations Jules Édouard","Pohénégamook, QC G0L 1J0","3413-Nurse aides, orderlies and patient service associates",4
Quebec,"Low Wage","Les Industries Fibrobec Inc.","Beloeil, QC J3G 4N4","9535-Plastic products assemblers, finishers and inspectors",3
Quebec,"Low Wage","Les industries Rouillard inc.","Québec, QC G1E 3G1",6345-Upholsterers,1
Quebec,"Low Wage","LES LEGUMES DES JARDINS DU QUEBEC INC.","Repentigny, QC J5Z 4Z1","9617-Labourers in food, beverage and associated products processing",1
Quebec,"Low Wage","Les Péchés de Pinocchio inc.","Magog, QC J1X 2B2",6321-Chefs,1
Quebec,"Low Wage","Les Spécialités Prodal (1975) Ltée","Saint-Bernard, QC G0S 2G0","9617-Labourers in food, beverage and associated products processing",7
Quebec,"Low Wage","Les Textiles Patlin inc","St-Paulin, QC J0K 3G0","9446-Industrial sewing machine operators",2
Quebec,"Low Wage","Les Viandes Rheintal","Béancour, QC G9H 1Y2","9617-Labourers in food, beverage and associated products processing",1
Quebec,"Low Wage","Maisons de répit Angelique Inc.","Longueuil, QC J4N 1N4","3413-Nurse aides, orderlies and patient service associates",1
Quebec,"Low Wage","Marché Vigneault Ltée","HAVRE-SAINT-PIERRE, QC G0G 1P0","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
Quebec,"Low Wage","Métaux Produits D.T. inc.","Shawinigan, QC G9T 7A5","9612-Labourers in metal fabrication",1
Quebec,"Low Wage","Micro brasserie Saint-Arnould Inc.","Mont-Tremblant, QC J8E 2S1","9461-Process control and machine operators, food, beverage and associated products processing",1
Quebec,"Low Wage","NESTA MECANIQUE 3874 Inc","TROIS RIVIÈRES, QC G8Z 2Y3","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,"Low Wage","Nordikeau Inc.","JOLIETTE, QC J6E 5P3","9243-Water and waste treatment plant operators",2
Quebec,"Low Wage","Olymel s.e.c / l.p","St-Hyacinthe, QC J2S 4B6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
Quebec,"Low Wage","Ongles Québec","Québec, QC G1L 3P3","6562-Estheticians, electrologists and related occupations",1
Quebec,"Low Wage","Onipro inc.","Sherrington, QC J0L 2N0","9617-Labourers in food, beverage and associated products processing",10
Quebec,"Low Wage","Panissimo Inc","Knowlton, QC J0E 1V0",6332-Bakers,1
Quebec,"Low Wage","PARIS COIFFURE ELLE & LUI (LES RIVIÈRES) S.E.N.C.","Trois-Rivières, QC G8Y 1W1","6341-Hairstylists and barbers",1
Quebec,"Low Wage","Pavillon l'Oasis du repos de Val-d'Or Inc.","Val-d'Or, QC J9P 4Z9","3413-Nurse aides, orderlies and patient service associates",6
Quebec,"Low Wage","Picardie International Ltée","BATISCAN, QC G0X 1A0","9619-Other labourers in processing, manufacturing and utilities",4
Quebec,"Low Wage","Progazon commercial inc.","Brossard, QC J4Y 3A5","8612-Landscaping and grounds maintenance labourers",4
Quebec,"Low Wage","Progazon Saint-Bruno Inc.","SAINT-LAMBERT, QC J4R 1A7","8612-Landscaping and grounds maintenance labourers",1
Quebec,"Low Wage","Rechapage 2000 inc","Beauceville, QC G5X 2S8","9615-Labourers in rubber and plastic products manufacturing",1
Quebec,"Low Wage","Résidence La Guadeloupe Inc","La Guadeloupe, QC G0M 1G0","3413-Nurse aides, orderlies and patient service associates",2
Quebec,"Low Wage","Résidence le Conf'Or Inc.","Lévis, QC G6K 1E1","3413-Nurse aides, orderlies and patient service associates",2
Quebec,"Low Wage","Residence Willowdale Inc.","Beaconsfield, QC H9W 3Z7","3413-Nurse aides, orderlies and patient service associates",2
Quebec,"Low Wage","RPADS proprio 2 SEC (Jazz Ste-Foy)","Montréal, QC H5B 1B2","6731-Light duty cleaners",1
Quebec,"Low Wage","Salade Etcetera ! Inc.","St-Patrice Sherrington, QC J0L 2N0","9617-Labourers in food, beverage and associated products processing",63
Quebec,"Low Wage","SERBO TRANSPORT INC.","Wickham, QC J0C 1S0","6732-Specialized cleaners",1
Quebec,"Low Wage","Service d'entretien Clean International inc.","LÉVIS, QC G6Z 2Y8","6732-Specialized cleaners",10
Quebec,"Low Wage","SIMI EBENISTERIE ARCHITECTURALE INC.","Montreal, QC H1H 3C6",7272-Cabinetmakers,1
Quebec,"Low Wage","Simon Lussier Ltée","Blainville, QC J7C 3V5","9614-Labourers in wood, pulp and paper processing",2
Quebec,"Low Wage","Sitec North America Inc.","Montreal, QC H3A 2M8","9415-Inspectors and testers, mineral and metal processing",10
Quebec,"Low Wage","Société d'habitation Cardinal-Vachon","Québec, QC G1E 7C7","3413-Nurse aides, orderlies and patient service associates",4
Quebec,"Low Wage","Soniplastics inc.","Boucherville, QC J4B 5Y1","9619-Other labourers in processing, manufacturing and utilities",3
Quebec,"Low Wage","SOS Canard inc","St-Apollinaire, QC G0S 2E0","9617-Labourers in food, beverage and associated products processing",2
Quebec,"Low Wage","SPECIALITES M.B. INC.","Saint-Hyacinthe, QC J2S 7Y8","9617-Labourers in food, beverage and associated products processing",1
Quebec,"Low Wage","Techniserv AG Inc","SAINT-HUBERT, QC J3Y 8Y5","9525-Assemblers, fabricators and inspectors, industrial electrical motors and transformers",1
Quebec,"Low Wage","Texilis inc","Princeville, QC G6L 4M1","6342-Tailors, dressmakers, furriers and milliners",1
Quebec,"Low Wage","Thermoform d'Amérique Inc.","Nicolet, QC J3T 1B4","9437-Woodworking machine operators",9
Quebec,"Low Wage","Traiteur Chez-Soi Inc.","Québec, QC G1N 3G6",6322-Cooks,1
Quebec,"Low Wage","Transport Gaston Nadeau Inc","Sainte-Mélanie, QC J0K 3A0","7511-Transport truck drivers",4
Quebec,"Primary Agriculture","2527-4572 Québec Inc. (Les serres Bergeron enr.)","Notre-Dame-du-Laus, QC J0X  2M","8431-General farm workers",2
Quebec,"Primary Agriculture","2545-2046 Québec Inc.","Saint-Aimé, QC J0G 1K0","8431-General farm workers",1
Quebec,"Primary Agriculture","2972-3848 Québec Inc. - Ferme Laroche et frère","SAINT-PRIME, QC G8J 1X5","8431-General farm workers",1
Quebec,"Primary Agriculture","3104-1809 Québec Inc.( Ferme Bouthillette et Fils)","GUÉRIN, QC J0Z 2E0","8431-General farm workers",1
Quebec,"Primary Agriculture","6745369 Canada Inc.","Stoke, QC J0B 3G0","8431-General farm workers",1
Quebec,"Primary Agriculture","9000-6529 Québec inc. (Ferme R.J.A. Lefebvre)","Saint-Prosper, QC G0X 3A0","8431-General farm workers",1
Quebec,"Primary Agriculture","9002-9588 Québec Inc (Ferme Dubrinbert)","Ste-Edwidge-de-Clifton, QC J0B 2R0","8431-General farm workers",1
Quebec,"Primary Agriculture","9008-1951 Québec Inc","La Présentation, QC J0H 1B0","8431-General farm workers",16
Quebec,"Primary Agriculture","9019-6437 Québec Inc.","RIVIÈRE-OUELLE, QC G0R 1Z0","8431-General farm workers",1
Quebec,"Primary Agriculture","9110-9751 Québec Inc.","Rimouski, QC G0L 1B0","8431-General farm workers",1
Quebec,"Primary Agriculture","9150-4050 Québec inc.","St-Ulric, QC G0J 3H0","8431-General farm workers",1
Quebec,"Primary Agriculture","9195-5922 Québec Inc (Ferme Bunny)","Saint-Hyacinthe, QC J2T 5J5","8431-General farm workers",13
Quebec,"Primary Agriculture","9196-3058 Québec Inc (L'Érablière en folie)","MONT-LAURIER, QC J9L 3G6","8431-General farm workers",3
Quebec,"Primary Agriculture","9202-5824 Québec inc","Roxton Pond, QC J0E 1Z0","8431-General farm workers",1
Quebec,"Primary Agriculture","92278712 Québec inc","St-Chrysostome, QC J0S 1R0","8431-General farm workers",3
Quebec,"Primary Agriculture","9274-5603 Québec Inc.","Valleyfield, QC J6T 2J3","8431-General farm workers",3
Quebec,"Primary Agriculture","9333-6709 Québec Inc. (Ferme Saniben)","SAINT-FRANÇOIS-DE-LA-RIVIÈRE-DU-SUD, QC G0R 3A","8431-General farm workers",3
Quebec,"Primary Agriculture","9369-9254 Québec Inc. (Ferme Belleten)","Val-d'Or, QC J9P 0C3","8431-General farm workers",2
Quebec,"Primary Agriculture","9377-2440 Québec Inc. (jardins Boyer)","Saint-Rémi, QC J0L 2J0","8431-General farm workers",2
Quebec,"Primary Agriculture","Alfred Couture Ltée","SAINT-ANSELME, QC G0R 2N0","8431-General farm workers",3
Quebec,"Primary Agriculture","Aliments Breton Inc.","Saint-Bernard, QC G0S 2G0","8431-General farm workers",15
Quebec,"Primary Agriculture","ALLIANCE GOSSELIN G2 INC.","SAINT-AUGUSTIN-DE-DESMAURES, QC G3A 1V9","8431-General farm workers",10
Quebec,"Primary Agriculture","Aurel Harvey & Fils Inc.","Saint-Augustin-des-Desmaures, QC G3A 1W8","8431-General farm workers",1
Quebec,"Primary Agriculture","Bergeroy Holstein Inc","SAINT-SAMUEL, QC G0Z 1G0","8431-General farm workers",2
Quebec,"Primary Agriculture","Blais Productions inc.","SAINT-ANSELME, QC G0R 2N0","8431-General farm workers",1
Quebec,"Primary Agriculture","Bleuetière Point du Jour inc.","Lavaltrie, QC J5T 3P4","8431-General farm workers",18
Quebec,"Primary Agriculture","C. Jolyporc inc.","Ayer's Cliff, QC J0B 1C0","8431-General farm workers",1
Quebec,"Primary Agriculture","Canards du Lac Brome Ltee","Knowlton, QC J0E 1V0","8431-General farm workers",2
Quebec,"Primary Agriculture","Centre Maraicher Eugene Guinois Jr inc.","Sainte-Clotilde, QC J0L 1W0","8431-General farm workers",10
Quebec,"Primary Agriculture","COOP Avantis","SAINTE-MARIE, QC G6E 0L9","8431-General farm workers",5
Quebec,"Primary Agriculture","Couvoir Québec Inc.","QUÉBEC, QC G2A 2E1","8431-General farm workers",1
Quebec,"Primary Agriculture","Couvoir Scott 2020 Inc.","SCOTT, QC G0S 3G0","8431-General farm workers",4
Quebec,"Primary Agriculture","Couvoir Scott Ltée","SCOTT, QC G0S 3G0","8431-General farm workers",4
Quebec,"Primary Agriculture","Culture Kizos Inc.","Bécancour, QC G9H 0B6","8432-Nursery and greenhouse workers",5
Quebec,"Primary Agriculture","Cultures Georges Forest & Fils inc. (Les)","LAVALTRIE, QC J5T 3P3","8431-General farm workers",1
Quebec,"Primary Agriculture","Denis Thivierge Maraicher inc","St-Laurent de l'île d'Orléans, QC G0A 3Z0","8431-General farm workers",1
Quebec,"Primary Agriculture","Domaine La Branche (9330-8997 Québec Inc.)","SAINT-ISIDORE, QC J0L 2A0","8431-General farm workers",1
Quebec,"Primary Agriculture","Élevage du Haut St-Laurent","Saint-Anicet, QC J0S 1M0","8431-General farm workers",3
Quebec,"Primary Agriculture","Emballage St-Ambroise Inc.","St-Ambroise, QC G7P 2V4","8431-General farm workers",5
Quebec,"Primary Agriculture","Entreprises Normand Tellier inc. (Les)","St-Félix-de-Valois, QC J0K 2M0","8432-Nursery and greenhouse workers",6
Quebec,"Primary Agriculture","Entreprises Quali-ferme inc. (Les)","LONGUEUIL, QC J3Y 3S8","8431-General farm workers",5
Quebec,"Primary Agriculture","Érablière CP Lang Inc.","Témiscouata-sur-le-Lac, QC G0L  1E","8431-General farm workers",2
Quebec,"Primary Agriculture","Érablière Grand-Anse inc.","Trois-Rivières, QC G8T 5Y7","8431-General farm workers",1
Quebec,"Primary Agriculture","Érablière Paul et Alain Gingras Inc.","St-Ubalde, QC G0A 4L0","8431-General farm workers",2
Quebec,"Primary Agriculture","Excel-Serres Ltée","ST-DAMASE, QC J0H 1J0","8431-General farm workers",2
Quebec,"Primary Agriculture","Ferme Alain et Sylvie Lapointe senc","Mirabel, QC J7J 1P4","8431-General farm workers",2
Quebec,"Primary Agriculture","Ferme André Grenier et Fils Inc","ST-LÉON-LE-GRAND, QC J0K 2W0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme André Monchamp & fils ltée","SAINT-MICHEL, QC J0L 2J0","8431-General farm workers",2
Quebec,"Primary Agriculture","Ferme Annick inc.","BAIE-DES-SABLES, QC G0J 1C0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme Arion Senc.","LYSTER, QC G0S  1V","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme avicole Jean Brodeur inc.","Saint-Pie, QC J0H 1W0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme B.E.L. Porcs Ltée","SAINT-ANSELME, QC G0R 2N0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme B.T. Hugi Inc.","SAINT-NAZAIRE-D'ACTON, QC J0H 1V0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme Bard inc.","SAINTE-ANNE-DE-LA-POCATIÈRE, QC G0R 1Z0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme BBP Inc.","ACTON VALE, QC J0H  1A","8431-General farm workers",2
Quebec,"Primary Agriculture","Ferme Benoit Morneau Inc","KAMOURASKA, QC G0L 1M0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme Benoit Vernier Inc.","ST-ZOTIQUE, QC J0P 1Z0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme BEN-TAR Inc.","Plessisville, QC G6L 2Y2","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme Berlumil inc","St-Lazare, QC G0R 3J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Quebec,"Primary Agriculture","Ferme Bernerhof inc.","UPTON, QC J0H 2E0","8431-General farm workers",2
Quebec,"Primary Agriculture","Ferme Bourdeau et Fils Senc","FRANKLIN, QC J0S 1N0","8431-General farm workers",2
Quebec,"Primary Agriculture","Ferme Bousquet & Blanchette Inc.","La Présentation, QC J0H 1B0","8431-General farm workers",4
Quebec,"Primary Agriculture","Ferme Canarel senc","Brigham, QC J2K 4Z9","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme Choisel Inc.","SAINT-BLAISE-SUR-RICHELIEU, QC J0J 1W0","8431-General farm workers",2
Quebec,"Primary Agriculture","Ferme Clairbois inc.","Sainte-Clotilde-de-Horton, QC J0A 1H0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme Clair-Gré Inc.","SAINT-OURS, QC J0G 1P0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme CLAU-CHANT SENC","ALBANEL, QC G8M 3L7","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme Claude Forget Inc.","ST-AMBROISE-DE-KILDARE, QC J0K 1C0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme Clerval inc.","ST-ZÉPHIRIN-DE-COURVAL, QC J0G 1V0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme Comaro Inc.","Pont-Rouge, QC G3H 1C5","8431-General farm workers",2
Quebec,"Primary Agriculture","Ferme Croque-Hectares","Québec, QC G1X 5A6","8431-General farm workers",2
Quebec,"Primary Agriculture","Ferme Daniel Blais inc.","Saint-Jean-de-l'île-d'Orléans, QC G0A 3W0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme Daniel Coutu Inc.","SAINT-THOMAS, QC J0K  3L","8431-General farm workers",9
Quebec,"Primary Agriculture","Ferme de l'Hétrière Inc.","Saint-Charles-de-Bellechasse, QC G0R 2T0","8431-General farm workers",1
Quebec,"Primary Agriculture","Ferme Dency Senc.","ISLE-AUX-GRUES, QC G0R 1P0","8431-General farm workers",1
