Province/Territory,"Program Stream",Employer,Address,Occupation,"Incorporate Status","Requested LMIAs","Requested Positions"
"Ontario                                                                    ","High Wage          ","TSG RENOVATIONS LTD.","Caledon, ON L7C 1E2",72310-Carpenters,Unknown,1,1
"Ontario                                                                    ","High Wage          ","Tung Trucking Inc.","Brampton, ON L6R 2A1","73300-Transport truck drivers",Unknown,1,4
"Ontario                                                                    ","High Wage          ","UNION GENERAL CONTRACTING INC.","Brampton, ON L6X 5H4","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,2
"Ontario                                                                    ","High Wage          ","Upskilled Technologies Limited","Mississauga, ON L5N 6J5","00012-Senior managers - financial, communications and other business services",Unknown,1,1
"Ontario                                                                    ","High Wage          ","WAJID MALIK PERSONAL REAL ESTATE CORPORATION","Mississauga, ON L4W 4L9","00012-Senior managers - financial, communications and other business services",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Web World IT Services Ltd","Oakville, ON L6H 6X7","00012-Senior managers - financial, communications and other business services",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Westside Studio","Toronto, ON M6H 4A6","51120-Producers, directors, choreographers and related occupations",Unknown,1,1
"Ontario                                                                    ","High Wage          ","ZB Hospitality Group Inc.","Toronto, ON M6M 3Z9","00012-Senior managers - financial, communications and other business services",Unknown,1,1
"Ontario                                                                    ","High Wage          ","Zenith Care Inc","Ajax, ON L1T 2J9","33102-Nurse aides, orderlies and patient service associates",Unknown,1,5
"Ontario                                                                    ","Low Wage            ","1000081911 ONTARIO LIMITED","OSHAWA, ON L1K 0Y2","62020-Food service supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","10135887 Canada Inc","Ottawa, ON K2G 3K2","63211-Estheticians, electrologists and related occupations",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","10461407 CANADA INC.","Windsor, ON N8W 5T2","73300-Transport truck drivers",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","10505447 Canada Inc.","Brighton, ON K0K 1H0","44101-Home support workers, caregivers and related occupations",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","10513270 Canada Inc","Oshawa, ON L1G 4Y3","60030-Restaurant and food service managers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","10564745 CANADA INC.","Mississauga, ON L4W 4B6","64101-Sales and account representatives - wholesale trade (non-technical)",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","10564745 CANADA INC.","Mississauga, ON L4W 4B6","73201-General building maintenance workers and building superintendents",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","11002287 Canada Ltd","Concord, ON L4K 5W4",63202-Bakers,Unknown,1,2
"Ontario                                                                    ","Low Wage            ","11095536 Canada Inc.","Toronto, ON M5B 2H1",63202-Bakers,Unknown,3,3
"Ontario                                                                    ","Low Wage            ","11395068 Canada INC","woodbridge, ON L4L 4V9","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","11470825 CANADA INC.","Ottawa, ON K4A 3V1","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","1147951 ONTARIO INC.","Scarborough, ON M1H 2W1","95106-Labourers in food and beverage processing",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","1200154 Ontario Ltd.","TORONTO, ON M6B 3B5","65202-Meat cutters and fishmongers - retail and wholesale",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","12447355 Canada Inc.","York, ON M6E 2H5","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","1354914 Ontario Inc","Mississauga, ON L5A 2W9","65202-Meat cutters and fishmongers - retail and wholesale",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","13733696 Canada Inc.","Woodbridge, ON L4L 1W3","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","14020529 Canada Inc.","Hawkesbury, ON K6A 2R2","85121-Landscaping and grounds maintenance labourers",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","1679908 Ontario Inc","Oshawa, ON L1G 4X3","60020-Retail and wholesale trade managers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2018250 Ontario Inc.","Toronto, ON M4A 2V6","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2069345 Ontario Inc","alton, ON L7K 1K6","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2154254 ONTARIO INC.","owen sound, ON N4K 1T4","65310-Light duty cleaners",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","2181549 Ontario Inc.","BRAMPTON, ON L6R 3S3","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2201775 Ontario Limited","Toronto, ON M3C 1V6","62020-Food service supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2263131 Ontario Inc.","scarborough, ON M1W 2S8",63202-Bakers,Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2274716 Ontario Inc.","CALEDON, ON L7C 2G2","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2305688 Ontario Inc.","Whitby, ON L1M 1A2","62024-Cleaning supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2311271 Ontario Inc.","TORONTO, ON M6N 1P4","73300-Transport truck drivers",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","2371344 Ontario Inc.","Toronto, ON M1X 1E7","14100-General office support workers",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","2410126 ONTARIO INC","Richmond Hill, ON L4C 9Y2",63202-Bakers,Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2432654 Ontario Inc.","Hamilton, ON L8V 1T1","62010-Retail sales supervisors",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","2464160 Ontario Ltd.","Whitby, ON L1P 1G8","62020-Food service supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2477592 Ontario Inc","Aurora, ON L4G 3E5","70010-Construction managers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2549177 Ontario Inc.","Scarborough, ON M1S 3T6",63200-Cooks,Unknown,1,2
"Ontario                                                                    ","Low Wage            ","2572248 Ontario Inc.","Stoney Creek, ON L8J 0B4","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2574074 Ontario Inc","Ajax, ON L1T 4V2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2579482 ONTARIO INC","CORNWALL, ON K6J 4P8",63200-Cooks,Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2593523 Ontario Inc.","Guelph, ON N1G 0C1","42202-Early childhood educators and assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2617558 Ontario inc.","Carleton place, ON K7C 3S3","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2620822 Ontario Inc.","Vaughan, ON L4H 0R6","73112-Painters and decorators (except interior decorators)",Unknown,1,3
"Ontario                                                                    ","Low Wage            ","2650259 Ontario Inc.","Wasaga Beach, ON L9Z 0B6",63200-Cooks,Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2668731 Ontario Limited","Bolton, ON L7E 4K1","42202-Early childhood educators and assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2690527 ONTARIO LIMITED","Toronto, ON M2N 5S1","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2704955 ONTARIO INC","Brampton, ON L6R 0E6","75119-Other trades helpers and labourers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2731534 ONTARIO INC","Mississauga, ON L5B 2C9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2769273 ONTARIO INC.","Hamilton, ON L9B 2J2","65310-Light duty cleaners",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2777183 Ontario Inc.","Mississauga, ON L5T 1A3","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2837763 ONTARIO INC.","MISSISSAUGA, ON L5R 4H1","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","2838746 Ontario Inc","Thunderbay, ON P7B 1K3","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,2,2
"Ontario                                                                    ","Low Wage            ","6135382 Canada Inc.","Ottawa, ON K1S 3G7","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","652939 ONTARIO LIMITED","Mississauga, ON L5N 1A1",63200-Cooks,Unknown,1,1
"Ontario                                                                    ","Low Wage            ","7957335 Canada ltd.","North York, ON M9L 1S7","65310-Light duty cleaners",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","9736484 canada corporation","Markham, ON L6G 0A8","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","A.1 Beauty Supply Inc.","Scarborough, ON M1P 2X5","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","ABC FIRE DOOR","Mississauga, ON L5E 1E1","72106-Welders and related machine operators",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","AGU Staffing Inc.","Scarborough, ON M1T 3K4","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","ARC Janitorial Services Inc.","Oshawa, ON L1K 2E2","62024-Cleaning supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","autostyle collision","toronto, ON M1R 2S9","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","Bellwoods Brewery Inc.","Toronto, ON M6J 2Z5","12103-Conference and event planners",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","BIJLIWALA LTD.","BRAMPTON, ON L6P 3C9","75110-Construction trades helpers and labourers",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","Boothworks Inc","Mississauga, ON L5T 2G1","12103-Conference and event planners",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Brace Law Professional Corporation","Oakville, ON L6H 5S4","42200-Paralegal and related occupations",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","BRM CHICKEN SHOP INC","Brampton, ON L7A 3R9","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Cargo Crating Inc.","Stoney Creek, ON L8E 2Y8",72310-Carpenters,Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Casa Dolce Casa Inc.","Woodbridge, ON L4L 2J3","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","CHRIS BREAD BAKERY LIMITED","SCARBOROUGH, ON M1K 2S2",63202-Bakers,Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Community Living Port Colborne-Wainfleet","Port Colborne, ON L3K 2A8","33102-Nurse aides, orderlies and patient service associates",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","Corbec Ontario Inc","Toronto, ON M5H 2R2","95101-Labourers in metal fabrication",Unknown,1,10
"Ontario                                                                    ","Low Wage            ","Cozy Corner Services","Thunder Bay, ON P7E 6W2","65310-Light duty cleaners",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Du'aa Consulting Inc","Oshawa, ON L1L 0G2","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Elite Financial Agency Inc","Toronto, ON M6A 2T3","11100-Financial auditors and accountants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Elpa (Ontario) Inc","L'Orignal, ON K0B 1K0","72100-Machinists and machining and tooling inspectors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Fine Auto Paints & Supplies Ltd","toronto, ON M1L 2P3","70012-Facility operation and maintenance managers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","GLO TRANSPORTS LTD","Mississauga, ON L5W 1C7","73300-Transport truck drivers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","i3 Institute","Mississauga, ON L5L 1R7","51112-Technical writers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","IG Immigration Inc","BRAMPTON, ON L6P 1R1","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","JDSS FOODS INC.","st. thomas, ontario, ON N5P 1C8",62200-Chefs,Unknown,1,3
"Ontario                                                                    ","Low Wage            ","JH World Services Inc","Mississsauga, ON L4X 1M1","62024-Cleaning supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Kara Hospitality Inc","mississauga, ON L4W 1J9","62021-Executive housekeepers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Kelvin Sales Inc","Brampton, ON L7A 4H4","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","KIARA LTD","Baden, ON N3A 0A7","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","KRG Home Improvements Corp.","Brampton, ON L6R 0R8","75110-Construction trades helpers and labourers",Unknown,1,5
"Ontario                                                                    ","Low Wage            ","Lenover's Quality Meats & Seafood Ltd.","Chatham, ON N7M 5J4","63201-Butchers - retail and wholesale",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","Les produits Rhema's Products Ltée","Ottawa, ON K1K 4V6","64100-Retail salespersons and visual merchandisers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Limitless Financial Services Inc.","Mississauga, ON L4V 1M5","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Liquid Green Products Inc","Ajax, ON L1T 2Z7","62010-Retail sales supervisors",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","M & A PETROLEUM INC","St Isidore, ON K0C 2B0","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Mancor Canada Inc.","Oakville, ON L6L 2X9","95101-Labourers in metal fabrication",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Mr Foundation Inc","Ottawa, ON K1J 9G9","14100-General office support workers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Mr. Mow It All Corp.","Toronto, ON M4J 1L1","72401-Heavy-duty equipment mechanics",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Muskoka Landing","Huntsville, ON P1H 2L9","12101-Human resources and recruitment officers",Corporation,1,1
"Ontario                                                                    ","Low Wage            ","Muskoka Landing","Huntsville, ON P1H 2L9","33102-Nurse aides, orderlies and patient service associates",Corporation,1,10
"Ontario                                                                    ","Low Wage            ","Nation Wide Canning Ltd.","Cottam, ON N0R 1B0","95106-Labourers in food and beverage processing",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Northern Stars Montessori School & Daycare","barrie, ON L4N 4K8","42202-Early childhood educators and assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Okema Enterprises LTD","Longbow Lake, ON P0X 1H0","75110-Construction trades helpers and labourers",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","ONTARIO INC. 1767219","London, ON N6E 3P3","60030-Restaurant and food service managers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","OR Computer Solutions Inc","Markham, ON L3R 8T9","22311-Electronic service technicians (household and business equipment)",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","PARAMOUNT FINE HOMES INC","BELLE EWART, ON L0L 1C0","75110-Construction trades helpers and labourers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ",PBRSMP INC,"London, ON N6A 3G8",63200-Cooks,Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Phoenix Medical Clinic Inc","St Catharines, ON L2R 5G6","30010-Managers in health care",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","Quincy healthcare and homecare services incorporated","Brantford, ON N3R 3V7","33102-Nurse aides, orderlies and patient service associates",Unknown,1,5
"Ontario                                                                    ","Low Wage            ","Richmond Kosher Bakery Corp.","Toronto, ON M3H 3P4",63202-Bakers,Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Sabharwal Food Services Inc","Scarborough, ON M1W 2K2",63200-Cooks,Unknown,1,1
"Ontario                                                                    ","Low Wage            ","SAT METAL FABRICATION INC","Toronto, ON M9W 6R2","72010-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","SAT METAL FABRICATION INC","Toronto, ON M9W 6R2","72106-Welders and related machine operators",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","SAUCHA CONSULTING INC.","Brampton, ON L6S 4B6","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Sheik Halal Farms Inc.","Grand Valley, ON L9W 0M3","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Shelizaan Inc","MARKHAM, ON L3R 1B5","41402-Business development officers and market researchers and analysts",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","SINAPIS INC.","Scarborough, ON M1W 2C3","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","SINAPIS INC.","Scarborough, ON M1W 2C3","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Soul Restaurants Canada Inc","Toronto, ON M2N 6K1","60030-Restaurant and food service managers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Strongman Appliances","North York, ON M9L 1S7","60020-Retail and wholesale trade managers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Student Homestay Services Inc.","Toronto, ON M5P 2H9","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Supreme Galvanizing Ltd.","Brampton, ON L6T 2H4","72500-Crane operators",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Thunder Bay Sign & Install (2016) Inc","Thunder Bay, ON P7E 3P9","73200-Residential and commercial installers and servicers",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","True Deal Employment Services Inc","Mississauga, ON L5S 1T1","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","True Deal Employment Services Inc","Mississauga, ON L5S 1T1","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Twin Mountain Petro Ltd","Bobcaygeon, ON K0M 1A0","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","VENERICA MEATS INC","Toronto, ON M6P 2A4","63201-Butchers - retail and wholesale",Unknown,1,2
"Ontario                                                                    ","Low Wage            ","We Care 4 U Staffing Solutions Inc.","Exeter, ON N0M 1S1","33102-Nurse aides, orderlies and patient service associates",Unknown,1,6
"Ontario                                                                    ","Low Wage            ","Westover Inn Incorporated","St. Marys, ON N4X 1B1","65310-Light duty cleaners",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Yami Yummy Inc.","Alton, ON L7K 0R1","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","YONGE AUTOMOTIVE INC","Toronto, ON M2M 3X2","60020-Retail and wholesale trade managers",Unknown,1,1
"Ontario                                                                    ","Low Wage            ","Zaiqa Restaurant & Sweets","Toronto, ON M9V 1C2",63200-Cooks,Unknown,1,3
"Ontario                                                                    ","Permanent Resident Only","002106004 Ontario inc","Mississauga, ON L4Z 2H2","13100-Administrative officers",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","11396129 Canada Inc.","Georgetown, ON L7G 4A6","62020-Food service supervisors",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","1931334 ontario inc","Milton, ON L9T 2N2","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","2222590 Ontario Inc.","Kleinburg, ON L4H 4W5","14200-Accounting and related clerks",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","2274716 Ontario Inc.","CALEDON, ON L7C 2G2","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","2448622 ONTARIO CORP","LONDON, ON N6M 0B6","12011-Supervisors, finance and insurance office workers",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","2676209 ONTARIO INC.","Woodbridge, ON L4H 0S5","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","2700671 ONTARIO LIMITED","Kitchener, ON N2H 4V2","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","6998437 Canada Inc.","Brampton, ON L6Z 2S6","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","Bacy Digital Inc.","Ottawa, ON K1P 5G3","20012-Computer and information systems managers",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","BBQ SAM'S FOOD STORES INC.","Toronto, ON M5A 2R7","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","Connect6 Group Inc.","Toronto, ON M3C 1V9","62023-Customer and information services supervisors",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","Dr. Duc Vo Dentistry Professional Corporation","Ottawa, ON K2J 4G3","33100-Dental assistants and dental laboratory assistants",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","E-Hu Commerce inc","Kingston, ON K7L 1B4","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","Enormous Leadership Development Corporation","Mississauga, ON L4Z 3E7","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","Fleetex Transport Ltd.","Bolton, ON L7E 4E8","00015-Senior managers - construction, transportation, production and utilities",Unknown,3,3
"Ontario                                                                    ","Permanent Resident Only","Glorious Construction Inc.","Etobicoke, ON M9B 1E1","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","INDEX FOODS INC.","Whitby, ON L1P 1G8","62020-Food service supervisors",Unknown,1,2
"Ontario                                                                    ","Permanent Resident Only","INTERNATIONAL IMMIGRATION AND ALLIED SERVICES INC.","BRAMPTON, ON L6T  2W","13110-Administrative assistants",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","JAP GOBIND TRANSPORT LTD.","caledon, ON L7E 1G9","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","JAURA GROUP INC.","W, ON P3A 2E9","62010-Retail sales supervisors",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","Machi Machi Hwy 7 Inc.","Markham, ON L3R 2A2","62020-Food service supervisors",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","MJR CAPITAL SERVICES INC.","MISSISSAUGA, ON L5S 1V4","13110-Administrative assistants",Unknown,1,2
"Ontario                                                                    ","Permanent Resident Only","Mooc Advertising Inc.","Scarborough, ON M1W 3W6","00014-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","RG Group Inc","maple, ON L6A 4X2","00012-Senior managers - financial, communications and other business services",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","Roadx Express Ltd.","Milton, ON L9T 6R1","00015-Senior managers - construction, transportation, production and utilities",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","SAFFA Engineering Inc","Markham, ON L3R 0G5","22300-Civil engineering technologists and technicians",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","Talent Pull Inc","Caledon, ON L7C 1C5","12101-Human resources and recruitment officers",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","Trebas Institute","Toronto, ON M4R 2G8","50011-Managers - publishing, motion pictures, broadcasting and performing arts",Unknown,1,1
"Ontario                                                                    ","Permanent Resident Only","Waterside International Holdings Inc","Mississauga, ON L5S 1V7","92012-Supervisors, food and beverage processing",Unknown,1,1
"Ontario                                                                    ","Primary Agriculture  ","1000267618 Ontario Inc.","North York, ON M2J 4H3","85103-Nursery and greenhouse labourers",Unknown,3,5
"Ontario                                                                    ","Primary Agriculture  ","J DEBRUYN FARMS LTD","Salford, ON N0J 1W0","85100-Livestock labourers",Unknown,1,1
"Ontario                                                                    ","Primary Agriculture  ","KB2 Inc.","Port Stanley, ON N5L 1J2","82030-Agricultural service contractors and farm supervisors",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","10001687 MANITOBA LTD.","WINNIPEG, MB R2V 5B9","12200-Accounting technicians and bookkeepers",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","10001687 MANITOBA LTD.","WINNIPEG, MB R2V 5B9","13110-Administrative assistants",Unknown,1,2
"Manitoba                                                                   ","High Wage          ","10056836 Manitoba Ltd.","Winnipeg, MB R2P 2P9","60040-Managers in customer and personal services",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","10106429 Manitoba Ltd","Wasagaming, MB R0J 2H0","60031-Accommodation service managers",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","24/7 QUALITY HOME & HEALTH CARE SERVICES LTD.","Winnipeg, MB R3G 0C4","12102-Procurement and purchasing agents and officers",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","6844406 Manitoba Ltd.","Portage La Prairie, MB R1N 3C3","64314-Hotel front desk clerks",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","BODEL AUTO DIRECT INC","WINNIPEG, MB R3E 0G5","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,11
"Manitoba                                                                   ","High Wage          ","Bright Link Immigration Services Ltd","Winnipeg, MB R3E 0B1","12010-Supervisors, general office and administrative support workers",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","DEVA JATT - TRANSPORT LTD.","Howden, MB R5A 1K2",14404-Dispatchers,Unknown,1,2
"Manitoba                                                                   ","High Wage          ","Fort Rouge Glass Ltd.","Winnipeg, MB R4G 0C4",73111-Glaziers,Unknown,1,2
"Manitoba                                                                   ","High Wage          ","Hind BM Construction INC.","Winnipeg, MB R2R 2Z5",72310-Carpenters,Unknown,1,2
"Manitoba                                                                   ","High Wage          ","Hi-TECH Custom Kitchen Ltd.","Winnipeg, MB R3H 0H2","60020-Retail and wholesale trade managers",Unknown,1,3
"Manitoba                                                                   ","High Wage          ","Indoor Outdoor Renovations/Maintenance","Winnipeg, MB R3Y 0C5","62024-Cleaning supervisors",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","Maple Veterinary Corporation","Winnipeg, MB R3Y 0A1",31103-Veterinarians,Unknown,1,2
"Manitoba                                                                   ","High Wage          ","Maverick Industries Ltd.","Morden, MB R6M 1B3","22302-Industrial engineering and manufacturing technologists and technicians",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","Mehtoj Group Ltd","Rosser, Winnipeg, MB R0H 1E0","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
"Manitoba                                                                   ","High Wage          ","PhiBer Manufacturing, Inc.","Crystal City, MB R0K 0N0","72100-Machinists and machining and tooling inspectors",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","Rainbow Trailers Inc.","Cartwright, MB R0K 0L0","72106-Welders and related machine operators",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","Rate Me Contractors Ltd","Winnipeg, MB R3X 0R2","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","SE7EN SYSTEM INC.","WINNIPEG, MB R2P 2A2","13100-Administrative officers",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","Starline Transport Ltd.","Winnipeg, MB R2N 1H2","73300-Transport truck drivers",Unknown,1,1
"Manitoba                                                                   ","High Wage          ","Winstar Transport Ltd","Winnipeg, MB R3C 2E6","72106-Welders and related machine operators",Unknown,1,1
