Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Demandes 
,,D.H. Neilson Investment Ltd.,"Schreiber, ON P0T 2S0",6311-Superviseurs des services alimentaires,1
,,DORVICT RESOURCE & CONSULTING CENTRE INC O/A Dorvict Home & Health Care Services,"Barrie, ON L4N 5R7","4412-Aides familiaux résidents, aides de maintien à domicile et personnel assimilé",1
,,Dr. Rowena Bucad-Javier Dentistry Prof. Corp.,"East York, ON M4B 1A9",1414-Réceptionnistes,1
,,Dreamstar Bedding Ltd.,"North York, ON M3J 2J2","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Dynamic Connections Inc.,"Oakville, ON L6L 6R1","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Egg Plant Productions Inc.,"Toronto, ON M5A 1K1",1241-Adjoints administratifs,1
,,Elozer Foods Limited,"Brampton, ON L6T 5G6",6322-Cuisiniers,1
,,Everest Transportation Inc.,"Caledon, ON L7C 2W1",1311-Techniciens en comptabilité et teneurs de livres,1
,,F. Da Silva Landscape Maintenance Inc,"Missisauga, ON L5B 3E6",8612-Manoeuvres en aménagement paysager et en entretien des terrains,1
,,FD Pharmacy Inc.,"Toronto, ON M5M 3X2",3219-Autres technologues et techniciens des sciences de la santé (sauf soins dentaires),1
,,Fiorio Yonge Salon & Spa,"Toronto, ON M4T 1Z6",6341-Coiffeurs et barbiers,1
,,First Art Design Inc.,"Scarborough, ON M1S 4A9",5244-Artisans,1
,,Formocha Inc.,"Toronto, ON M4P 1G8",6321-Chefs,1
,,Fusaros Inc.,"Toronto, ON M5A 1P5",6311-Superviseurs des services alimentaires,1
,,Futuresign Multimedia Displays Inc.,"Markham, ON L3R 9W7",1311-Techniciens en comptabilité et teneurs de livres,1
,,Green FX Landscaping Inc.,"Toronto, ON M9W 1N7",8612-Manoeuvres en aménagement paysager et en entretien des terrains,1
,,Gykan Enterprises Inc.,"Toronto, ON M4M 3L1",1311-Techniciens en comptabilité et teneurs de livres,1
,,Hakata Shoryuken Ltd.,"North York, ON M2N 5R4",6321-Chefs,1
,,Har-Paul Holdings Inc.,"Thunder Bay, ON P7E 5R7",6322-Cuisiniers,1
,,Harvest Wagon Grocers Ltd.,"Toronto, ON M4W 2L7",6321-Chefs,1
,,Heng Hing Trading Ltd . 1759317 Ontario Inc,"Richmond Hill, ON L4B 3K7",1431-Commis à la comptabilité et personnel assimilé,1
,,Hertz Global Holdings,"Etobicoke, ON M9W 7A1",0621-Directeurs - commerce de détail et de gros,1
,,India Grill House & Banquet,"Markham, ON L3R 0E4",6322-Cuisiniers,2
,,Indian Biryani House 2,"Toronto, ON M5H 1T1",6321-Chefs,1
,,Inkbox,"Toronto, ON M5V 2C3","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Istanbul Cafe & Espresso Bar Corp.,"Toronto, ON M4T 2A4",6311-Superviseurs des services alimentaires,1
,,J N J Toronto Inc,"Toronto, ON M8E 1E2",6316-Surveillants des autres services,1
,,J. McCoy Equipment LTD,"Port Perry, ON L9L 1B2",2132-Ingénieurs mécaniciens,1
,,Japan Direct Japanese Used Auto Part Inc.,"Mississauga, ON L4W 1H9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,JDM Industrial Maintenance Inc.,"Peterborough, ON K9J 6X6",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,Jems Coating Limited,"Concord, ON L4K 4W3","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",3
,,Just Energy Corp.,"Mississauga, ON L5T 2E6",1122-Professionnels des services-conseils en gestion aux entreprises,1
,,Karlovo Inc,"Woodbridge, ON L4L 2J2",6332-Boulangers-pâtissiers,1
,,Kids Come First Child Care Services,"Thornhill, ON L4J 8W5",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,King Cole Kitchens Ltd.,"Mississauga, ON L5T 2C1","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",1
,,Knew Sales Group Inc.,"Toronto, ON M5A 1V2",0621-Directeurs - commerce de détail et de gros,1
,,LabX Media Group Inc.,"Midland, ON L4R 1K9","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
,,Language Marketplace Inc,"Mississauga, ON L4W 0C2","5125-Traducteurs, terminologues et interprètes",1
,,"Luckhart Transport, Ltd","Sebringville, ON N0K 1X0",6732-Nettoyeurs spécialisés,4
,,Mabu Station Inc.,"Toronto, ON M2N 5S1",0631-Directeurs de la restauration et des services alimentaires,2
,,Maglin Site Furniture Inc.,"Woodstock, ON N4T 1P1",2253-Technologues et techniciens en dessin,1
,,Manawa  Inc.,"Toronto, ON M3B 1X7",2171-Analystes et consultants en informatique,1
,,Marima Hospitality Inc.,"Thornhill, ON L3T 3C3",6322-Cuisiniers,1
,,MASTERMIND EVENTS INC.,"Kanata, ON K2K 1Y5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Maverick Spring  Makers Limited,"Brantford, ON N3R 7K2",9418-Opérateurs de machines d'autres produits métalliques,1
,,Mazenga Building Group Ltd.,"Toronto, ON M4V 1A4",1311-Techniciens en comptabilité et teneurs de livres,1
,,MFS Property Services Inc.,"Markham, ON L3R 9W9",1224-Agents de gestion immobilière,1
,,Mistaan Catering & Sweets Inc.,"North York, ON M2H 2E1",6321-Chefs,1
,,Monir Enterprise Ltd.,"Mississauga, ON L5B 4P5",0631-Directeurs de la restauration et des services alimentaires,1
,,Montessori School House INC,"Maple, ON L6A 1S2",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Multi-Mold Plastics Inc.,"Concord, ON L4K 1G6",9214-Surveillants dans la fabrication de produits en caoutchouc et en plastique,1
,,National Countertops Inc.,"Mississauga, ON L4T 3X2",9437-Opérateurs de machines à travailler le bois,1
,,Nationwide Transport Ltd,"Brampton, ON L6Y 0Z8","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,NEWCOMER SERVICES LTD,"Toronto, ON M1P 3E6",5241-Designers graphiques et illustrateurs,1
,,Nexus Solutions Inc.,"London, ON N6H 0B7",2174-Programmeurs et développeurs en médias interactifs,1
,,Nick's Auto Collision Limited,"Toronto, ON M6H 2X9",7322-Débosseleurs et réparateurs de carrosserie,1
,,North America Insurance Depot Ltd.,"Toronto, ON M9V 2X5",1311-Techniciens en comptabilité et teneurs de livres,1
,,Nvidia Development Inc.,"Toronto, ON M5V 1K4",2171-Analystes et consultants en informatique,2
,,O.V.I.O. Business Solutions Inc.,"Toronto, ON M4P 3B5",6211-Superviseurs des ventes - commerce de détail,1
,,Oakfield Sei Ltd.,"Markham, ON L3R 2N2",6322-Cuisiniers,1
,,Passaro Transport Ltd.,"Woodbridge, ON L4L 1A5",7511-Conducteurs de camions de transport,1
,,Petro Plastics Corporation Ltd.,"Woodbridge, ON L4L 4A3",9214-Surveillants dans la fabrication de produits en caoutchouc et en plastique,1
,,Phaeton Automotive Management Inc.,"London, ON N6L 1J9",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,1
,,Pinnacle Transport Ltd.,"Scarborough, ON M1V 4A9",1311-Techniciens en comptabilité et teneurs de livres,1
,,Play Loft Inc.,"Toronto, ON M4K 1P9",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Prem Sweets and Restaurant,"Brampton, ON L6P 2R2",6322-Cuisiniers,1
,,Rahier Patisserie Inc.,"Toronto, ON M4G 3B7",6321-Chefs,1
,,Rapri Transport Ltd.,"Brampton, ON L6W 1T4",7511-Conducteurs de camions de transport,2
,,S & A Crafts,"Concord, ON L4K 1J1",7272-Ébénistes,1
,,Saand Inc,"Etobicoke, ON M9W 5S1",2233-Technologues et techniciens en génie industriel et en génie de fabrication,1
,,Sakai Japanese Cuisine Ltd.,"Burlington, ON L7L 2A4",6322-Cuisiniers,1
,,Sebastiao & York Limited,"Toronto, ON M3T 1B1",6332-Boulangers-pâtissiers,1
,,Shallal Enterprises Limited,"Ottawa, ON K1S 4M7",6322-Cuisiniers,1
,,Soi Thai Street Food Inc.,"Toronto, ON M6G 1B7",6321-Chefs,2
,,Sole Survivor,"Toronto, ON M5T 2J7",6343-Cordonniers et fabricants de chaussures,1
,,Southwestern Manufacturing Inc.,"Windsor, ON N9C 1J9",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,Stoufville Tae Kwon Do Karate,"Stouffville, ON L4A 0Y2","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",1
,,Strategic Mapping Inc,"Toronto, ON M4P 3A2",5241-Designers graphiques et illustrateurs,1
,,Sundine Produce Inc.,"Mississauga, ON L4V 1H3","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Sunrise Caribbean Restaurant,"Toronto, ON M3N 2K2",6322-Cuisiniers,1
,,Sunwing Vacations Inc.,"Toronto, ON M9W 1K6","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,Talent Employment Inc.,"Toronto, ON M4Y 3B2",4021-Enseignants au niveau collégial et autres instructeurs en formation professionnelle,1
,,The Distillery Restaurants Corp.,"Toronto, ON M5A 3C4",6322-Cuisiniers,1
,,"The London Club, Limited","London, ON N6A 1J1",6322-Cuisiniers,1
,,The True Brazilian Steak House,"Richmond Hill, ON L4B 3B4",6322-Cuisiniers,2
,,The Urban Environment ( Toronto ),"Toronto, ON M8Z 2X2",7293-Calorifugeurs,1
,,Tirajeh Jewelry INC.,"Thonrhill, ON L3T 0C7","6344-Bijoutiers, réparateurs de bijoux, horlogers-rhabilleurs et personnel assimilé",1
,,TYP Construction Inc.,"Oshawa, ON L1K 0J3",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,Ursus Transport Inc.,"Etobicoke, ON M9W 1L4",7511-Conducteurs de camions de transport,2
,,Vegan Hog Inc,"Toronto, ON M6H 1M3",6322-Cuisiniers,1
,,Walco Equipment Ltd,"Elmira, ON N3B 1Z9",7311-Mécaniciens de chantier et mécaniciens industriels,1
,,Wok of Fame Ltd.,"Brampton, ON L6Y 4M3",6321-Chefs,1
,,ZYLTS Inc,"Kingston, ON K7L 1E7",6211-Superviseurs des ventes - commerce de détail,1
,  Agriculture primaire,1158226 Ontario Inc,"Brantford, ON N3T 3H2",8431-Ouvriers agricoles,5
,,1187607 Ont Ltd O/A Munro Honey,"Alvinston, ON N0N 1A0",8431-Ouvriers agricoles,4
,,1244891 Ont Ltd. - Habenschuss Farms,"King, ON L7B 0L7",8431-Ouvriers agricoles,2
,,1266094 Ontario Ltd,"Ruthven, ON N0P 2G0",0821-Gestionnaires en agriculture,1
,,1787811 Ontario Inc,"Delhi, ON N4B 2W6",8431-Ouvriers agricoles,2
,,2190140 Ontario Inc,"New Hamburg, ON N3A 2H1",8431-Ouvriers agricoles,12
,,2434428 Ontario Inc,"Troy, ON L0R 2B0",8432-Ouvriers de pépinières et de serres,6
,,2460971 Ontario Inc,"Princeton, ON N0J 1V0",8431-Ouvriers agricoles,3
,,451293 Ontario Ltd.,"Wallacetown, ON N0L 2M0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",4
,,638194 Ontario Inc,"Simcoe, ON N3Y 4K6",8431-Ouvriers agricoles,18
,,6680283 Canada Inc,"St-Eugene, ON K0B 1P0",8431-Ouvriers agricoles,3
,,Agriville Farms Ltd,"Kingsville, ON N9Y 2N1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Albuna Farms Inc,"Leamington, ON N8H 3V8",8432-Ouvriers de pépinières et de serres,15
,,Andrewes Farm Limited,"Beamsville, ON L0R 1B3",8431-Ouvriers agricoles,12
,,Antonio Bajar Greenhouses Ltd,"Newmarket, ON L3Y 4V9",8432-Ouvriers de pépinières et de serres,1
,,Aphria,"Leamington, ON N8H 3C4",8432-Ouvriers de pépinières et de serres,8
,,Birch Lawn Farms Ltd,"Atwood, ON N0G 1B0",8431-Ouvriers agricoles,1
,,Brian's Poultry Services Ltd,"Mildmay, ON N0G 2J0",8431-Ouvriers agricoles,7
,,C & B Farms Inc,"Leamington, ON N8H 3V5",8432-Ouvriers de pépinières et de serres,10
,,C Warren Farms,"Vineland Station, ON L0R 2E0",8431-Ouvriers agricoles,2
,,Canadian Select Genetics Ltd,"Wingham, ON N0G 2W0",8431-Ouvriers agricoles,30
,,Cervini Farms (1993) Inc,"Leamington, ON N8H 3V5",8432-Ouvriers de pépinières et de serres,16
,,Chow's Farms Ltd,"Milton, ON L9E 0Y8",8431-Ouvriers agricoles,1
,,Coffin Ridge Boutique Winery Inc.,"Annan, ON N0H 1B0",8431-Ouvriers agricoles,2
,,Cuddy Farms Limited 2008,"Strathroy, ON N7G 3H6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",5
,,Da Feng Farms Inc,"Scarborough, ON M1V 3Y2",8431-Ouvriers agricoles,5
,,DiCiocco Farms Inc,"Leamington, ON N8H 3V6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,,,"8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
,,Domric International Ltd,"Ruthven, ON N0P 2G0",8432-Ouvriers de pépinières et de serres,15
,,Droogendyke's Market Garden Ltd,"Harley, ON N0E 1E0",8431-Ouvriers agricoles,6
,,Eckerlea Acres Limited,"Seaforth, ON N0K 1W0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",4
,,Erieview Acres Inc,"Kingsville, ON N9Y 2N1",8432-Ouvriers de pépinières et de serres,1
,,ES Holdings Inc,"Courtland, ON N0J 1E0",8431-Ouvriers agricoles,9
,,Flimo Farms Ltd,"Williamstown, ON K0C 2J0",8431-Ouvriers agricoles,1
,,Flower Group Operating LP- One Floral Group,"Leamington, ON N8H 4C9",8432-Ouvriers de pépinières et de serres,120
,,Fred Nyland Produce Limited,"Millgrove, ON L8B 1T3",8431-Ouvriers agricoles,10
,,Geronne Farms,"Chatham, ON N7M 5J4","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
,,Glen Elgin Vineyard Management (2012) Inc,"Jordan, ON L0R 1S0",8431-Ouvriers agricoles,1
,,Greenwood Mushroom Farm,"Ashburn, ON L0B 1A0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",4
,,,,8611-Manoeuvres à la récolte,20
,,Greiden Farms Ltd,"St. Mary's, ON N4X 1C5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",4
,,Grownright Inc.,"Woodstock, ON N4S 7V9",0821-Gestionnaires en agriculture,1
,,Hao Fu Farm Ltd,"Newmarket, ON L3Y 4V9",8431-Ouvriers agricoles,27
,,J and B Swine Ltd,"Arkona, ON N0M 1B0",8431-Ouvriers agricoles,3
,,JM Hydroponics Ltd,"Kingsville, ON N9Y 2N5",8432-Ouvriers de pépinières et de serres,10
,,Ken Beattie Limited,"Alliston, ON L9R 1V8",8431-Ouvriers agricoles,2
,,Knapp's Decor & Fabrics Ltd,"Guelph, ON N1H 6H7",8432-Ouvriers de pépinières et de serres,2
,,Kuepfer Vineyards,"Hillier, ON K0K 2J0",8431-Ouvriers agricoles,2
,,Leamington Produce Ltd,"Leamington, ON N8H 1N8",8432-Ouvriers de pépinières et de serres,2
,,Lighthall Vineyards Inc.,"Milford, ON K0K 2P0",8431-Ouvriers agricoles,3
,,Mae-Mart Farms Ltd,"Waterford, ON N0E 1Y0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
,,Minnema Farms Ltd.,"Appin, ON N0L 1A0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",5
,,Monaghan Mushrooms Ltd,"Campbellville, ON L0P 1B0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Mor Gro Farms Inc,"Leamington, ON N8H 3X4","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,,,8432-Ouvriers de pépinières et de serres,1
,,Ontario Corporation #002392879,"Waterloo, ON N2V 2M7","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Proplant Propagation Services,"Jarvis, ON N0A 1J0",8432-Ouvriers de pépinières et de serres,30
,,Serkka Farms Inc,"Wallaceburg, ON N8A 4L1",8431-Ouvriers agricoles,35
,,Sitko Farms Inc,"Wilsonville, ON N0E 1Z0",8431-Ouvriers agricoles,23
,,Sluys Holsteins Inc.,"Clinton, ON N0M 1L0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
,,Sunmaster Produce Inc,"Grande Pointe, ON N0P 1S0",8432-Ouvriers de pépinières et de serres,1
,,Super Sweet Honey,"Watford, ON N0M 2S0",8431-Ouvriers agricoles,1
,,Unionville Mushrooms Farm Inc.,"Markham, ON L3P 3J3",8611-Manoeuvres à la récolte,15
,,United Bait Inc.,"Stratford, ON N5A 1W3",8611-Manoeuvres à la récolte,40
,,Van Nes Farms Ltd,"Stratford, ON N5A 6S4","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
,,Vieni Estates Inc.,"Beamsville, ON L0R 1B2",8431-Ouvriers agricoles,1
,,Wide Open Farms Inc.,"Windham Centre, ON N0E 2A0",8431-Ouvriers agricoles,1
,,Woo Sung Canada,"Simcoe, ON N3Y 4J9",8431-Ouvriers agricoles,10
,Résident permanent seulement,1559377 Ontario Inc.,"Locust Hill, ON L0H 1J0",7271-Charpentiers-menuisiers,1
,,1622356 Ontario Limited,"Kingston, ON K7M 3X9",6322-Cuisiniers,1
,,1741019 Ontario Inc.,"Delhi, ON N4B 1V7",0621-Directeurs - commerce de détail et de gros,1
,,1808181 Ontario Inc.,"Orillia, ON L3V 5E9",6311-Superviseurs des services alimentaires,1
,,1852075 Ontario Inc.,"Thunder Bay, ON P7B 5N2",6322-Cuisiniers,1
,,1934075 Ontario Inc,"North York, ON M3H 1S8",6311-Superviseurs des services alimentaires,1
,,2100682 Ontario Inc.,"Mississauga, ON L4T 0A5",1221-Agents d'administration,1
,,2117240 Ontario Ltd.,"Markham, ON L3P 1A1",6211-Superviseurs des ventes - commerce de détail,1
,,2226384 Ontario Inc.,"Niagara Falls, ON L2E 4C3",6211-Superviseurs des ventes - commerce de détail,1
,,2246176 Ontario Inc,"North York, ON M2N 3A8",0631-Directeurs de la restauration et des services alimentaires,1
,,2273790 Ontario Inc.,"St Catharines, ON L2T 2K9",0631-Directeurs de la restauration et des services alimentaires,1
,,2287033 Ontario Inc.,"Toronto, ON M1H 2A5",1111-Vérificateurs et comptables,1
,,2290082 Ontario Inc.,"Toronto, ON M6C 2E3","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,2329548 Ontario Inc.,"Toronto, ON M6J 1G4",0631-Directeurs de la restauration et des services alimentaires,1
,,2356061 Ontario Inc. o/a Boardwalk Shoes,"Mississauga, ON L5B 4M4",0621-Directeurs - commerce de détail et de gros,1
,,2359455 Ontario Inc,"Toronto, ON M9N 1W8",1311-Techniciens en comptabilité et teneurs de livres,1
,,2383879 Ontario Inc DBA Warraich Meats,"Woodbridge, ON L4H 1R4",0631-Directeurs de la restauration et des services alimentaires,1
,,2396090 Ontario Inc.,"Brampton, ON L6T 3R5",6322-Cuisiniers,1
,,2404763 Ontario Inc.,"Brampton, ON L6R 1W4",0621-Directeurs - commerce de détail et de gros,1
,,2437602 Ontario Inc.,"Timmins, ON P4N 7N5",6211-Superviseurs des ventes - commerce de détail,1
,,2442736 Ontario Inc.,"Kingston, ON K7M 3E9",6315-Surveillants des services de nettoyage,1
,,2517298 Ontario Inc.,"Brantford, ON N3R 8A7","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,6178235 Canada Inc.,"Mississauga, ON L5S 1T7",1431-Commis à la comptabilité et personnel assimilé,1
,,8125392 Canada Inc.,"Brampton, ON L6X 5E9",1241-Adjoints administratifs,1
,,8272450 Canada Inc.,"Brampton, ON L6X 4T7",1241-Adjoints administratifs,1
,,8310165 Canada Ltd.,"Toronto, ON M5B 1X8",1241-Adjoints administratifs,1
,,8442274 Canada Inc,"Brampton, ON L6W 2C2",0631-Directeurs de la restauration et des services alimentaires,1
,,8454850 Canad Ltd,"North Bay, ON P1B 4Y2",6421-Vendeurs - commerce de détail,1
,,8618763 Canada Inc,"Brampton, ON L6T 5B4",7295-Poseurs de revêtements d'intérieur,1
,,A&C Law Firm LLP,"Ottawa, ON K1V 7Z3","4164-Recherchistes, experts-conseils et agents de programmes en politiques sociales",1
,,A+ Academy of Advancement Inc,"Scarborough, ON M1K 5G8",4031-Enseignants au niveau secondaire,1
,,,,4032-Enseignants aux niveaux primaire et préscolaire,1
,,A1 Wholesale Inc.,"Toronto, ON M3J 2T2",6221-Spécialistes des ventes techniques - commerce de gros,1
,,A-Class Upholstery Ltd.,"Brampton, ON L6T 3V1","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Adelaide Street Hospitality Inc.,"Toronto, ON M5H 1T1",6321-Chefs,1
,,Akhny Solutions Inc.,"Etobicoke, ON M9W 6N5",2283-Évaluateurs de systèmes informatiques,1
,,All WEather Systems Limited,"Mississauga, ON L5T 2B4",7313-Mécaniciens en réfrigération et en climatisation,1
,,Ancam Solutions Company Ltd,"Oakville, ON L6L 6J4",1111-Vérificateurs et comptables,1
,,Ashley Interiors,"Brockville, ON K6V 7H6",5242-Designers d'intérieur et décorateurs d'intérieur,1
,,Avion Technologies Inc.,"Mississauga, ON L5S 1M9",2233-Technologues et techniciens en génie industriel et en génie de fabrication,1
,,,,"7201-Entrepreneurs et contremaîtres des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé",1
,,,,9417-Opérateurs de machines d'usinage,1
,,Ballet Creole,"Etobicoke, ON M8Y 1B1",5134-Danseurs,1
,,Bawa Construction Inc.,"Brantford, ON N3R 4C5",7282-Finisseurs de béton,1
,,Beacon House International College,"Mississauga, ON L5B 3Z6","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Brampton Painting Co. LTD,"Mississauga, ON L5T 1B6",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),2
,,Brancour Inc.,"Dundas, ON L9H 7H9","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,Bread House Ltd.,"Woodbridge, ON L4L 6B4",0621-Directeurs - commerce de détail et de gros,1
,,Britishoxford Consultants Inc.,"Brampton, ON L6S 3L9",1241-Adjoints administratifs,1
,,Canada Worldwide Services Inc.,"Mississauga, ON L4T 3T1","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Canadian Grain Inc.,"Oakville, ON L6H 7S8","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Canadian Medical Alliance,"Kanata, ON K2L 2N2",6221-Spécialistes des ventes techniques - commerce de gros,2
,,Canadian Systems Inc.,"Etobicoke, ON M9W 0B5",5211-Techniciens dans les bibliothèques et les services d'archives publiques,1
,,Cantex Distribution Inc.,"Niagara Falls, ON L2E 4B7",0114-Directeurs d'autres services administratifs,1
,,Cellular X,"Markham, ON L3A 3V7",6211-Superviseurs des ventes - commerce de détail,1
,,Central Tree Care Ltd.,"Toronto, ON M1L 4M7","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
,,Cheema Electrical Services Ltd.,"Brampton, ON L6T 5G1",2241-Technologues et techniciens en génie électronique et électrique,1
,,Crown Accounting Services Inc.,"Brampton, ON L6X 1B2",1311-Techniciens en comptabilité et teneurs de livres,1
,,Cutting Edge Frames and Moulding Inc.,"Toronto, ON M3J 2N5",1221-Agents d'administration,1
,,DEALS UNLIMITED TRADING INC. O/A Shell Caledonia,"Etobicoke, ON M9W 7E5",0621-Directeurs - commerce de détail et de gros,1
,,Doublewin International Corp,"Toronto, ON M1V 4Y1","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,Dr. Nelantine Jesuthasa Professional Corp,"Toronto, ON M1T 3T6",3237-Autre personnel technique en thérapie et en diagnostic,1
,,Dr. Preeti Jani Optometry Professional Corporation,"Mississauga, ON L5V 1G7",3231-Opticiens d'ordonnances,1
,,Dragon Staffing,"Toronto, ON M1T 3K8",1223-Agents des ressources humaines et de recrutement,1
,,ECS Electric Inc.,"Mississauga, ON L5N 7C8",7242-Électriciens industriels,1
,,Elite Automobiles Inc.,"Ottawa, ON K1A 7L9","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Eurospec Tooling Partnership,"Newmarket, ON L3Y 7B2",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
,,Fast Track Immigration Services,"Toronto, ON M5A 2K3",1241-Adjoints administratifs,1
,,Footprints Therapy Ltd.,"Toronto, ON M3B 2R2",3232-Praticiens des médecines douces,1
,,FunctionAbility Rehabilitation Services,"Vaughan, ON L4J 3M4",3143-Ergothérapeutes,1
,,Gigg Express Inc.,"Mississauga, ON L4W 5L5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Global IT Connect Ltd.,"Mississauga, ON L4V 1W1",2172-Analystes de bases de données et administrateurs de données,1
,,Golden Leaf Plastics Inc.,"Markham, ON L3R 5M1",8211-Surveillants de l'exploitation forestière,1
,,Guru's Hakka Chinese & Indian Cuisine Inc.,"Mississauga, ON L5V 2W1",6322-Cuisiniers,1
,,High Strength & Profiles Inc.,"Mississauga, ON L5S 1K4",2253-Technologues et techniciens en dessin,1
,,Homelife Miracle Realty Ltd.,"Etobichoke, ON M9V 5C6","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,JMA Accounting Professional Corporation,"Oakville, ON L6J 7W5",1212-Superviseurs de commis de finance et d'assurance,1
,,Kitchen Stuff Plus Inc.,"Toronto, ON M6B 1W6",0621-Directeurs - commerce de détail et de gros,1
,,Kristin Heeney Optometry Professional Corp,"Toronto, ON M5V 2K8",3231-Opticiens d'ordonnances,1
,,Lake of the Woods District Hospital,"Kenora, ON P9N 3W7",2241-Technologues et techniciens en génie électronique et électrique,1
,,Lemine Real Estate Consulting Inc.,"Richmond Hill, ON L4B 4N6",5241-Designers graphiques et illustrateurs,1
,,Little Kickers Canada Holdings Ltd,"Toronto, ON M4E 3M3","0513-Directeurs de programmes et de services de sports, de loisirs et de conditionnement physique",1
,,Lixar I.T. Inc.,"Ottawa, ON K1K 2C5",5241-Designers graphiques et illustrateurs,1
,,Marana Kitchen & Home Design,"Etobicoke, ON M9W 5G3",2253-Technologues et techniciens en dessin,2
,,Marvel Lazer Inc,"Mississauga, ON L4Z 2E8",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
,,MasonryWorx,"Mississauga, ON L4W 5A1","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,Metex Heat Treating Ltd,"Brampton, ON L6T 4M2",7311-Mécaniciens de chantier et mécaniciens industriels,1
,,N Architecture Inc.,"Toronto, ON M2N 4V2",1241-Adjoints administratifs,1
,,Narayanmuni Corporation,"Sault Ste Marie, ON P6B 4Y9",6311-Superviseurs des services alimentaires,1
