Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Demandes
,,Hyrax Orthodontic Lab,"Okotoks, AB T1S 1J3",3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires,1
,,Ideal Contract Services Ltd.,"Edmonton, AB T6E 5C8","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,iHome Media Inc,"Calgary, AB T2B 0K6",2282-Agents de soutien aux utilisateurs,1
,,Indo-Bridge Inc.,"Calgary, AB T2K 3R8","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,Izah Corporation,"Edson, AB T7E 1V2",0621-Directeurs - commerce de détail et de gros,1
,,K. Sideri Professional Corporation,"Edmonton, AB T6G 1C3",1243-Adjoints administratifs médicaux,1
,,Kansas Ridge Trucking Ltd.,"Lacombe, AB T4L 2N4","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,M & T Ceramic Tile and Marble Ltd.,"Calgary, AB T3P 1G1","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
,,Modus Enterprises Ltd.,"Calgary, AB T2B 3R3","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
,,Municipal District of Mackenzie #23,"Fort Vermillion, AB T0H 1N0",2153-Urbanistes et planificateurs de l'utilisation des sols,1
,,Parcae Ltd.,"Sturgeon County, AB T8T 0C7",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,Regency Innovations Inc.,"Edmonton, AB T6E 5H7",1221-Agents d'administration,1
,,Sameera & Sophina Restaurants Ltd,"Edmonton, AB T6K 4A2",0631-Directeurs de la restauration et des services alimentaires,1
,,Shamrock Building Services Ltd,"Edmonton, AB T5L 0T6",7204-Entrepreneurs et contremaîtres en charpenterie,3
,,Thomas Insulation Constructors Inc.,"Calgary, AB T2E 6W1","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Tingley Implements Inc,"Lloydminster, AB T9V 3A3",7312-Mécaniciens d'équipement lourd,1
,,"Two Pillars Financial Solutions, Inc.","Edmonton, AB T6W 0G9",1212-Superviseurs de commis de finance et d'assurance,1
,,Westlock Motors Ltd.,"Westlock, AB T7P 2E4",7301-Entrepreneurs et contremaîtres en mécanique,1
,,Window Mart Inc.,"Edmonton, AB T6E 6M9",6221-Spécialistes des ventes techniques - commerce de gros,1
,   Bas salaire,100 West Ltd,"Lloydminster, AB T9V 3B7",6311-Superviseurs des services alimentaires,1
,,1007876 Alberta Ltd.,"Westlock, AB T7P 2C6",6311-Superviseurs des services alimentaires,1
,,1100512 Alberta Ltd,"Edmonton, AB T6G 1E4",6316-Surveillants des autres services,1
,,1172679 Alberta Ltd,"Edmonton, AB T6H 0K5",6322-Cuisiniers,2
,,1205466 Alberta Ltd,"Grimshaw, AB T0H 1W0",6322-Cuisiniers,1
,,1208922 Alberta Ltd,"Peace River, AB T8S 1S3",6311-Superviseurs des services alimentaires,1
,,1231023 Alberta Ltd,"Edmonton, AB T6W 1M9",6311-Superviseurs des services alimentaires,1
,,1425207 Alberta Ltd,"Edmonton, AB T6V 0C5",6311-Superviseurs des services alimentaires,1
,,1479554 Alberta Ltd.,"Calgary, AB T3E 6K6",6311-Superviseurs des services alimentaires,1
,,1482425 Alberta Ltd,"Edmonton, AB T5B 0G1",0631-Directeurs de la restauration et des services alimentaires,1
,,1485615 Alberta Ltd,"Calgary, AB T2Z 0C2",6311-Superviseurs des services alimentaires,1
,,1502919 Alberta Ltd,"Edmonton, AB T6H 3A4",6311-Superviseurs des services alimentaires,1
,,1619904 Alberta Ltd.,"Bonnyville, AB T9N 0C3","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,1624496 Alberta Ltd,"Medicaine Hat, AB T1E 5N5",6611-Caissiers,1
,,1635107 Alberta Ltd.,"Vermilion, AB T9X 0B4",6311-Superviseurs des services alimentaires,1
,,1688599Alberta Ltd,"Edmonton, AB T5J 4G9",6311-Superviseurs des services alimentaires,1
,,1689796 Alberta Ltd.,"Fox Creek, AB T0H 1P0",6311-Superviseurs des services alimentaires,1
,,1716808 Alberta Ltd.,"Calgary, AB T2H 2Z9",6315-Surveillants des services de nettoyage,1
,,1730203 Alberta Ltd.,"Grassland, AB T0A 1V0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,,,6525-Réceptionnistes d'hôtel,1
,,1773697 Alberta Ltd,"Edmonton, AB T6E 2A2",6211-Superviseurs des ventes - commerce de détail,1
,,1810725 Alberta Ltd,"Peace River, AB T8S 1R7",6322-Cuisiniers,1
,,1811926 Alberta Ltd.,"Grande Prairie, AB T8V 7T3",6311-Superviseurs des services alimentaires,1
,,1823076 Alberta Ltd,"Edmonton, AB T5T 4M2",6311-Superviseurs des services alimentaires,1
,,1889508 Alberta Ltd.,"Calgary, AB T2W 5B5",6321-Chefs,1
,,1889917 Alberta Ltd.,"Calgary, AB T2H 0L8",6311-Superviseurs des services alimentaires,1
,,1891841 Alberta Ltd.,"Edmonton, AB T5P 4Y2",6211-Superviseurs des ventes - commerce de détail,1
,,1908036 Alberta Ltd.,"Calgary, AB T2Y 2Z7",6311-Superviseurs des services alimentaires,1
,,1910014 Alberta Ltd.,"Calgary, AB T3J 5H2",6315-Surveillants des services de nettoyage,1
,,1912758 Alberta Ltd o/a Shawarma Palace and Convenience,"Fort McMurray, AB T9K 0T4",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,1
,,1912892 Alberta Ltd,"Calgary, AB T2Y 3C1",6322-Cuisiniers,1
,,1941438 Alberta Ltd.,"Calgary, AB T3N 0C8",6211-Superviseurs des ventes - commerce de détail,1
,,1942093 Alberta Ltd,"Edmonton, AB T5T 2S5",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
,,1948119 Alberta Ltd,"Edmonton, AB T5J 1G1",6311-Superviseurs des services alimentaires,1
,,1965038 Alberta Ltd.,"High River, AB T1V 2A9",6311-Superviseurs des services alimentaires,1
,,1970188 Alberta Ltd.,"Fort Saskatchewan, AB T8L 0V6",6311-Superviseurs des services alimentaires,2
,,2004354 Alberta Ltd.,"Leduc, AB T9E 0J6",6311-Superviseurs des services alimentaires,2
,,417719 Alberta Ltd.,"Calgary, AB T2X 1Z3",6732-Nettoyeurs spécialisés,1
,,508343 Alberta Inc,"Valleyview, AB T0H 3N0",6311-Superviseurs des services alimentaires,1
,,526753 Alberta Ltd,"Calgary, AB T2J 5N8",6322-Cuisiniers,1
,,544562 Alberta Ltd.,"Fort McMurray, AB T9H 4V8",6322-Cuisiniers,2
,,628851 Alberta Ltd,"Red Deer, AB T4R 1N9",6322-Cuisiniers,1
,,681454 Alberta Ltd.,"Wabasca, AB T0G 2K0",0631-Directeurs de la restauration et des services alimentaires,1
,,855782 Alberta Ltd,"Edmonton, AB T5A 5B5",6311-Superviseurs des services alimentaires,4
,,945935 Alberta Ltd,"Leduc, AB T9E 6P1",6311-Superviseurs des services alimentaires,1
,,A1 Triple X Ltd.,"Calgary, AB T3J 0J5",1221-Agents d'administration,1
,,Able Tire Service Ltd.,"Calgary, AB T2B 2Y8",7535-Autres préposés à la pose et à l'entretien des pièces mécaniques d'automobiles,1
,,AHN Enterprises Ltd,"Athabasca, AB T9S 1A5",6525-Réceptionnistes d'hôtel,1
,,,,6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,2
,,Alberta Production Machining Ltd,"Edmonton, AB T6B 3S5",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
,,Astha Fine Indian Cuisine Ltd.,"Red Deer, AB T4P 1K4",6322-Cuisiniers,1
,,ATV Edmonton Motorsports Ltd,"Edmonton, AB T5L 4L8",6221-Spécialistes des ventes techniques - commerce de gros,1
,,Autumn Mist Janitorial Services Inc,"Grande Prairie, AB T8V 7G7",6315-Surveillants des services de nettoyage,1
,,Brooklyn Pizzeria & Taps Inc,"Calgary, AB T2H 2J5",6321-Chefs,1
,,Byblos Bakery Ltd.,"Calgary, AB T2E 8J8","9461-Opérateurs de machines et de procédés industriels dans la transformation des aliments, des boissons et des produits connexes",3
,,Calg Chicken Foods Inc,"Edmonton, AB T5S 2X4",0631-Directeurs de la restauration et des services alimentaires,1
,,,,6311-Superviseurs des services alimentaires,1
,,Canadian Base Transport Ltd.,"Calgary, AB T3L 3G6",1221-Agents d'administration,1
,,Canadian Professional Cleaning Inc,"Drayton Valley, AB T7A 1H8",6315-Surveillants des services de nettoyage,1
,,Company of Rogues Ltd.,"Calgary, AB T2T 0B6",1241-Adjoints administratifs,1
,,Corridor Communications Inc,"Calgary, AB T2E 7H8",2282-Agents de soutien aux utilisateurs,1
,,Craft Flooring Ltd.,"Calgary, AB T3J 4T2",7295-Poseurs de revêtements d'intérieur,1
,,Dalhousie Community Association,"Calgary, AB T3A 1V6",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Dil Transport Ltd,"Edmonton, AB T6T 0G3",1241-Adjoints administratifs,1
,,Edmonton Kinsmen Diving Club,"Edmonton, AB T6E 2V3",5252-Entraîneurs,1
,,Fantastic Cleaner Inc.,"Calgary, AB T3A 4M3",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
,,Fashion Hair Centre,"Edmonton, AB T6C 0Y4",6341-Coiffeurs et barbiers,1
,,Fort Joes Enterprises Ltd,"Fort McMurray, AB T9H 2J3",6311-Superviseurs des services alimentaires,1
,,Fortis LGS Structures Inc,"Edmonton, AB T6N 0A3",7611-Aides de soutien des métiers et manoeuvres en construction,5
,,Ghost Town Tattoo Inc.,"Okotoks, AB T1S 1B4","6562-Esthéticiens, électrolystes et personnel assimilé",1
,,Graham & Lane Florists Ltd,"Edmonton, AB T5J 2Y9",6211-Superviseurs des ventes - commerce de détail,1
,,Green and White Enterprises Ltd,"Camrose, AB T4V 4T1",6311-Superviseurs des services alimentaires,1
,,Inah Nail Art Salon Ltd.,"Fort McMurray, AB T9K 0Z3",6316-Surveillants des autres services,1
,,Italian Centre Shop Ltd.,"Edmonton, AB T5H 2E4",6421-Vendeurs - commerce de détail,1
,,Italian Centre Shop South Ltd,"Edmonton, AB T5H 2E4",6421-Vendeurs - commerce de détail,1
,,J&G International Trading Ltd.,"Tofield, AB T0B 4J0",6211-Superviseurs des ventes - commerce de détail,1
,,Jabbour Holdings Ltd,"Devon, AB T9G 0A6",6211-Superviseurs des ventes - commerce de détail,1
,,James Richer Enterprises Ltd.,"Vegreville, AB T9C 1C2",6311-Superviseurs des services alimentaires,7
,,Jays Pet Care Corporation,"Edmonton, AB T6J 6P6",3213-Technologues en santé animale et techniciens vétérinaires,1
,,Jugo 168 Ltd,"Calgary, AB T2H 0K8",6311-Superviseurs des services alimentaires,1
,,LHK Investment Corp.,"Grande Prairie, AB T8V 4M9",6315-Surveillants des services de nettoyage,1
,,Liquor XS Inc.,"Edmonton, AB T6K 4A2",6211-Superviseurs des ventes - commerce de détail,1
,,MH Dhaliwal Trucking Ltd.,"Edmonton, AB T6P 1S8",1241-Adjoints administratifs,1
,,MJT Oilfield Sewing & Cleaning,"Fox Creek, AB T0H 1P0",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
,,On Time Concrete Pumping Ltd,"Edmonton, AB T6N 1A8",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,Option Construction Corp.,"Spruce Grove, AB T7X 3B5",7511-Conducteurs de camions de transport,1
,,Oriental Noodle House Thanh Thanh Restaurant Ltd.,"Edmonton, AB T5H 2S3",0631-Directeurs de la restauration et des services alimentaires,1
,,Panalta - 3 Investments Ltd,"Olds, AB T4H 1J5",6322-Cuisiniers,1
,,Pichay Janitorial Services Inc.,"High Prairie, AB T0G 1E0",6315-Surveillants des services de nettoyage,1
,,Polish Bilingual Program Parent Advisory Society,"Edmonton, AB T5G 0L8",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Protective Surface Enterprises Ltd.,"Calgary, AB T2K 5X3",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
,,Raj Woodwork Ltd.,"Edmonton, AB T6T 1N4",7272-Ébénistes,2
,,Ranjinder & Sukh Investments Inc. o/a Bottle Bin,"Edmonton, AB T6E 5E9",9227-Surveillants dans la fabrication et le montage de produits divers,1
,,Rayon Liquor LTD,"Calgary, AB T3N 0P1",6211-Superviseurs des ventes - commerce de détail,1
,,Roshan Catering Ltd.,"Calgary, AB T1Y 3T5",6311-Superviseurs des services alimentaires,1
,,SDI Trans Ltd.,"Edmonton, AB T5T 4R4",1525-Répartiteurs,1
,,Skylark Stucco Ltd.,"Calgary, AB T3J 4Z2",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,Sleepy Creek Bed & Breakfast Inc,"Calgary, AB T2G 1Z1",6322-Cuisiniers,1
,,South Side Ornamental Iron Works (1979) Co. Ltd,"Edmonton, AB T6E 4C1",9612-Manoeuvres en métallurgie,1
,,Spruce Meadows Ltd,"Calgary, AB T2X 4B7","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",1
,,SRZS Enterprises Inc,"Vegreville, AB T9C 1R2",6211-Superviseurs des ventes - commerce de détail,1
,,Stella General Cleaning Ltd.,"Okotoks, AB T1S 2L7",6315-Surveillants des services de nettoyage,1
,,Sunshine Food Inc,"Okotoks, AB T1S 0J4",6322-Cuisiniers,1
,,Sylvan Jewellers Ltd,"Red Deer, AB T4R 3A2","6344-Bijoutiers, réparateurs de bijoux, horlogers-rhabilleurs et personnel assimilé",1
,,Thai Place Restaurant Ltd.,"Calgary, AB T2K 3M9",6311-Superviseurs des services alimentaires,1
,,The Beauty Control Group Ltd.,"Edmonton, AB T5T 6X4",6211-Superviseurs des ventes - commerce de détail,1
,,,,6421-Vendeurs - commerce de détail,3
,,The Canadian Brewhouse (Red Deer) Ltd,"Edmonton, AB T6X 0A7",6322-Cuisiniers,4
,,The Green Depot Fort McMurray Inc,"Edmonton, AB T6X 0N9","9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",1
,,The Pizza Boxx,"Red Deer, AB T4N 6V9",6322-Cuisiniers,1
,,Triple C's Foods Group Inc,"Cold Lake, AB T9M 0G1",6311-Superviseurs des services alimentaires,2
,,V.Q. Trinh Inc.,"Edmonton, AB T6E 5P3","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
,  Agriculture primaire,256961 Alberta Ltd,"Lethbridge, AB T1K 6Z8",8431-Ouvriers agricoles,1
,,638152 Alberta Ltd.,"Nanton, AB T0L 1R0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Bear Springs Farm,"Smoky Lake, AB T0A 3C0",8431-Ouvriers agricoles,4
,,Black & White Dairy Ltd,"Lacombe, AB T4L 2N1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Bray-Dan Harvesting Inc,"Lethbridge, AB T1K 6L4",8611-Manoeuvres à la récolte,4
,,Fordville Farm Corp.,"Foothills, AB T1S 3G7",8431-Ouvriers agricoles,3
,,Kuhlmann's Market Gardens & Greenhouses Ltd,"Edmonton, AB T5Y 6L6",8431-Ouvriers agricoles,2
,,Kuku Farms Ltd,"Sturgeon County, AB T8R 0V5",8431-Ouvriers agricoles,3
,,Norbest Farms Ltd,"Edmonton, AB T5Y 6K3",8431-Ouvriers agricoles,4
,,Philipsen Farm Ltd,"Lacombe, AB T4L 2N5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",3
,,Sinke Farms Ltd.,"Picture Butte, AB T0K 1V0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Vandemunt Dairy Corp.,"Picture Butte, AB T0K 1V0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,Résident permanent seulement,1273129 Alberta Ltd,"Edmonton, AB T6X 0J4",1311-Techniciens en comptabilité et teneurs de livres,1
,,1917690 Alberta Ltd,"Edmonton, AB T5H 4K8",6322-Cuisiniers,1
,,Rush Roofing & Contracting Corp,"Foothills, AB T1S 3M1",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,S. J. Suleman Investment Ltd,"Red Deer, AB T4P 1A2",0632-Directeurs des services d'hébergement,1
,,Stanley Park Investments Ltd,"Calgary, AB T2J 7G5","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Colombie-Britannique,    Haut salaire,0846236 BC Ltd.,"Surrey, BC V3X 1B7","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",2
,,1043759 BC Ltd.,"Richmond, BC V7A 3B4",1526-Horairistes de trajets et d'équipages,1
,,1104807 BC Ltd.,"Chilliwack, BC V2R 1A5",7271-Charpentiers-menuisiers,2
,,3DS- Three Dimensional Services Inc.,"Burnaby, BC V5B 3A9",7272-Ébénistes,1
,,663584 BC Ltd,"Surrey, BC V3W 1E6",0125-Directeurs d'autres services aux entreprises,1
,,Abbey Cedar Products Ltd.,"Abbotsford, BC V2T 6J8",7271-Charpentiers-menuisiers,1
,,Acme Glass Ltd.,"Surrey, BC V3W 0A6",9227-Surveillants dans la fabrication et le montage de produits divers,1
,,Agam Holding Ltd,"Surrey, BC V3S 0Y9",7511-Conducteurs de camions de transport,3
,,AK Electric Ltd.,"Coquitlam, BC V3B 7K4",7242-Électriciens industriels,1
,,Akem Homes Ltd.,"Surrey, BC V3V 6Z9",7271-Charpentiers-menuisiers,2
,,Andama Construction Ltd,"Vancouver, BC V6C 1T2",7271-Charpentiers-menuisiers,2
,,Anna Cleaning Services,"North Vancouver, BC V7K 2Y2",6315-Surveillants des services de nettoyage,1
,,Armsby Holdings Ltd.,"Armstrong, BC V0E 1B0",9227-Surveillants dans la fabrication et le montage de produits divers,1
,,Ash Services Ltd,"Surrey, BC V3W 1E6",2253-Technologues et techniciens en dessin,1
,,Benchmark Tech Recruitment Ltd.,"Burnaby, BC V5J 5J8",1223-Agents des ressources humaines et de recrutement,1
,,Border Carrier Ltd,"Surrey, BC V3V 7A5",7305-Surveillants du transport routier et du transport en commun,1
,,Boyal Enterprises Ltd,"Abbotsford, BC V2T 1T7",7271-Charpentiers-menuisiers,1
,,Brenta Construction Inc.,"Burnaby, BC V5B 3A6",2234-Estimateurs en construction,1
,,Burrard Roofing & Drainage Ltd.,"North Vancouver, BC V7H 1T6",2175-Concepteurs et développeurs Web,1
,,Busy Boys Electrical Ltd.,"Surrey, BC V3W 3B2",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,2
,,Central City Brewers & Distillers Ltd,"Surrey, BC V5T 5X3",0631-Directeurs de la restauration et des services alimentaires,1
,,Cheam Taxi Ltd.,"Abbotsford, BC V2S 7W8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Combined Systems Inc.,"Langley, BC V2L 2Z3",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
,,Crew Marketing Partners Inc,"Surrey, BC V3S 5J9",5241-Designers graphiques et illustrateurs,1
,,De Ziner Door Manufacturing Ltd,"Surrey, BC V3W 3H7","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
,,Dezzen Developments Inc.,"Burnaby, BC V5C 3Z6","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,Dhaliwal Ventures Inc.,"Surrey, BC V3S 1Z9",7271-Charpentiers-menuisiers,1
,,Dumondes Service Management INC.,"Vancouver, BC V5R 0A7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Effective Auto Body Repair Ltd,"Richmond, BC V6X 2B8",7322-Débosseleurs et réparateurs de carrosserie,1
,,Feed Engineering Inc.,"West Vancouver, BC V7T 1A7","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Fig Deli Ltd.,"Victoria, BC V8P 2P3",0621-Directeurs - commerce de détail et de gros,1
,,First Majestic Silver Corp.,"Vancouver, BC V6C 3L2",0111-Directeurs financiers,1
,,Gibo Health Food Ltd,"Richmond, BC V6Y 2B2",0113-Directeurs des achats,1
,,Golden Summit International Development Ltd.,"Richmond, BC V6X 1C3",6322-Cuisiniers,3
,,Golden Trading BC Ltd.,"Surrey, BC V3W 7J1","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,Good Luck International Enterprises Ltd,"Richmond, BC V6X 2C2",6322-Cuisiniers,1
,,Handi Cuisine Ltd.,"West Vancouver, BC V7A 1A6",6332-Boulangers-pâtissiers,1
,,Hanok Burnaby Restaurant Ltd,"Burnaby, BC V3J 1N3",6322-Cuisiniers,1
,,Hayer Demolition Ltd,"Surrey, BC V6X 3N2",7237-Soudeurs et opérateurs de machines à souder et à braser,1
,,Holland Imports Inc.,"Burnaby, BC V5C 3W3",5241-Designers graphiques et illustrateurs,1
,,Huamulan Developments Inc.,"Richmond, BC V6W 1J9","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Island Travel Inn Inc.,"Victoria, BC V8T 4K6",6315-Surveillants des services de nettoyage,1
,,J.M.T Enterprises Inc.,"Surrey, BC V3W 4E7","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Japan Sky Dining Ltd.,"Richmond, BC V7C 4N1",6321-Chefs,1
,,JDH Eco-Service Ltd.,"Vancouver, BC V5Y 1E9","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,Jimmy Carroll Steel Fixing Ltd,"North Vancouver, BC V7L 1H7","7201-Entrepreneurs et contremaîtres des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé",2
,,Keltek Concrete Ltd.,"Vancouver, BC V6B 2W9",7282-Finisseurs de béton,3
,,Limpark Investments Ltd.,"Burnaby, BC V3N 4N3",6316-Surveillants des autres services,1
,,M & S Sushi Ltd.,"Kamloops, BC V2E 2R7",6322-Cuisiniers,1
,,M.Y. CTrips Travel & Tours Ltd.,"Richmond, BC V6X 3M7",0621-Directeurs - commerce de détail et de gros,1
,,Mander Bros. Enterprises Ltd.,"Delta, BC V4C 6P6",7237-Soudeurs et opérateurs de machines à souder et à braser,2
,,Mann Framing Ltd,"Surrey, BC V3X 0B8",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,Maple Ridge Motorsports Ltd.,"Maple Ridge, BC V2X 2P8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Matrix Marble Corporation,"Duncan, BC V9L 6W2",7283-Carreleurs,1
,,Max Truck Repair Ltd.,"Surrey, BC V3S 3G1",1411-Employés de soutien de bureau généraux,1
,,"Mervin Lee, M. D., Inc.","Burnaby, BC V5H 2E4",1243-Adjoints administratifs médicaux,1
,,MP Electrical Contracting Ltd,"Richmond, BC V6V 1P8",7241-Électriciens (sauf électriciens industriels et de réseaux électriques),1
,,Niki Design & Glass Studio Inc.,"North Vancouver, BC V7M 1E7",7292-Vitriers,2
,,Nippon Data Inc.,"Langley, BC V3A 3Y1",2171-Analystes et consultants en informatique,1
,,Oak and Fort Corp,"Vancouver, BC V5T 1J3",6211-Superviseurs des ventes - commerce de détail,1
,,Offworld Industries Ltd,"Burnaby, BC V3N 1B8",5223-Techniciens en graphisme,1
,,Outbound Adventures Ltd,"Victoria, BC V9C 4G6",0621-Directeurs - commerce de détail et de gros,1
,,P & M Masonry & Construction Ltd.,"Surrey, BC V3V 2C9","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
,,Pacific Coast Distribution Ltd.,"Surrey, BC V4W 4B2",7511-Conducteurs de camions de transport,1
,,Platinum Professional Claim Services Ltd.,"Richmond, BC V6V 2E4",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,Prudential Transportation Ltd.,"Surrey, BC V3W 1R1",7237-Soudeurs et opérateurs de machines à souder et à braser,2
,,Puri Carpet and Flooring Ltd,"Surrey, BC V4N 4T7",7295-Poseurs de revêtements d'intérieur,1
,,Qualicum Beach Inn Corporation,"Qualicum Beach, BC V9K 1G8","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,Rai & Sandhu Inc. dba Max's Bakery & Deli,"Vancouver, BC V6H 2L2",0631-Directeurs de la restauration et des services alimentaires,1
,,Rami's Cut Barber Shop Ltd.,"Maple Ridge, BC V2X 2T3",6211-Superviseurs des ventes - commerce de détail,1
,,Right Link Logistics Ltd.,"Abbotsford, BC V2S 7N2",1241-Adjoints administratifs,1
,,Skynet Wireless Inc.,"Surrey, BC V3R 1V9",0621-Directeurs - commerce de détail et de gros,1
,,"So, Shin Inc.","Comox, BC V9M 1P8",6322-Cuisiniers,1
,,Sunmore Healthtech Ltd.,"Kamloops, BC V2C 6N9","5125-Traducteurs, terminologues et interprètes",1
,,Superior Tile Contracting Inc.,"Coquitlam, BC V3B 6E8",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,Technicolor Canada Inc et ses divisions,"Vancouver, BC V6B 2S2","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,Terra Mechanical Ltd,"Delta, BC V4L 1P4",7251-Plombiers,1
,,Thind Properties Ltd,"Vancouver, BC V5N 2T6","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
,,Topwin Auto Centre Inc,"Richmond, BC V6X 2B8",6211-Superviseurs des ventes - commerce de détail,1
,,University of British Columbia,"Vancouver, BC V6T 1Z3",4011-Professeurs et chargés de cours au niveau universitaire,1
,,Uptrend Developments Inc,"Vancouver, BC V6E 2P4",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,,,7236-Monteurs de charpentes métalliques,2
,,VECO Audio Technology Inc.,"Richmond, BC V6V 3C3","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,Whistler Resort Cabs Ltd,"Whistler, BC V0N 1B2","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,,,1223-Agents des ressources humaines et de recrutement,1
,   Bas salaire,0974845 BC Ltd,"North Vancouver, BC V7K 1C7",6321-Chefs,1
,,1074257 BC Ltd.,"Prince George, BC V2N 4J9",6311-Superviseurs des services alimentaires,1
,,1110794 B.C. Ltd.,"Langley, BC V3A 4G4",6322-Cuisiniers,1
,,1797148 Alberta Ltd.,"Kelowna, BC V1Y 3V6",6322-Cuisiniers,2
,,627520 BC Ltd.,"North Vancouver, BC V7L 0C6",6311-Superviseurs des services alimentaires,1
,,640675 BC Ltd,"Vancouver, BC V6Z 1X9",6311-Superviseurs des services alimentaires,1
,,777 Eccounting Systems Inc.,"White Rock, BC V4B 3Z4",1311-Techniciens en comptabilité et teneurs de livres,1
,,A. Bosa & Co. Ltd,"Vancouver, BC V5K 4Y3",6421-Vendeurs - commerce de détail,1
,,A1 Indian Restaurant Ltd.,"Surrey, BC V3W 2V7",6322-Cuisiniers,1
,,Akkas Electrical Ltd,"Surrey, BC V3V 5P4",7611-Aides de soutien des métiers et manoeuvres en construction,2
,,All Painting Ltd.,"Coquitlam, BC V3K 4X8",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
,,Alpha One Hair Innovations Ltd.,"Vancouver, BC V6B 2W5",6341-Coiffeurs et barbiers,1
,,Alpha Two Hair Innovations Ltd.,"Richmond, BC V6Y 4B2",6341-Coiffeurs et barbiers,1
,,Artech Painting (2006) Corp.,"Fort St. John, BC V1J 4M6",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
,,Aztlan Construction Limited,"Surrey, BC V3W 6V5",7611-Aides de soutien des métiers et manoeuvres en construction,2
