Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
Ontario,   Bas salaire,GKN Imports,"MISSISSAUGA, ON L4W 4M6","9441-Opérateurs de machines et travailleurs de traitement des fibres et des fils textiles, du cuir et des peaux",1
Ontario,   Bas salaire,Italian Canadian Assistance Inc. o/a Serving People Group,"WOODBRIDGE, ON L4L 8L5",4212-Travailleurs des services sociaux et communautaires,1
Ontario,   Bas salaire,Jay Badri Hospitality,"GANANOQUE, ON K7G 2A8",6322-Cuisiniers,1
Ontario,   Bas salaire,Jonluca Enterprises Inc,"ETOBICOKE, ON M8W 1Z3",7511-Conducteurs de camions de transport,1
Ontario,   Bas salaire,KESHAV JEEVAN KRUPA INC.,"ORILLIA, ON L3V 8A2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Ontario,   Bas salaire,Kmax Hardwood Flooring Inc.,"MISSISSAUGA, ON L5C 2N7",7295-Poseurs de revêtements d'intérieur,1
Ontario,   Bas salaire,Lucky Day Nursery Inc,"HAMILTON, ON L8H 4V5",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Ontario,   Bas salaire,M.G.S. Metal & Wire Art Fixtures Inc,"Brampton, ON L6T 5E7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,   Bas salaire,Mahi Ontario Inc.  o/a Subway,"Cornwall, ON K6J 5T9",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Marianas Logistics Inc.,"BRAMPTON, ON L6Z 4H7",7511-Conducteurs de camions de transport,2
Ontario,   Bas salaire,MEGAPOLIS ROOFING INC.,"THORNHILL, ON L4J 7R3",6222-Acheteurs des commerces de détail et de gros,1
Ontario,   Bas salaire,Mills Trucking Used Parts Inc.,"PETERBOROUGH, ON K9J 0G7",7511-Conducteurs de camions de transport,2
Ontario,   Bas salaire,Onnki Donburi Ltd.,"TORONTO, ON M4Y 1V8",6321-Chefs,1
Ontario,   Bas salaire,Professional Physiotherapy Centres Inc.,"OTTAWA, ON K4A 4W8",1243-Adjoints administratifs médicaux,1
Ontario,   Bas salaire,Queen Video Limited,"Mississauga, ON L5G 1E1",6322-Cuisiniers,1
Ontario,   Bas salaire,Raman Salon & Spa Inc.,"BRAMPTON, ON L6R 3P1","6562-Esthéticiens, électrolystes et personnel assimilé",1
Ontario,   Bas salaire,Rich Wood Designs Inc.,"ST CATHARINES, ON L2R 4B1",7611-Aides de soutien des métiers et manoeuvres en construction,1
Ontario,   Bas salaire,Ristogest Limited,"Toronto, ON M6J 1V2",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Robert Design Group Ltd.,"MISSISSAUGA, ON L4W 1H7",7272-Ébénistes,1
Ontario,   Bas salaire,S. Garach Dentistry Professional Corporation,"Hamilton, ON L9C 1C5",3411-Assistants dentaires,1
Ontario,   Bas salaire,Sagar Indian Cuisine Inc.,"Carleton Place, ON K7C 2V7",6322-Cuisiniers,1
Ontario,   Bas salaire,Skyland Carriers Inc,"MISSISSAUGA, ON L4T 0A5",7511-Conducteurs de camions de transport,1
Ontario,   Bas salaire,Sunrise Montessori School,"Markham, ON L3R 3J8",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Ontario,   Bas salaire,Tender Treasures Montessori School of Woodbridge Inc,"WOODBRIDGE, ON L4L 5Y3",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Ontario,   Bas salaire,Tristar 786 Ontario Inc.,"LINDSAY, ON K9V 6L4",0621-Directeurs - commerce de détail et de gros,1
Ontario,   Bas salaire,Velocity Truck Trailer Centre Inc.,"MISSISSAUGA, ON L5S 1J5",7612-Autres manoeuvres et aides de soutien de métiers,1
Ontario,  Agriculture primaire,1584541 Ontario Inc.,"Niagara on the Lake, ON L0S 1J0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,A&E Dairy,"Amaranth, ON L9V 1L1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Ontario,  Agriculture primaire,Amco Farms Inc.,"Leamington, ON N8H 3W1",0821-Gestionnaires en agriculture,1
Ontario,  Agriculture primaire,Cielo Vista Farms Inc,"LEAMINGTON, ON N8H 3V8",8432-Ouvriers de pépinières et de serres,14
Ontario,  Agriculture primaire,Cob Roller Farms Ltd.,"Watford, ON N0M 2S0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Ontario,  Agriculture primaire,Flinkert Farms Inc.,"New Liskeard, ON P0J 1P0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Hidden Bench Vineyards & Winery Inc,"Beamsville, ON L0R 1B0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,High Park Farms Ltd.,"PETROLIA, ON N0N 1R0",8432-Ouvriers de pépinières et de serres,12
Ontario,  Agriculture primaire,Kevlin Farms Ltd,"PARKHILL, ON N0M 2K0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Ontario,  Agriculture primaire,Moksh Corporation Ltd,"CALEDON VILLAGE, ON L7K 1W3",0821-Gestionnaires en agriculture,1
Ontario,  Agriculture primaire,MOKSH CORPORATION LTD.,"CALEDON VILLAGE, ON L7K 1W3",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Orchard Park Growers Ltd.,"St. Catharines, ON L2R 6P9",8432-Ouvriers de pépinières et de serres,4
Ontario,  Agriculture primaire,Parkins Family Farms Ltd,"ALVINSTON, ON N0N 1A0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Roelands Plant Farms Inc,"Lambton Shores, ON N0N 1J5","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Ontario,  Agriculture primaire,Sitko Farms Inc,"WILSONVILLE, ON N0E 1Z0",8431-Ouvriers agricoles,7
Ontario,  Agriculture primaire,Windulan Holsteins Ltd,"Monkton, ON N0K 1P0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",5
Ontario,  Talent mondial,ECA Tech Inc,"VAUGHAN, ON L4K 0C3",2175-Concepteurs et développeurs Web,1
Ontario,  Talent mondial,Virtusa Consulting & Services Inc.,"Toronto, ON M5H 1T1",2174-Programmeurs et développeurs en médias interactifs,1
Manitoba,     Haut salaire,7300131 Manitoba Ltd,"WINNIPEG, MB R3Y 0N2",7511-Conducteurs de camions de transport,2
Manitoba,     Haut salaire,7325119 Manitoba Ltd,"Brandon, MB R7B 0M8",6322-Cuisiniers,1
Manitoba,     Haut salaire,7383470 Manitoba Ltd.,"CARMAN, MB R0G 0J0","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
Manitoba,     Haut salaire,A&W Flooring Inc.,"WEST ST. PAUL, MB R4A 1C5",7295-Poseurs de revêtements d'intérieur,1
Manitoba,     Haut salaire,Aleko Transport Inc,"Winnipeg, MB R2G 1W4",7511-Conducteurs de camions de transport,2
Manitoba,     Haut salaire,Boisco Enterprise Ltd.,"WINNIPEG, MB R2K 1M4",0621-Directeurs - commerce de détail et de gros,1
Manitoba,     Haut salaire,Deva Jatt - Transport Ltd.,"WINNIPEG, MB R3Y 1Y6","4164-Recherchistes, experts-conseils et agents de programmes en politiques sociales",1
Manitoba,     Haut salaire,Eksukh Ltd.,"WINNIPEG, MB R3W 0H3",7511-Conducteurs de camions de transport,4
Manitoba,     Haut salaire,Longview Logistics Ltd.,"WINNIPEG, MB R2R 1L8",7511-Conducteurs de camions de transport,5
Manitoba,     Haut salaire,Swag Transport Ltd,"WINNIPEG, MB R3C 2E6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Manitoba,   Bas salaire,10004106 Manitoba Inc.,"WINNIPEG, MB R2P 1T2",6311-Superviseurs des services alimentaires,2
Manitoba,   Bas salaire,6292942 MANITOBA LTD.,"WINNIPEG, MB R2V 3C8","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",3
Manitoba,   Bas salaire,7254092 Manitoba Ltd,"WINNIPEG, MB R3B 1M3",6322-Cuisiniers,2
Manitoba,   Bas salaire,Golden Loong Ltd.,"Winnipeg, MB R3T 5W3",6322-Cuisiniers,1
Manitoba,   Bas salaire,Mar's Sisig Restaurant Ltd,"WINNIPEG, MB R3J 2J5",6322-Cuisiniers,1
Manitoba,   Bas salaire,P I Fine Finishing Ltd.,"Lorette, MB R0A 0Y0",7611-Aides de soutien des métiers et manoeuvres en construction,1
Manitoba,   Bas salaire,Prime Properties Ltd,"WINNIPEG, MB R2X 2H3",6733-Concierges et surintendants d'immeubles,1
Manitoba,   Bas salaire,Punjab Banquet Hall and Restaurant,"Winnipeg, MB R2P 1V8",6322-Cuisiniers,3
Manitoba,  Agriculture primaire,Routledge Stock Farms Ltd.,"Lenore, MB R0M 1E0",8431-Ouvriers agricoles,1
Saskatchewan,     Haut salaire,Rockport Carrier Co. Inc,"Moose Jaw, SK S6H 4P4",7511-Conducteurs de camions de transport,5
Saskatchewan,   Bas salaire,101105301 Saskatchewan Ltd,"SASKATOON, SK S7H 1X4",6322-Cuisiniers,2
Saskatchewan,   Bas salaire,101204957 Sask Ltd.,"ROSETOWN, SK S0L 2V0",6321-Chefs,2
Saskatchewan,   Bas salaire,101225647 Saskatchewan Ltd,"REGINA, SK S4P 3A2",6211-Superviseurs des ventes - commerce de détail,1
Saskatchewan,   Bas salaire,C World Travel 2012 Ltd,"REGINA, SK S4R 3K9","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Saskatchewan,   Bas salaire,D.F. Holdings; 1013738636 SK LTD,"Whitewood, SK S0G 5C0",6311-Superviseurs des services alimentaires,1
Saskatchewan,   Bas salaire,Downtown Nail Spa Inc.,"REGINA, SK S4R 0Y4","6562-Esthéticiens, électrolystes et personnel assimilé",2
Saskatchewan,   Bas salaire,Kindersley Transport Ltd,"Saskatoon, SK S7K 4J2",7511-Conducteurs de camions de transport,8
Saskatchewan,   Bas salaire,Moose Jaw Yard Care (2016) Ltd,"MOOSE JAW, SK S6H 7X8","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Saskatchewan,   Bas salaire,Prairie Tide Diversified,"SASKATOON, SK S7J 0R1",6221-Spécialistes des ventes techniques - commerce de gros,1
Saskatchewan,   Bas salaire,Rafiqui Enterprises Ltd,"SASKATOON, SK S7T 0E7","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
Saskatchewan,  Agriculture primaire,"Kelvin Hannah, Jodi Hannah, Dustin Hannah, Chris Rundel, Denine Rundel, Red Rider Enterprises Inc.","Foam Lake, SK S0A 1A0",8431-Ouvriers agricoles,1
Saskatchewan,  Agriculture primaire,Meadowview Ranch Inc.,"WHITEWOOD, SK S0B 5C0",8431-Ouvriers agricoles,1
Alberta,     Haut salaire,1143201 Alberta Ltd,"Edmonton, AB T5Y 0L5",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,1725639 Alberta Ltd,"CALGARY, AB T3R 1A4",7511-Conducteurs de camions de transport,4
Alberta,     Haut salaire,1969112 Alberta Ltd.,"Calgary, AB T2E 6V8","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Alberta,     Haut salaire,2027366 Alberta Ltd,"Olds, AB T4H 1M8","0513-Directeurs de programmes et de services de sports, de loisirs et de conditionnement physique",1
Alberta,     Haut salaire,7116110 Canada Inc.,"EDMONTON, AB T6T 0J4",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,911 Industrial Response Ltd.,"GRANDE PRAIRIE, AB T8V 3Y1",3234-Personnel ambulancier et paramédical,1
Alberta,     Haut salaire,Achieve Concrete Ltd,"EDMONTON, AB T5L 2T3",7282-Finisseurs de béton,3
Alberta,     Haut salaire,AFCO Concrete Services Inc.,"EDMONTON, AB T5Z 3J9",7282-Finisseurs de béton,1
Alberta,     Haut salaire,Akshar Autobody Repair Shop Ltd,"Leduc, AB T9E 0H3",7322-Débosseleurs et réparateurs de carrosserie,2
Alberta,     Haut salaire,ALKA & BUNTY TRANSPORT LTD.,"EDMONTON, AB T6L 5A1","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Alberta,     Haut salaire,Al-Rwafeed International Transport Ltd.,"EDMONTON, AB T5H 3S5",7305-Surveillants du transport routier et du transport en commun,1
Alberta,     Haut salaire,"Anand Tires, Truck & Trailer Services Ltd.","CALGARY, AB T3J 0K2",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,"Anand Tires, Truck & Trailer Services Ltd.","CALGARY, AB T3J 0K2",7612-Autres manoeuvres et aides de soutien de métiers,4
Alberta,     Haut salaire,C&D KPW Gourmet Inc.,"CALGARY, AB T3K 0R4",0631-Directeurs de la restauration et des services alimentaires,1
Alberta,     Haut salaire,Calgary Shooting Centre Ltd,"Calgary, AB T2H 0W3","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",1
Alberta,     Haut salaire,Compass Transport Ltd,"Calgary, AB T3J 4K7",7511-Conducteurs de camions de transport,4
Alberta,     Haut salaire,Diljaan Trucking Ltd,"EDMONTON, AB T6T 0B3",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,Dsons Transport Ltd.,"EDMONTON, AB T6T 0V1",1221-Agents d'administration,1
Alberta,     Haut salaire,Ehab Shawar Professional Corporation,"EDMONTON, AB T5H 2P7",1242-Adjoints administratifs juridiques,1
Alberta,     Haut salaire,Elite Asphalt Inc,"EDMONTON, AB T5T 1L6",0711-Directeurs de la construction,1
Alberta,     Haut salaire,Elite Property Group Ltd.,"CALGARY, AB T2E 2M3","1123-Professionnels en publicité, en marketing et en relations publiques",1
Alberta,     Haut salaire,Good Samaritan Society,"Edmonton, AB T6C 4G8",3233-Infirmiers auxiliaires,1
Alberta,     Haut salaire,Greenblade Landscape Co. Ltd,"Grande Prairie, AB T8W 2R3","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Alberta,     Haut salaire,Grove Geomatics Inc.,"EDMONTON, AB T5S 1E5",2231-Technologues et techniciens en génie civil,1
Alberta,     Haut salaire,Hometown Electrical Ltd,"EDMONTON, AB T6T 0X9",7202-Entrepreneurs et contremaîtres en électricité et en télécommunications,1
Alberta,     Haut salaire,HP Exterior Inc,"CALGARY, AB T3J 1T2","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",3
Alberta,     Haut salaire,IBEX ENTERPRISES LTD.,"CALGARY, AB T2E 7A4",0621-Directeurs - commerce de détail et de gros,1
Alberta,     Haut salaire,Intellimedia Inc,"Edmonton, AB T6N 1G1",2283-Évaluateurs de systèmes informatiques,1
Alberta,     Haut salaire,Italian Stone Tile Design Ltd.,"Calgary, AB T3M 1M1",7283-Carreleurs,1
Alberta,     Haut salaire,JCD Trucking Ltd,"Edmonton, AB T5Y 0A2",7511-Conducteurs de camions de transport,3
Alberta,     Haut salaire,Joanne's Cleaning Services Inc.,"Calgary, AB T3J 3E4",6315-Surveillants des services de nettoyage,1
Alberta,     Haut salaire,KETEK GROUP INC.,"EDMONTON, AB T5S 1G1",0125-Directeurs d'autres services aux entreprises,1
Alberta,     Haut salaire,Ladhaike Transport Ltd,"EDMONTON, AB T6L 6M1",7305-Surveillants du transport routier et du transport en commun,1
Alberta,     Haut salaire,Lucky Exteriors Ltd.,"CALGARY, AB T3J 3K6","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
Alberta,     Haut salaire,Manteo Group of Companies Ltd,"CALGARY, AB T3J 3E3",2147-Ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel),1
Alberta,     Haut salaire,North 67 Transport Inc.,"EDMONTON, AB T6X 0Y2",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,On Time Transit Ltd.,"Edmonton, AB T6E 6N2",7511-Conducteurs de camions de transport,1
Alberta,     Haut salaire,Osman Contracting Ltd,"EDMONTON, AB T5X 5P1",0711-Directeurs de la construction,1
Alberta,     Haut salaire,Pawar Tile & Marble Inc.,"CALGARY, AB T3J 3H1",7283-Carreleurs,1
Alberta,     Haut salaire,Prince Benipal Trucking Ltd.,"Edmonton, AB T6T 0G8",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,R&R Clean Sight Exteriors Ltd,"CALGARY, AB T3J 0A3","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
Alberta,     Haut salaire,RHK Hydraulic Cylinder Services Inc,"EDMONTON, AB T5V 1H6",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
Alberta,     Haut salaire,SJS Trucking Ltd,"Edmonton, AB T5Y 0C2",7511-Conducteurs de camions de transport,2
Alberta,     Haut salaire,Southwood Trucking Ltd.,"GRANDE PRAIRIE, AB T8V 3Y1",7511-Conducteurs de camions de transport,4
Alberta,     Haut salaire,Sukh Malhi Trucklines Ltd,"CALGARY, AB T3J 2P2",7511-Conducteurs de camions de transport,4
Alberta,     Haut salaire,The Headhunters Recruitment Inc.,"Edmonton, AB T5G 2X4",1223-Agents des ressources humaines et de recrutement,2
Alberta,     Haut salaire,USZCN Ltd.,"CALGARY, AB T2E 2W7","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Alberta,     Haut salaire,VIETNAM TRAVEL CENTRE INC,"Calgary, AB T2A 0R1","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Alberta,     Haut salaire,"Vold, Jones & Vold Auction Co. Ltd.","Ponoka, AB T4J 1J8",6411-Représentants des ventes et des comptes - commerce de gros (non-technique),1
Alberta,     Haut salaire,V-VA SALON AND SPA LTD,"Sherwood Park, AB T8A 5W9","0651-Directeurs du service à la clientèle et des services personnels, n.c.a.",1
Alberta,     Haut salaire,WesTower Communications Ltd.,"Thorsby, AB T0C 2P0",7245-Monteurs de lignes et de câbles de télécommunications,2
Alberta,     Haut salaire,Woodpecker European Timber Framing & Woodworks Ltd,"Canmore, AB T1W 2T8",7271-Charpentiers-menuisiers,1
Alberta,   Bas salaire,1025480 Alberta Ltd.,"Calgary, AB T2H 0L9",6322-Cuisiniers,1
Alberta,   Bas salaire,1199997 Alberta Ltd.,"EDMONTON, AB T5E 5R8",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1289729 Alberta Ltd,"LETHBRIDGE, AB T1K 7V4",6525-Réceptionnistes d'hôtel,1
Alberta,   Bas salaire,1332624 Alberta Ltd.,"EDMONTON, AB T6R 3P2",0631-Directeurs de la restauration et des services alimentaires,1
Alberta,   Bas salaire,1338 Investments Ltd.,"EDMONTON, AB T5J 1M7",6322-Cuisiniers,1
Alberta,   Bas salaire,1440270 Alberta Ltd. o/a Liquor Bank Cold Beer Wine & Liquor,"Calgary, AB T2A 0R6",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,1461927 Alberta Ltd.,"Okotoks, AB T1S 0A8",6211-Superviseurs des ventes - commerce de détail,2
Alberta,   Bas salaire,1557410 Alberta Ltd.,"EDMONTON, AB T5J 0R5",0631-Directeurs de la restauration et des services alimentaires,1
Alberta,   Bas salaire,1574234 Alberta Ltd,"FORT MCMURRAY, AB T9K 0X2",7511-Conducteurs de camions de transport,2
Alberta,   Bas salaire,1586238 ALBERTA LTD. O/A KING'S GARDEN NOODLE HOUSE,"EDMONTON, AB T6H 5K4",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1609324 AB Ltd. p/a Mucho Burrito,"Edmonton, AB T6W 0Y3",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1635978 Alberta Ltd.,"BLACKFALDS, AB T0M 0J0",6315-Surveillants des services de nettoyage,1
Alberta,   Bas salaire,1689902 Alberta Ltd.,"BEAUMONT, AB T4X 0W7",8612-Manoeuvres en aménagement paysager et en entretien des terrains,1
Alberta,   Bas salaire,1692691 Alberta Ltd.,"Wandering River, AB T0A 3M0",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1692691 Alberta Ltd.,"Wandering River, AB T0A 3M0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Alberta,   Bas salaire,1755712 Alberta Ltd.,"Edmonton, AB T6H 5S9",6211-Superviseurs des ventes - commerce de détail,2
Alberta,   Bas salaire,1774826 AB Ltd,"Fort McMurray, AB T9K 0P7",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1845897 Alberta Ltd. o/a Coaldale Bottle Depot,"Coaldale, AB T1M 1J7",6316-Surveillants des autres services,1
Alberta,   Bas salaire,1855226 Alberta Ltd,"CALGARY, AB T3R 0P7",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,2
Alberta,   Bas salaire,1859178 Alberta Ltd.,"St. Paul, AB T0A 3A3","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Alberta,   Bas salaire,1861432 Alberta Ltd. O/A Taco Del Mar - Vermilion,"Vermilion, AB T9X 0B4",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,1909346 AB Ltd,"SLAVE LAKE, AB T0G 2A4","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Alberta,   Bas salaire,1924441 Alberta Ltd. O/A Club Cafe,"EDMONTON, AB T5J 3S4",6322-Cuisiniers,1
Alberta,   Bas salaire,1968082 Alberta Ltd.,"Calgary, AB T2J 6T5",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,2000980 Alberta Ltd.,"Calgary, AB T2M 3A4",6322-Cuisiniers,1
Alberta,   Bas salaire,2019624 Alberta Ltd,"EDMONTON, AB T5T 4V3",6311-Superviseurs des services alimentaires,2
Alberta,   Bas salaire,2043317 Alberta Ltd.,"VULCAN, AB T0L 2B0",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,2065673 Alberta Ltd,"SHERWOOD PARK, AB T8H 0Z9",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,2075740 Alberta Inc,"ST. ALBERT, AB T8N 4B2","6562-Esthéticiens, électrolystes et personnel assimilé",2
Alberta,   Bas salaire,2097013 Alberta Inc,"GRANDE PRAIRE, AB T8V 6Z3",6341-Coiffeurs et barbiers,2
Alberta,   Bas salaire,2155842 Alberta Ltd.,"Lloydminster, AB T9V 0V7",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,396725 Alberta Ltd o/a Lewis Estates Car Wash,"EDMONTON, AB T5Z 3E2",6732-Nettoyeurs spécialisés,1
Alberta,   Bas salaire,616879 Alberta Ltd.,"EDMONTON, AB T5H 3S4",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,7580924 Canada Inc,"LEDUC COUNTY, AB T0B 3M2",8612-Manoeuvres en aménagement paysager et en entretien des terrains,2
Alberta,   Bas salaire,892804 AB Ltd. O/A Liquor Station,"Edmonton, AB T6R 0P8",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,A&V Auto Detailing and Tires Inc.,"CALGARY, AB T2A 2P3",6315-Surveillants des services de nettoyage,1
Alberta,   Bas salaire,A.N.Z. Ltd,"Calgary, AB T2W 3M5",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,A1 Transport Hot Shot & Express Services Inc.,"EDMONTON, AB T6T 1Z4",7514-Chauffeurs-livreurs - services de livraison et de messagerie,4
Alberta,   Bas salaire,ABS Truckwash and Lube Ltd,"EDMONTON, AB T5W  5J",6732-Nettoyeurs spécialisés,3
Alberta,   Bas salaire,Alberta Pipe Fittings Ltd.,"CALGARY, AB T2C 5P1",1524-Commis aux achats et au contrôle de l'inventaire,2
Alberta,   Bas salaire,AMJ Holdings Inc,"Calgary, AB T3J 4X2",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,2
Alberta,   Bas salaire,"Association Supporting Choices of People, Edson","EDSON, AB T7E 1G4","4412-Aides familiaux résidents, aides de maintien à domicile et personnel assimilé",1
Alberta,   Bas salaire,Aswe Holding Corp,"Red Deer, AB T4R 0N2","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Alberta,   Bas salaire,Avid Energy Services Inc,"Slave Lake, AB T0G 2A0",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,2
Alberta,   Bas salaire,B & N Foods Inc.,"CANMORE, AB T1W 1N6",6322-Cuisiniers,1
Alberta,   Bas salaire,Baryar Trucking Ltd,"Calgary, AB T3J 3X7",7511-Conducteurs de camions de transport,2
Alberta,   Bas salaire,Bees Alternation and Drycleaning Depot,"Calgary, AB T2P 5G3","6342-Tailleurs, couturiers, fourreurs et modistes",1
Alberta,   Bas salaire,BPR Logistics Ltd.,"CALGARY, AB T3N 0X1",7511-Conducteurs de camions de transport,1
Alberta,   Bas salaire,Bronco Slickline Services Ltd.,"Drayton Valley, AB T7A 1S3",7452-Manutentionnaires,1
Alberta,   Bas salaire,Buddy's Food Corporation,"CALGARY, AB T2A 6V3",6322-Cuisiniers,2
Alberta,   Bas salaire,CJF Marketing Inc.,"Edmonton, AB T5P 4A2",6411-Représentants des ventes et des comptes - commerce de gros (non-technique),4
Alberta,   Bas salaire,Consort Country Inn Ltd.,"CONSORT, AB T0C 1B0",6525-Réceptionnistes d'hôtel,1
Alberta,   Bas salaire,Cowry Cabinets (Calgary) Ltd.,"CALGARY, AB T2H 0G6",6211-Superviseurs des ventes - commerce de détail,1
Alberta,   Bas salaire,Darshan Foods Inc o/a Mucho Burrito,"Calgary, AB T3A 6H9",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Delburne and District Golf and Recreation Society,"DELBURNE, AB T0M 0V0",8612-Manoeuvres en aménagement paysager et en entretien des terrains,1
Alberta,   Bas salaire,Delta AJ Holdings Inc,"EDMONTON, AB T6T 0Z2",1411-Employés de soutien de bureau généraux,1
Alberta,   Bas salaire,Delta AJ Holdings Inc,"EDMONTON, AB T6T 0Z2",7511-Conducteurs de camions de transport,3
Alberta,   Bas salaire,Double A  Smoothies Inc.,"GRANDE PRAIRIE, AB T8V 6J2",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Earls Restaurant (Calgary Trail) Ltd,"Edmonton, AB T6J 6Y8",6311-Superviseurs des services alimentaires,1
Alberta,   Bas salaire,Eastbay Trading (Canada) Ltd.,"CALGARY, AB T2C 5P1","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Alberta,   Bas salaire,Edmonton Furnace & Carpet Care Ltd.,"EDMONTON, AB T6T 0R3",6315-Surveillants des services de nettoyage,1
Alberta,   Bas salaire,Elbow Lodge Investments Ltd o/a Hoo Doo Motel,"Drumheller, AB T0J 0Y0","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Alberta,   Bas salaire,Euro Maid Inc.,"CALGARY, AB T3M 1T3",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Alberta,   Bas salaire,Fairdeal Services Inc.,"EDMONTON, AB T6L 6V1",6315-Surveillants des services de nettoyage,1
Alberta,   Bas salaire,Frontier Lube Inc,"CALGARY, AB T3J 3E3",7612-Autres manoeuvres et aides de soutien de métiers,1
Alberta,   Bas salaire,Global Plumbing Ltd.,"CALGARY, AB T3N 0V5",7611-Aides de soutien des métiers et manoeuvres en construction,2
Alberta,   Bas salaire,Harry's Hair Care and Style Inc.,"CALGARY, AB T3J 0H9",3236-Massothérapeutes,1
Alberta,   Bas salaire,Iclick Corporation o/a Pizza Box,"CALGARY, AB T3K 4R2",6311-Superviseurs des services alimentaires,1
