Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
Ontario,     Haut salaire,TechFin Frontier Consulting Limited,"TORONTO, ON M5E 1W7","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Ontario,     Haut salaire,The Bhoj Fine Indian Cuisine Inc.,"Toronto, ON M5R 1H2","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Ontario,     Haut salaire,The UPS Store,"RICHMOND HILL, ON L4S 2N8",0621-Directeurs - commerce de détail et de gros,1
Ontario,     Haut salaire,Thousandeals Inc.,"MARKHAM, ON L3R 1H3",2282-Agents de soutien aux utilisateurs,1
Ontario,     Haut salaire,Thunder Bay Historical Museum Society,"Thunder Bay, ON P7E 5V1","0511-Directeurs de bibliothèques, des archives, de musées et de galeries d'art",1
Ontario,     Haut salaire,Tiefenbach Water Hydraulics Inc,"Niagara Falls, ON L2E 5S1",2132-Ingénieurs mécaniciens,1
Ontario,     Haut salaire,Toronto Atomic FC Inc.,"Toronto, ON M9A 3B3",5251-Athlètes,1
Ontario,     Haut salaire,Traffic Team Inc.,"MISSISSAUGA, ON L5S 1H9",0731-Directeurs des transports,1
Ontario,     Haut salaire,Triumbari Corp,"Bolton, ON L7E 5C1",9422-Opérateurs de machines de traitement des matières plastiques,1
Ontario,     Haut salaire,Turbo Disposal and Excavation Ltd,"Mississauga, ON L4X 2R9","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,     Haut salaire,Two Bay Enterprizes Limited,"Moosonee, ON P0L 1Y0","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Ontario,     Haut salaire,U.G.O. Holdings Limited o/a You-Go Rental AND Sales,"Brampton, ON L6P 0A8",1212-Superviseurs de commis de finance et d'assurance,1
Ontario,     Haut salaire,UNICITY HOLDINGS LTD.,"Mississauga, ON L4Y 2B6",1221-Agents d'administration,1
Ontario,     Haut salaire,Usman Distribution Inc.,"Toronto, ON M3J 1Y8",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,2
Ontario,     Haut salaire,V4U LOGISTIC INC.,"BRAMPTON, ON L6W 3H7",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,     Haut salaire,Vijay Corporation,"Etobicoke, ON M9A 1C4",1223-Agents des ressources humaines et de recrutement,1
Ontario,     Haut salaire,Vision Entertainment Inc.,"Toronto, ON M6A 2A4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Ontario,     Haut salaire,Voyzant Inc.,"MARKHAM, ON L3R 5J2","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Ontario,     Haut salaire,Winchesters Incorporated,"Toronto, ON M5V 3C1",1223-Agents des ressources humaines et de recrutement,1
Ontario,     Haut salaire,Woodcraft Inc.,"Markham, ON L3R 1B9",1241-Adjoints administratifs,1
Ontario,     Haut salaire,World Wide Carriers Ltd,"Bolton, ON L7E 1K4",7511-Conducteurs de camions de transport,25
Ontario,     Haut salaire,Zakuson Inc.,"Toronto, ON M2R 3X1",7511-Conducteurs de camions de transport,1
Ontario,     Haut salaire,Zeba Enterprises Inc.,"Mississauga, ON L5W 1P3","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,   Bas salaire, Webooook Information Technology Limited,"Richmond Hill, ON L4B 1C8",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,00949710 ONTARIO LIMITED,"MISSISSAUGA, ON L4T 3M6",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,   Bas salaire,1000 Curry Inc.,"KINGSTON, ON K7M 9G2",6322-Cuisiniers,1
Ontario,   Bas salaire,1004314 Ontario Limited o/a Newport Restaurant,"OTTAWA, ON K1Z 5B9",6322-Cuisiniers,1
Ontario,   Bas salaire,10715905 Canada Inc,"Hamilton, ON L8E 1H9",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,1204336 Ontario Inc.,"Mississauga, ON L5T 1S6","9442-Tisseurs, tricoteurs et autres opérateurs de machines textiles",1
Ontario,   Bas salaire,1227937 Ontario Inc,"Toronto, ON M5S 1V8",6321-Chefs,1
Ontario,   Bas salaire,1359046 Ontario Inc,"Brampton, ON L6Y 4E6",6211-Superviseurs des ventes - commerce de détail,2
Ontario,   Bas salaire,1458935 Ontario Ltd. o/a Shefa Meats,"NORTH YORK, ON M6A 1Y7","9462-Bouchers industriels, dépeceurs-découpeurs de viande, préparateurs de volaille et personnel assimilé",3
Ontario,   Bas salaire,1557113 Ontario Inc.,"Kaladar, ON K0H 1Z0",6211-Superviseurs des ventes - commerce de détail,2
Ontario,   Bas salaire,1567112 ONTARIO INC,"GUELPH, ON N1H 1W3",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,1676272 Ontario Inc,"Toronto, ON M5A 4K6",6322-Cuisiniers,2
Ontario,   Bas salaire,1765667 ONTARIO INC.,"Etobicoke, ON M9W 3A8",7312-Mécaniciens d'équipement lourd,1
Ontario,   Bas salaire,1811979 Ontario Inc.,"Wyoming, ON N0N 1T0",8612-Manoeuvres en aménagement paysager et en entretien des terrains,2
Ontario,   Bas salaire,1853791 Ontario Ltd. o/a MSP,"Toronto, ON M9L 2A6",7232-Outilleurs-ajusteurs,1
Ontario,   Bas salaire,1867208 Ontario Inc. o/a Elite Grande Restaurant & Banquet Hall,"Toronto, ON M3J 3J6",6321-Chefs,2
Ontario,   Bas salaire,1956595 Ontario Ltd.,"North York, ON M3A 1B2",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,1993581 Ontario Inc.,"Woodstock, ON N4S 8X6",6322-Cuisiniers,1
Ontario,   Bas salaire,2046229 Ontario Inc.,"North York, ON M2N 5S2",6322-Cuisiniers,1
Ontario,   Bas salaire,2049697 Ontario Inc,"Brampton, ON L6X 2Z1",7511-Conducteurs de camions de transport,4
Ontario,   Bas salaire,2068336 Ontario Inc,"Brampton, ON L6P 1K2",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,   Bas salaire,2079644 ONTARIO INC.,"WOODBRIDGE, ON L4H 3T6",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2102696 ONTARIO LTD,"Mississauga, ON L5S 1G1",6732-Nettoyeurs spécialisés,1
Ontario,   Bas salaire,2134064 Ontario Ltd.,"Hamilton, ON L9B 2L6",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2134064 Ontario Ltd.,"Hamilton, ON L9B 2L6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Ontario,   Bas salaire,2146369Ontario Inc.,"Richmond Hill, ON L4B 3K6",6222-Acheteurs des commerces de détail et de gros,1
Ontario,   Bas salaire,2169869 Ontario Inc.,"Toronto, ON M6E 1B5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
Ontario,   Bas salaire,2204225 ONTARIO INC.,"MISSISSAUGA, ON L5N 3K6",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,2209454 ONTARIO INC. o/a Shell Canada,"PICKERING, ON L1W 1S7",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,2216499 Ontario Inc.,"TORONTO, ON M6G 1L3",6322-Cuisiniers,1
Ontario,   Bas salaire,2287665 Ontario Inc. o/a Subway,"Cambridge, ON N1R 8A8",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2331497 Ontario ltd,"Toronto, ON M6S 2E4",6322-Cuisiniers,1
Ontario,   Bas salaire,2380312 Ontario Inc,"Etobicoke, ON M8Z 1V1",6322-Cuisiniers,3
Ontario,   Bas salaire,2437520 Ontario Inc,"Whitby, ON L1R 2C5","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Ontario,   Bas salaire,2464160 Ontario Ltd,"WHITBY, ON L1P 1G8",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,2471507 Ontario Inc. o/a Shehnai Restaurant,"Hamilton, ON L8P 1K5",6322-Cuisiniers,1
Ontario,   Bas salaire,2474086 Ontario Inc. o/a Coffee Culture Café and Eatery,"BURLINGTON, ON L7L 0B7",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2475797 Ontario Inc.,"Mississauga, ON L5T 1B6",6322-Cuisiniers,1
Ontario,   Bas salaire,2483895 ONTARIO INC.,"KESWICK, ON L4P 3Y4",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,2489035 Ontario Inc. o/a Golden Staffing Services,"Brampton, ON L6T 5K1",1241-Adjoints administratifs,1
Ontario,   Bas salaire,2494972 Ontario Inc.,"Etobicoke, ON M9W 0B3",6322-Cuisiniers,3
Ontario,   Bas salaire,2498404 Ontario Inc. o/a Freshii,"BRAMPTON, ON L6W 3Y4",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2503666 Ontario Inc.,"Scarborough, ON M1X 0A8","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",1
Ontario,   Bas salaire,2506739 Ontario Inc.,"NIAGARA-ON-THE-LAKE, ON L0S 1J0",6525-Réceptionnistes d'hôtel,1
Ontario,   Bas salaire,2516320 ONTARIO LTD,"MISSISSAUGA, ON L5A 4E1",6322-Cuisiniers,1
Ontario,   Bas salaire,2516906 ontario inc.,"Kitchener, ON N2B 3C9",6611-Caissiers,1
Ontario,   Bas salaire,2529577 Ontario Inc.,"Richmond Hill, ON L4C 3E3",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2542541 Ontario Inc. o/a The Yellow Chili - TYC,"BRAMPTON, ON L6X 0L6",6322-Cuisiniers,1
Ontario,   Bas salaire,2559574 Ontario Inc.,"Hamilton, ON L8E 1H8",6322-Cuisiniers,1
Ontario,   Bas salaire,2562004 ON Inc.,"Scarborough, ON M1H 2V6",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2563739 Ontario Inc.,"Brampton, ON L6T 4L6",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,2631100 ONTARIO INC.,"Milton, ON L9T 6J5",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2637561 Ontario Inc.,"Mississauga, ON L4V 1E6",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2654425 ONTARIO INC.,"BRAMPTON, ON L6Y 6G9",6322-Cuisiniers,2
Ontario,   Bas salaire,568683 Ontario Ltd,"Toronto, ON M2M 3X7",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,7972288 CANADA INC. o/a CELL-TEL,"MISSISSAUGA, ON L4W 0B8",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,8636508 Canada Inc. o/a Fat Bastard Burrito,"TORONTO, ON M5V 2R2",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,889931 Ontario Ltd.  o/a Toemar Garden Supplies and Firewood,"MISSISSAUGA, ON L5V 1R7",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,8987912 Canada Inc. o/a Kahari Point Restaurant,"ETOBICOKE, ON M9V 2X5",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,9710701 Canada Inc.,"Port Elgin, ON N0H 2C1",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,A-1 Bags and Supplies Inc.,"Mississauga, ON L5T 2X5",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,Ace Store Fixtures and Displays Ltd.,"Brampton, ON L6W 3R6",9612-Manoeuvres en métallurgie,1
Ontario,   Bas salaire,Adobo Queen Ltd.,"HAMILTON, ON L8R 2V4",6322-Cuisiniers,1
Ontario,   Bas salaire,Agram Meats Inc.,"Mississauga, ON L4W 1P1","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",1
Ontario,   Bas salaire,AKU COFFEE LTD,"Kenora, ON P9N 1M2",6311-Superviseurs des services alimentaires,2
Ontario,   Bas salaire,AL-BASEER FOODS INC.,"ETOBICOKE, ON M9W 3W6",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Alive Montessori & Private School Inc.,"TORONTO, ON M6C 2E9",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Ontario,   Bas salaire,Ancient Pita LTD,"Markham, ON L6C 2B8",6332-Boulangers-pâtissiers,2
Ontario,   Bas salaire,ASIYANS TEXTILES AND GIFTWARE INC,"Scarborough, ON M1G 1P5","6342-Tailleurs, couturiers, fourreurs et modistes",2
Ontario,   Bas salaire,Bangkok Spoon Deluxe Inc.,"Dundas, ON L9H 1T5",6321-Chefs,1
Ontario,   Bas salaire,Baraka Group Inc. o/a Baraka Market,"LONDON, ON N6J 2N4",6332-Boulangers-pâtissiers,1
Ontario,   Bas salaire,BEAVER TRANSPORTATION INC.,"BRAMPTON, ON L6T 5J4",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,   Bas salaire,Blooming Light Inc.,"Richmond Hill, ON L3T 7T1",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,Canadian Pie Inc.,"Toronto, ON M5A 4E9",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,   Bas salaire,CAN-Truck 2009 Inc.,"Brampton, ON L6T 2H5",7511-Conducteurs de camions de transport,2
Ontario,   Bas salaire,Carefirst Seniors and Community Services Association,"Scarborough, ON M1V 0G2","4412-Aides familiaux résidents, aides de maintien à domicile et personnel assimilé",10
Ontario,   Bas salaire,Cedar Meadows Resort & Spa,"Timmins, ON P4N 8R2",6322-Cuisiniers,1
Ontario,   Bas salaire,Century Group Inc.,"Mississauga, ON L5T 1R8",0711-Directeurs de la construction,1
Ontario,   Bas salaire,Cinco Mexican Restaurant,"Toronto, ON M6R 2L2",6321-Chefs,1
Ontario,   Bas salaire,Clore Inc.,"Toronto, ON M6A 2Y6",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,COOL MASTER REFRIGERATION INC,"CONCORD, ON L4K 1Z6",9527-Opérateurs de machines et contrôleurs dans la fabrication d'appareils électriques,1
Ontario,   Bas salaire,Country Heaven Retirement Home,"Beachburg, ON K0J 1C0",3233-Infirmiers auxiliaires,1
Ontario,   Bas salaire,CREPERIE LA BREHANDAISE INC,"richmond hill, ON L4C 5J2",6321-Chefs,1
Ontario,   Bas salaire,CSP Window Cleaning Inc.,"Lakefield, ON K0L 2H0",6732-Nettoyeurs spécialisés,2
Ontario,   Bas salaire,Delta G Aluminium Inc.,"TORONTO, ON M3J 2H1","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
Ontario,   Bas salaire,DIWA CLASSIC INDIAN CUISINE INC,"Guelph, ON N1H 7M7",6321-Chefs,1
Ontario,   Bas salaire,Domino's Pizza NS Co.,"Cambridge, ON N1T 0A5",1241-Adjoints administratifs,1
Ontario,   Bas salaire,Dr. M. Goodarzi Medicine Professional Corporation,"NIAGARA FALLS, ON L2G 6A1",1243-Adjoints administratifs médicaux,1
Ontario,   Bas salaire,Dr.Nelantine Jesuthasa professional corporation,"Scarborough, ON M1T 3T6",3237-Autre personnel technique en thérapie et en diagnostic,1
Ontario,   Bas salaire,Dundas.B&W Corporation,"Toronto, ON M6K 1T5",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,EGLINTON-BAYVIEW AND JOINTS IN MOTION INC.,"Toronto, ON M4P 1M5",3237-Autre personnel technique en thérapie et en diagnostic,1
Ontario,   Bas salaire,EMTC COIFFURES LTD.,"TORONTO, ON M6A 2S9",6341-Coiffeurs et barbiers,1
Ontario,   Bas salaire,ESHA FASHION INC,"Brampton, ON L6T 4L6",6421-Vendeurs - commerce de détail,1
Ontario,   Bas salaire,EXTREME AUTO IMAGE INC,"scarborough, ON M1C 1E6",7322-Débosseleurs et réparateurs de carrosserie,1
Ontario,   Bas salaire,Furqan Holdings Inc.,"Mississauga, ON L5L 2V8",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,Gezellig Restaurant,"Ottawa, ON K2A 0E7",6322-Cuisiniers,1
Ontario,   Bas salaire,GTA West Pizza,"Toronto, ON M6K 1V2",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,Guide Woodworking Inc.,"MISSISSAUGA, ON L4W 4L4",7272-Ébénistes,1
Ontario,   Bas salaire,H&D Petroleum Inc.,"SPENCERVILLE, ON K0E 1X0",6322-Cuisiniers,1
Ontario,   Bas salaire,Hai Su Traditional Chinese Medicine Prof. Co. o/a Shang Gong Chinese Medicine Wellness Centre,"LONDON, ON N6H 5L7",3236-Massothérapeutes,1
Ontario,   Bas salaire,Har-Paul holdings inc,"Thunder Bay, ON P7E 5R7",6332-Boulangers-pâtissiers,1
Ontario,   Bas salaire,Heughes Canada Inc,"TORONTO, ON M3H 5T5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,   Bas salaire,HomeLife Frontier Realty Inc.,"Thornhill, ON L4J 1V9",1241-Adjoints administratifs,1
Ontario,   Bas salaire,Hypertrans Medical Transport Inc.,"Toronto, ON M3C 4C1","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",4
Ontario,   Bas salaire,Ines Di Santo Corporation,"Vaughan, ON L4L 4C2","6342-Tailleurs, couturiers, fourreurs et modistes",1
Ontario,   Bas salaire,Insadong Inc.,"Etobicoke, ON M9A 1B6",6322-Cuisiniers,1
Ontario,   Bas salaire,JC HOT BAGELS inc,"BURLINGTON, ON L7R 1K3",6332-Boulangers-pâtissiers,2
Ontario,   Bas salaire,KINTON RAMEN 5 INC.,"TORONTO, ON M5B 2A2",6511-Maîtres d'hôtel et hôtes,1
Ontario,   Bas salaire,KISS Multi Foods Inc.,"Milton, ON L9T 2R8",6311-Superviseurs des services alimentaires,2
Ontario,   Bas salaire,Klimax Tire Corporation,"Brampton, ON L6T 1A7",1241-Adjoints administratifs,1
Ontario,   Bas salaire,L&k viet-thai Enterprieses Inc.,"Mississauga, ON L5R 3S3",1524-Commis aux achats et au contrôle de l'inventaire,1
Ontario,   Bas salaire,L.P. ROOFING & CONTRACTING INC.,"Brampton, ON L6T 4M2",1241-Adjoints administratifs,1
Ontario,   Bas salaire,Lamjamz incorporated,"Windsor, ON N9A 3K1",6322-Cuisiniers,1
Ontario,   Bas salaire,LP Landscape Plus Inc.,"ARISS, ON N0B 1B0",8612-Manoeuvres en aménagement paysager et en entretien des terrains,4
Ontario,   Bas salaire,Maillette Holdings Inc,"Cambridge, ON N3C 4N6",6211-Superviseurs des ventes - commerce de détail,2
Ontario,   Bas salaire,Master Manufacturing Inc,"Mississauga, ON L4T 3M5","9217-Surveillants dans la transformation et la fabrication de produits textiles, de tissus, de fourrure et de cuir",1
Ontario,   Bas salaire,Mattawa River Resort Inc.,"Mattawa, ON P0H 1V0",6315-Surveillants des services de nettoyage,2
Ontario,   Bas salaire,MCBURL CORP.,"BURLINGTON, ON L7T 2E8",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,Mehvish Restaurants Ltd,"Toronto, ON M6A 2T7",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,   Bas salaire,Milman Consulting Inc. o/a Milman & Company,"Toronto, ON M3H 5Y4",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,   Bas salaire,Milton Fleet Services Inc.,"BRAMPTON, ON L6W 1W2",7322-Débosseleurs et réparateurs de carrosserie,1
Ontario,   Bas salaire,MK DINNER INC,"Burlington, ON L7N 2R5",6322-Cuisiniers,1
Ontario,   Bas salaire,Moga Auto Body Ltd.,"Brampton, ON L6W 3J1",7322-Débosseleurs et réparateurs de carrosserie,1
Ontario,   Bas salaire,MONTANA GROUP OF COMPANIES LIMITED,"MISSISSAUGA, ON L5S 1T7",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,   Bas salaire,Ompriya Food Corporation,"AJAX, ON L1Z 0M9",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Out of the Box Packaging Inc.,"North York, ON M3J 3K6","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
Ontario,   Bas salaire,Outwest Pizza Ltd. o/a Pizza Hut,"THORNHILL, ON L3T 1C8",6311-Superviseurs des services alimentaires,2
Ontario,   Bas salaire,PHA KOON MAE JAROEN INC,"Guelph, ON N1H 2Z6",6321-Chefs,1
Ontario,   Bas salaire,Port Credit Yacht Club,"Mississauga, ON L5E 3G6",6322-Cuisiniers,1
Ontario,   Bas salaire,Prestigium Real Estate Limited,"Markham, ON L3R 0G4",1242-Adjoints administratifs juridiques,1
Ontario,   Bas salaire,Quality inn,"SOUTHAMPTON, ON N0H 2L0",6322-Cuisiniers,1
Ontario,   Bas salaire,RAM-AIR LOGISTICS TRANSPORTATION INC,"Stouffville, ON L4A 3Y5",7511-Conducteurs de camions de transport,2
Ontario,   Bas salaire,Sagar Indian Cuisine Inc.,"Carleton Place, ON K7C 2V7",6322-Cuisiniers,1
Ontario,   Bas salaire,SAI ENERGY INC.,"Puslinch, ON N0B 2J0",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,Santaguida Fine Foods Inc,"Toronto, ON M5R 3G5",6322-Cuisiniers,1
Ontario,   Bas salaire,Sayan Restaurants Canada Inc.,"TORONTO, ON M2N  6K",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,Shriji Catering & Takeout Services Inc.,"Brampton, ON L6T 5E2",6322-Cuisiniers,1
Ontario,   Bas salaire,Soul Restaurants Canada Inc,"Toronto, ON M2N 6K1",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,Speedwell Building Maintenance,"MISSISSAUGA, ON L5C 2V6",6315-Surveillants des services de nettoyage,1
Ontario,   Bas salaire,Sunnmed Holidays Inc,"MIssissauga, ON L4X 2V9",1241-Adjoints administratifs,1
Ontario,   Bas salaire,SUNSHINE DENTAL CLINIC,"BRAMPTON, ON L7A 3Y6",1241-Adjoints administratifs,1
Ontario,   Bas salaire,TAKBRO ENTERPRISES LIMITED,"BRAMPTON, ON L6R 3J6",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,TERRA RESTAURANT & CATERING IN TERRA TRATTORIA,"Concord, ON L4K 4E6",6511-Maîtres d'hôtel et hôtes,1
Ontario,   Bas salaire,Thai Cuisine Experts Inc.,"Mississauga, ON L5K 2J8",6322-Cuisiniers,1
Ontario,   Bas salaire,The Corner Store Inc.,"TORONTO, ON M5V 1P9","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Ontario,   Bas salaire,THE SUMMIT GOLF AND COUNTRY CLUB LTD.,"Richmond Hill, ON L4E 3N9",6322-Cuisiniers,1
Ontario,   Bas salaire,Timmins Investment Group Inc,"Timmins, ON P4N 1B7",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,TINY-SHINY CHILDCARE INC.,"STAYNER, ON L0M 1S0",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Ontario,   Bas salaire,Tractor Toronto 151 yonge corp,"toronto, ON M5C 2W7",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Two Sixty Three King Inc.,"Toronto, ON M5B 2R7",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,   Bas salaire,United Cabinets Incorporated,"MISSISSAUGA, ON L4W 1P4",7272-Ébénistes,2
Ontario,   Bas salaire,Ventless Inc,"Toronto, ON M3J 3H4",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,   Bas salaire,vIgnite Solutions Inc,"NORTH YORK, ON M2M 4L5",6322-Cuisiniers,1
Ontario,   Bas salaire,Vision Travel DT Ontario-West Inc.,"TORONTO, ON M2J 4R3",1221-Agents d'administration,1
Ontario,   Bas salaire,WEALTH & ESTATE FINANCIAL CANADA INC.,"MISSISSAUGA, ON L5V 1B6","0121-Directeurs des assurances, de l'immobilier et du courtage financier",1
Ontario,   Bas salaire,WFS Transport Ltd.,"Milton, ON L9T 9E6",7511-Conducteurs de camions de transport,5
Ontario,   Bas salaire,White Oak Transport Limited,"Stoney Creek, ON L8E 5N4",7511-Conducteurs de camions de transport,1
Ontario,   Bas salaire,YOU'RE NEXT! Inc.,"WATERLOO, ON N2L 3E9",6321-Chefs,2
Ontario,  Agriculture primaire,2202275 Ontario Limited,"LaSalette, ON N0E 1H0",8431-Ouvriers agricoles,3
Ontario,  Agriculture primaire,Alex & Nadia Inc.,"BEAMSVILLE, ON L0R 1B1",0821-Gestionnaires en agriculture,1
Ontario,  Agriculture primaire,ASHLEY GARDENS INC.,"Leamington, ON N8H 3V8",8432-Ouvriers de pépinières et de serres,5
Ontario,  Agriculture primaire,Brabantdale Farms LTD,"Vars, ON K0A 3H0",8431-Ouvriers agricoles,1
Ontario,  Agriculture primaire,Cervini Farms (1993) Inc.,"LEAMINGTON, ON N8H 3V5","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",2
Ontario,  Agriculture primaire,Crop Defenders Ltd.,"Windsor, ON N9B 3W8",8431-Ouvriers agricoles,6
Ontario,  Agriculture primaire,Field and Flock Farms Ltd.,"Aylmer, ON N5H 2R2","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Flimo Farms Ltd,"WILLIAMSTOWN, ON K0C 2J0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Greiden Farms Ltd,"St. Marys, ON N4X 1C5","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Ontario,  Agriculture primaire,MOKSH CORPORATION LTD.,"Caledon Village, ON L7K 1W3",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Ontario Mushroom Farms Inc.,"Ashburn, ON L0B 1A0",8431-Ouvriers agricoles,11
Ontario,  Agriculture primaire,Sandy Shore Farms Limited,"Port Burwell, ON N0J 1T0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",8
Ontario,  Agriculture primaire,Serkka Farms Inc,"Wallaceburg, ON N8A 4L1","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,VINE FRESH ACRES LTD,"Leamington, ON N8H 3V8",8432-Ouvriers de pépinières et de serres,4
Ontario,  Talent mondial,"Follett of Canada, Inc.","BURLINGTON, ON L7N 3J5",2173-Ingénieurs et concepteurs en logiciel,1
Ontario,  Talent mondial,Synechron Canada Inc.,"TORONTO, ON M5J 2S1",2173-Ingénieurs et concepteurs en logiciel,1
Ontario,  Talent mondial,Virtusa Consulting & Services Inc.,"Toronto, ON M5H 1T1",2171-Analystes et consultants en informatique,1
Manitoba,     Haut salaire,10010516 Manitoba Ltd.,"Winnipeg, MB R3E 2K2",0621-Directeurs - commerce de détail et de gros,1
Manitoba,     Haut salaire,10019160 MANITOBA LTD.,"Winnipeg, MB R2J 0K4","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Manitoba,     Haut salaire,1186338 B.C. Ltd.,"WINNIPEG, MB R2H 1J2",0631-Directeurs de la restauration et des services alimentaires,1
Manitoba,     Haut salaire,6743685 Manitoba Ltd,"MORDEN, MB R6M 1A2","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
Manitoba,     Haut salaire,7358106 Manitoba Ltd.,"OAKBANK, MB R0E 1J0",7511-Conducteurs de camions de transport,2
Manitoba,     Haut salaire,7446927 MANITOBA INC.,"WINNIPEG, MB R2P 0J9",0621-Directeurs - commerce de détail et de gros,1
Manitoba,     Haut salaire,Agassiz Drilling (2000) Ltd.,"ROSSER, MB R0H 1E0",7311-Mécaniciens de chantier et mécaniciens industriels,1
