Province/Territory,"Program Stream","Employer ","Address ","Occupation ","Incorporate Status","Approved LMIAs","Approved Positions"
Quebec,"   Low Wage","9410-3306 Québec Inc.","Québec, QC G2N 0C2",6611-Cashiers,Corporation,1,1
Quebec,"   Low Wage","9411-0574 Québec Inc.","Montréal, QC H2L 1S7","6313-Accommodation, travel, tourism and related services supervisors",Corporation,1,1
Quebec,"   Low Wage","9411-5607 Quebec Inc","Val-d’Or, QC J9P 7A9","6731-Light duty cleaners",Unknown,1,3
Quebec,"   Low Wage","9414-6925 QUEBEC INC.","MONTREAL, QC H3N 1A9",6322-Cooks,Unknown,1,2
Quebec,"   Low Wage","9415-4176 Québec Inc","LÉVIS, QC G6W 8E7","6311-Food service supervisors",Unknown,1,1
Quebec,"   Low Wage","9416-8184 QUEBEC INC","Montreal, QC H2E 2Y8",6322-Cooks,Corporation,1,1
Quebec,"   Low Wage","9417-2491 Québec Inc.","Shawinigan, QC G9R 1G1","9612-Labourers in metal fabrication",Corporation,1,2
Quebec,"   Low Wage","9419-9734 Québec Inc.","Saint-Eustache, QC J7P 5C5",6321-Chefs,Corporation,1,1
Quebec,"   Low Wage","9420-3106 QUEBEC INC","Laval, QC H7S 2N5",6332-Bakers,Unknown,1,2
Quebec,"   Low Wage","9422-2486 Québec Inc.","Sainte-Marie, QC G6E 1M2","6311-Food service supervisors",Corporation,4,5
Quebec,"   Low Wage","9422-6354 Québec Inc.","Laval, QC H7S 2N4","6711-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1
Quebec,"   Low Wage","9423-8441 Québec Inc","quebec, QC G2E 4E3","6731-Light duty cleaners",Unknown,1,1
Quebec,"   Low Wage","9425-3200 Québec Inc.","Montréal, QC H3M 1S9","0631-Restaurant and food service managers",Corporation,1,1
Quebec,"   Low Wage","9426-2094 QUEBEC INC","ANJOU, QC H1J 1R6","1223-Human resources and recruitment officers",Unknown,1,1
Quebec,"   Low Wage","9427-1566 Quebec inc","Québec, QC G1K  3W","6211-Retail sales supervisors",Corporation,1,1
Quebec,"   Low Wage","9427-1566 Quebec inc","Québec, QC G1K  3W",6611-Cashiers,Corporation,1,1
Quebec,"   Low Wage","9428-4312 Québec inc.","Québec, QC G2J 1A3",6322-Cooks,Corporation,1,3
Quebec,"   Low Wage","9428-8271 Québec inc.","Montréal-Nord, QC H1G 1K6","0631-Restaurant and food service managers",Corporation,1,1
Quebec,"   Low Wage","9431-0265 Québec inc.","Saint-Léonard, QC H1S 1A9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Quebec,"   Low Wage","9432-3755 QUEBEC INC","ST-EUSTACHE, QC J7P 4X3",6322-Cooks,Unknown,1,1
Quebec,"   Low Wage","9432-5636 Quebec Inc","Laval, QC H7S 2N4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Quebec,"   Low Wage","9435-1095 Québec inc","Blainville, QC J7C  2K","6711-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1
Quebec,"   Low Wage","9435-3174 Québec Inc..","La Conception, QC J0T 1M0",6322-Cooks,Corporation,1,2
Quebec,"   Low Wage","9435-5658 quebec inc","manseau, QC G0X 1V0","9462-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,3
Quebec,"   Low Wage","9440-7343 Québec inc.","Lévis, QC G6Z 3J7","6311-Food service supervisors",Corporation,1,3
Quebec,"   Low Wage","9446-1753 Québec Inc (Altek Portes et Fenêtres)","St-Joseph-de-Beauce, QC G0S 2V0","9537-Other products assemblers, finishers and inspectors",Corporation,1,1
Quebec,"   Low Wage","9449-4531 Québec Inc.","Gatineau, QC J8M 1W2",6322-Cooks,Unknown,1,1
Quebec,"   Low Wage","9452-7587 QUEBEC INC","La Malbaie, QC G5A 2Y3","6731-Light duty cleaners",Unknown,1,2
Quebec,"   Low Wage","9460-7769 Québec inc (Les planchers Mercier Inc)","Montmagny, QC G5V 4T1","6731-Light duty cleaners",Corporation,1,4
Quebec,"   Low Wage","9460-7769 Québec inc (Les planchers Mercier Inc)","Montmagny, QC G5V 4T1","9614-Labourers in wood, pulp and paper processing",Corporation,1,4
Quebec,"   Low Wage","9779680 Canada Inc.","Gatineau, QC J8T 6Z5","6342-Tailors, dressmakers, furriers and milliners",Corporation,1,1
Quebec,"   Low Wage","9846573 Canada inc.","Gatineau, QC J9J 1Z4",6322-Cooks,Corporation,1,3
Quebec,"   Low Wage","A. T. FABRICATION INC.","Bois-Des-Filion, QC J6Z 4T2","9418-Other metal products machine operators",Unknown,1,1
Quebec,"   Low Wage","A.T.L.A.S.  AERONAUTIQUE INC.","Gramby, QC J2J  0T","7231-Machinists and machining and tooling inspectors",Corporation,1,5
Quebec,"   Low Wage","Abattoir Besson ltée","Dolbeau-Mistassini, QC G8L 5M3","6731-Light duty cleaners",Unknown,2,9
Quebec,"   Low Wage","ABATTOIR ST-GERMAIN INC.","Saint-Germain-de-Grantham, QC J0C 1K0","9462-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,2
Quebec,"   Low Wage","ABITIBI-GEOPHYSIQUE INC","Val-d'Or, QC J9P 4N7","7612-Other trades helpers and labourers",Partnership,1,1
Quebec,"   Low Wage","ABRIS CRYSTAL INC.","Laval, QC H7L 4C4","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Quebec,"   Low Wage","Abris Snogone Inc","Laval, QC H7T 1L3","7441-Residential and commercial installers and servicers",Unknown,1,10
Quebec,"   Low Wage","Agrilait s.e.c.","St-Guillaume, QC J0C 1L0","9617-Labourers in food, beverage and associated products processing",Corporation,2,5
Quebec,"   Low Wage","Agrimetal Inc","Wicham, QC J0C 1S0","7237-Welders and related machine operators",Unknown,1,1
Quebec,"   Low Wage","AGRO EQUIPEMENTS INC","NAPIERVILLE, QC J0J 1L0","7232-Tool and die makers",Unknown,1,2
Quebec,"   Low Wage","Aide et support aux aînés","Victoriaville, QC G6P 8X3","3413-Nurse aides, orderlies and patient service associates","Non-Profit Organization",1,1
Quebec,"   Low Wage","Alex Coulombe Ltée","QUEBEC, QC G1N 2G5","6622-Store shelf stockers, clerks and order fillers",Unknown,3,6
Quebec,"   Low Wage","Alexandre Côté Ltée","Scott, QC G0S 3G0","7452-Material handlers",Corporation,1,2
Quebec,"   Low Wage","Alexandre Côté Ltée","Scott, QC G0S 3G0","7521-Heavy equipment operators (except crane)",Corporation,1,2
Quebec,"   Low Wage","Alexandre Côté Ltée","Scott, QC G0S 3G0","9431-Sawmill machine operators",Corporation,1,4
Quebec,"   Low Wage","Alexandre Côté Ltée","Scott, QC G0S 3G0","9614-Labourers in wood, pulp and paper processing",Corporation,1,1
Quebec,"   Low Wage","Alimentation Dynamic Inc.","Terrebonne, QC J6Y 1Y5","9617-Labourers in food, beverage and associated products processing",Corporation,1,1
Quebec,"   Low Wage","Alimentation Pierre-Luc Morin inc.","Lebel-sur-Quévillon, QC J0Y 1X0","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Unknown,1,1
Quebec,"   Low Wage","Aliments Asta inc.","St-Alexandre, QC G0L 2G0","9462-Industrial butchers and meat cutters, poultry preparers and related workers",Unknown,1,1
Quebec,"   Low Wage","Aliments Asta inc.","St-Alexandre, QC G0L 2G0","9617-Labourers in food, beverage and associated products processing",Unknown,1,3
Quebec,"   Low Wage","Aliments Breton Inc.","Saint-Bernard, QC G0S 2G0","6732-Specialized cleaners",Unknown,1,1
Quebec,"   Low Wage","Aliments Breton Inc.","Saint-Bernard, QC G0S 2G0","8612-Landscaping and grounds maintenance labourers",Unknown,1,1
Quebec,"   Low Wage","Aliments Gourmets Medor inc.","Laval, QC H7S  1M","9617-Labourers in food, beverage and associated products processing",Corporation,1,1
Quebec,"   Low Wage","Aliments Luda Foods inc.","Pointe-Claire, QC H9R 1B9","9461-Process control and machine operators, food, beverage and associated products processing",Corporation,1,4
Quebec,"   Low Wage","Aliments Putters Inc.","Saint-Sophie, QC J5J 1R2","9461-Process control and machine operators, food, beverage and associated products processing",Unknown,1,2
Quebec,"   Low Wage","Aliments Putters Inc.","Saint-Sophie, QC J5J 1R2","9617-Labourers in food, beverage and associated products processing",Unknown,1,2
Quebec,"   Low Wage","Aliments Sue Ltée","Montréal, QC H1Y 1G2",6322-Cooks,Corporation,1,1
Quebec,"   Low Wage","Alliance Ford Inc.","Sainte-Agathe-des-Monts, QC J8C 3K8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1
Quebec,"   Low Wage","Almaho inc.","Lévis, QC G6Y 9V5","1522-Storekeepers and partspersons",Unknown,1,1
Quebec,"   Low Wage","Alpha Meat Packers Ltd.","Montréal, QC H1J 2Y7","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Partnership,2,6
Quebec,"   Low Wage","Alphonse Lepage Inc.","Rivière-du-Loup, QC G5R  5X","1223-Human resources and recruitment officers",Corporation,1,1
Quebec,"   Low Wage","Alphonse Lepage Inc.","Rivière-du-Loup, QC G5R  5X","9532-Furniture and fixture assemblers and inspectors",Corporation,1,18
Quebec,"   Low Wage","Alphonse Lepage Inc.","Rivière-du-Loup, QC G5R  5X","9536-Industrial painters, coaters and metal finishing process operators",Corporation,1,10
Quebec,"   Low Wage","Altitude Conception Inc.","Chicoutimi, QC G7K  1A",6345-Upholsterers,Corporation,1,1
Quebec,"   Low Wage","Altitude Conception Inc.","Chicoutimi, QC G7K  1A","9446-Industrial sewing machine operators",Corporation,1,1
Quebec,"   Low Wage","Ama Maintenance inc.","Québec, QC G3G 2N7","6731-Light duty cleaners",Corporation,1,1
Quebec,"   Low Wage","Amélie Couture Courtier Immobilier Inc.","Montréal, QC H1M 2L1","1241-Administrative assistants",Corporation,1,1
Quebec,"   Low Wage","AMEX BOIS FRANC INC.","Plessisville, QC G6L 3S6","9436-Lumber graders and other wood processing inspectors and graders",Unknown,1,2
Quebec,"   Low Wage","Anfossi Tassé D'Avirro Inc.","Montreal, QC H4E 2L6","6733-Janitors, caretakers and building superintendents",Unknown,1,1
Quebec,"   Low Wage","Armand Couture & Fils inc","Chicoutimi, QC G7H 4B6",6322-Cooks,Unknown,1,4
Quebec,"   Low Wage","Armatures DNS 2000 Inc.","Montréal Nord, QC H1G 4S7","9417-Machining tool operators",Unknown,1,1
Quebec,"   Low Wage","ARMOIRES AGLY INC","Terrebonne, QC J6W 5S6",7272-Cabinetmakers,Unknown,1,3
Quebec,"   Low Wage","ARMOIRES DE CUISINE BERNIER INC","Lévis, QC G6W 5M6","9534-Furniture finishers and refinishers",Unknown,1,1
Quebec,"   Low Wage","Armoires de cuisine Milmonde Inc.","Notre-Dame-Des-Pins, QC G0M 1K0","7452-Material handlers",Corporation,1,1
Quebec,"   Low Wage","Armoires de cuisine Milmonde Inc.","Notre-Dame-Des-Pins, QC G0M 1K0","9227-Supervisors, other products manufacturing and assembly",Unknown,1,2
Quebec,"   Low Wage","Armoires de cuisine Milmonde Inc.","Notre-Dame-Des-Pins, QC G0M 1K0","9619-Other labourers in processing, manufacturing and utilities",Corporation,1,2
Quebec,"   Low Wage","ARTOPEX-PLUS INC.","Laval, QC H7L 3M9","9417-Machining tool operators",Unknown,1,1
Quebec,"   Low Wage","Atelier de soudure D.J.F. Inc.","Plessisville, QC G6L 2Y4","7237-Welders and related machine operators",Partnership,1,1
Quebec,"   Low Wage","Atelier d'Usinage Gomex Inc.","Trois-Rivières, QC G8T 8Z7","7231-Machinists and machining and tooling inspectors",Corporation,1,1
Quebec,"   Low Wage","Atelier d'usinage Quenneville Inc","Valleyfield, QC J6T 2R1","7231-Machinists and machining and tooling inspectors",Unknown,1,5
Quebec,"   Low Wage","Atelier Fabmec Inc.","Chicoutimi, QC G7H 5B1","7237-Welders and related machine operators",Partnership,1,1
Quebec,"   Low Wage","Atelier Pedro Inc.","Sherbrooke, QC J1L 2Z9","7231-Machinists and machining and tooling inspectors",Unknown,1,1
Quebec,"   Low Wage","Au rendez-vous des lutins Inc.","Montreal, QC H2T 1P6","4214-Early childhood educators and assistants",Unknown,1,1
Quebec,"   Low Wage","Auberge Jeunesse La Malbaie","La Malbaie, QC G5A 1R9",6321-Chefs,Corporation,1,1
Quebec,"   Low Wage","AUpoint Études + Architecture + Territoire Inc","St-Augustin-de-Desmaure, QC G3A 0H2","1241-Administrative assistants",Partnership,1,1
Quebec,"   Low Wage","Aurel Harvey & Fils Inc.","Saint-Augustin-des-Desmaures, QC G3A 1W8","7237-Welders and related machine operators",Unknown,1,1
Quebec,"   Low Wage","Aurel Harvey & Fils Inc.","Saint-Augustin-des-Desmaures, QC G3A 1W8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
Quebec,"   Low Wage","Aurel Harvey & Fils Inc.","Saint-Augustin-des-Desmaures, QC G3A 1W8","7522-Public works maintenance equipment operators and related workers",Unknown,1,6
Quebec,"   Low Wage","Aurpal INC","Marieville, QC J3M 1E8","9617-Labourers in food, beverage and associated products processing",Unknown,2,2
Quebec,"   Low Wage","Auvents W. Lecours inc.","Québec, QC G1J 1Y8","6342-Tailors, dressmakers, furriers and milliners",Unknown,1,1
Quebec,"   Low Wage","AW Ange Gardien","Ange Gardien, QC J0E 1E0","6711-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1
Quebec,"   Low Wage","B12 HAMBURGER INC","LAVAL, QC H7T 1L2",6322-Cooks,Unknown,1,1
Quebec,"   Low Wage","Bah Emploi Inc","Laval, QC H7A 1Y9","1411-General office support workers",Unknown,1,1
Quebec,"   Low Wage","Bar Les Cousins","Québec, QC G1V 3M7",6321-Chefs,Unknown,1,1
Quebec,"   Low Wage","Bassé Frères Alimentation Orientale (2013) Inc.","Montréal, QC H4N 3M8","1225-Purchasing agents and officers",Corporation,1,1
Quebec,"   Low Wage","Bateaux Princecraft Inc.","Princeville, QC G6L  5C","9536-Industrial painters, coaters and metal finishing process operators",Corporation,1,1
Quebec,"   Low Wage","Bateaux Princecraft, inc","Princeville, QC G6L 5C2","7237-Welders and related machine operators",Unknown,1,1
Quebec,"   Low Wage","Bateaux Princecraft, inc","Princeville, QC G6L 5C2","7333-Electrical mechanics",Unknown,1,1
Quebec,"   Low Wage","Beaudry & Cadrin Inc.","Montréal, QC H1B 5R3","7511-Transport truck drivers",Corporation,1,4
Quebec,"   Low Wage","Beaulieu Canada ltée","Acton Vale, QC J0H 1A0","9441-Textile fibre and yarn, hide and pelt processing machine operators and workers",Unknown,1,4
Quebec,"   Low Wage","Beaulieu Canada ltée","Acton Vale, QC J0H 1A0","9447-Inspectors and graders, textile, fabric, fur and leather products manufacturing",Unknown,1,1
Quebec,"   Low Wage","Beaute3D inc.","Montreal, QC H3M 1L1","6562-Estheticians, electrologists and related occupations",Unknown,1,1
Quebec,"   Low Wage","Begin Beauport INC.","Québec, QC G1C 0J3","0631-Restaurant and food service managers",Unknown,1,1
Quebec,"   Low Wage","Begin Beauport INC.","Québec, QC G1C 0J3",6322-Cooks,Unknown,1,1
Quebec,"   Low Wage","Begin Buade INC.","Québec, QC G1R 3Z9","0631-Restaurant and food service managers",Unknown,1,1
Quebec,"   Low Wage","Begin Buade INC.","Québec, QC G1R 3Z9",6322-Cooks,Unknown,1,1
Quebec,"   Low Wage","Begin Henri-Bourassa INC.","Québec, QC G1G 4E3","0631-Restaurant and food service managers",Unknown,1,1
Quebec,"   Low Wage","Begin Henri-Bourassa INC.","Québec, QC G1G 4E3",6322-Cooks,Unknown,1,1
Quebec,"   Low Wage","Bégin Ste-Foy INC.","Québec, QC G1X 1S1","0631-Restaurant and food service managers",Unknown,1,1
Quebec,"   Low Wage","Belisle Solution Nutrition Inc.","St-Mathias-sur-Richel, QC J3L 6A7","9465-Testers and graders, food, beverage and associated products processing",Corporation,1,1
Quebec,"   Low Wage","Bercomac Limitée","ADSTOCK, QC G0N 1S0","9416-Metalworking and forging machine operators",Corporation,1,2
Quebec,"   Low Wage","Bernard Breton Inc.","ST-NARCISSE-DE-BEAURIVAGE, QC G0S 1W0","9617-Labourers in food, beverage and associated products processing",Corporation,1,2
Quebec,"   Low Wage","Bestar inc.","Lac-Mégantic, QC G6B 2C3","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,3
Quebec,"   Low Wage","Béton Bolduc Inc.","Sainte-Marie, QC G6E 1G8","9414-Concrete, clay and stone forming operators",Corporation,1,4
Quebec,"   Low Wage","BHS Composites Inc.","Sherbrooke, QC J1L 1V8","9535-Plastic products assemblers, finishers and inspectors",Unknown,3,3
Quebec,"   Low Wage","Bid Group Technologies LTD (Division Comact)","Saint-Éphrem, QC G0M  1R","7237-Welders and related machine operators",Corporation,1,4
Quebec,"   Low Wage","Bid Group Technologies LTD (Division Comact)","Saint-Éphrem, QC G0M  1R","7311-Construction millwrights and industrial mechanics",Corporation,3,34
Quebec,"   Low Wage","Biscuits Leclerc Ltée","Saint-Augustin-De-Desmaures, QC G3A 1T1","9461-Process control and machine operators, food, beverage and associated products processing",Unknown,4,33
Quebec,"   Low Wage","Biscuits Leclerc Ltée","Saint-Augustin-De-Desmaures, QC G3A 1T1","9617-Labourers in food, beverage and associated products processing",Unknown,4,31
Quebec,"   Low Wage","BISTRO LE LAMBI INC.","MONTRÉAL, QC H2A 1T6",6322-Cooks,Unknown,1,2
Quebec,"   Low Wage","Bistro Ophelia Inc.","Québec, QC G1R 2K5",6322-Cooks,Unknown,1,3
Quebec,"   Low Wage","BMG METAUX OUVRES INC","Chambly, QC J3L 4V2","1225-Purchasing agents and officers",Unknown,1,1
Quebec,"   Low Wage","Boa-Franc s.e.n.c.","Saint-Georges, QC G5Y 8J5","7333-Electrical mechanics",Unknown,1,1
Quebec,"   Low Wage","Boa-Franc s.e.n.c.","Saint-Georges, QC G5Y 8J5","9437-Woodworking machine operators",Unknown,1,1
Quebec,"   Low Wage","BOCCAM INC.","St Georges, QC G6A 1L6","9614-Labourers in wood, pulp and paper processing",Unknown,1,8
Quebec,"   Low Wage","Bois BSL Inc.","Mont-Joli, QC G5H 3K8","9614-Labourers in wood, pulp and paper processing",Unknown,2,16
Quebec,"   Low Wage","Bois Franc Nord inc","St-Jacques-de-Leeds, QC G0N 1J0","9614-Labourers in wood, pulp and paper processing",Unknown,1,6
Quebec,"   Low Wage","Bois Ouvré de Beauceville(1992) inc.","Beauceville, QC G5X 3H9","9437-Woodworking machine operators",Unknown,1,3
Quebec,"   Low Wage","Bois Ouvré de Beauceville(1992) inc.","Beauceville, QC G5X 3H9","9614-Labourers in wood, pulp and paper processing",Unknown,1,5
Quebec,"   Low Wage","Bois Weedon Inc.","Weedon, QC J0B 3J0","9614-Labourers in wood, pulp and paper processing",Unknown,1,4
Quebec,"   Low Wage","Boisclair et fils Inc","Piedmont, QC J0R 1K0","9414-Concrete, clay and stone forming operators",Unknown,1,4
Quebec,"   Low Wage","Boiseries Raymond S.E.C","Montréal, QC H1E 2L6","7452-Material handlers","Sole Proprietorship",2,6
Quebec,"   Low Wage","Boiseries Warnet Inc.","Mirabel, QC J7J 1M2","1521-Shippers and receivers",Corporation,1,2
Quebec,"   Low Wage","Botaris Inc.","Longueuil, QC J4K 1J6","8612-Landscaping and grounds maintenance labourers",Unknown,2,4
Quebec,"   Low Wage","Boucherie Boeuf et Cie inc.","Châteauguay, QC J6K 1C1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",Corporation,1,1
Quebec,"   Low Wage","Boulangerie Auger (1991) Inc.","Saint-Jérôme, QC J7Y 4B6",6332-Bakers,Unknown,1,1
Quebec,"   Low Wage","Boulangerie Chez Alexandre Inc.","Pont-Rouge, QC G3H 2Z7","6421-Retail salespersons",Corporation,1,1
Quebec,"   Low Wage","Boulangerie Délices Granada Inc.","St-Hyacinthe, QC J2S  3H",6332-Bakers,Corporation,1,1
Quebec,"   Low Wage","BOULANGERIE HABIB INC","MONTREAL, QC H3W 2T2",6332-Bakers,Unknown,1,1
Quebec,"   Low Wage","BOULANGERIE KIRI INC.","Sherbrooke, QC J1N 0A7",6332-Bakers,Unknown,1,1
Quebec,"   Low Wage","boulangerie l'O delice inc","Montreal, QC H3X 1V6",6332-Bakers,Unknown,1,1
Quebec,"   Low Wage","Boulangerie Repentigny inc","Repentigny, QC J6A 2T4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Quebec,"   Low Wage","Boulangerie Repentigny inc","Repentigny, QC J6A 2T4","9617-Labourers in food, beverage and associated products processing",Unknown,1,2
Quebec,"   Low Wage","Boulangerie Toujours Dimanche Inc.","MATANE, QC G4W 3B6",6332-Bakers,Unknown,1,1
Quebec,"   Low Wage","Boulart Inc.","Lachine, QC H8T 3H2","9461-Process control and machine operators, food, beverage and associated products processing",Corporation,2,15
Quebec,"   Low Wage","Breizelec Construction Electroniques Inc","Dorval, QC H9P 2P4","1241-Administrative assistants",Unknown,1,1
Quebec,"   Low Wage","BRODEM INC.","Québec, QC G1L 2V3","9442-Weavers, knitters and other fabric making occupations",Corporation,1,1
Quebec,"   Low Wage","Broue Alliance inc","Laval, QC H7E 1A1","2211-Chemical technologists and technicians",Unknown,1,1
Quebec,"   Low Wage","Burger Bar La Belle & La Boeuf","Montreal, QC H3H 2S7",6512-Bartenders,Unknown,1,1
Quebec,"   Low Wage","Cables PTI Cables Inc.","Pointe-Claire, QC H9R 1E2","6731-Light duty cleaners",Unknown,1,1
Quebec,"   Low Wage","Camping Marina Bellerive inc.","St-Ours, QC J0G 1P0","6731-Light duty cleaners",Unknown,1,1
Quebec,"   Low Wage","Cams 2016 Inc.","St-Patrice Sherrington, QC J0L  2N","6733-Janitors, caretakers and building superintendents",Corporation,1,3
Quebec,"   Low Wage","Cams 2016 Inc.","St-Patrice Sherrington, QC J0L  2N","7452-Material handlers",Corporation,1,4
Quebec,"   Low Wage","Cams 2016 Inc.","St-Patrice Sherrington, QC J0L  2N","9461-Process control and machine operators, food, beverage and associated products processing",Corporation,1,1
Quebec,"   Low Wage","Cams 2016 Inc.","St-Patrice Sherrington, QC J0L  2N","9617-Labourers in food, beverage and associated products processing",Corporation,1,13
Quebec,"   Low Wage","Canac-Marquis Grenier Ltée","Québec, QC G2J 1C8","7452-Material handlers",Unknown,1,1
Quebec,"   Low Wage","Canada Lixi Lexington Holding Inc.","Montréal, QC H4S 1C8",1414-Receptionists,Corporation,1,1
Quebec,"   Low Wage","Canada Lixi Lexington Holding Inc.","Montréal, QC H4S 1C8","6731-Light duty cleaners",Corporation,2,2
Quebec,"   Low Wage","Canadawide Fruit Wholesalers Inc","Montreal, QC H4N 1J5","6622-Store shelf stockers, clerks and order fillers",Unknown,1,14
Quebec,"   Low Wage","Canadawide Fruit Wholesalers Inc","Montreal, QC H4N 1J5","7452-Material handlers",Unknown,1,14
Quebec,"   Low Wage","Canadel inc.","Louiseville, QC J5V 3A4","9446-Industrial sewing machine operators",Unknown,1,1
Quebec,"   Low Wage","Canadel inc.","Louiseville, QC J5V 3A4","9532-Furniture and fixture assemblers and inspectors",Unknown,1,1
Quebec,"   Low Wage","Candide Villeneuve Paysagiste inc.","Québec, QC G2N 1S6","8612-Landscaping and grounds maintenance labourers",Unknown,1,2
Quebec,"   Low Wage","Canlak Inc","Daveluyville, QC G0Z 1C0","9536-Industrial painters, coaters and metal finishing process operators",Unknown,1,1
Quebec,"   Low Wage","Capitaine Pouf Inc.","Saint-Jean-sur-Richelieu, QC J3B 6Y4",6322-Cooks,Corporation,1,1
Quebec,"   Low Wage","Capitaine Pouf Inc.","Saint-Jean-sur-Richelieu, QC J3B 6Y4","6711-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1
Quebec,"   Low Wage","CARON & GUAY INC","Beaupré, QC G0A 1E0","9537-Other products assemblers, finishers and inspectors",Unknown,1,9
Quebec,"   Low Wage","Carrosserie Boisvert et Losier inc","Blainville, QC J7C 4L8","7322-Motor vehicle body repairers",Unknown,2,2
Quebec,"   Low Wage","Carrosserie Champdeau Inc.","Montréal, QC H1P  1Y","7322-Motor vehicle body repairers",Corporation,1,1
Quebec,"   Low Wage","CARROSSIER PROCOLOR ST-GEORGES INC.","SAINT-GEORGES, QC G5Y 5B8","6315-Cleaning supervisors",Unknown,1,1
Quebec,"   Low Wage","CARROSSIER PROCOLOR ST-GEORGES INC.","SAINT-GEORGES, QC G5Y 5B8","7322-Motor vehicle body repairers",Unknown,1,1
Quebec,"   Low Wage","Cascades Canada ULC","Kingsey Falls, QC J0A 1B0","7311-Construction millwrights and industrial mechanics",Corporation,2,2
Quebec,"   Low Wage","Cascades Canada ULC","Kingsey Falls, QC J0A 1B0","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,2,4
Quebec,"   Low Wage","Cascades Canada ULC","Kingsey Falls, QC J0A 1B0","7381-Printing press operators",Corporation,1,1
Quebec,"   Low Wage","Cascades Canada ULC","Kingsey Falls, QC J0A 1B0","7452-Material handlers",Corporation,1,2
Quebec,"   Low Wage","Cascades Canada ULC","Kingsey Falls, QC J0A 1B0","9614-Labourers in wood, pulp and paper processing",Corporation,3,9
Quebec,"   Low Wage","Cascades Canada ULC","Kingsey Falls, QC J0A 1B0","9619-Other labourers in processing, manufacturing and utilities",Corporation,1,1
Quebec,"   Low Wage","Cascades Canada ULC","Kingsey-Falls, QC J0A 1B0","7452-Material handlers",Unknown,2,2
Quebec,"   Low Wage","Cascades Canada ULC","Kingsey-Falls, QC J0A 1B0","9435-Paper converting machine operators",Unknown,1,3
Quebec,"   Low Wage","Cascades Canada ULC","Kingsey-Falls, QC J0A 1B0","9614-Labourers in wood, pulp and paper processing",Unknown,1,2
Quebec,"   Low Wage","Cascades Canada ULC","Kingsey-Falls, QC J0A 1B0","9615-Labourers in rubber and plastic products manufacturing",Unknown,1,7
Quebec,"   Low Wage","Cascades Canada ULC","Kingsey-Falls, QC J0A 1B0","9619-Other labourers in processing, manufacturing and utilities",Unknown,2,7
Quebec,"   Low Wage","CB3 Inc.","Saint-Bruno-de-Montarville, QC J3V 3T7","6311-Food service supervisors",Corporation,2,8
Quebec,"   Low Wage","CBR Laser inc.","PLESSISVILLE, QC G6L 2Y2","7231-Machinists and machining and tooling inspectors",Unknown,1,1
Quebec,"   Low Wage","CBR Laser inc.","PLESSISVILLE, QC G6L 2Y2","7237-Welders and related machine operators",Unknown,1,1
Quebec,"   Low Wage","Cedhar Gestion inc","Berthierville, QC J0K 1A0","6311-Food service supervisors",Unknown,3,8
Quebec,"   Low Wage","CÈDRES EN GROS INC.","Brossard, QC J4Z 3H8","8612-Landscaping and grounds maintenance labourers",Corporation,1,2
Quebec,"   Low Wage","Centre de collision Centre-Ville Inc.","Montréal, QC H3K 2A4","6732-Specialized cleaners",Unknown,1,1
Quebec,"   Low Wage","CENTRE DE LA PETITE ENFANCE COUP DE POUCE INC","Gatineau, QC J8T 5Z7","4214-Early childhood educators and assistants","Sole Proprietorship",1,1
Quebec,"   Low Wage","Centre de réparation hydraulique hydrep inc","Jonquière, QC G7X 9H3","7231-Machinists and machining and tooling inspectors",Unknown,1,1
Quebec,"   Low Wage","Centre de réparation Léon Inc","Mont-Laurier, QC J9L  3E","7237-Welders and related machine operators",Corporation,1,1
Quebec,"   Low Wage","Centre d'hébergement et de soins de longue durée Côté-Jardin inc.","Québec, QC G1S 0A3","3413-Nurse aides, orderlies and patient service associates",Unknown,1,1
Quebec,"   Low Wage","Centre du Camion Amos inc.","Amos, QC J9T 3A2","1522-Storekeepers and partspersons",Unknown,1,1
Quebec,"   Low Wage","Centre du Camion Québec Métro Inc.","Québec, QC G1P 3X2","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1
Quebec,"   Low Wage","CENTRE DU SPORT LAC-ST-JEAN INC.","Chambord, QC G0W 1G0","1522-Storekeepers and partspersons",Unknown,1,1
