Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes demandes
,  Agriculture primaire,1628760 Ontario Inc,"Hillier, ON K0K 2J0",8431-Ouvriers agricoles,2
,,Brabantdale Farms,"Navan, ON K4B 0E4",8431-Ouvriers agricoles,2
,,Carron Farms Ltd,"BRADFORD, ON L3Z 4C6",8431-Ouvriers agricoles,4
,,Cuddy Farms Limited 2008,"Strathroy, ON N7G 3H6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",10
,,Hao Fu Farm Ltd,"Toronto, ON M2J 4V6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",4
,,Knotek Brothers Inc.,"Chatham, ON N7M 5J3",8432-Ouvriers de pépinières et de serres,5
,,Rouge River Farms Inc,"GORMLEY, ON L0H 1G0",8431-Ouvriers agricoles,13
,,Schouten Corner View Farms Ltd,"Richmond, ON K0A 2Z0",8431-Ouvriers agricoles,5
,,SOUTH POND FARMS INC,"PONTYPOOL, ON L0A 1K0",8431-Ouvriers agricoles,2
,,St Brigid's Dairy Ltd,"Brussels, ON N0G 1H0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Woodville Farms Limited,"WOODVILLE, ON K0M 2T0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Manitoba,    Haut salaire,7325119 Manitoba Ltd,"Brandon, MB R7B 0M8",6322-Cuisiniers,1
,,Ingram Consulting Limited,"Winnipeg, MB R3B 1Z8",4211-Techniciens juridiques et personnel assimilé,1
,,J.R. Chandler Motors Ltd.,"Winnipeg, MB R2M 3S2","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,   Bas salaire,House of Nanking Ltd,"Winnipeg, MB R3X 1M2",6322-Cuisiniers,1
,,JW Ventures Ltd.,"Brandon, MB R7C 1A7",6322-Cuisiniers,1
,,The Kitching Group (Canada) Inc.,"Winnipeg, MB R3M 0W5",0631-Directeurs de la restauration et des services alimentaires,1
,,The North West Company LP,"WINNIPEG, MB R3C 1A3",6311-Superviseurs des services alimentaires,6
,  Agriculture primaire,Cell Farms Ltd.,"Hartney, MB R0M 0X0",8431-Ouvriers agricoles,1
Saskatchewan,    Haut salaire,Saskatchewan Cancer Agency,"SASKATOON, SK S7S 0A6",3111-Médecins spécialistes,1
,   Bas salaire,101300746 Saskatchewan Ltd,"REGINA, SK S4R 2J6",9446-Opérateurs de machines à coudre industrielles,1
,,Hashtag International Inc,"SASKATOON, SK S7K 8C1",6211-Superviseurs des ventes - commerce de détail,1
,  Agriculture primaire,Hassan Farms Inc.,"STURGIS, SK S0A 4A0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Parkland Honey Farms Ltd.,"Goodsoil, SK S0M 1A0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Alberta,    Haut salaire,1392635 Alberta Ltd. o/a Riteway Moving,"ROCKY VIEW, AB T4A 0E2","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,961945 Alberta Ltd,"Edmonton, AB T5L 2G9","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,Alberta College of Acupuncture & Traditional Chinese Medicine,"CALGARY, AB T2M 1H5",6314-Superviseurs des services d'information et des services à la clientèle,1
,,Alpha Tile Ltd,"Edmonton, AB T5T 5J4",7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd,1
,,Animal Care Solutions Ltd.,"STRATHMORE, AB T1P 1M9",6563-Soigneurs d'animaux et travailleurs en soins des animaux,1
,,Auto Classic G.M. Ltd.,"Calgary, AB T2H 0A2",0621-Directeurs - commerce de détail et de gros,1
,,Autumn Enterprises Inc,"RED DEER, AB T3E 1B6","7334-Mécaniciens de motocyclettes, de véhicules tout-terrain et personnel mécanicien assimilé",1
,,Balar Construction Ltd.,"EDMONTON, AB T6J 4M5","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",5
,,Delta Helicopters Ltd,"Sturgeon County, AB T8T 0B6","2271-Pilotes, navigateurs et instructeurs de pilotage du transport aérien",4
,,DND Construction Ltd,"Calgary, AB T2A 1C2",7204-Entrepreneurs et contremaîtres en charpenterie,2
,,Edmonton Pressure Cleaners Ltd,"EDMONTON, AB T5T 6P8",6315-Surveillants des services de nettoyage,1
,,Global Pages Inc.,"CHESTERMERE, AB T1X 0B5",2174-Programmeurs et développeurs en médias interactifs,1
,,Graham Management Services LP,"Calgary, AB T2Z 3R6","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
,,Infinique & Natural Beauty Ltd. o/a NRSH Store,"Edmonton, AB T5T 2T1",0621-Directeurs - commerce de détail et de gros,2
,,J. W. Kozina Professional Corporation,"LAC LA BICHE, AB T0A 2C0",2172-Analystes de bases de données et administrateurs de données,1
,,K.C Landscaping & Maintenance Ltd.,"Okotoks, AB T1S 1L3","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
,,MK Construction Limited,"FORT MCMURRAY, AB T9H 2L8",0711-Directeurs de la construction,1
,,M'V'J'B Drywall Construction Ltd.,"EDMONTON, AB T6L 2T9",6315-Surveillants des services de nettoyage,2
,,Pedro Wall Transport Ltd,"BEAVERLODGE, AB T0H 0C0",7282-Finisseurs de béton,2
,,Rimrock Resort Hotel Corporation,"Banff, AB T1L 1J2",6321-Chefs,1
,,Saba Homes Community Inc,"Edmonton, AB T6E 5X9",5242-Designers d'intérieur et décorateurs d'intérieur,1
,,Sunstar Concrete Ltd,"Edmonton, AB T6W 2W9",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,The Banff Plumbing Company Ltd.,"BANFF, AB T1L 1A9",7271-Charpentiers-menuisiers,2
,,Trust to Knowledge Inc,"CALGARY, AB T2X 3T2","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,White Eagle Homes Ltd,"Edmonton, AB T5Z 3S7",7272-Ébénistes,3
,,Wilson ROA Professional Corporation,"EDMONTON, AB T6R 2A9",2211-Technologues et techniciens en chimie,1
,,Wolverine Excavating & Demolition Inc.,"STURGEON COUNTY, AB T8T 0A7",7302-Entrepreneurs et contremaîtres des équipes d'opérateurs d'équipement lourd,1
,,Yellowhead Trucking Ltd.,"Edmonton, AB T5Y 0Z8",7305-Surveillants du transport routier et du transport en commun,1
,,YK Electrical Service Inc,"Edmonton, AB T6L 2H1",7243-Électriciens de réseaux électriques,1
,   Bas salaire,1017423 Alberta Ltd.,"Edmonton, AB T5R 5Z1",6311-Superviseurs des services alimentaires,1
,,1060206 Alberta Ltd,"Calgary, AB T2E 1K3",6321-Chefs,1
,,1072995 Alberta Ltd.,"Sherwood Park, AB T8H 2S9",6322-Cuisiniers,1
,,1089362 Alberta Ltd o/a Swiss Donair,"EDMONTON, AB T5E 2H4",6311-Superviseurs des services alimentaires,1
,,1105245 Alberta Ltd,"Edmonton, AB T5L 1S5",9227-Surveillants dans la fabrication et le montage de produits divers,1
,,1115610 Alberta Ltd,"Edmonton, AB T5E 4E5",6332-Boulangers-pâtissiers,1
,,1344864 Alberta Ltd o/a Opus Restaurant and Bar,"Edmonton, AB T5T 2K6",6311-Superviseurs des services alimentaires,1
,,1593537 AB Inc,"Olds, AB T4H 1A4",6211-Superviseurs des ventes - commerce de détail,1
,,1604706 Alberta Ltd,"CALGARY, AB T2L 2L5",6311-Superviseurs des services alimentaires,1
,,1692691 Alberta Ltd,"Wandering River, AB T0A 3M0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",2
,,1730395 Alberta Ltd.,"CALGARY, AB T1Y 6V6",6322-Cuisiniers,2
,,1802759 Alberta Inc,"Stony Plain, AB T7Z 2W7",6311-Superviseurs des services alimentaires,1
,,1809072 Alberta Ltd.,"WHITECOURT, AB T7S 1R9",6311-Superviseurs des services alimentaires,1
,,1866467 Alberta Ltd.,"Spruce Grove, AB T7X 3X2",6322-Cuisiniers,2
,,1918908 Alberta Ltd,"Edmonton, AB T6E 5P2",6211-Superviseurs des ventes - commerce de détail,1
,,1941024 Alberta Ltd.,"EDMONTON, AB T5P 4M8",6211-Superviseurs des ventes - commerce de détail,1
,,1941497 AB Ltd.,"ONOWAY, AB T0E 1V0",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,1986016 Alberta Ltd. o/a LOFT Thai Eatery,"EDMONTON, AB T6W 0R9",6322-Cuisiniers,1
,,2009313 Alberta Ltd. o/a BIG FISH SEAFOOD and OYSTER BAR RESTAURANT,"Calgary, AB T2E 3K4",6322-Cuisiniers,1
,,2025082 Alberta Ltd,"EDMONTON, AB T6V 1K6",6322-Cuisiniers,3
,,2047702 Alberta Ltd,"Medicine hat, AB T0C 1C8",6311-Superviseurs des services alimentaires,1
,,406429 Alberta Ltd,"EDMONTON, AB T5T 4M2",6322-Cuisiniers,2
,,407974 Alberta Ltd,"Slave Lake, AB T0G 2A3",6322-Cuisiniers,3
,,642715 Alberta Ltd,"Chestermere, AB T1X 0A5",9227-Surveillants dans la fabrication et le montage de produits divers,1
,,,,"9619-Autres manoeuvres des services de transformation, de fabrication et d'utilité publique",1
,,673855 Alberta Ltd. o/a Royal Pizza & Spaghetti House Ltd,"Edmonton, AB T6E 1Y1",6322-Cuisiniers,1
,,731273 Alberta Ltd,"Fort McMurray, AB T9K 1P1",6322-Cuisiniers,1
,,738786 Alberta Ltd,"Edmonton, AB T5M 2R1",6312-Gouvernants principaux,1
,,762289 Alberta Ltd,"Edmonton, AB T5W 0Z3",6311-Superviseurs des services alimentaires,1
,,7-Eleven Canada Inc.  o/a 7-Eleven Store,"CALGARY, AB T2Y 1W1",6211-Superviseurs des ventes - commerce de détail,3
,,861699 Alberta Ltd.,"CROSSFIELD, AB T0M 0S0",6211-Superviseurs des ventes - commerce de détail,1
,,945575 Alberta Ltd o/a Boston Pizza,"Calgary, AB T2W 3M5",6322-Cuisiniers,2
,,A&V Enterprise Ltd. o/a Opa Souvlaki of Greece,"CALGARY, AB T2N 1N4",6311-Superviseurs des services alimentaires,2
,,Banff Trail Riders Inc,"Banff, AB T1L 1C1","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,Benzer Management Corp,"Olds, AB T4H 1M8",6322-Cuisiniers,2
,,Brinker Canadian Restaurant Company ULC,"EDMONTON, AB T9E 0V3",6322-Cuisiniers,4
,,Brookwood Management Inc,"HINTON, AB T7V  2A",6322-Cuisiniers,1
,,Cameron Bay Holdings Inc,"Ponoka, AB T4J 1J8",6311-Superviseurs des services alimentaires,3
,,Cascade Management Inc o/a Cascade Gifts,"Banff, AB T1L 1C2",6211-Superviseurs des ventes - commerce de détail,1
,,Cater Park Foods Ltd,"Leduc, AB T9E 6V9",6322-Cuisiniers,1
,,Choice Janitorial Services Ltd.,"Red Deer, AB T4R 2X2",6315-Surveillants des services de nettoyage,2
,,Comida Taqueria Ltd,"Calgary, AB T2R 1H7",6322-Cuisiniers,1
,,Continental Treat Food Services Ltd.,"Edmonton, AB T6L 1X1",6322-Cuisiniers,2
,,Edson Subway Ltd,"Edson, AB T7E 1T8",6311-Superviseurs des services alimentaires,1
,,Enviro-Green Services Ltd,"Drayton Valley, AB T7A 1S8",6315-Surveillants des services de nettoyage,1
,,Falher Restaurant Ltd,"Falher, AB T0H 1M0",6322-Cuisiniers,1
,,Fan Fun Ltd,"Sherwood Park, AB T8H 0N6",6311-Superviseurs des services alimentaires,1
,,Five Springs Investment Inc,"CALGARY, AB T3G 0C2",6311-Superviseurs des services alimentaires,1
,,Gerbenco Holdings Ltd,"Fort McMurray, AB T9H 3R2",6311-Superviseurs des services alimentaires,1
,,Gow-Woo Food Services Ltd,"Lloydminster, AB T9V 2G6",6311-Superviseurs des services alimentaires,3
,,Grassland Eldorado Restaurant Inc o/a Eldorado Restaurant & Lounge,"Grassland, AB T0A 1V0",6322-Cuisiniers,2
,,Hamer Tree Services Ltd. o/a The Saskatoon Farm,"Foothills, AB T1S 4S3",6322-Cuisiniers,3
,,Hap's Hungry House Ltd.,"Edmonton, AB T5P 3Z9",6322-Cuisiniers,1
,,Heartland Hotel Ltd.,"LAMONT, AB T0B 2R0",6311-Superviseurs des services alimentaires,1
,,High River Bottle Depot Inc.,"High River, AB T1V 2A6",6211-Superviseurs des ventes - commerce de détail,1
,,Highway Carpet Cleaners Ltd,"Calgary, AB T3J 0N9",6732-Nettoyeurs spécialisés,3
,,Hot Million Indian Cuisine Inc,"Calgary, AB T1Y 5S3",6322-Cuisiniers,1
,,Inglewood Pizza & Pasta Ltd.,"Calgary, AB T2G 0S9",6311-Superviseurs des services alimentaires,1
,,JFF Construction Ltd.,"Coaldale, AB T1M 1N2",7611-Aides de soutien des métiers et manoeuvres en construction,1
,,K. McGillivray Land Co. (AB) Ltd.,"Provost, AB T0B 3S0",1241-Adjoints administratifs,1
,,Kirala Sushi & Grill Ltd,"Airdrie, AB T4B 3K3",6311-Superviseurs des services alimentaires,1
,,Krysroc Inc.,"Calgary, AB T2W 4N4",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,1
,,Liquor XS Inc.,"Edmonton, AB T6K 4A2",6211-Superviseurs des ventes - commerce de détail,2
,,Luna Authentic Vietnamese Cuisine Corp.,"Cochrane, AB T4C 0K3",6311-Superviseurs des services alimentaires,1
,,M.A. Mohamed Medical Professional Corporation,"Lloydminster, AB T9V 2X1",1243-Adjoints administratifs médicaux,1
,,Mackchef Ltd.,"Edson, AB T7E 1T1",6311-Superviseurs des services alimentaires,1
,,MainStreet Equity Corp,"CALGARY, AB T2G 0W2",6541-Agents de sécurité et personnel assimilé des services de sécurité,2
,,,,6733-Concierges et surintendants d'immeubles,5
,,,,7444-Fumigateurs et préposés au contrôle de la vermine,6
,,Maks Lawn Care & Cleaning Alberta Ltd,"CALGARY, AB T3K 2C6","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
,,Masala Mantra Corp,"Calgary, AB T3C 0M5",6322-Cuisiniers,1
,,MGC Renovation & Cleaning Services Ltd,"CALGARY, AB T2X 0B4",6315-Surveillants des services de nettoyage,1
,,Mi Noodle Inc.,"CALGARY, AB T2E 0V3",6311-Superviseurs des services alimentaires,1
,,Millcraft Woodworks Ltd.,"EDMONTON, AB T5M 2W1",7272-Ébénistes,1
,,MOM'S PRIDE INC,"Didsbury, AB T0M 0W0",6211-Superviseurs des ventes - commerce de détail,1
,,Mountain Air Construction Ltd,"Airdrie, AB T4B 3C4",1221-Agents d'administration,1
,,OAW Restaurants Ltd,"EDMONTON, AB T6V 1K6",6311-Superviseurs des services alimentaires,1
,,OJ's Hollick Restaurant Inc.,"Edmonton, AB T5S 1R5",6322-Cuisiniers,2
,,Pancotto Enterprises Ltd,"Medicine Hat, AB T1B 3R2",0631-Directeurs de la restauration et des services alimentaires,2
,,,,6311-Superviseurs des services alimentaires,10
,,Pennypacker Restaurant Consortium Inc.,"Edmonton, AB T5S 1R5",6322-Cuisiniers,4
,,PhoXpress Ltd,"Edmonton, AB T6R 2H2",6311-Superviseurs des services alimentaires,1
,,Pinnacle Plants and Contracting Ltd.,"Taber, AB T1G 2C9",8612-Manoeuvres en aménagement paysager et en entretien des terrains,4
,,Prestigio Bakery & Bistro Ltd.,"LEDUC, AB T9E 6V2",6332-Boulangers-pâtissiers,1
,,St. Albert Montessori School Ltd,"Edmonton, AB T6R 1J2",4214-Éducateurs et aides-éducateurs de la petite enfance,1
,,Summerlea International Care Home Inc,"Edmonton, AB T5T 1V6","4412-Aides familiaux résidents, aides de maintien à domicile et personnel assimilé",1
,,Sunview Custom Homes Ltd.,"CALGARY, AB T3K 5G9",1241-Adjoints administratifs,1
,,Taziz Food Inc.,"Lethbridge, AB T1H 6H7",6311-Superviseurs des services alimentaires,2
,,The Canadian Brewhouse (Eastgate) Ltd.,"Edmonton, AB T6X 0A7",6322-Cuisiniers,7
,,THE CANADIAN BREWHOUSE (FORT SASKATCHEWAN) LTD.,"Edmonton, AB T6X 0A7",6322-Cuisiniers,7
,,The Canadian Brewhouse (Leduc) Ltd o/a The Canadian Brewhouse,"Edmonton, AB T6X 0A7",6322-Cuisiniers,6
,,The Canadian Brewhouse (Lloydminster) Ltd,"Edmonton, AB T6X 0A7",6322-Cuisiniers,7
,,The Canadian Brewhouse (Red Deer) Ltd,"Edmonton, AB T6X 0A7",6322-Cuisiniers,7
,,The Canadian Brewhouse (Saskatoon) Ltd.,"Edmonton, AB T6X 0A7",6322-Cuisiniers,7
,,The Ski Club of the Canadian Rockies Limited,"LAKE LOUISE, AB T0L 1E0",6321-Chefs,2
,,Three Seasons Landscaping Ltd,"Ardrossan, AB T8E 2L5",8612-Manoeuvres en aménagement paysager et en entretien des terrains,3
,,Tocher Inns & Restaurant Ltd o/a Smittys Restaurant,"Hinton, AB T7V 1N1",6311-Superviseurs des services alimentaires,1
,,Virk Investments Ltd.,"Edmonton, AB T6E 1C1",6316-Surveillants des autres services,1
,,Water Tower Restaurant 2000 Ltd. o/a Boston Pizza,"WETASKIWIN, AB T9A 0R5",6322-Cuisiniers,1
,  Agriculture primaire,Soderglen Ranches Ltd.,"AIRDRIE, AB T4B 2A3","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,Weleschuk Farms Ltd,"Tofield, AB T0B 4J0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",2
Colombie-Britannique,    Haut salaire,640548 BC. LTD. o/a Crompton Brothers Automotive,"BURNABY, BC V3N 1B9","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",2
,,9229051 Canada Ltd.,"Surrey, BC V3V 4V1",6316-Surveillants des autres services,1
,,A-1 Drainage Plumbing & Heating Ltd.,"Vancouver, BC V5T 2K5",7251-Plombiers,1
,,Acton Accounting & Bookkeeping Inc.,"Vancouver, BC V5Y 1R4",1311-Techniciens en comptabilité et teneurs de livres,1
,,APTECH PRECISION MACHINING INC,"RICHMOND, BC V6V 3C7",2233-Technologues et techniciens en génie industriel et en génie de fabrication,1
,,Ashy's Japan Landscaping,"Port Coquitlam, BC V3B 1J8",2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture,1
,,ASL Artifex Studios Ltd,"Vancouver, BC V6B 6E3",5241-Designers graphiques et illustrateurs,1
,,Aspire Immigration Services Inc,"Surrey, BC V3W 1R1",4211-Techniciens juridiques et personnel assimilé,1
,,Bhangu Custom Homes Ltd,"Surrey, BC V3W 4Z9",1241-Adjoints administratifs,1
,,Boydel Wastewater Technologies Inc.,"CHEMAINUS, BC V0R 1K4",9243-Opérateurs d'installations du traitement de l'eau et des déchets,1
,,Brocor Construction Ltd.,"DAWSON CREEK, BC V1G 4H4",7521-Conducteurs d'équipement lourd (sauf les grues),1
,,Buddah Construction Ltd,"Langley, BC V3A 5E8",7271-Charpentiers-menuisiers,3
,,CHHINN-MAA Plumbing & Heating Services,"VANCOUVER, BC V5P 2J5",7251-Plombiers,2
,,Coastline Cleaning Services Ltd.,"Burnaby, BC V5B 3A6","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",1
,,Columbia Collision Repairs Ltd.,"Surrey, BC V3W 4N2",1241-Adjoints administratifs,1
,,Desert Drug Store Ltd,"Osoyoos, BC V0H 1V0",3131-Pharmaciens,1
,,"Dr. Paul J. Helpard, Inc.","Courtenay, BC V9N 2K4",3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires,1
,,East Van Wear Ltd.,"Vancouver, BC V5N 4A6","6562-Esthéticiens, électrolystes et personnel assimilé",1
,,Enfield Solutions Inc,"SURREY, BC V3W 0X5",7202-Entrepreneurs et contremaîtres en électricité et en télécommunications,1
,,,,7241-Électriciens (sauf électriciens industriels et de réseaux électriques),1
,,Fabwell Industries Inc.,"Delta, BC V4G 1B5",1311-Techniciens en comptabilité et teneurs de livres,1
,,Fine Drywall Ltd.,"Surrey, BC V3S 3C3",7271-Charpentiers-menuisiers,2
,,First Choice Painting Ltd.,"Langley, BC V2Y 1P7",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
,,Gilmore Electric Ltd.,"SURREY, BC V3R 3X4",7241-Électriciens (sauf électriciens industriels et de réseaux électriques),3
,,GNJ Homes Ltd.,"Surrey, BC V3W 3T2",7271-Charpentiers-menuisiers,2
,,Golden Trading BC Ltd.,"Surrey, BC V3W 7J1",1241-Adjoints administratifs,1
,,Holaco Construction (1997) Ltd.,"Burnaby, BC V5C 4B9","7201-Entrepreneurs et contremaîtres des machinistes et du personnel des métiers du formage, du profilage et du montage des métaux et personnel assimilé",1
,,Home & House Builder Ltd.,"RICHMOND, BC V6Y 2T9",7271-Charpentiers-menuisiers,4
,,Homecraft Siding and Soffits Ltd.,"SURREY, BC V3S 2L7","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",2
,,Icon Creative Studio Inc.,"Vancouver, BC V6B 1B8",1111-Vérificateurs et comptables,1
,,,,5241-Designers graphiques et illustrateurs,2
,,Ideal Signs Ltd,"SURREY, BC V3W 3E9",5241-Designers graphiques et illustrateurs,1
,,Insurance Corporation of British Columbia,"North Vancouver, BC V7M 3H9","2161-Mathématiciens, statisticiens et actuaires",1
,,Japan Sky Dining Ltd.,"Richmond, BC V7C 4N1",6321-Chefs,1
,,Keystone Global Services Inc.,"Burnaby, BC V3N 4N8",1241-Adjoints administratifs,1
,,Kirkwood Management Services Ltd,"VANCOUVER, BC V6J 1R3",1414-Réceptionnistes,1
,,Limpark Investments Ltd.,"BURNABY, BC V3N 4N3",1241-Adjoints administratifs,1
,,Lionheart Sports Ltd.,"VANCOUVER, BC V6P 6G2","5243-Ensembliers de théâtre, dessinateurs de mode, concepteurs d'expositions et autres concepteurs artistiques",1
,,Matsqui Ag-Repair Ltd.,"ABBOTSFORD, BC V4X 3R2",7312-Mécaniciens d'équipement lourd,1
,,MINISIS Inc.,"VANCOUVER, BC V6E 3P3",2175-Concepteurs et développeurs Web,1
,,Mumbai Masala Restaurant,"North Vancouver, BC V7J 3S8",6322-Cuisiniers,1
,,New Country Appliances Inc.,"Surrey, BC V3W 0A8",7313-Mécaniciens en réfrigération et en climatisation,1
,,New Mode Framing Ltd.,"Surrey, BC V3V 5X9",7271-Charpentiers-menuisiers,2
,,Nijjar Plumbing & Heating Ltd,"Surrey, BC V3W 0J4",7251-Plombiers,6
,,Northern Star Automotive Inc,"Coquitlam, BC V3E 2B3","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Novax Tile Ltd.,"Coquitlam, BC V3B 0C8",7611-Aides de soutien des métiers et manoeuvres en construction,2
,,Noypi Express Ltd.,"Vancouver, BC V5X 3H8",7511-Conducteurs de camions de transport,1
,,Nu Tek Doors Ltd,"SURREY, BC V3W 4K1","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,Oak Bay Guest House,"VICTORIA, BC V8S 5E3",0632-Directeurs des services d'hébergement,1
,,Peter A. Aylett Inc DBA Aylett Grant Group,"SURREY, BC V4A 2P4",1311-Techniciens en comptabilité et teneurs de livres,1
,,President Global Consulting Group Ltd.,"Richmond, BC V6X 3X2",1221-Agents d'administration,1
,,Royal Craft Construction Ltd,"Surrey, BC V3S 5P1",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,Rychter P Construction Ltd,"Surrey, BC V3S 3T2",7271-Charpentiers-menuisiers,1
,,S. Johal & Co. INC.,"Surrey, BC V3W 4E8",1221-Agents d'administration,1
,,Sandher Truck & Trailer Repair Ltd,"Delta, BC V4G 1E4","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,Schols Placing & Finishing Ltd,"CHILLIWACK, BC V2P 6N9",7282-Finisseurs de béton,1
,,Seca Gems Ltd,"West Vancouver, BC V7T 1A1",0621-Directeurs - commerce de détail et de gros,1
,,Securco Services Inc,"NANAIMO, BC V9R 3B6",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
,,Shil Infotech Inc.,"PORT ALBERNI, BC V9Y 1K7",2172-Analystes de bases de données et administrateurs de données,2
,,Shine Kitchen Cabinets Ltd.,"SURREY, BC V3W 1B3",6211-Superviseurs des ventes - commerce de détail,1
,,Sierrans Roofing Ltd.,"Surrey, BC V6V 0B8",7291-Couvreurs et poseurs de bardeaux,2
,,SimpeQ Care Inc.,"NORTH VANCOUVER, BC V7M 2H5",3012-Infirmiers autorisés et infirmiers psychiatriques autorisés,1
,,Star Image Gutter & Siding Ltd,"Surrey, BC V3W 3W2",7271-Charpentiers-menuisiers,2
,,Steve and Kerry Holdings Ltd,"VICTORIA, BC V9B 6C7",6322-Cuisiniers,1
,,Stuart Howard Architects Inc,"Vancouver, BC V5Y 1J6",2151-Architectes,1
,,Surrey Printing Ltd.,"Surrey, BC V3W 9Y4",1241-Adjoints administratifs,1
,,The Best Siding Const. Ltd.,"SURREY, BC V3W 7M1",7204-Entrepreneurs et contremaîtres en charpenterie,1
,,Tracker Software Products (Canada) Ltd,"Chemainus, BC V0R 1K0",2173-Ingénieurs et concepteurs en logiciel,2
,,Treemendous Arb Care Inc.,"Maple Ridge, BC V2W 1L5",2225-Techniciens et spécialistes de l'aménagement paysager et de l'horticulture,1
,,TYRW Holding Inc o/a Jinya Ramen Bar,"VANCOUVER, BC V5Y 1G4",6321-Chefs,1
,,Uvanu International Consulting Ltd,"Vancouver, BC V6B 4W4",1221-Agents d'administration,1
,,VA Pro Exterior Ltd.,"BURNABY, BC V5C 2T4",7271-Charpentiers-menuisiers,1
,,Valley West Investment Ltd.,"MISSION, BC V2V 4J3",1241-Adjoints administratifs,1
,,Victoria Amped Electrical Contracting Ltd.,"VICTORIA, BC V9B 2S4",7241-Électriciens (sauf électriciens industriels et de réseaux électriques),1
,,VPV Luxury Tiles & Stone Ltd.,"BURNABY, BC V3N 4S5",7283-Carreleurs,1
,,VRChat.ca Development Inc.,"PORT COQUITLAM, BC V3C 5C6","1123-Professionnels en publicité, en marketing et en relations publiques",1
,,Wildsider Enterprises Inc.,"Coquitlam, BC V3J 3P7",0601-Directeurs des ventes corporatives,1
,,,,1311-Techniciens en comptabilité et teneurs de livres,1
,,Yaletown Partners Inc.,"Vancouver, BC V6B 5L1","0124-Directeurs de la publicité, du marketing et des relations publiques",1
,,Yyoung Water Ltd.,"Burnaby, BC V5H 3P7",1225-Agents aux achats,1
,,Zhu Hongbin Food Services Ltd.,"KAMLOOPS, BC V2C 5N8",0631-Directeurs de la restauration et des services alimentaires,1
,   Bas salaire,0816130 B.C. Ltd o/a White Spot,"Kelowna, BC V1V 1S1",6322-Cuisiniers,2
,,0832639 BC Ltd.,"Delta, BC V4K 4W9",6311-Superviseurs des services alimentaires,3
,,0874424 BC Ltd o/a Cora Breakfast and Lunch,"KAMLOOPS, BC V1S 0E1",6322-Cuisiniers,1
,,0894546 BC Ltd.  o/a Black + Blue Restaurant,"Vancouver, BC V6B 1B6",6322-Cuisiniers,3
,,0957645 BC Ltd.,"Kitimat, BC V8C 1T5",6322-Cuisiniers,1
,,0982109 BC Ltd,"Thornhill, BC V8G 3N5",6322-Cuisiniers,1
,,0991476 BC Ltd.,"Prince George, BC V2M 2M2",6311-Superviseurs des services alimentaires,1
,,,,6322-Cuisiniers,2
,,101297129 Saskatchewan Ltd. o/a Bienfait Shop,"Vancouver, BC V5Z 2P6",6211-Superviseurs des ventes - commerce de détail,1
