Province/Territoire,"Volet du programme",Employeur,Adresse,"Profession ","Incorporer le statut","EIMT demandes","Postes demandes"
Ontario,"Haut salaire","BAGPIPER TRANSPORT INC.","Mississauga, ON L5T 1V3","1221-Agents d'administration",Inconnu,1,1
Ontario,"Haut salaire","Best Builders & Renovations Inc.","North York, ON M3N 1V7","0112-Directeurs des ressources humaines",Inconnu,1,2
Ontario,"Haut salaire","Best Builders & Renovations Inc.","North York, ON M3N 1V7","0711-Directeurs de la construction",Inconnu,1,2
Ontario,"Haut salaire","BIZLYTICS STRATEGIC CONSULTING LTD","TORONTO, ON M3C 1W3","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"Haut salaire","BIZLYTICS STRATEGIC CONSULTING LTD","TORONTO, ON M3C 1W3","2133-Ingénieurs électriciens et électroniciens",Inconnu,1,1
Ontario,"Haut salaire","C. C. FINCH ALBION INC.","NORTH YORK, ON M9M 2W8","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"Haut salaire","Canadian Printing Resources Inc.","Toronto, ON M3N 1H7","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"Haut salaire","Circle Productions","TORONTO, ON M5V 1T2","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"Haut salaire","Circle Productions Ltd.","TORONTO, ON M5V 1T2","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé","Entreprise à propriétaire unique",1,1
Ontario,"Haut salaire","CIT Corp","Concord, ON L4K 1Z8","0111-Directeurs financiers",Inconnu,1,1
Ontario,"Haut salaire","Compatible Concepts Pvt. Ltd.","Mississauga, ON L5B 3C3","1221-Agents d'administration",Inconnu,1,1
Ontario,"Haut salaire","Contract Packaging Distribution Inc.","Etobicoke, ON M9W 1N4","1225-Agents aux achats",Inconnu,1,1
Ontario,"Haut salaire","Crescent Energy Consulting Ltd","WATERLOO, ON N2L 0C7","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",Inconnu,1,1
Ontario,"Haut salaire","Dr. Steven V. Zizzo Professional Medicine Corp.","Hamilton, ON L8J 0B6","3124-Praticiens reliés en soins de santé primaire",Inconnu,1,1
Ontario,"Haut salaire","DSA DISPOSAL INC","STONEY CREEK, ON L8J 0M3","7511-Conducteurs de camions de transport",Inconnu,1,1
Ontario,"Haut salaire","EAGLE SHUNT SERVICE LTD.","Inglewood, ON L7C 2B8","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Ontario,"Haut salaire","Expansion Edge LTD.","Toronto, ON M5A 1S9","0213-Gestionnaires des systèmes informatiques",Inconnu,1,1
Ontario,"Haut salaire","Feels Like Home","Toronto, ON M6H  2X","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Coopérative,2,2
Ontario,"Haut salaire","Finance Hub Consultancy Ltd.","MISSISSAUGA, ON L5R 3E7","0111-Directeurs financiers",Inconnu,1,1
Ontario,"Haut salaire","FinGenius advisors Inc.","Toronto, ON M6P 3T1","0121-Directeurs des assurances, de l'immobilier et du courtage financier",Inconnu,1,1
Ontario,"Haut salaire","ForeFront Forum Ltd.","Ottawa, ON K1N 8S7","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"Haut salaire","ForeFront Forum Ltd.","Ottawa, ON K1N 8S7","1221-Agents d'administration",Inconnu,1,1
Ontario,"Haut salaire","FROZENMAN INC","Scarborough, ON M1N 4B5","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,3,3
Ontario,"Haut salaire","Gallant & Toole Inc.","Etobicoke, ON M9C 5L5","0111-Directeurs financiers",Inconnu,1,1
Ontario,"Haut salaire","Glen Derry Physiotherapy and Wellness Clinic","Mississauga, ON L5N 3N5","1221-Agents d'administration",Corporation,1,1
Ontario,"Haut salaire","GRACELIGHT TRADING LTD.","Toronto, ON M5V 2Y1","0621-Directeurs - commerce de détail et de gros",Inconnu,1,1
Ontario,"Haut salaire","GRANT GLOBAL LOGISTICS INC.","MAPLE, ON L4K 4V5","7511-Conducteurs de camions de transport",Inconnu,1,5
Ontario,"Haut salaire","HANDS ON GREENS LTD.","Mississauga, ON L5B 3C3","1211-Superviseurs de commis de bureau et du personnel de soutien administratif",Inconnu,1,1
Ontario,"Haut salaire","HIMCAN CONSTRUCTION & RENOVATIONS INC.","Oakville, ON L6H 7S8","0711-Directeurs de la construction",Inconnu,1,1
Ontario,"Haut salaire","HM MISSISSAUGA INC.","St. Catharines, ON L2R 2Z5","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Ontario,"Haut salaire","HYPERAMA INC.","Toronto, ON M5G 2R2","6222-Acheteurs des commerces de détail et de gros",Inconnu,1,1
Ontario,"Haut salaire","iip recuriters inc","brampton, ON L6X 5A7",1414-Réceptionnistes,Inconnu,1,2
Ontario,"Haut salaire","INDERSONS ELECTRONICS INC","MISSISSAUGA, ON L4W 5K4","1211-Superviseurs de commis de bureau et du personnel de soutien administratif",Inconnu,1,1
Ontario,"Haut salaire","Inspectest Consulting Inc.","Mississauga, ON L5N 8C3","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"Haut salaire","JBH Truck Centre Ltd.","Brampton, ON L6T 1A7","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Ontario,"Haut salaire","JBH Truck Centre Ltd.","Brampton, ON L6T 1A7","0731-Directeurs des transports",Inconnu,1,1
Ontario,"Haut salaire","KAMY EVENT SOLUTIONS INC","Toronto, ON M5V 2Y1","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Ontario,"Haut salaire","KAMY EVENT SOLUTIONS INC","Toronto, ON M5V 2Y1","1226-Planificateurs de congrès et d'événements",Inconnu,1,1
Ontario,"Haut salaire","Kidoo Tax & Financial Services Inc.","Etobicoke, ON M9V 3Y7","0113-Directeurs des achats",Inconnu,1,1
Ontario,"Haut salaire","KISTAANGS INC","MILTON, ON L9T 0J3","2173-Ingénieurs et concepteurs en logiciel",Inconnu,1,1
Ontario,"Haut salaire","Lavish Home Comfort Ltd","Mississauga, ON L5B 4N4","7313-Mécaniciens en réfrigération et en climatisation",Inconnu,1,1
Ontario,"Haut salaire","LITTLE GROUP INC.","Toronto, ON M6N 4Z5","6314-Superviseurs des services d'information et des services à la clientèle",Inconnu,1,1
Ontario,"Haut salaire","Lux Academy Inc.","Richmond Hill, ON L4C 9P9","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"Haut salaire","MaaWaa Drinks&Foods Inc.","Mississauga, ON L5A 2R5","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"Haut salaire","MAKEIT CORP.","North Bay, ON P1A 0B4","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"Haut salaire","Malvi Systems Canada Incorporated","TORONTO, ON M9W 5Z8","2174-Programmeurs et développeurs en médias interactifs",Corporation,1,1
Ontario,"Haut salaire","MCB Plumbing Canada","Scarborough, ON M1B 2K4",7251-Plombiers,Inconnu,1,1
Ontario,"Haut salaire",Merchant,"Toronto, ON M6K  1Y","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,1,1
Ontario,"Haut salaire","Meza Tronics Inc.","Mississauga, ON L5N 5V3","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,1
Ontario,"Haut salaire","Mirza Property Management & Consultants Ltd.","Toronto, ON M5A 1S9","0125-Directeurs d'autres services aux entreprises",Inconnu,1,1
Ontario,"Haut salaire","Mouri Tech Inc","Scarborough, ON M1B 2W1","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"Haut salaire","MSF Alliance Canada Ltd.","Toronto, ON M5V 2Y1","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"Haut salaire","MULTI LOGISTICS INC.","windsor, ON N9B 3W9","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Ontario,"Haut salaire","National Impex Inc.","Mississauga, ON L5S 1M4","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"Haut salaire","Nexim healthcare consultants Inc","Toronto, ON M6C 2R4","3212-Techniciens de laboratoire médical et assistants en pathologie",Inconnu,1,1
Ontario,"Haut salaire","Obox Solution Ltd.","Toronto, ON M4V 1L5","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"Haut salaire","Oiledge consulting ltd.","EAST TORONTO, ON M5A 1S9","0114-Directeurs d'autres services administratifs",Inconnu,1,1
Ontario,"Haut salaire","Oiledge consulting ltd.","EAST TORONTO, ON M5A 1S9","1221-Agents d'administration",Inconnu,1,1
Ontario,"Haut salaire","OMH Mfg Inc","Linwood, ON N0B 2A0","9612-Manoeuvres en métallurgie",Inconnu,1,2
Ontario,"Haut salaire","Ontario Best Carrier Inc.","Bolton, ON L7E 3B6","7511-Conducteurs de camions de transport",Inconnu,1,3
Ontario,"Haut salaire","Pleasant Hills Care Solution Inc","Hamilton, ON L8H 2Y6","1223-Agents des ressources humaines et de recrutement",Inconnu,1,1
Ontario,"Haut salaire","Prior Immigration and Visa services Inc.","Mississauga, ON L5S 0A2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"Haut salaire","PRO TRANS INC.","Hamilton, ON L8N 3W1","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Ontario,"Haut salaire","Qtech Consulting Services Inc.","Toronto, ON M5V 2Y1","0213-Gestionnaires des systèmes informatiques",Inconnu,1,1
Ontario,"Haut salaire","Quadrilateral Finance Consultancy Inc.","Toronto, ON M5V 2Y1","0111-Directeurs financiers",Inconnu,1,1
Ontario,"Haut salaire","Quadrilateral Finance Consultancy Inc.","Toronto, ON M5V 2Y1","0125-Directeurs d'autres services aux entreprises",Inconnu,1,1
Ontario,"Haut salaire","QZEE BUSINESS  AND SERVICES INC.","London, ON N5Y 3M2","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"Haut salaire","R.L Risk Analysis Consultancy Inc.","TORONTO, ON M5B 1N9","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",Inconnu,1,1
Ontario,"Haut salaire","Radioaktivefilm(Canada) Inc.","Toronto, ON M6K 1Y6","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,2,2
Ontario,"Haut salaire","Radke Films Ltd","Toronto, ON M6J 1C3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,2,2
Ontario,"Haut salaire","RAJWANT RANDHAWA FINANCIAL SERVICES","Brampton, ON L6W 4P9","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"Haut salaire","Röchling Industrial","Orangeville, ON L9W 3K3","7231-Machinistes et vérificateurs d'usinage et d'outillage",Inconnu,1,1
Ontario,"Haut salaire","Sana Faheem Advertising Ltd.","WATERLOO, ON N2L 0C7","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"Haut salaire","SITA Associates Inc.","Mississauga, ON L4W 2K8","2233-Technologues et techniciens en génie industriel et en génie de fabrication",Inconnu,1,1
Ontario,"Haut salaire","SOCALL CANADIAN INC.","Toronto, ON M5A 1S9","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"Haut salaire","SOCALL CANADIAN INC.","Toronto, ON M5A 1S9","1221-Agents d'administration",Inconnu,1,1
Ontario,"Haut salaire","Solano Cement Finish Inc","Woodbridge, ON L4H 0T4","7282-Finisseurs de béton",Inconnu,1,1
Ontario,"Haut salaire","SOPHIOLOGY HR LTD.","Cambridge, ON N1R 7L6","0112-Directeurs des ressources humaines",Inconnu,1,1
Ontario,"Haut salaire","SPARKUP BUSINESS SOLUTIONS LTD.","Toronto, ON M5G 1E2","0125-Directeurs d'autres services aux entreprises",Inconnu,1,1
Ontario,"Haut salaire","Starlite Equipment Consultancy Inc.","WATERLOO, ON N2L 0C7","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Ontario,"Haut salaire","Steam Films Inc.","Toronto, ON M6J 1C3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,2,2
Ontario,"Haut salaire","Sterling Content Inc","Toronto, ON M5V 2B3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Inconnu,2,2
Ontario,"Haut salaire","Suneeva Ltd","Toronto, ON M5B 2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",Corporation,6,6
Ontario,"Haut salaire","Sunera Technologies Inc.","Stoney Creek, ON L8J 2S4","2283-Évaluateurs de systèmes informatiques",Inconnu,1,1
Ontario,"Haut salaire","Super-Pufft Snacks Corp","Mississauga, ON L5S 1N8","1112-Analystes financiers et analystes en placements",Inconnu,1,1
Ontario,"Haut salaire","SutraVentures Ltd","MISSISSAUGA, ON L5A 4C8","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"Haut salaire","SutraVentures Ltd","MISSISSAUGA, ON L5A 4C8","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"Haut salaire","T DOT AUTOMATION INC","Guelph, ON N1G 0E6","2232-Technologues et techniciens en génie mécanique",Inconnu,1,2
Ontario,"Haut salaire","Taco Factory Inc.","Welland, ON L3C 4Z8","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Ontario,"Haut salaire","Talent Trump International","London, ON N6A 3C2","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"Haut salaire","Tanush Transport Inc","North York, ON M9M 3B4","1221-Agents d'administration",Inconnu,1,1
Ontario,"Haut salaire","TATA LOGISTICS LTD.","Brampton, ON L6T 4T5","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"Haut salaire","TATA LOGISTICS LTD.","Brampton, ON L6T 4T5","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",Inconnu,1,1
Ontario,"Haut salaire","Team Associates LTD","Markham, ON L3R 0A9","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"Haut salaire","Temple Road Publishing Inc.","Toronto, ON M5C 2C5","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"Haut salaire","The Mystic Canada ltd.","Toronto, ON M4S 3E2","1221-Agents d'administration",Inconnu,1,1
Ontario,"Haut salaire","Topknot Aviation Ltd.","WATERLOO, ON N2L 0C7","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"Haut salaire","TOR-EX INC.","Mississauga, ON L5H 3H3","7521-Conducteurs d'équipement lourd (sauf les grues)",Inconnu,1,1
Ontario,"Haut salaire","TRIGAR CONSULTING INC","East York, ON M4H 1J5","0125-Directeurs d'autres services aux entreprises",Inconnu,1,1
Ontario,"Haut salaire","Violet Renovations LTD","Mississauga, ON L5G 4C6","0711-Directeurs de la construction",Inconnu,1,1
Ontario,"Haut salaire","Wisdom Edge Inc.","MISSISSAUGA, ON L4W 5K4","0421-Administrateurs - enseignement postsecondaire et formation professionnelle",Inconnu,1,1
Ontario,"Haut salaire","Wood Brick Construction Limited","Brantford, ON N3T 0K4","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,1
Ontario,"Haut salaire","WORLD VISION TRAVELS INC.","Ottawa, ON K1N 8S7","0601-Directeurs des ventes corporatives",Inconnu,1,1
Ontario,"Haut salaire","Zuva Inc.","Toronto, ON M5X 1B8","2173-Ingénieurs et concepteurs en logiciel",Inconnu,1,1
Ontario,"Résident Permanent seulement","13248020 Canada Inc","Brampton, ON L7A 2L8","1221-Agents d'administration",Inconnu,1,1
Ontario,"Résident Permanent seulement","13616291 Canada Inc.","Brampton, ON L7A 3S6","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Ontario,"Résident Permanent seulement","14010094 CANADA INC","Ottawa, ON K1N 9J7","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"Résident Permanent seulement","2210310 Ontario Inc.","Milton, ON L9T 5J3","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Ontario,"Résident Permanent seulement","2218361 Ontario inc","Toronto, ON M2N 1P5","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"Résident Permanent seulement","2589193 ONTARIO INC.","Nepean, ON K2J 4H9","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"Résident Permanent seulement","2693908 ONTARIO INC.","Bowmanville, ON L1C 2W4","0632-Directeurs des services d'hébergement",Inconnu,1,1
Ontario,"Résident Permanent seulement","2755523 ONTARIO CORPORATION","Barrie, ON L4N 3V7","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"Résident Permanent seulement","Auto Realm Inc","London, ON N5W 5V3","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",Inconnu,1,1
Ontario,"Résident Permanent seulement","Biz Echo First Cut Inc","MILTON, ON L9T 5L8","0112-Directeurs des ressources humaines",Inconnu,1,1
Ontario,"Résident Permanent seulement","Connect6 Group Inc.","Toronto, ON M3C 1V9","0124-Directeurs de la publicité, du marketing et des relations publiques",Inconnu,1,1
Ontario,"Résident Permanent seulement","CRYSTAL EDGE CARE","Corunna, ON N0N 1G0","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"Résident Permanent seulement","CRYSTAL EDGE CARE","Corunna, ON N0N 1G0","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",Inconnu,1,1
Ontario,"Résident Permanent seulement","E2C ABROAD INC.","MISSISSAUGA, ON L4W 4Z3","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"Résident Permanent seulement","FAZ INC.","MISSISSAUGA, ON L5N 2Y5","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"Résident Permanent seulement","Havas Canada Holdings Inc.","Toronto, ON M5V 1T1","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Ontario,"Résident Permanent seulement","Homelife G1 Realty Inc","Brampton, ON L6R 3J5","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"Résident Permanent seulement","Hunter Express Ltd.","Brampton, ON L6T 1A7","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Ontario,"Résident Permanent seulement","Jay Kali Inc.","Minden, ON K0M 2K0","6311-Superviseurs des services alimentaires",Inconnu,1,1
Ontario,"Résident Permanent seulement","JBH Truck Centre Ltd.","Brampton, ON L6T 1A7","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Ontario,"Résident Permanent seulement","JG GROUP INC.","Mississauga, ON L5T 1E7","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,2,2
Ontario,"Résident Permanent seulement","JG GROUP INC.","Mississauga, ON L5T 1E7","5241-Designers graphiques et illustrateurs",Inconnu,1,1
Ontario,"Résident Permanent seulement","KIDTOPIA CHILD CARE CENTRE INC.","Mississauga, ON L5N 2X7","4214-Éducateurs et aides-éducateurs de la petite enfance",Inconnu,1,1
Ontario,"Résident Permanent seulement","Lakes of Muskoka Cottage Brewery","Bracebridge, ON P1L 1R1","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",Inconnu,1,1
Ontario,"Résident Permanent seulement","M633 Hospitality Corp","Toronto, ON M5V 2A2","0631-Directeurs de la restauration et des services alimentaires",Inconnu,1,1
Ontario,"Résident Permanent seulement","North York Endoscopy Centre Corporation","Toronto, ON M3J 2C5","1243-Adjoints administratifs médicaux",Inconnu,1,1
Ontario,"Résident Permanent seulement","Polythene Products Canada Ltd.","Mississauga, ON L5S 1E7","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"Résident Permanent seulement","RCSPL CANADA INC.","Mississauga, ON L4T 4E5","6314-Superviseurs des services d'information et des services à la clientèle",Inconnu,1,1
Ontario,"Résident Permanent seulement","RJ31 SERVICES INC.","BRAMPTON, ON L6Y 0P8","1223-Agents des ressources humaines et de recrutement",Inconnu,1,1
Ontario,"Résident Permanent seulement","RJ31 SERVICES INC.","BRAMPTON, ON L6Y 0P8","1241-Adjoints administratifs",Inconnu,1,1
Ontario,"Résident Permanent seulement","Solar Provider Group Inc.","Toronto, ON M6K 0C7","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"Résident Permanent seulement","Tanush Transport Inc","North York, ON M9M 3B4","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,1
Ontario,"Résident Permanent seulement","TOWNCRIER COMMUNICATIONS INC.","KITCHENER, ON N2K 0E4","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",Inconnu,1,1
Ontario,"Résident Permanent seulement","Wufeng Group Corp.","North York, ON M2N 1R1","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",Inconnu,1,1
Ontario,"Talent mondial","13199517 Canada Inc","Toronto, ON M5X 1C9","2172-Analystes de bases de données et administrateurs de données",Inconnu,1,1
Ontario,"Talent mondial","DHALIWAL TRANSPORTATION INC","BRAMPTON, ON L7A 2Z3","2174-Programmeurs et développeurs en médias interactifs",Inconnu,1,1
Ontario,"Talent mondial","Edifian Inc","Etobicoke, ON M8Z 3A8","0213-Gestionnaires des systèmes informatiques",Corporation,1,1
Ontario,"Talent mondial","Malvi Systems Canada Incorporated","TORONTO, ON M9W 5Z8","2171-Analystes et consultants en informatique",Corporation,1,2
Ontario,"Talent mondial","RAMP Technology Group Inc.","Markham, ON L3R 5G3","2174-Programmeurs et développeurs en médias interactifs",Inconnu,2,2
Manitoba,"Bas salaire","10089206 Manitoba LTD","Dauphin, MB R7N 3H4",6611-Caissiers,Inconnu,1,1
Manitoba,"Bas salaire","4091019 manitoba Ltd. o/a Subway Thompson","Thompson, MB R8N 0M3","6311-Superviseurs des services alimentaires",Inconnu,1,1
Manitoba,"Bas salaire","4091019 manitoba Ltd. o/a Subway Thompson","Thompson, MB R8N 0M3","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Manitoba,"Bas salaire","7216247 MANITOBA LTD","WINNIPEG, MB R3P 2M4","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Manitoba,"Bas salaire","7542497 MANITOBA LTD.","WINNIPEG, MB R3T 5L1","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,1
Manitoba,"Bas salaire","CH HEALTH & HOME CARE SERVICES","Winnipeg, MB R3B 1E4","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",Inconnu,1,2
Manitoba,"Bas salaire","CROSSROADS GROCERY 274 LTD","SOMERSET, MB R0G 2L0","6331-Bouchers, coupeurs de viande et poissonniers - commerce de gros et de détail",Inconnu,1,1
Manitoba,"Bas salaire","G S Homes Ltd","West Saint Paul, MB R4A 5A4","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",Inconnu,1,3
Manitoba,"Bas salaire","INS Transport LTD","Rural Municipality of Rosser, MB R0H 1E0","7622-Manoeuvres dans le transport ferroviaire et routier",Inconnu,1,2
Manitoba,"Bas salaire","Jake & M Transport Inc","Kleefeld, MB R0A 0V1","7511-Conducteurs de camions de transport",Inconnu,1,3
Manitoba,"Bas salaire","The Happy Plate Inc","Rathwell, MB R0G 1S0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,3
Manitoba,"Haut salaire","10152858 Manitoba Ltd.","WINNIPEG, MB R3C 2B2","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",Inconnu,1,1
Manitoba,"Haut salaire","Berry's Services inc.","Winnipeg, MB R3B 2X2","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,1
Manitoba,"Haut salaire","DIC Construction Inc.","Winnipeg, MB R3Y 0V3","1123-Professionnels en publicité, en marketing et en relations publiques",Inconnu,1,1
Manitoba,"Haut salaire","FAST FLEET SOLUTIONS LTD.","WINNIPEG, MB R2R 0Z9","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,1
Manitoba,"Haut salaire","Genuwine Cellars Inc.","Winnipeg, MB R2C 2Z2","6221-Spécialistes des ventes techniques - commerce de gros",Inconnu,1,1
Manitoba,"Haut salaire","Penn-co Construction Canada (2003) Ltd.","Blumenort, MB R0A 0C0","2231-Technologues et techniciens en génie civil",Inconnu,1,1
Manitoba,"Haut salaire","Sunhope Health Town Co., Ltd.","Winnipeg, MB R3J 0Z3","3232-Praticiens des médecines douces",Inconnu,1,1
Manitoba,"Haut salaire","SWARAJ PRINJA CONSULTANCY CANADA INC","WINNIPEG, MB R2R 0M5","1311-Techniciens en comptabilité et teneurs de livres",Inconnu,1,2
Manitoba,"Haut salaire","Up In Sky Inc.","WINNIPEG, MB R3W 0G4","6211-Superviseurs des ventes - commerce de détail",Inconnu,1,1
Manitoba,"Résident Permanent seulement","D & W Logistics Ltd.","Winnipeg, MB R3Y 0N5","1241-Adjoints administratifs",Inconnu,1,1
Saskatchewan,"Agriculture primaire","Zosel Tree Farm","PLEASANTDALE, SK S0K 3H0","8432-Ouvriers de pépinières et de serres",Inconnu,1,4
Saskatchewan,"Bas salaire","101222051 Saskatchewan Ltd.","Moose Jaw, SK S6J 1M6","1241-Adjoints administratifs",Inconnu,1,1
Saskatchewan,"Bas salaire","Afzal Tirmzi & Sons Transport Limited","Saskatoon, SK S7R 0L4","7514-Chauffeurs-livreurs - services de livraison et de messagerie",Inconnu,1,2
Saskatchewan,"Bas salaire","Babbar Transport Inc","REGINA, SK S0G 3Z0","1241-Adjoints administratifs",Inconnu,1,2
Saskatchewan,"Bas salaire","Babbar Transport Inc","REGINA, SK S0G 3Z0",1525-Répartiteurs,Inconnu,1,2
Saskatchewan,"Bas salaire","Ben Couriers","Regina, SK S4W 0H1","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",Inconnu,1,1
Saskatchewan,"Bas salaire","Cindy Quinton Holdings Ltd.","Melfort, SK S0E 1A0",6332-Boulangers-pâtissiers,Inconnu,1,1
Saskatchewan,"Bas salaire","Cindy Quinton Holdings Ltd.","Melfort, SK S0E 1A0","6622-Garnisseurs de tablettes, commis et préposés aux commandes dans les magasins",Inconnu,1,1
Saskatchewan,"Bas salaire","Cindy Quinton Holdings Ltd.","Melfort, SK S0E 1A0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,8
Saskatchewan,"Bas salaire","Fon Business Ventures Corp","Saskatoon, SK S7N 1Y6","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,2
Saskatchewan,"Bas salaire","Jack's Pizza Ltd.","Unity, SK S0K 4L0","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",Inconnu,1,2
Saskatchewan,"Bas salaire","Macaranas Cleaning Ltd","Regina, SK S4N 5A7","6731-Préposés à l'entretien ménager et au nettoyage - travaux légers",Inconnu,1,1
Alberta,"Agriculture primaire","Serfas Farms Ltd","Turin, AB T0K 2H0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",Inconnu,1,3
Alberta,"Bas salaire","101145697 Saskatchewan Ltd.","Calgary, AB T2A 2L7",6611-Caissiers,Inconnu,1,1
