Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés 
,,Les Fermes Du Soleil Inc.,"Sainte-Clotilde, QC J0L 1W0",8431-Ouvriers agricoles,3
,,Les Fermes Froment & Fils inc.,"St-Paul-De-Joliette, QC J0K 3E0",8431-Ouvriers agricoles,3
,,Les Fermes G.N.C. inc.,"St-Lin-Laurentides, QC J5M 1Y6",8431-Ouvriers agricoles,10
,,Les Fermes G.Nadon Inc.,"Laval, QC H7J 1G6",8431-Ouvriers agricoles,3
,,LES FERMES GASCON INC.,"SAINT-ROCH-DE-L'ACHIGAN, QC J0K 3H0",8431-Ouvriers agricoles,2
,,Les Fermes Gilles Roy & Fils Ltée,"Mercier, QC J6R 2L1",8431-Ouvriers agricoles,3
,,Les Fermes Jacques Coulombe et Fils Ltée.,"St-Laurent I.O., QC G0A 3Z0",8431-Ouvriers agricoles,3
,,Les Fermes JF & C. Gagnon inc.,"St-Roch de l'Achigan, QC J0K 3H0",8431-Ouvriers agricoles,4
,,Les Fermes Majalyn Inc,"St-Lin Laurentides, QC J5M 1Y5",8431-Ouvriers agricoles,2
,,Les Fermes Petite Nation inc.,"St-Hyacinthe, QC J7R 1L1",8431-Ouvriers agricoles,2
,,Les Fermes Roger Gariépy et fils inc,"St-Roch-de-l'Achigan, QC J0K 3H0",8431-Ouvriers agricoles,3
,,Les Fermes Serbi Inc.,"St-Eustache, QC J7R 4K3",8431-Ouvriers agricoles,2
,,Les Fermes Tri-Jardins inc.,"St-Léonard d'Aston, QC J0C 1M0",8431-Ouvriers agricoles,3
,,Les Fermes Turmel inc.,"Ste-Marie, QC G6E 3A8","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,,,8431-Ouvriers agricoles,1
,,Les Filles Auclair inc.,"Lavaltrie, QC J5T 3M9",8431-Ouvriers agricoles,2
,,Les Fines herbes de Chez-Nous inc.,"St-Mathieu-de-Beloeil, QC J3G 0E3",8431-Ouvriers agricoles,27
,,Les Gestions Chou-Bec Inc.,"St-Joseph-du-Lac, QC J0N 1M0",8431-Ouvriers agricoles,1
,,Les Gourmets d'Amérique inc,"Rougemont, QC J0L 1M0",8431-Ouvriers agricoles,1
,,Les Hectares Verts Inc,"ROXTON POND, QC J0E 1Z0",8431-Ouvriers agricoles,1
,,LES IMMEUBLES CLÉMENT DUBOIS INC.(Simmental 700 inc.),"Lévis, QC G6V 6E1",8431-Ouvriers agricoles,1
,,Les Jardiniers Idéal Ltée,"St-Michel, QC J0L 2J0",8431-Ouvriers agricoles,7
,,Les Jardins Barry Inc.,"Ste-Anne-de-la-Pérade, QC G0X 2J0",8431-Ouvriers agricoles,5
,,Les Jardins C. Lauzon et Fils Inc.,"Oka, QC J0N 1E0",8431-Ouvriers agricoles,1
,,Les Jardins d'Oka Inc.,"Oka, QC J0N 1E0",8431-Ouvriers agricoles,1
,,Les Jardins Ducharme inc,"Ste-Mélanie, QC J0K 3A0",8431-Ouvriers agricoles,2
,,Les jardins G & R Ltée,"St-Lin-Laurentides, QC J5M 2N1",8431-Ouvriers agricoles,21
,,Les Jardins IEC Dubuc Inc.,"St-Édouard, QC J0L 1Y0",8431-Ouvriers agricoles,3
,,Les Maraichers MG inc.,"St-Lin-Laurentides, QC J5M 2A2",8431-Ouvriers agricoles,11
,,Les Patates Turcot Inc.,"Saint-Lin-Laurentides, QC J5M 2A1",8431-Ouvriers agricoles,1
,,Les Plantations de la Baie SENC,"CARLETON-SUR-MER, QC G0C 1J0",8432-Ouvriers de pépinières et de serres,3
,,Les Plantations H. Cotnoir,"Compton, QC J0B 1L0",8432-Ouvriers de pépinières et de serres,2
,,Les Plantations Robert Inc,"Lac-Drolet, QC G0Y 1C0",8432-Ouvriers de pépinières et de serres,27
,,Les Porcs Marineau Inc,"Lyster, QC G0S 1V0",8431-Ouvriers agricoles,1
,,Les Productions Horticoles Demers Inc.,"Lévis, QC G7A 0R7",8431-Ouvriers agricoles,3
,,Les Productions Margiric Inc.,"Laval, QC H7J 1A3","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
,,,,8431-Ouvriers agricoles,1
,,Les Sapins Downey inc.,"Sherbrooke, QC J1M 1Z3",8432-Ouvriers de pépinières et de serres,40
,,Les Serres de la Presqu'île inc.,"Saint-Damase, QC J0H 1J0",8431-Ouvriers agricoles,4
,,Les Serres Demers Inc.,"Lévis, QC G7A 0R7",8432-Ouvriers de pépinières et de serres,26
,,Les Serres Sagami St-Janvier inc.,"Sainte-Sophie, QC J5J 2V3",8431-Ouvriers agricoles,40
,,,,8432-Ouvriers de pépinières et de serres,2
,,Les Serres Savoura Danville inc,"Portneuf, QC G0A 2Y0",8432-Ouvriers de pépinières et de serres,4
,,Les Serres Savoura Gaspésie inc.,"Ste-Sophie, QC J5J 2V3",8432-Ouvriers de pépinières et de serres,3
,,Les Serres Savoura Portneuf Inc.,"Sainte-Sophie, QC J5J 2V3",8432-Ouvriers de pépinières et de serres,10
,,Les Serres Savoura St-Etienne Inc.,"Sainte-Sophie, QC J5J 2V3",8432-Ouvriers de pépinières et de serres,13
,,Les Serres Sylvain Cléroux (Québec) inc.,"Laval, QC H7X 4A8",8432-Ouvriers de pépinières et de serres,2
,,Les Serres Vert Cannabis inc,"MIRABEL, QC J7N 1P5",8432-Ouvriers de pépinières et de serres,48
,,Les Vergers Denis Charbonneau inc.,"Mont Saint-Grégoire, QC J0J 1K0",8431-Ouvriers agricoles,18
,,Les Vergers Frier senc,"Hinchinbrooke, QC J0S 1A0",8431-Ouvriers agricoles,6
,,Les Vergers Jobin et Fils inc,"Frelighsburg, QC J0J 1C0",8431-Ouvriers agricoles,2
,,Les Vergers Jude Dumoulin et fils Senc,"St-Joseph-du-Lac, QC J0N 1M0",8431-Ouvriers agricoles,5
,,Les Vergers McKenzie inc.,"St-Antoine Abbé, QC J0S 1N0",8431-Ouvriers agricoles,2
,,Les Vergers Missisquoi Inc,"Frelighsburg, QC J0J 1C0",8431-Ouvriers agricoles,18
,,Les Vergers Papineau Associés Inc.,"St-Paul d'Abbotsford, QC J0E 1A0",8431-Ouvriers agricoles,33
,,Les Vergers Pommix Senc,"St-Joseph-du-Lac, QC J0N 1M0",8431-Ouvriers agricoles,2
,,Les Vergers Tougas Inc.,"Dunham, QC J0E 1M0",8431-Ouvriers agricoles,13
,,Les Viandes Biologiques de Charlevoix inc.,"St-Urbain, QC G0A 4K0",8431-Ouvriers agricoles,2
,,Luma Génétique inc.,"St-Bernard, QC G0S 2G0",8431-Ouvriers agricoles,5
,,Maraîchers Brunelle inc.,"Saint-Thomas, QC J0K 3L0",8431-Ouvriers agricoles,4
,,Mas & Fils Jardiniers Ltée,"St-Michel, QC J0L 2J0",8431-Ouvriers agricoles,8
,,Maxi-Sol Inc.,"Saint-Paul, QC J0K 3E0",8431-Ouvriers agricoles,1
,,Méloporc Inc.,"Saint-Paul, QC J0K 3E0",8431-Ouvriers agricoles,3
,,Michel et Victoire Palardy senc,"Sainte-Madeleine, QC J0H 1S0",8431-Ouvriers agricoles,1
,,Nature Canneberge inc.,"Sainte-Sophie-d'Halifax, QC G0P 1L0",8431-Ouvriers agricoles,2
,,Palmex Inc.,"Marieville, QC J3M 1E8",8431-Ouvriers agricoles,2
,,Pépinière A. Massé inc.,"Saint-Césaire, QC J0L 1T0",8431-Ouvriers agricoles,14
,,,,8432-Ouvriers de pépinières et de serres,4
,,Pépinière aux Arbres Fruitiers inc.,"RAWDON, QC J0K 1S0",8432-Ouvriers de pépinières et de serres,2
,,Pépinière Lemay inc.,"Lanoraie, QC J0K 1E0",8432-Ouvriers de pépinières et de serres,9
,,Pépinière St Paul de Joliette inc.,"St-Paul-De-Joliette, QC J0K 3E0",8432-Ouvriers de pépinières et de serres,3
,,Pigeon 2006 inc.,"St-Côme, QC J0K 2B0",8431-Ouvriers agricoles,7
,,Plantation Fortin et Mercier inc.,"ST-HONORÉ-DE-SHENLEY, QC G0M 1V0",8432-Ouvriers de pépinières et de serres,6
,,Plantations Idéales 2017 inc.,"Ham-Nord, QC G0P 1A0",8432-Ouvriers de pépinières et de serres,4
,,Plantations Nicholas inc.,"Ste-Clotilde, QC G0N 1C0",8432-Ouvriers de pépinières et de serres,54
,,Pomi Inc.,"Franklin, QC J0S 1E0",8431-Ouvriers agricoles,9
,,Pomme-Atout Inc,"Rougemont, QC J0L 1M0",8431-Ouvriers agricoles,7
,,Porc S.B. inc.,"SAINT-ELZÉAR, QC G0S 2J0",8431-Ouvriers agricoles,2
,,Potager Therrien senc,"Saint-Sylvestre, QC G0S 3C0",8431-Ouvriers agricoles,1
,,Potager Zotic Inc.,"St-Zotique, QC J0P 1Z0",8432-Ouvriers de pépinières et de serres,1
,,Printemps Vivaces Inc.,"Sainte-Madeleine, QC J0H 1S0",8431-Ouvriers agricoles,10
,,Production Lareault inc.,"Lavaltrie, QC J5T 4A9",8431-Ouvriers agricoles,61
,,Productions La Savoureuse,"Saint-Joseph-du-Lac, QC J0N 1M0",8431-Ouvriers agricoles,2
,,Progéniporc (2011) inc.,"Ste-Eulalie, QC G0Z 1E0",8431-Ouvriers agricoles,3
,,Qualité Delbi Inc.,"Côteau-du-Lac, QC J0P 1B0",8431-Ouvriers agricoles,3
,,R. Pinsonneault & Fils Ltee,"St-Michel, QC J0L 2J0",8431-Ouvriers agricoles,4
,,R.G.R. Guinois Inc.,"Ste-Clotilde-de-Châteauguay, QC J0L 1W0",8431-Ouvriers agricoles,7
,,Réséco Inc.,"St-Wenceslas, QC G0Z 1J0",8431-Ouvriers agricoles,4
,,Roland Janson Ltée.,"L'Assomption, QC J5W 1H3",8431-Ouvriers agricoles,3
,,Rose Drummond 2017 inc.,"DRUMMONDVILLE, QC J2B 8A9",8432-Ouvriers de pépinières et de serres,1
,,Sapinière et Pépinière Downey inc.,"Cookshire-Eaton, QC J0B 1M0",8432-Ouvriers de pépinières et de serres,7
,,Serres Toundra Inc.,"St-Félicien, QC G8K 2P8",8431-Ouvriers agricoles,12
,,,,8432-Ouvriers de pépinières et de serres,24
,,Sylva Croissance Investissement inc.,"LAVALTRIE, QC J5T 1R4",8431-Ouvriers agricoles,6
,,Thermo-Pat Inc.,"Saint-Rémi, QC J0L 2L0",8432-Ouvriers de pépinières et de serres,3
,,Transport Gaston Nadeau inc.,"Ste-Mélanie, QC J0K 3A0",8432-Ouvriers de pépinières et de serres,4
,,Transvol Ltée,"St-Charles de Bellechasse, QC G0R 2T0",8431-Ouvriers agricoles,18
,,Val des Rosacées senc,"Mirabel, QC J7N 2P7",8431-Ouvriers agricoles,3
,,Verger Caron Inc.,"Frelighsburg, QC J0J 1C0",8431-Ouvriers agricoles,86
,,Verger Coeur De Pommes senc,"Oka, QC J0N 1E0",8431-Ouvriers agricoles,4
,,Verger des Bois-Francs inc.,"Princeville, QC G6L 4K6",8431-Ouvriers agricoles,61
,,Verger et Serres St-Paul senc,"St-Paul-d'Abbotsford, QC J0E 1A0",8431-Ouvriers agricoles,20
,,Verger Henryville senc.,"Henryville, QC J0J 1E0",8431-Ouvriers agricoles,1
,,Verger Jodoin & frères inc,"St-Jean-Baptiste, QC J0L 2B0",8431-Ouvriers agricoles,107
,,Verger Larivière SENC,"ST-THÉODORE-D'ACTON, QC J0H 1Z0",8431-Ouvriers agricoles,3
,,Verger Messier SENC,"SAINT-JEAN-DE-ROUVILLE, QC J0L 2B0",8431-Ouvriers agricoles,5
,,Verger Pierre Tremblay et fils inc,"Mont St-Grégoire, QC J0J 1K0",8431-Ouvriers agricoles,4
,,Verger R et J Bouchard Inc.,"Saint-Paul-d'Abbotsford, QC J0E 1A0",8431-Ouvriers agricoles,5
,,Verger RC Guertin (2011) inc.,"Saint-Paul-d'Abbotsford, QC J0E 1A0",8431-Ouvriers agricoles,17
,,Verger Thomson Inc.,"Saint-Paul d'Abbotsford, QC J0E 1A0",8431-Ouvriers agricoles,123
,,Verger Yvan Duchesne inc.,"Mont St-Grégoire, QC J0J 1K0",8431-Ouvriers agricoles,2
,,Vergers & Jardins Caouette SENC,"St-Eugène de l'Islet, QC G0R 1X0",8431-Ouvriers agricoles,5
,,Vergers DM Boileau Inc.,"Havelock, QC J0S 2C0",8431-Ouvriers agricoles,15
,,Vergers du Lac SENC,"St-Joseph-du-Lac, QC J0N 1M0",8431-Ouvriers agricoles,1
,,Vergers Paul Jodoin Inc.,"St-Jean-Baptiste, QC J0L 2B0",8431-Ouvriers agricoles,18
,,Vergers Stevenson inc.,"Franklin, QC J0S 1E0",8431-Ouvriers agricoles,7
,,Vert Nature Inc.,"Sherrington, QC J0L 2N0",8431-Ouvriers agricoles,19
,,Vignoble Camy inc.,"SAINT-BERNARD-DE-LACOLLE, QC J0J 1V0",8431-Ouvriers agricoles,2
,,Vivaces Marie Michel Inc.,"St-Constant, QC J5A 2E7",8432-Ouvriers de pépinières et de serres,3
, Talent mondial,Adnia Conseils inc.,"QUÉBEC, QC G1N 4G2",2174-Programmeurs et développeurs en médias interactifs,1
,,Algolux inc,"Montréal, QC H3K 1G6",2173-Ingénieurs et concepteurs en logiciel,1
,,,,2174-Programmeurs et développeurs en médias interactifs,1
,,Alten Canada inc.,"MONTRÉAL, QC H3B 4N4",2171-Analystes et consultants en informatique,1
,,,,2174-Programmeurs et développeurs en médias interactifs,2
,,Animation Squeeze Studio Inc,"Québec, QC G1K 3J3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,,,5241-Designers graphiques et illustrateurs,1
,,Atelier A.H.R. Inc,"Brossard, QC J4Y 2R2",0601-Directeurs des ventes corporatives,1
,,Atomic Fiction Canada Inc.,"Montréal, QC H3A 2J5",5241-Designers graphiques et illustrateurs,7
,,Autodesk Canada Co.,"Montreal, QC H3C 2L7",2173-Ingénieurs et concepteurs en logiciel,1
,,,,2174-Programmeurs et développeurs en médias interactifs,1
,,Banque de développement du Canada,"Montréal, QC H3B 5E7",2173-Ingénieurs et concepteurs en logiciel,2
,,Beyond Technologies Consulting Inc./Solutions Beyond Technologies Inc.,"MONTRÉAL, QC H3C 2M1",2174-Programmeurs et développeurs en médias interactifs,1
,,Bombardier Inc.,"Montréal, QC H3B 1Y8",0211-Directeurs des services de génie,1
,,CGI Information Systems and Management Consultants Inc,"Montreal, QC H3G 1T4",2174-Programmeurs et développeurs en médias interactifs,1
,,CIAO technologies Inc.,"QUÉBEC, QC G1W 2R2",2171-Analystes et consultants en informatique,1
,,,,2174-Programmeurs et développeurs en médias interactifs,2
,,Cinesite Inc.,"MONTRÉAL, QC H2Y 0A3",2173-Ingénieurs et concepteurs en logiciel,2
,,,,"5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,,,5241-Designers graphiques et illustrateurs,7
,,Cofomo Développement Inc.,"Montréal, QC H3B 4W5",2174-Programmeurs et développeurs en médias interactifs,3
,,Communications Imago Inc.,"SAINTE-MARIE, QC G6E 4E8",2175-Concepteurs et développeurs Web,1
,,Compulsion Games inc.,"Montreal, QC H4C 2Z6",2174-Programmeurs et développeurs en médias interactifs,1
,,,,5241-Designers graphiques et illustrateurs,1
,,Conseil Zenika inc,"Montréal, QC H3B 2E3",2174-Programmeurs et développeurs en médias interactifs,1
,,CONSEILLERS EN GESTION ET INFORMATIQUE CGI INC,"Montreal, QC H3G 1T4",0213-Gestionnaires des systèmes informatiques,6
,,,,2171-Analystes et consultants en informatique,12
,,,,2172-Analystes de bases de données et administrateurs de données,1
,,,,2174-Programmeurs et développeurs en médias interactifs,31
,,Copap Inc,"POINTE-CLAIRE, QC H9R 5M9","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
,,CS Communication & Systemes Canada Inc.,"St-Laurent, QC H4R 2N1",2173-Ingénieurs et concepteurs en logiciel,2
,,Davidson Canada inc.,"Montréal, QC H3B 2E3",2174-Programmeurs et développeurs en médias interactifs,1
,,Divertissements Gameloft Inc.,"Montréal, QC H2R 2Z5",0213-Gestionnaires des systèmes informatiques,1
,,Element AI Inc.,"Montréal, QC H2W 2R2",2171-Analystes et consultants en informatique,1
,,,,2174-Programmeurs et développeurs en médias interactifs,1
,,Excelitas Canada Inc.,"Vaudreuil-Dorion, QC J7V 8P7",0213-Gestionnaires des systèmes informatiques,1
,,Fluent.ai Inc.,"Montréal, QC H3G 2E3",2173-Ingénieurs et concepteurs en logiciel,1
,,Geotic inc,"VAL D'OR, QC J9P 4P5",2174-Programmeurs et développeurs en médias interactifs,1
,,Giro Inc. (Le groupe en informatique et recherche opérationnelle),"Montreal, QC H3L 3T1",2174-Programmeurs et développeurs en médias interactifs,3
,,GradeSlam inc.,"MONTREAL, QC H3Y 1Y1",2172-Analystes de bases de données et administrateurs de données,1
,,Groupe Alithya Inc,"Montréal, QC H3B 5M2",2171-Analystes et consultants en informatique,1
,,,,2172-Analystes de bases de données et administrateurs de données,1
,,,,2174-Programmeurs et développeurs en médias interactifs,4
,,Groupe Atallah inc.,"Montréal, QC H2N 2E7",2173-Ingénieurs et concepteurs en logiciel,1
,,,,2175-Concepteurs et développeurs Web,1
,,Groupe Conseil ERA,"Ile Des Soeurs, QC H3E 1J4",2171-Analystes et consultants en informatique,4
,,Groupe Conseil Fxinnovation Inc.,"MONTRÉAL, QC H3A 1L4",2173-Ingénieurs et concepteurs en logiciel,2
,,Groupe Nexio Inc.,"Montréal, QC H3A 2J5",2174-Programmeurs et développeurs en médias interactifs,1
,,Groupe Progima Inc.,"MONTRÉAL, QC H3M 3B2",0211-Directeurs des services de génie,1
,,Hybride Technologies Inc.,"Piedmont, QC J0R 1K0",5241-Designers graphiques et illustrateurs,2
,,IDEKA SERVICES CONSEILS INC.,"BLAINVILLE, QC J7C 4Y1",2174-Programmeurs et développeurs en médias interactifs,1
,,Iron Ore Company Of Canada,"MONTREAL, QC H3B 0E3",2171-Analystes et consultants en informatique,1
,,Jive Communications Technology Canada Ltd,"Québec, QC G1K 8G3",2173-Ingénieurs et concepteurs en logiciel,1
,,,,2174-Programmeurs et développeurs en médias interactifs,1
,,KS2 Corp Inc.,"MONTRÉAL, QC H4C 2S6",2173-Ingénieurs et concepteurs en logiciel,1
,,La Capitale assureur de l'administration publique Inc,"QUÉBEC, QC G1R 2G5",2174-Programmeurs et développeurs en médias interactifs,1
,,Laboratoire MarketMuse Canada Inc.,"Montréal, QC H3B 2E3",2173-Ingénieurs et concepteurs en logiciel,1
,,Laboratoires Charles River Montreal,"Senneville, QC H9X 3R3",3114-Vétérinaires,1
,,Lallemand Inc,"Montreal, QC H1W 2N8",0212-Directeurs des services d'architecture et de sciences,1
,,Les Laboratoires Interdata Inc.,"Montréal, QC H2S 1R4",2173-Ingénieurs et concepteurs en logiciel,1
,,Les Services Conseils Systématix Inc.,"QUÉBEC, QC G1V 4W2",2174-Programmeurs et développeurs en médias interactifs,3
,,Levio Conseils inc.,"Québec, QC G1W 0C4",2171-Analystes et consultants en informatique,17
,,,,2174-Programmeurs et développeurs en médias interactifs,30
,,Lexalytics Canada ULC,"MONTRÉAL, QC H2V 4M1",2171-Analystes et consultants en informatique,1
,,Lien par le Réseau Inc.,"MONTRÉAL, QC H3B 3G1",2172-Analystes de bases de données et administrateurs de données,1
,,L'industrielle Alliance,"Québec, QC G1K 7M3",0213-Gestionnaires des systèmes informatiques,1
,,,,2171-Analystes et consultants en informatique,1
,,Masimo Canada ULC,"ST. LAURENT, QC H4R 2P1",2173-Ingénieurs et concepteurs en logiciel,1
,,Nanomonx Inc.,"MONTRÉAL, QC H2M 2E9",2174-Programmeurs et développeurs en médias interactifs,1
,,Navut inc.,"Montreal, QC H3C 1N8",0213-Gestionnaires des systèmes informatiques,1
,,Northforge Innovations Inc,"Gatineau, QC J8X 3H3",2173-Ingénieurs et concepteurs en logiciel,2
,,ODS Médical Inc.,"MONTRÉAL, QC H2S 3B5","2148-Autres ingénieurs, n.c.a.",2
,,OSF Global Services inc.,"QUÉBEC, QC G2K 2H6",2174-Programmeurs et développeurs en médias interactifs,4
,,Poudre Noire Inc.,"MONTRÉAL, QC H4C 2Z6",2175-Concepteurs et développeurs Web,1
,,Premier Tech Home & Garden Inc,"Rivière-du-Loup, QC G5R 6C1",2171-Analystes et consultants en informatique,1
,,,,2172-Analystes de bases de données et administrateurs de données,2
,,,,2174-Programmeurs et développeurs en médias interactifs,1
,,Premier Tech Limitée,"Rivière-du-Loup, QC G5R 6C1",1122-Professionnels des services-conseils en gestion aux entreprises,1
,,,,2175-Concepteurs et développeurs Web,1
,,,,2233-Technologues et techniciens en génie industriel et en génie de fabrication,1
,,Productions Double Negative Montréal Ltée,"MONTRÉAL, QC H2Y 1A6","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
,,,,5241-Designers graphiques et illustrateurs,14
,,Reel FX Creative Studios Inc.,"Montréal, QC H3K 1G6",2174-Programmeurs et développeurs en médias interactifs,2
,,,,5241-Designers graphiques et illustrateurs,13
,,Rio Tinto Alcan Inc.,"Montréal, QC H3B 0E3",2172-Analystes de bases de données et administrateurs de données,1
,,Rodeo FX Inc.,"MONTRÉAL, QC H3C 2M7",5241-Designers graphiques et illustrateurs,7
,,Scanline VFX Montreal inc.,"MONTRÉAL, QC H3B 2S2",5241-Designers graphiques et illustrateurs,1
,,Société Conseil Groupe LGS,"QUÉBEC, QC G1V 4K5",0213-Gestionnaires des systèmes informatiques,1
,,,,2171-Analystes et consultants en informatique,1
,,,,2174-Programmeurs et développeurs en médias interactifs,4
,,Statflo Inc.,"MONTREAL, QC H3Z 1T3",2173-Ingénieurs et concepteurs en logiciel,2
,,Stratuscent inc.,"SAINT-LAURENT, QC H4S 1Z9",2173-Ingénieurs et concepteurs en logiciel,1
,,Studios Framestore Inc.,"Montréal, QC H2T 3B3","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
,,,,5241-Designers graphiques et illustrateurs,6
,,TandemLaunch Inc,"Montréal, QC H4C 2K1",2174-Programmeurs et développeurs en médias interactifs,2
,,"Technicolor Canada, Inc.","MONTRÉAL, QC H3C 1T2",0213-Gestionnaires des systèmes informatiques,1
,,,,5241-Designers graphiques et illustrateurs,12
,,Techniglobe Solutions Inc.,"MONTRÉAL, QC H3A 1E7",2174-Programmeurs et développeurs en médias interactifs,1
,,Transat A.T. inc.,"MONTRÉAL, QC H2X 4C2",2171-Analystes et consultants en informatique,1
,,Transat Tours Canada Inc.,"MONTREAL, QC H2X 4C2",0731-Directeurs des transports,1
,,Ubisoft Divertissements Inc.,"Montréal, QC H2T 1S6",2171-Analystes et consultants en informatique,1
,,,,2172-Analystes de bases de données et administrateurs de données,1
,,,,2173-Ingénieurs et concepteurs en logiciel,1
,,,,2174-Programmeurs et développeurs en médias interactifs,8
,,,,"5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",2
,,,,5241-Designers graphiques et illustrateurs,1
,,Umano Medical Inc.,"L'ISLET, QC G0R 2C0",2174-Programmeurs et développeurs en médias interactifs,2
,,Via Science Inc,"MONTRÉAL, QC H3J 1R4",2172-Analystes de bases de données et administrateurs de données,1
,,V-Neo Inc,"Québec, QC G1W 0E8",2171-Analystes et consultants en informatique,3
,,Voonyx Inc,"LAC-BEAUPORT, QC G3B 1M7",2171-Analystes et consultants en informatique,2
,,Walsh Integrated Inc,"MONTREAL, QC H3K 3G9",2174-Programmeurs et développeurs en médias interactifs,1
Ontario,    Haut salaire,10820300 CANADA INCORPORATED,"CALEDON, ON L7C 2X3",0621-Directeurs - commerce de détail et de gros,1
,,1250803 Ontario Ltd.,"Brampton, ON L6T 4J2",2241-Technologues et techniciens en génie électronique et électrique,1
,,1256975 Ontario Inc.,"North York, ON M9L 2Y7",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
,,1261789 Ontario Inc.,"Brampton, ON L6X 1H9",1221-Agents d'administration,1
,,1336209 Ontario Inc.,"MISSISSAUGA, ON L5G 1E6",0631-Directeurs de la restauration et des services alimentaires,1
,,1373282 Ontario Inc.,"HAMILTON, ON L8E 4P2",1311-Techniciens en comptabilité et teneurs de livres,1
,,13E13 Inc,"BRAMPTON, ON L6T 5B2",7233-Tôliers,1
,,1432126 Ontario Inc,"Mississauga, ON L4W 1G8",7231-Machinistes et vérificateurs d'usinage et d'outillage,1
,,1436206 Ontario Limited,"MARKHAM, ON L3R 2V4","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,1514342 Ontario Ltd.,"Mississauga, ON L4W 1A1",1241-Adjoints administratifs,1
,,1516643 Ontario Inc.,"Mississauga, ON L4W 3Y2",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,1
,,1527530 Ontario Inc.,"BOLTON, ON L7E 4H8","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
,,1542766 Ontario Inc. O/A Fix-Rite Auto Tech,"Mississauga, ON L5T 1E6",0621-Directeurs - commerce de détail et de gros,1
,,1550034 Ontario Inc.,"BRAMPTON, ON L6R 1T4",6311-Superviseurs des services alimentaires,1
,,1578342 Ontario Inc o/a PRINTWELL PRINTERS,"Mississauga, ON L4W 1S4",7303-Surveillants de l'imprimerie et du personnel assimilé,1
,,,,7381-Opérateurs de presses à imprimer,1
,,1591267 Ontario Ltd.,"MISSISSAUGA, ON L4Z 3E8",0631-Directeurs de la restauration et des services alimentaires,1
,,1602964 Ontario Ltd O/A Auto Quest Group,"NORTH YORK, ON M3J 2A8","7384-Autre personnel des métiers et personnel assimilé, n.c.a.",1
,,1637720 Ontario Inc.,"BRADFORD, ON L3Z 3G3","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
,,1645374 Ontario Inc.,"TORONTO, ON M1V 4S5","6313-Superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes",1
,,1654072 Ontario Inc.,"BRAMPTON, ON L6W 3K7",0621-Directeurs - commerce de détail et de gros,1
,,1659656 Ontario inc,"Mississauga, ON L4X 1B1",7281-Briqueteurs-maçons,1
,,1666563 Ontario Inc.,"BRAMPTON, ON L6T 4L6",1221-Agents d'administration,1
,,1726146 Ontario Inc,"Mississauga, ON L5W 1T2",1311-Techniciens en comptabilité et teneurs de livres,1
,,1808056 Ontario Inc.,"MISSISSAUGA, ON L5N 2V7","7284-Plâtriers, poseurs et finisseurs de systèmes intérieurs et latteurs",1
,,1865512 Ontario Inc.,"LONDON, ON N6E 1K2",7281-Briqueteurs-maçons,2
,,1904390 Ontario Inc,"Brampton, ON L6T 5K1",1221-Agents d'administration,1
,,,,1241-Adjoints administratifs,1
,,1910963 Ontario Inc,"KITCHENER, ON N2H 5E6",0621-Directeurs - commerce de détail et de gros,1
,,1921609 Ontario Ltd,"MARKHAM, ON L3R 5P4",5223-Techniciens en graphisme,1
,,1924505 Ontario Inc .,"OTTAWA, ON K2C 3L6",0631-Directeurs de la restauration et des services alimentaires,1
,,1954027 Ontario Inc,"OAKVILLE, ON L6K 3C7",0631-Directeurs de la restauration et des services alimentaires,1
,,1995030 Ontario Inc.,"AURORA, ON L4G 0K3","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
,,2079644 Ontario Inc.,"Woodbridge, ON L4H 3T6",0631-Directeurs de la restauration et des services alimentaires,1
,,2103574 Ontario Inc.,"BRAMPTON, ON L6Y 5V2",1221-Agents d'administration,1
,,2110120 Ontario Inc,"BRAMPTON, ON L6R 2H8","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",2
,,2115298 Ontario Inc.,"BRAMPTON, ON L6P 2R1",0631-Directeurs de la restauration et des services alimentaires,1
,,2135395 Ontario Inc.,"Mississauga, ON L4T 3X2",7305-Surveillants du transport routier et du transport en commun,1
