Province/Territoire,Volet du programme,Employeur,Adresse,Profession,Postes demandes
Ontario,     Haut salaire,OPC.TV INC,"TORONTO, M5A2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Ontario,     Haut salaire,P.P. Minerals Canada Corporation,"Oakville, L6H5R7",0911-Directeurs de la fabrication,1
Ontario,     Haut salaire,Pal Trucking Inc,"Brampton, L7A2P1",7305-Surveillants du transport routier et du transport en commun,1
Ontario,     Haut salaire,Partners Film Inc.,"TORONTO, M5A3C4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Ontario,     Haut salaire,Pely Pay International Trading Inc.,"Thornhill, L3T5R4","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Ontario,     Haut salaire,Phoenix Web Inc.,"Markham, L3R2M4",2243-Techniciens et mécaniciens d'instruments industriels,1
Ontario,     Haut salaire,Pizza Pizza,"London, N5Y1A6",6311-Superviseurs des services alimentaires,1
Ontario,     Haut salaire,Proco Machinery Inc,"Mississauga, L4W3R7",7316-Ajusteurs de machines,1
Ontario,     Haut salaire,Public Services and Procurement Canada,"Ottawa, K1A0S5","5125-Traducteurs, terminologues et interprètes",1
Ontario,     Haut salaire,Q2Hire Consulting Inc,"TORONTO, M9W5Z8",1122-Professionnels des services-conseils en gestion aux entreprises,1
Ontario,     Haut salaire,Radke Films Ltd.,"TORONTO, M5A2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Ontario,     Haut salaire,Ravians International Electronics Trading Inc.,"Toronto, M4H1B8","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Ontario,     Haut salaire,Reach Out Interactive Media & Marketing Inc.,"MARKHAM, L3R6G2","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Ontario,     Haut salaire,Research Now Inc,"Toronto, M5B2L7","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Ontario,     Haut salaire,ROAD XPRESS LTD.,"BRAMPTON, L6P4E6",7511-Conducteurs de camions de transport,3
Ontario,     Haut salaire,Rotari Construction Inc.,"Aurora, L4G0X5",2253-Technologues et techniciens en dessin,1
Ontario,     Haut salaire,Royal Alarms Limited,"Vaughan, L4K4R9",2242-Électroniciens d'entretien (biens domestiques et commerciaux),1
Ontario,     Haut salaire,ROYAL SHOW INC.,"Concord, L4K2C8",6211-Superviseurs des ventes - commerce de détail,1
Ontario,     Haut salaire,Safe Unlimited Masonry Inc.,"Mississauga, L4T3Z8",7271-Charpentiers-menuisiers,1
Ontario,     Haut salaire,Sao Fine Gems Incorporated,"Mississauga, L5N8R7","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Ontario,     Haut salaire,SARAI TRUCKING LIMITED,"BRAMPTON, L6P2K7",7511-Conducteurs de camions de transport,20
Ontario,     Haut salaire,Seed Visuals Inc.,"North York, M6M5C3",5135-Acteurs et comédiens,1
Ontario,     Haut salaire,Sequoia Content Canada Limited,"Toronto, M5B2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Ontario,     Haut salaire,Service Plus Aquatics Inc.,"Mississauga, L5L5X9",7205-Entrepreneurs et contremaîtres des autres métiers de la construction et des services de réparation et d'installation,1
Ontario,     Haut salaire,shamir canada optical inc,"london, N6H0B7",0213-Gestionnaires des systèmes informatiques,1
Ontario,     Haut salaire,Shere Punjab Restaurant & Caters,"Niagara Falls, L2G3L5",6311-Superviseurs des services alimentaires,1
Ontario,     Haut salaire,SHISH MAHAL INDIAN CUISINE INC.,"MISSISSAUGA, L5L5S6",6322-Cuisiniers,1
Ontario,     Haut salaire,Shyam and Shrinidhi Consulting Inc.,"Aurora, L4G0J3",2171-Analystes et consultants en informatique,1
Ontario,     Haut salaire,Sinclair Name Badge Inc.,"Oakville, L6K3E5",0621-Directeurs - commerce de détail et de gros,1
Ontario,     Haut salaire,Skin and Bones Film Company,"TORONTO, M6J1H6",5221-Photographes,1
Ontario,     Haut salaire,"SOFT CITIZEN, INC","TORONTO, M5A2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Ontario,     Haut salaire,SRIMA CANADA INC,"TORONTO, M6K2J6","0015-Cadres supérieurs - commerce, radiotélédiffusion et autres services, n.c.a.",1
Ontario,     Haut salaire,Star School,"North York, M2J4T4",0125-Directeurs d'autres services aux entreprises,1
Ontario,     Haut salaire,Starlink Global Services Inc,"TORONTO, M5T1X5","0013-Cadres supérieurs - services financiers, communications et autres services aux entreprises",1
Ontario,     Haut salaire,Steam Films Inc.,"TORONTO, M5A2N4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Ontario,     Haut salaire,Summit SS Inc.,"Hamilton, L8N3W1","0014-Cadres supérieurs - santé, enseignement, services sociaux et communautaires et associations mutuelles",1
Ontario,     Haut salaire,Suneeva Ltd.,"Toronto, M5B2E7","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Ontario,     Haut salaire,Sunnyside Auto Ltd.,"Markham, L3P7R4",7322-Débosseleurs et réparateurs de carrosserie,1
Ontario,     Haut salaire,Sunrise Beijing International Inc,"Richmond Hill, L4B3J6","1123-Professionnels en publicité, en marketing et en relations publiques",1
Ontario,     Haut salaire,Sunwing Vacations Inc.,"Toronto, M9W1K6",1225-Agents aux achats,1
Ontario,     Haut salaire,Technology One Limited,"Etobicoke, M9V3Y7",1221-Agents d'administration,1
Ontario,     Haut salaire,Tru-Die Limited,"St. Thomas, N5P1Z5",2283-Évaluateurs de systèmes informatiques,1
Ontario,     Haut salaire,Two Bay Enterprizes Limited,"Moosonee, P0L1Y0","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,     Haut salaire,Urban Mechanical Contracting Ltd.,"Toronto, M9W5B2",7371-Grutiers,1
Ontario,     Haut salaire,Urgiles Brothers Excavating Inc.,"Toronto, M9L1Z8",7301-Entrepreneurs et contremaîtres en mécanique,1
Ontario,     Haut salaire,UTOI Management Consulting Inc.,"MARKHAM, L3R0N8","1123-Professionnels en publicité, en marketing et en relations publiques",1
Ontario,     Haut salaire,visaforyou inc,"Vaughan, L4K0G7","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Ontario,     Haut salaire,Vision Entertainment Inc,"TORONTO, M6A2A4","5131-Producteurs, réalisateurs, chorégraphes et personnel assimilé",1
Ontario,     Haut salaire,Woodcraft Inc.,"Markham, L3R1B9","0124-Directeurs de la publicité, du marketing et des relations publiques",1
Ontario,     Haut salaire,World Media Corp (Canada) Inc,"Oakville, L6H7L8",1221-Agents d'administration,1
Ontario,     Haut salaire,XtremeEDA Corporation,"Ottawa, K1Y4R9",2147-Ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel),1
Ontario,     Haut salaire,YEON-SUNG CHOI DENTISTRY PROFESSIONAL CORPORATION,"North York, M2M3V9",3411-Assistants dentaires,1
Ontario,     Haut salaire,Yes Study Education Group Inc.,"Toronto, M4P2C6",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,1
Ontario,     Haut salaire,Zeba Enterprises Inc.,"Mississauga, L4Z1X3",1221-Agents d'administration,1
Ontario,   Bas salaire, 2389387 ONTARIO INC.,"Parry Sound, P2A1S3",6311-Superviseurs des services alimentaires,2
Ontario,   Bas salaire,11002287 Canada Ltd,"Concord, L4K5W4",6322-Cuisiniers,1
Ontario,   Bas salaire,1143294 Ontario Inc,"BANCROFT, K0L1C0",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,1299234 ONTARIO INC.,"Brampton, L6T5H8",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,1299234 ONTARIO INC.,"Brampton, L6T5H8",6611-Caissiers,1
Ontario,   Bas salaire,1472359 ONTARIO LIMITED,"Toronto, M2N7E7","4163-Agents de développement économique, recherchistes et experts-conseils en marketing",1
Ontario,   Bas salaire,1495075 ONTARIO INC.,"MISSISSAUGA, L5B4M6",6322-Cuisiniers,1
Ontario,   Bas salaire,1611565 Ontario Limited,"Toronto, M5V1M5",6513-Serveurs d'aliments et de boissons,1
Ontario,   Bas salaire,1635003 ONTARIO LIMITED,"HAMILTON, L8P1A7",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,1707994 ontario inc,"TORONTO, M3J1Y6",1241-Adjoints administratifs,1
Ontario,   Bas salaire,1743335 Ontario Inc,"Kitchener, N2E4E9",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,1760625 Ontario Inc.,"RENFREW, K7V1Y3",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,1819414 Ontario Inc.,"Toronto, M5C2V9",6321-Chefs,1
Ontario,   Bas salaire,1839446 Ont Inc,"windsor, N8T3K7",2281-Techniciens de réseau informatique,1
Ontario,   Bas salaire,1904390 Ontario Inc.,"Brampton, L6T5K1",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,   Bas salaire,1940875 ONTARIO INC.,"EAST YORK, M4B1N9",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,1950233 ONTARIO INC,"Mississauga, L4T1G3","9462-Bouchers industriels, dépeceurs-découpeurs de viande, préparateurs de volaille et personnel assimilé",2
Ontario,   Bas salaire,1953022 ONTARIO INC.,"Toronto, M6E1B2",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,1954631 Ontario Inc,"Kirkland Lake, P2N1X4",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,1995143 ONTARIO INC.,"North York, M2M4J1",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,1996298 Ontario Inc,"Guelph, N1H4H6",6321-Chefs,1
Ontario,   Bas salaire,2073742 ontario inc,"Brampton, L6W3J7","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Ontario,   Bas salaire,2073965 Ontatrio Inc.,"SCARBOROUGH, M1X1C9",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,2110237 Ontario Inc.,"Etobicoke, M8W1P6",3223-Technologues et techniciens dentaires et auxiliaires dans les laboratoires dentaires,1
Ontario,   Bas salaire,2124964 Ontario Inc,"Brampton, L6Y1N6",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,2178404 Ontario Inc.,"Mississauga, L4T1H2",0114-Directeurs d'autres services administratifs,1
Ontario,   Bas salaire,2204225 ONTARIO INC.,"MISSISSAUGA, L5N3K6",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2253488 Ontario Ltd.,"Fergus, N1M2W8",6411-Représentants des ventes et des comptes - commerce de gros (non-technique),1
Ontario,   Bas salaire,2264821 Ontario Inc,"Concord, L4K2M9",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Ontario,   Bas salaire,2272825 Ontario Inc.,"Kingston, K7L4V3",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,2285647 ONTARIO LIMITED,"Scarborough, M1S3V6",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,2291830 Ontario Inc.,"Scarborough, M1S5M9",3237-Autre personnel technique en thérapie et en diagnostic,1
Ontario,   Bas salaire,2295788 Ontario Inc.,"Woodbridge, L4H0S5",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2329131 Ontario Inc,"Markham, L3R1E2",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,2334872 Ontario Inc.,"Toronto, M6A2C1",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2360325 ONTARIO INC,"TORONTO, M1S4A4",4215-Instructeurs pour personnes ayant une déficience,1
Ontario,   Bas salaire,2413061 Ontario INC.,"Woodstock, N4S3W1",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,2460759 Ontario Inc,"MISSISSAUGA, L5V0A6",6322-Cuisiniers,2
Ontario,   Bas salaire,2475797 Ontario Inc.,"Mississauga, L5T1B6",6322-Cuisiniers,1
Ontario,   Bas salaire,2476729 Ontario Ltd,"Brampton, L6Y0L8",6322-Cuisiniers,1
Ontario,   Bas salaire,2486133 Ontario Inc.,"Thornhill, L4J2L1",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,2493086 ONTARIO INC.,"Brampton,, L6R3P4",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,2525528 ONTARIO LTD,"Georgetown, L7G4S8","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
Ontario,   Bas salaire,2549090 ONTARIO INC.,"WINDSOR, N9A4M7",6321-Chefs,1
Ontario,   Bas salaire,2582186 Ontario Ltd,"Toronto, M4N2L2",6322-Cuisiniers,1
Ontario,   Bas salaire,2591825 Ontario Inc.,"BRAMPTON, L6R2K7",6322-Cuisiniers,4
Ontario,   Bas salaire,2700647 Ontario Inc.,"Kingston, K7M3E9",6322-Cuisiniers,1
Ontario,   Bas salaire,6910793 Canada Inc,"Woodbridge, L4L8B7",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,9471928 Canada Inc.,"North York, M2J5A7",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,9710051 Canada Limited,"Englehart, P0J1H0",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,9971343 Canada Inc.,"Ottawa, K2G3J8",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,9983708 Canada Inc.,"Barrie, L4M1A6","6711-Serveurs au comptoir, aides de cuisine et personnel de soutien assimilé",1
Ontario,   Bas salaire,9984755 Canada Inc.,"Orillia, L3V5W9",6311-Superviseurs des services alimentaires,2
Ontario,   Bas salaire,Aakriti threading & wax bar Inc,"Toronto, M6H1M5",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,Airsorted (Canada) Limited,"Toronto, M5V1V6",6733-Concierges et surintendants d'immeubles,1
Ontario,   Bas salaire,All Season Fencing Ltd.,"Toronto, M3J2J4","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
Ontario,   Bas salaire,Alsamee foods inc,"TORONTO, M3N2K1",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Barco Materials Handling Ltd.,"PUSLINCH, N0B2J0",9533-Monteurs et contrôleurs d'autres produits en bois,13
Ontario,   Bas salaire,BEAVER TRANSPORTATION INC.,"BRAMPTON, L6T5J4",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,   Bas salaire,Blooming Light Inc.,"Richmond Hill, L3T7T1",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,Burlington Paving Company Limited,"Burlington, L7T1H6",7521-Conducteurs d'équipement lourd (sauf les grues),1
Ontario,   Bas salaire,Cafenucci foods Inc.,"TORONTO, M3M1A2",6321-Chefs,2
Ontario,   Bas salaire,Canadian Property Maintenance Inc.,"Mississauga, L5M6W9",1241-Adjoints administratifs,1
Ontario,   Bas salaire,Canadian Property Maintenance Inc.,"Mississauga, L5M6W9",1311-Techniciens en comptabilité et teneurs de livres,1
Ontario,   Bas salaire,CANBE FOODS INC.,"Scarborough, M1P2N9",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,CANBE FOODS INC.,"Scarborough, M1P2N9",6321-Chefs,1
Ontario,   Bas salaire,ChimneyFusion Inc,"Mississauga, L5W1Z3",6321-Chefs,1
Ontario,   Bas salaire,Conforti Holdings Ltd.,"Markham, L3R0N3",6341-Coiffeurs et barbiers,1
Ontario,   Bas salaire,Crayatt Corp,"Oshawa, L1G6L5",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,1
Ontario,   Bas salaire,Daily Seafood Inc,"Toronto, M4J3E2","9213-Surveillants dans la transformation des aliments, des boissons et des produits connexes",1
Ontario,   Bas salaire,DHANOA GROUP LTD.,"Mississauga, L4W1C2",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,DIGI Technologies International Inc.,"Mississauga, L4W1E4",1211-Superviseurs de commis de bureau et du personnel de soutien administratif,1
Ontario,   Bas salaire,DIGI Technologies International Inc.,"Mississauga, L4W1E4",1225-Agents aux achats,1
Ontario,   Bas salaire,Dolte Foods Inc,"Burlington, L7M0V7",6322-Cuisiniers,1
Ontario,   Bas salaire,Dominion Farm Produce Ltd.,"Bradford, L3Z3G9","9617-Manoeuvres dans la transformation des aliments, des boissons et des produits connexes",3
Ontario,   Bas salaire,DONALD COUSENS CHILDREN'S CENTRE,"MARKHAM, L6E1T5",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Ontario,   Bas salaire,Down Under Bedding & Linen Center LTD,"Mississauga, L4W1E3",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,Dragon Express Inc.,"Napanee, K7R3K6",6321-Chefs,1
Ontario,   Bas salaire,Dundas.B&W Corporation,"Toronto, M6K1T5",6322-Cuisiniers,1
Ontario,   Bas salaire,Ecounion International Ltd.,"Brantford, N3S3P7",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,Giant Leap Childcare Incorporated,"Brampton, L6P3A3",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Ontario,   Bas salaire,Glam Art Ltd.,"Markham, L3R4M9","6562-Esthéticiens, électrolystes et personnel assimilé",1
Ontario,   Bas salaire,Grey Matlock Bakery Inc.,"Brampton, L6W3G6",6332-Boulangers-pâtissiers,4
Ontario,   Bas salaire,Har-Paul holdings inc,"Thunder Bay, P7E5R7",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Heughes Canada Inc,"Toronto, M3H5T5","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,   Bas salaire,Hupup Inc.,"Mississauga, L5V3B7",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Indaba Hair Studio Inc.,"Georgetown, L7G4S5",6341-Coiffeurs et barbiers,1
Ontario,   Bas salaire,Industrial Floor Systems Corp,"Barrie, L4N9A5",7282-Finisseurs de béton,2
Ontario,   Bas salaire,JIYA ENTERPRISE INC,"RUSSELL, K4R1C8",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,JIYA ENTERPRISE INC,"RUSSELL, K4R1C8",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,JohnJules Management Ltd.,"Hamilton, L8N2R2","3413-Aides-infirmiers, aides-soignants et préposés aux bénéficiaires",1
Ontario,   Bas salaire,Julia Carey Racing Stable Inc.,"Mississauga, L5E1Y5",6563-Soigneurs d'animaux et travailleurs en soins des animaux,1
Ontario,   Bas salaire,KOTHUR INC,"TORONTO, M4Y1Z9",6322-Cuisiniers,2
Ontario,   Bas salaire,Kwant Enterprises,"Mississauga, L6M7L9",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Leasehold Tenant Improvements Inc.,"Vaughan, L4K3R3",7294-Peintres et décorateurs (sauf décorateurs d'intérieur),1
Ontario,   Bas salaire,Lucky Day Nursery Inc,"Hamilton, L8H4V5",4214-Éducateurs et aides-éducateurs de la petite enfance,1
Ontario,   Bas salaire,Madhav Inc.,"Brockville, K6V3H2",1431-Commis à la comptabilité et personnel assimilé,1
Ontario,   Bas salaire,Maillette Holdings Inc,"Cambridge, N3C4N6",6211-Superviseurs des ventes - commerce de détail,2
Ontario,   Bas salaire,MALOWAL FREIGHTS LTD,"BRAMPTON, L7A2A7",7511-Conducteurs de camions de transport,1
Ontario,   Bas salaire,Microdea Inc,"Markham, L6G0B5",2282-Agents de soutien aux utilisateurs,1
Ontario,   Bas salaire,N Bar Inc,"toronto, M5V0J8","6562-Esthéticiens, électrolystes et personnel assimilé",2
Ontario,   Bas salaire,Niagara Skydive Centre Inc.,"Pelham, L3B5N6","5254-Animateurs et responsables de programmes de sports, de loisirs et de conditionnement physique",3
Ontario,   Bas salaire,Ompriya Food Corporation,"Port Perry, L9L1B5",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Ontario Bakery Supplies Limited,"Downsview, M3N1V9",6332-Boulangers-pâtissiers,1
Ontario,   Bas salaire,OSMOW'S INC.,"Mississauga, L4Z1P1",6322-Cuisiniers,1
Ontario,   Bas salaire,PJ RESTAURANT,"ARNPRIOR, K7S3H2",6322-Cuisiniers,2
Ontario,   Bas salaire,PM-International Nutrition & Cosmetics Canada Inc.,"Mississauga, L5L5Z8",6552-Autres préposés aux services d'information et aux services à la clientèle,1
Ontario,   Bas salaire,PRP PIZZA INC,"Mississauga, L5N4C4",0621-Directeurs - commerce de détail et de gros,1
Ontario,   Bas salaire,Pumpernickels c/o Ontario Ltd 2394069,"Mississauga, L5M2N1",6322-Cuisiniers,2
Ontario,   Bas salaire,RAR RESTAURANTS 1 INC.,"Brampton, L6V4K2",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Ristogest Limited,"Toronto, M6J1V2",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Rose Bakery & Cafe Inc,"Mississauga, L5C1C3",6332-Boulangers-pâtissiers,1
Ontario,   Bas salaire,Sahaj inc,"Burlington, L7L0G3",6311-Superviseurs des services alimentaires,2
Ontario,   Bas salaire,Sahiba Inc.,"Brampton, L6Y2X8",6211-Superviseurs des ventes - commerce de détail,1
Ontario,   Bas salaire,SAI SHAKTI INC,"WOODBRIDGE, L4H0A2",0631-Directeurs de la restauration et des services alimentaires,1
Ontario,   Bas salaire,SARTREX POWER CONTROL SYSTEMS INC.,"Concord, L4K2K1",2133-Ingénieurs électriciens et électroniciens,1
Ontario,   Bas salaire,Shahab Uddin Inc.,"Mississauga, L5N0G5",1223-Agents des ressources humaines et de recrutement,1
Ontario,   Bas salaire,Shriji Catering & Takeout Services Inc.,"Brampton, L6T5E2",6311-Superviseurs des services alimentaires,1
Ontario,   Bas salaire,Sign House Inc,"North York, M2M3C1",5223-Techniciens en graphisme,1
Ontario,   Bas salaire,SSRP Telecom Inc.,"Brampton, L6P2K9",6221-Spécialistes des ventes techniques - commerce de gros,1
Ontario,   Bas salaire,Superior Door & Gate Systems Ltd.,"Mississauga, L4W1G6","7441-Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial",1
Ontario,   Bas salaire,TAAB CLEANING INC,"Toronto, M4K3W1",6731-Préposés à l'entretien ménager et au nettoyage - travaux légers,2
Ontario,   Bas salaire,Tara Indian Cuisine Ltd,"Barrie, L4M1A4",6321-Chefs,1
Ontario,   Bas salaire,TEMPTATION NAILS AND BEYOND LTD.,"London, N6H5L7","6562-Esthéticiens, électrolystes et personnel assimilé",1
Ontario,   Bas salaire,Thai Lanna Cuisine,"Ottawa, K1V8R9",6322-Cuisiniers,1
Ontario,   Bas salaire,The Food Dudes Inc.,"Toronto, M4M2R7",1226-Planificateurs de congrès et d'événements,2
Ontario,   Bas salaire,tokyo kitchen limited,"toronto, M4Y1T1",6322-Cuisiniers,1
Ontario,   Bas salaire,Top Choice Electronics Inc.,"Woodbridge, ON, L4L8C2",1241-Adjoints administratifs,1
Ontario,   Bas salaire,Transam Carriers Inc.,"Concord, L4K1P6","1215-Superviseurs du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires",1
Ontario,   Bas salaire,Yarmouth Physio Therapy Inc.,"Toronto, M8X2X2",3144-Autres professionnels en thérapie et en diagnostic,1
Ontario,  Agriculture primaire,2317945 Ontario Inc.,"Madoc, K0K2K0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,A.G.DICK & SONS LIMITED,"Ruthven, N0P2G0","8255-Entrepreneurs et superviseurs des services de l'aménagement paysager, de l'entretien des terrains et de l'horticulture",1
Ontario,  Agriculture primaire,A.G.DICK & SONS LIMITED,"Ruthven, N0P2G0",8432-Ouvriers de pépinières et de serres,1
Ontario,  Agriculture primaire,Aphria Inc,"LEAMINGTON, N8H1N8",8432-Ouvriers de pépinières et de serres,55
Ontario,  Agriculture primaire,Hundt Farms Incorporated,"Seaforth, N0K1W0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Kent Farm Supplies Limited,"Blenheim, N0P1A0",8431-Ouvriers agricoles,2
Ontario,  Agriculture primaire,Manderley Turf Products Inc.,"Ottawa, K2E7S6","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",4
Ontario,  Agriculture primaire,Ontario Mushroom Farms Inc.,"Ashburn, L0B1A0",8431-Ouvriers agricoles,12
Ontario,  Agriculture primaire,Peeters Mushrooms Inc.,"Blenheim, N0P1A0",8431-Ouvriers agricoles,10
Ontario,  Agriculture primaire,Sitko Farms Inc.,"wilsonville, N0E1Z0","8252-Entrepreneurs de services agricoles, surveillants d'exploitations agricoles et ouvriers spécialisés dans l'élevage",1
Ontario,  Agriculture primaire,Urban Crops Inc.,"Schomberg, L0G1T0",8431-Ouvriers agricoles,1
Ontario,  Talent mondial,Cloud SynApps Inc.,"Oakville, L6M3L8",2171-Analystes et consultants en informatique,1
Ontario,  Talent mondial,iceFree Driveways Limited,"Newmarket, L3X1R5","0016-Cadres supérieurs - construction, transport, production et services d'utilité publique",1
Manitoba,     Haut salaire,A@W Flooring Inc,"West St Paul, R4A1C5",7295-Poseurs de revêtements d'intérieur,2
Manitoba,     Haut salaire,Continental Travel Group Ltd.,"Winnipeg, R3G0V7",6531-Guides touristiques et guides itinérants,1
Manitoba,     Haut salaire,DREAMLINER TRUCKING LTD.,"THOMPSON, R8N0W2",7511-Conducteurs de camions de transport,1
Manitoba,     Haut salaire,Euromart Enterprises,"Winnipeg, R2V4P6","7321-Mécaniciens et réparateurs de véhicules automobiles, de camions et d'autobus",1
Manitoba,     Haut salaire,Gpex Transport Inc,"RM of St. Andrews, R1A3P2",7511-Conducteurs de camions de transport,10
Manitoba,     Haut salaire,PTS Pritchard Transport Service Ltd.,"Winnipeg, R3W0C1",7511-Conducteurs de camions de transport,4
Manitoba,     Haut salaire,Speedy Singh Logistics Inc.,"Oakbank, R0E1J0",1221-Agents d'administration,1
Manitoba,   Bas salaire,5614547 MANITOBA LTD.,"Gimli, R0C1B0",6322-Cuisiniers,1
Manitoba,   Bas salaire,7107404 Manitoba Ltd,"Ashern, R0C0E0",6211-Superviseurs des ventes - commerce de détail,1
Manitoba,   Bas salaire,7151382 Manitoba Limited,"Winnipeg, R3G0W4",6211-Superviseurs des ventes - commerce de détail,1
Manitoba,   Bas salaire,Amethyst Stores Ltd,"Elkhorn, R0M0N0",6611-Caissiers,4
Manitoba,   Bas salaire,Punjab Banquet Hall & Restaurant Ltd,"Winnipeg, R2P1V8",6322-Cuisiniers,3
Manitoba,   Bas salaire,RAZIA AND FATIMA ENTERPRISES LTD.,"Thompson, R8N0C7",6316-Surveillants des autres services,1
Manitoba,  Agriculture primaire,Destiny Road Inc.,"Gunton, R0C1H0",8431-Ouvriers agricoles,3
Manitoba,  Agriculture primaire,Dufferin Market Gardens Ltd.,"Carman, R0G0J0",8431-Ouvriers agricoles,4
Manitoba,  Agriculture primaire,Kroeker Farms Limited,"Winkler, R6W0K7",8611-Manoeuvres à la récolte,6
Saskatchewan,     Haut salaire,SOUTH POLE TRANSPORT INC.,"saskatoon, S7L5X5",1241-Adjoints administratifs,1
Saskatchewan,   Bas salaire,101285982 Saskatchewan Ltd,"Saskatoon, SK, S7K0W1",0621-Directeurs - commerce de détail et de gros,1
Saskatchewan,   Bas salaire,102020961 Saskatchewan Corporation,"Wakaw, S0K4P0",6211-Superviseurs des ventes - commerce de détail,1
Saskatchewan,   Bas salaire,102024982 SASKATCHEWAN LTD.,"WARMAN, S0K4S1",0631-Directeurs de la restauration et des services alimentaires,1
Saskatchewan,   Bas salaire,Lina Kwon’s Hair Salon,"Saskatoon, S7K7A9",6341-Coiffeurs et barbiers,1
