Province/Territoire,Volet,Employeur,Adresse,Profession sous CNP 2011,Postes Approuvés 
Québec,  Agriculture primaire,2436-3392 Québec Inc. (Maison des fleurs vivaces),"ST-EUSTACHE, QC J7R 4K6",8432-Ouvriers de pépinières et de serres,10
Québec,  Agriculture primaire,2637-5808 Québec Inc. (Ferme Genest),"Lévis, QC G7A 4H4",8431-Ouvriers agricoles,4
Québec,  Agriculture primaire,2745-7864 Québec Inc.,"SAINT-UBALDE, QC G0A 4L0",8431-Ouvriers agricoles,4
Québec,  Agriculture primaire,2959-4363 Québec Inc.,"SAINT-LOUIS-DE-GONZAGUE, QC J0S 1T0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,2959-8463 Québec Inc. (Ferme Del Rio enr),"SAINT-EUGÈNE-DE-GUIGUES, QC J0Z 3L0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,2962-4343 Québec inc.,"Saint-Donat, QC G0K 1L0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,2972-3848 Québec Inc. - Ferme Laroche et frère,"SAINT-PRIME, QC G8J 1X5",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,3088-9604 Québec Inc. (Michel Lauzon Associés),"MIRABEL, QC J7J 2E6",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,3088-9604 Québec Inc. (Michel Lauzon Associés),"MIRABEL, QC J7J 2E6",8432-Ouvriers de pépinières et de serres,2
Québec,  Agriculture primaire,3094-1686 Québec Inc,"SAINT-ALEXANDRE, QC G0L 2G0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,3096-6782 Québec Ic (Pépinière du Parc),"ST-MATHIEU, QC G0X 1N0",8432-Ouvriers de pépinières et de serres,1
Québec,  Agriculture primaire,4390679 Canada Inc. (Les Multi-Plants Pascal Roy),"SAINT-RÉMI, QC J0L 2L0",8432-Ouvriers de pépinières et de serres,4
Québec,  Agriculture primaire,6745369 Canada Inc.,"Stoke, QC J0B 3G0",8431-Ouvriers agricoles,5
Québec,  Agriculture primaire,7165412 Canada Inc. (Ferme Nord-Vie),"SAINT-BRUNO-DE-GUIGUES, QC J0Z 2G0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,7320141 Canada Inc.,"Stoke, QC J0B 3G0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,8254-8155 Québec Inc. (Aux Fruits de la colline),"SAINTE-MARIE, QC G2E 3M4",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9011-3168 Québec Inc.,"AUDET, QC G0Y 1A0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9014-8578 Québec Inc. (Floralies Rive-Sud),"Lévis, QC G6W 5N6",8432-Ouvriers de pépinières et de serres,4
Québec,  Agriculture primaire,9022-2662 Québec Inc. (Vergers Claude Tougas),"Dunham, QC J0E 1M0",8431-Ouvriers agricoles,13
Québec,  Agriculture primaire,9029-0354 Québec Inc. (Ferme L & R Bessette),"ST-JEAN-SUR-RICHELIEU, QC J2X  5T",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9038-8059 Québec inc. (Maxime Beaudry),"Saint-Chrysostome, QC J0S 1R0",8431-Ouvriers agricoles,14
Québec,  Agriculture primaire,9042-9226 Québec inc.,"Stoke, QC J0B 3G0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9054-2291 Québec Inc. (Domaine de Lavoie),"ROUGEMONT, QC J0L 1M0",8431-Ouvriers agricoles,10
Québec,  Agriculture primaire,9057-0565 Québec inc,"Franklin, QC J0S 1E0",8431-Ouvriers agricoles,16
Québec,  Agriculture primaire,9058-3964 Québec Inc.,"SAINT-JUDE, QC J0H  1P",8431-Ouvriers agricoles,112
Québec,  Agriculture primaire,9067-5588 Québec inc (Vignoble de La Bauge),"Brigham, QC J2K 4E1",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,9069-3250 Québec Inc. (La Collection Florale),"Sainte-Cécile-de-Milton, QC J0E 2C0",8432-Ouvriers de pépinières et de serres,2
Québec,  Agriculture primaire,9070-4727 Québec Inc.,"HÉBERTVILLE, QC G8N 1K9",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,9071-2985 Québec inc. (Cédrière Bernier),"Québec, QC G1B 1C8",8432-Ouvriers de pépinières et de serres,4
Québec,  Agriculture primaire,9072-2166 Québec Inc.,"Cap St-Ignace, QC G0R 1H0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9072-9252 Québec Inc.,"SAINT-ROSAIRE, QC G0Z 1K0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9083-8350 Québec Inc. (Pépinière Mont-Yamaska),"SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0",8432-Ouvriers de pépinières et de serres,26
Québec,  Agriculture primaire,9085-9513 Québec Inc. (Ferme Robinière),"Lotbinière, QC G0S 1S0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9092-1248 Québec Inc. (Productions Rivard),"SAINT-AMBROISE, QC G7P 2A2",8431-Ouvriers agricoles,6
Québec,  Agriculture primaire,9092-1248 Québec Inc. (Productions Rivard),"SAINT-AMBROISE, QC G7P 2A2",8611-Manoeuvres à la récolte,1
Québec,  Agriculture primaire,9099-5952 Québec Inc. (Ferme A.D.S. Minier),"SAINT-EDMOND-LES-PLAINES, QC G0W 2M0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9103-6038 Québec Inc. (Jardins Vinet),"SAINT-RÉMI, QC J0L 2L0",8431-Ouvriers agricoles,32
Québec,  Agriculture primaire,9106-6340 Québec inc. (Ferme Mileau),"SAINT-AMBROISE-DE-KILDARE, QC J0K 1C0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9124-5936 Qc inc,"Saint-Eustache, QC J7R 0J5",8431-Ouvriers agricoles,4
Québec,  Agriculture primaire,9127-7079 Québec inc. (Manon Thibert),"SAINT-ÉDOUARD, QC J0L 1Y0",8431-Ouvriers agricoles,11
Québec,  Agriculture primaire,9132-2214 Québec Inc.,"SAINTE-HYACINTHE, QC J2R 1C3",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9132-5969 Québec Inc.,"BLAINVILLE, QC J7C 0V2",8432-Ouvriers de pépinières et de serres,3
Québec,  Agriculture primaire,9132-8542 Québec Inc. Les Jardiniers du Chef,"BLAINVILLE, QC J7C  0V",8432-Ouvriers de pépinières et de serres,7
Québec,  Agriculture primaire,9146-2275 Québec Inc. (Vergers Petit et Fils),"Mont Saint-Hilaire, QC J3G 4S6",8431-Ouvriers agricoles,9
Québec,  Agriculture primaire,9150-5677 Québec Inc.,"MONT-LAURIER, QC J9L 3G3",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9150-5784 Québec inc.,"Rivière-du-Loup, QC G5R 5X4",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9165-4996 QUÉBEC INC.,"Mirabel, QC J7N 2B4",8431-Ouvriers agricoles,11
Québec,  Agriculture primaire,9169-8241 Québec Inc. (Marc Vanasse),"Frelighsburg, QC J0J 1C0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9177-4547 Québec inc.,"MONTMAGNY, QC G5V 3R9",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9196-3058 Québec Inc (L'Érablière en folie),"MONT-LAURIER, QC J9L 3G6",8431-Ouvriers agricoles,4
Québec,  Agriculture primaire,9198-2025 Québec inc (Jardins MiniVerdi Garden),"LES CÈDRES, QC J7T 1N8",8431-Ouvriers agricoles,5
Québec,  Agriculture primaire,9199-4582 Québec inc.,"MONTMAGNY, QC G5V 3R9",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9204-3389 Québec Inc. (Ferme Stepido),"PONTIAC (LUSKVILLE), QC J0X 2G0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9205-6449 Québec Inc (Verger M.J. Bourdeau & Fils),"Havelock, QC J0S 2C0",8431-Ouvriers agricoles,6
Québec,  Agriculture primaire,9214-4617 Québec Inc. (Québec Miel),"Montréal, QC H1E 7L4",8431-Ouvriers agricoles,5
Québec,  Agriculture primaire,9215-5597 Québec Inc.,"SAINT-BERNARD, QC G0S 2T0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9218-7954 Québec inc. (Ferme des Prairies),"SAINT-THOMAS, QC J0K 3L0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9219-8639 Québec Inc.,"LA POCATIÈRE, QC G0R 1Z0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9247-9880 Québec inc. (Ferme franot),"Mirabel, QC J7N 2Z3",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9255-6117 Québec Inc.,"SAINT-DAMASE, QC G0J 2J0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9256-8963 Québec Inc. (Les Serres Serge Dupuis),"Saint-Élie-de-Caxton, QC G0X 2N0",8432-Ouvriers de pépinières et de serres,3
Québec,  Agriculture primaire,9256-9672 Québec Inc (Ferme Benjo 2012),"ST-LIN-LAURENTIDES, QC J5M 1Y6",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9262-1960 Québec inc. (Pépinière Soleil),"SAINT-JEAN-BAPTISTE, QC J0L 2B0",8432-Ouvriers de pépinières et de serres,5
Québec,  Agriculture primaire,9267-6881 Québec Inc.,"Dunham, QC J0E 1M0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9272-2453 Québec Inc. (Petit verger du village),"Mont-Saint-Grégoire, QC J0J 1K0",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,9284-3531 Québec Inc. (Les trois planteurs),"COATICOOK, QC J1A 2A2",8432-Ouvriers de pépinières et de serres,6
Québec,  Agriculture primaire,9288-0009 Québec Inc. (Ferme Albert Beghuin),"SAINT-LOUIS-DE-GONZAGUE, QC J0S 1T0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9290-7898 Québec Inc. (Ferme du Carrousel),"MÉTABETCHOUAN, QC G8G 1A4",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9290-8953 Québec Inc.,"Stoke, QC J0B 3G0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,9300-4372 Québec Inc.,"SAINT-PHILIPPE-DE-NÉRI, QC G0L 4A0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9302-8066 Quebec Inc.,"East-Farnham, QC J2K 4H8",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9305-5747 Québec Inc. (Pépinière Boucher),"Saint-Ambroise, QC G7P 2B3",8432-Ouvriers de pépinières et de serres,6
Québec,  Agriculture primaire,9314-7098 Québec inc (Verger Croque-Pomme),"Thurso, QC J0X 3B0",8431-Ouvriers agricoles,4
Québec,  Agriculture primaire,9316-0554 Québec Inc.,"SAINT-MICHEL-DE-BELLECHASSE, QC G0R 3S0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9317-9216 Québec inc.,"SAINTE-SÉRAPHINE, QC J0A 1E0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9326-1022 Québec Inc.,"Stoke, QC J0B 3G0",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,9329-5541 Québec inc (Jardins Ste-Clotilde),"Sainte-Clotilde, QC J0L 1W0",8431-Ouvriers agricoles,19
Québec,  Agriculture primaire,9329-5558 Québec Inc.,"Sainte-Clotilde, QC J0L 1W0",8431-Ouvriers agricoles,53
Québec,  Agriculture primaire,9333-6709 Québec Inc. (Ferme Saniben),"SAINT-FRANÇOIS-DE-LA-RIVIÈRE-DU-SUD, QC G0R 3A",8431-Ouvriers agricoles,4
Québec,  Agriculture primaire,9348-4202 Québec Inc. (Ferme les 3 Petits Caron),"SAINT-VALÉRIEN-DE-MILTON, QC J0H 2B0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,9354-1704 Québec Inc,"Mirabel, QC J7N 1P5",8432-Ouvriers de pépinières et de serres,9
Québec,  Agriculture primaire,9371-3998 Québec Inc,"Nantes, QC G0Y 1G0",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,A Belisle et Fils Senc.,"St-Eustache, QC J7R 4K3",8431-Ouvriers agricoles,18
Québec,  Agriculture primaire,A.O.L. Jardiniers Maraichers inc,"SAINT-ÉDOUARD, QC J0L 1Y0",8431-Ouvriers agricoles,13
Québec,  Agriculture primaire,Agritabex inc.,"SAINT-THOMAS, QC J0K 3L0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,ALLIANCE GOSSELIN G2 INC.,"SAINT-AUGUSTIN-DE-DESMAURES, QC G3A 1V9",8431-Ouvriers agricoles,6
Québec,  Agriculture primaire,Amanda-Joe Plantations,"SAWYERVILLE (COOKSHIRE-EATON), QC J0B 3A0",8432-Ouvriers de pépinières et de serres,14
Québec,  Agriculture primaire,André Bérard et fils inc.,"Saint-Barthélemy, QC J0K 1X0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Ange-Oeufs Inc,"ANGE-GARDIEN, QC J0E 1E0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Api Culture Hautes Laurentides inc.,"FERME-NEUVE, QC J0W 1C0",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Atocas Bédard inc,"SAINT-LOUIS-DE-BLANDFORD, QC G0Z 1B0",8431-Ouvriers agricoles,6
Québec,  Agriculture primaire,Atocas Blandford Inc.,"LAURIEVILLE, QC G0S  1P",8431-Ouvriers agricoles,4
Québec,  Agriculture primaire,Atocas Lac St-Jean Inc.,"Dolbeau-Mistassini, QC G8L 1E5",8431-Ouvriers agricoles,6
Québec,  Agriculture primaire,Atocas Notre-Dame Inc.,"PLESSISVILLE, QC G6L 5S2",8431-Ouvriers agricoles,8
Québec,  Agriculture primaire,Atocas Saint-François inc.,"SAINT-LOUIS-DE-BLANDFORD, QC G0Z 1B0",8431-Ouvriers agricoles,10
Québec,  Agriculture primaire,Atocas Somerset SENC,"VICTORIAVILLE, QC G6T 1J8",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Atocas St-Louis Inc,"LAURIERVILLE, QC G0S  1P",8431-Ouvriers agricoles,5
Québec,  Agriculture primaire,Au Royaume des Fines Herbes Inc.,"STE-ANNE-DES-PLAINES, QC J0N  1H",8431-Ouvriers agricoles,6
Québec,  Agriculture primaire,Aurel Harvey & Fils Inc.,"Saint-Augustin-des-Desmaures, QC G3A 1W8",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Aux Aubépines 2002 inc.,"SAINT-POLYCARPE, QC J0P 1X0",8432-Ouvriers de pépinières et de serres,12
Québec,  Agriculture primaire,Aux Pays des petits fruits SENC.,"Mirabel, QC J7J 1Z9",8431-Ouvriers agricoles,17
Québec,  Agriculture primaire,Aux Terres et Domaines Tournesol inc.,"LAURIERVILLE, QC G0S 1P0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Bechedor Inc.,"Saint-Prosper, QC G0M 1Y0",8432-Ouvriers de pépinières et de serres,12
Québec,  Agriculture primaire,Bergeroy Holstein Inc,"SAINT-SAMUEL, QC G0Z 1G0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Binette et Laplante Inc.,"SAINT-FERDINAND, QC G0N  1N",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Bio Saveur Inc.,"LAVAL, QC H7E 4P2",8431-Ouvriers agricoles,6
Québec,  Agriculture primaire,Blais Productions inc.,"SAINT-ANSELME, QC G0R 2N0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Bleuetière de Parisville inc.,"PARISVILLE, QC G0S 1X0",8431-Ouvriers agricoles,4
Québec,  Agriculture primaire,Bleuetière Point du Jour,"Lavaltrie, QC J5T 3P4",8431-Ouvriers agricoles,6
Québec,  Agriculture primaire,Canards des monts inc.,"Saint-Jude, QC J0H 1P0",8431-Ouvriers agricoles,5
Québec,  Agriculture primaire,Canards Du Boisé Inc,"SAINTE-HÉLÈNE, QC J0H 1M0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Canneberges Austin inc.,"PLESSISVILLE, QC G6L 1R6",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Canneberges Beaubois,"SAINT-LOUIS-DE-BLANDFORD, QC G0Z 1B0",8431-Ouvriers agricoles,12
Québec,  Agriculture primaire,Canneberges Bécancour Management inc.,"SAINT-LOUIS-DE-BLANDFORD, QC G0Z 1B0",8431-Ouvriers agricoles,4
Québec,  Agriculture primaire,Canneberges Bieler inc.,"SAINT-LOUIS-DE-BLANDFORD, QC G0Z 1B0",8431-Ouvriers agricoles,17
Québec,  Agriculture primaire,Canneberges Côté,"NOTRE-DAMES-DE-LOURDES, QC G0S 1T0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Canneberges Dénitoine (9263-1266 Québec inc.),"VICTORIAVILLE, QC G6R 0B1",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Canneberges L&S SEC,"SAINT-LUCIEN, QC J0C 1N0",8431-Ouvriers agricoles,48
Québec,  Agriculture primaire,Canneberges Sakota inc.,"NOTRE-DAME-DE-LOURDES, QC G0S 1T0",8431-Ouvriers agricoles,6
Québec,  Agriculture primaire,Canneberges Schneider inc.,"LAVALTRIE, QC J5T 3P2",8431-Ouvriers agricoles,16
Québec,  Agriculture primaire,Cèdres Dupont inc.,"TROIS-RIVIÈRES, QC G9B 0M1",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Cédrière Barbe Inc.,"Laval, QC H7R 6E8",8432-Ouvriers de pépinières et de serres,2
Québec,  Agriculture primaire,Cédrière Del-Fino inc.,"L'Assomption, QC J5W 3P4",8432-Ouvriers de pépinières et de serres,11
Québec,  Agriculture primaire,Cèdrière Saint-Edmond inc.,"SAINT-EDMOND-DE-GRANTHAM, QC J0C 1K0",8432-Ouvriers de pépinières et de serres,3
Québec,  Agriculture primaire,Centre du Jardin Deux-Montagnes Inc.,"SAINT-EUSTACHE, QC J7R 0J2",8432-Ouvriers de pépinières et de serres,8
Québec,  Agriculture primaire,Centre horticole Julie Moraldo Saint-Nicolas Inc.,"LÉVIS, QC G7A 2X6",8432-Ouvriers de pépinières et de serres,2
Québec,  Agriculture primaire,Centre Jardin de l'Aéroport Inc,"QUÉBEC, QC G2G 2P6",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Centre Jardin de l'Aéroport Inc,"QUÉBEC, QC G2G 2P6",8432-Ouvriers de pépinières et de serres,11
Québec,  Agriculture primaire,Centre Jardin Vaudreuil-sur-le-Lac inc,"VAUDREUIL-DORION, QC J7V 8P5",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Centre Maraicher Eugene Guinois Jr inc.,"Sainte-Clotilde, QC J0L 1W0",8431-Ouvriers agricoles,183
Québec,  Agriculture primaire,Centre Sylvicole de Forestville inc.,"Lac-au-Saumon, QC G0J 1M0",8432-Ouvriers de pépinières et de serres,9
Québec,  Agriculture primaire,Cidrerie du Minot inc.,"Hemmingford, QC J0L 1H0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Cidrerie Michel Jodoin inc.,"ROUGEMONT, QC J0L 1M0",8431-Ouvriers agricoles,18
Québec,  Agriculture primaire,Cidrerie Milton inc.,"Saint-Cécile-de-Milton, QC J0E 2C0",8431-Ouvriers agricoles,5
Québec,  Agriculture primaire,Complexe Horticole Bastien,"Terrebonne, QC J6X 0B2",8432-Ouvriers de pépinières et de serres,3
Québec,  Agriculture primaire,Construction GDL Inc.,"SAINTE-PÉTRONILLE, QC G0A 4C0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Coop Avantis,"SAINTE-MARIE, QC G6E 0L9",8431-Ouvriers agricoles,7
Québec,  Agriculture primaire,Cultures Quinto Inc.,"SAINT-UBALDE, QC G0A 4L0",8431-Ouvriers agricoles,4
Québec,  Agriculture primaire,Cultures Quinto Inc.,"SAINT-UBALDE, QC G0A 4L0",8611-Manoeuvres à la récolte,6
Québec,  Agriculture primaire,Cyranel Inc,"SAINT-HYACINTHE, QC J2R 2A4",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,DANIEL LAVIOLETTE PAYSAGISTE INC,"Saint-Placide, QC J0V 2B0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Dekaporc Inc.,"FORTIERVILLE, QC G0S 1J0",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Delfland inc.,"NAPIERVILLE, QC J0J 1L0",8431-Ouvriers agricoles,116
Québec,  Agriculture primaire,Des Ruchers d'Or inc.,"Sainte-Christine-D'Auvergne, QC G0A 1A0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Domaine & vins Gélinas inc.,"Saint-Sévère, QC G0X 3B0",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Domaine Cartier-Potelle inc.,"ROUGEMONT, QC J0L 1M0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Domaine de Dunham inc.,"Dunham, QC J0E 1M0",8431-Ouvriers agricoles,15
Québec,  Agriculture primaire,Domaine de la Côte Mont-Rigaud/Macolex Holdings,"Dorval, QC H9P 1A6",8431-Ouvriers agricoles,5
Québec,  Agriculture primaire,Domaine des Côtes d'Ardoises (2010) inc.,"Montréal, QC H2T 3E6",8431-Ouvriers agricoles,5
Québec,  Agriculture primaire,Domaine du Nival,"SAINT-LOUIS, QC J0G 1K0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Domaine JMG Trottier Inc.,"Oka, QC J0N 1E0",8431-Ouvriers agricoles,15
Québec,  Agriculture primaire,Domaine La Branche (9330-8997 Québec Inc.),"SAINT-ISIDORE, QC J0L 2A0",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Domaine Les Brome,"LAC BROME, QC J0E 1S0",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Dunbec Holstein inc.,"Dunham, QC J0E 1M0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Durasphalte Inc. (Arbres de Noel BL),"Sherbrooke, QC J1N 3G7",8432-Ouvriers de pépinières et de serres,47
Québec,  Agriculture primaire,Élevage du Haut Saint-Laurent,"Saint-Anicet, QC J0S 1M0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Élevage La Bretanne Inc,"ST-NARCISSE-DE-BEAURIVAGE, QC G0S 1W0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Endives J.M.S. Inc,"St-Clet, QC J0P 1S0",8431-Ouvriers agricoles,12
Québec,  Agriculture primaire,Entreprise Dubreuil inc.,"SAINT-DOMINIQUE, QC J0H 1L0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Entreprise Marc Simard Inc.,"PONT-ROUGE, QC G3H 3R4",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Entreprises Charles Conway inc.,"SAINT-POLYCARPE, QC J0P 1X0",8432-Ouvriers de pépinières et de serres,3
Québec,  Agriculture primaire,Entreprises Gaudreault-Vanier Inc.,"Saint-Gabriel-de-Brandon, QC J0K 2N0",8432-Ouvriers de pépinières et de serres,2
Québec,  Agriculture primaire,Entreprises Normand Tellier inc. (Les),"St-Félix-de-Valois, QC J0K 2M0",8432-Ouvriers de pépinières et de serres,8
Québec,  Agriculture primaire,Entreprises Quali-ferme inc. (Les),"LONGUEUIL, QC J3Y 3S8",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Érablière des Trois Versants (9392-2029 Québec Inc.),"SAINT-JÉRÔME, QC J7Y 0B6",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Érablière du Lac-Simon inc.,"St-Michel, QC J0L 2J0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Érablière du Nord Les Disamares Inc.,"MONT-LAURIER, QC J9L 2S1",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Érablière F.R Bolduc Inc.,"La Guadeloupe, QC G0M 1G0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Érablière JCT Ouellet Inc.,"SAINT-PIERRE-DE-LAMY, QC G0L 4B0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Érablière Komatec inc.,"CHESTERVILLE, QC G0P 1J0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Érablière Laverdière et Frères inc,"St-Jean-de-Bréboeuf, QC G6G 0A1",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Érablière Michel Chantal inc,"St-Alban, QC G0A 3B0",8431-Ouvriers agricoles,4
Québec,  Agriculture primaire,Érablière MT Inc.,"SAINT-UBALDE, QC G0A 4L0",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Érablière Wayagamak Inc.,"SAINT-UBALDE, QC G0A 4L0",8431-Ouvriers agricoles,6
Québec,  Agriculture primaire,Excavation - Travaux Forestiers Réal Bédard inc.,"NOTRE-DAME-DE-LOURDES, QC G0S 1T0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Excel-Serres Ltée,"ST-DAMASE, QC J0H 1J0",8432-Ouvriers de pépinières et de serres,5
Québec,  Agriculture primaire,Exforad Inc.,"RIVIÈRE-ROUGE, QC J0T 1T0",8431-Ouvriers agricoles,5
Québec,  Agriculture primaire,Ferme «Au pic» enr.,"Dunham, QC J0E 1M0",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,FERME 3AS INC,"ST-PATRICE-DE-BEAURIVAGE, QC G0S 1B0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Ferme A. St-Hilaire senc.,"SAINT-ODILON, QC G0S 3A0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Ferme ADJ Inc.,"Saint-Narcisse-Beaurivage, QC G0S 1W0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Ferme Alaben inc.,"SAINT-ELPHÈGE, QC J0G 1J0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Ferme Alain Brissette inc.,"LAVALTRIE, QC J5T 3K5",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Ferme Alain Drouin Inc.,"FRAMPTON, QC G0R 1M0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Ferme Algerio Inc.,"SAINT-HENRI, QC G0R 3E0",8431-Ouvriers agricoles,5
Québec,  Agriculture primaire,Ferme Allfond inc.,"SAINT-BRUNO-DE-GUIGUES, QC J0Z 2G0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Ferme Amico Enr. (2745-4214 Québec Inc.),"ALMA, QC G8E 1A1",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Ferme Ancestrale RB Inc.,"EAST HEREFORD, QC J0B 1S0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Ferme André Grenier et Fils Inc,"ST-LÉON-LE-GRAND, QC J0K 2W0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Ferme Annick inc.,"BAIE-DES-SABLES, QC G0J 1C0",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Ferme Arion Senc.,"LYSTER, QC G0S  1V",8431-Ouvriers agricoles,2
Québec,  Agriculture primaire,Ferme Arwijk Senc.,"SAINT-VALENTIN, QC J0J 2E0",8431-Ouvriers agricoles,1
Québec,  Agriculture primaire,Ferme Ashby et Giroux Inc,"COATICOOK, QC J1A  2S",8431-Ouvriers agricoles,3
Québec,  Agriculture primaire,Ferme Aston inc.,"SAINT-LÉONARD-D'ASTON, QC J0C 1M0",8431-Ouvriers agricoles,8
Québec,  Agriculture primaire,Ferme aux Pleines Saveurs,"Saint-André-Avellin, QC J0V 1W0",8431-Ouvriers agricoles,10
Québec,  Agriculture primaire,Ferme Avicole Bernard Morin et Fils Inc.,"SAINT-BERNARD-MICHAUDVILLE, QC J0H 1C0",8431-Ouvriers agricoles,1
