Postal Code;Latitude;Longitude;Sample Address;Sample Employer
B4N3V7;45.0993132;-64.5379420;982 North Bishop Road, Kentville, NS B4N3V7 982 North Bishop Road, Kentville, NS B4N3V7;Charles Keddy Farms Ltd Charles Keddy Farms Ltd
B3J1R9;44.6438400;-63.5697948;1496 Lower Water Street, Halifax, NS B3J1R9 1496 Lower Water Street, Halifax, NS B3J1R9;Cheelin Restaurant Cheelin Restaurant
B3L2W4;44.6534204;-63.6087646;2990 Oxford Street, Halifax, NS B3L2W4 2990 Oxford Street, Halifax, NS B3L2W4;Circle Time Friends Pre School Circle Time Friends Pre School
B3N1N8;44.6354205;-63.6225466;50 Joseph Zatzman Drive, Dartmouth, NS B3N1N8 50 Joseph Zatzman Drive, Dartmouth, NS B3N1N8;Classic Freight Classic Freight
B4A3Z7;44.7078739;-63.6649812;757 Bedford Highway, Bedford, NS B4A3Z7 757 Bedford Highway, Bedford, NS B4A3Z7;Clearwater Seafoods Limited Partnership Clearwater Seafoods Limited Partnership
B0K1S0;45.5586963;-62.6603408;PO Box2080, Stellarton, NS B0K1S0 PO Box2080, Stellarton, NS B0K1S0;Connors Transfer Limited Connors Transfer Limited
B0P1C0;45.0006860;-64.8061965;6640 Aylesford Road, Aylesford, NS B0P1C0 6640 Aylesford Road, Aylesford, NS B0P1C0;Craig Nichols Farms Ltd Craig Nichols Farms Ltd
B3B1V7;44.7064492;-63.6103968;11 Ackerley Boulevard, Suite200, Dartmouth, NS B3B1V7 11 Ackerley Boulevard, Suite200, Dartmouth, NS B3B1V7;Current Studios Inc. Current Studios Inc.
B3H4R2;44.6381673;-63.5871581;6299 South Street, PO Box15000, Room150, Halifax, NS B3H4R2 6299 South Street, PO Box15000, Room150, Halifax, NS B3H4R2;Dalhousie University Dalhousie University
B3H1P8;44.6376981;-63.5741955;5576 Fenwick Street, Halifax, NS B3H1P8 5576 Fenwick Street, Halifax, NS B3H1P8;Darrell's Restaurant Darrell's Restaurant
B0R1E0;44.5370329;-64.7485913;509 Barss Corner Road, RR1, New Germany, NS B0R1E0 509 Barss Corner Road, RR1, New Germany, NS B0R1E0;DeLong Farms DeLong Farms
B0S1M0;44.8857714;-65.2160945;394 Fitch Road, RR3, Lawrencetown, NS B0S1M0 394 Fitch Road, RR3, Lawrencetown, NS B0S1M0;den Haan Greenhouses den Haan Greenhouses
B4N3E2;45.0683925;-64.4611624;9006 Commercial Street, New Minas, NS B4N3E2 9006 Commercial Street, New Minas, NS B4N3E2;Double Dragon Restaurant Inc. Double Dragon Restaurant Inc.
B4A4M1;44.7074093;-63.6767791;60 Strathaven Close, Bedford, NS B4A4M1 60 Strathaven Close, Bedford, NS B4A4M1;Eagle Ridge Estates Eagle Ridge Estates
B3B1S1;44.6986682;-63.5920837;10 Thornhill Drive, Unit3, Dartmouth, NS B3B1S1 10 Thornhill Drive, Unit3, Dartmouth, NS B3B1S1;EM&I Stantec Ltd. EM&I Stantec Ltd.
B3B0A9;44.6955675;-63.5708750;134 Eileen Stubbs Avenue, Suite102, Dartmouth, NS B3B0A9 134 Eileen Stubbs Avenue, Suite102, Dartmouth, NS B3B0A9;Enercon Services Nova Scotia Inc. Enercon Services Nova Scotia Inc.
B3S1A2;44.6432918;-63.6684361;130 Chain Lake Drive, Halifax, NS B3S1A2 130 Chain Lake Drive, Halifax, NS B3S1A2;European Natural Stone & Marble Products Ltd. European Natural Stone & Marble Products Ltd.
B3B1L3;44.7013340;-63.5903308;30 Ilsley Avenue, Dartmouth, NS B3B1L3 30 Ilsley Avenue, Dartmouth, NS B3B1L3;Farnell Packaging Ltd Farnell Packaging Ltd
B0P1B0;45.1040750;-64.2570395;RR1, Avonport, NS B0P1B0 RR1, Avonport, NS B0P1B0;Fuller Bros Fuller Bros
B0V1A0;44.5983576;-65.8296171;34 Water Street, Digby, NS B0V1A0 34 Water Street, Digby, NS B0V1A0;Fundy Restaurant Ltd. Fundy Restaurant Ltd.
B0J2M0;44.7341396;-64.4980982;136 New Russell Road, RR2, New Ross, NS B0J2M0 136 New Russell Road, RR2, New Ross, NS B0J2M0;G & C Hughes Enterprises Ltd G & C Hughes Enterprises Ltd
B0R1A0;44.5499522;-64.5791950;595 Farmington Road, RR1, Barss Corner, NS B0R1A0 595 Farmington Road, RR1, Barss Corner, NS B0R1A0;GAR Tree Farms Ltd GAR Tree Farms Ltd
B0W1Z0;44.2990026;-66.1074641;455 Little Brook Station Road, Little Brook, NS B0W1Z0 455 Little Brook Station Road, Little Brook, NS B0W1Z0;Gary Belliveau Construction & Excavation Ltd Gary Belliveau Construction & Excavation Ltd
B3L1A3;44.6456583;-63.5957811;6238 Quinpool Road, Halifax, NS B3L1A3 6238 Quinpool Road, Halifax, NS B3L1A3;Golding Lighting Golding Lighting
B3L2C2;44.6549454;-63.6271515;7071 Bayers Road, Suite264, Halifax, NS B3L2C2 7071 Bayers Road, Suite264, Halifax, NS B3L2C2;Grace Note Child Care Centre Grace Note Child Care Centre
B3J3P6;44.6451001;-63.5669002;1601 Lower Water Street, Suite602, Halifax, NS B3J3P6 1601 Lower Water Street, Suite602, Halifax, NS B3J3P6;Halifax Beach Club Limited Halifax Beach Club Limited
B0E1X0;46.1113875;-61.3585917;11493 Route19, Mabou, NS B0E1X0 11493 Route19, Mabou, NS B0E1X0;Halifax Biomedical Inc. Halifax Biomedical Inc.
B3N2C4;44.6593910;-63.6320641;19 Alma Crescent, Halifax, NS B3N2C4 19 Alma Crescent, Halifax, NS B3N2C4;Ihab Barber Shop Ihab Barber Shop
B3K5M7;44.6688314;-63.5974859;PO Box9110, Halifax, NS B3K5M7 PO Box9110, Halifax, NS B3K5M7;Irving Shipbuilding Inc. Irving Shipbuilding Inc.
B3S1P9;44.6709149;-63.6764843;480 Parkland Drive, Unit9, Halifax, NS B3S1P9 480 Parkland Drive, Unit9, Halifax, NS B3S1P9;It Takes a Village Inc It Takes a Village Inc
B3K6R8;44.6375548;-63.5839315;5980 University Avenue, Suite5850, Halifax, NS B3K6R8 5980 University Avenue, Suite5850, Halifax, NS B3K6R8;IWK Health Centre IWK Health Centre
B3A1V9;44.6756842;-63.5773017;174 Victoria Road, Dartmouth, NS B3A1V9 174 Victoria Road, Dartmouth, NS B3A1V9;Jani-King Jani-King
B2V1J5;44.6641562;-63.4964771;99 Caldwell Road, Dartmouth, NS B2V1J5 99 Caldwell Road, Dartmouth, NS B2V1J5;Jani-King Jani-King
B3K5K6;44.6554424;-63.5847719;2340 Longard Plaza, Halifax, NS B3K5K6 2340 Longard Plaza, Halifax, NS B3K5K6;Jay`s Convenience Barn Inc Jay`s Convenience Barn Inc
B3L3A9;44.6536401;-63.6159797;3199 Connaught Avenue, Halifax, NS B3L3A9 3199 Connaught Avenue, Halifax, NS B3L3A9;Kempt Screen Golf Kempt Screen Golf
B0J1J0;44.5624981;-64.2426222;226 Duke Street, Chester, NS B0J1J0 226 Duke Street, Chester, NS B0J1J0;King Bo Restaurant King Bo Restaurant
B3J2A4;44.6475723;-63.5740843;1550 Dresden Row, Suite805, Halifax, NS B3J2A4 1550 Dresden Row, Suite805, Halifax, NS B3J2A4;Ko-Doraka Ko-Doraka
B0K1G0;45.6730545;-62.3368467;161 Factory Road, Merigomish, NS B0K1G0 161 Factory Road, Merigomish, NS B0K1G0;Lismore Seafoods Inc. Lismore Seafoods Inc.
B3H2Y7;44.6369506;-63.5784656;1099 Tower Road, Halifax, NS B3H2Y7 1099 Tower Road, Halifax, NS B3H2Y7;Lobster Hub Inc. Lobster Hub Inc.
B4P2R3;45.0703010;-64.3042991;1323 Grand-Pr Road, Wolfville, NS B4P2R3 1323 Grand-Pr Road, Wolfville, NS B4P2R3;Luckett Farms Ltd Luckett Farms Ltd
B3J1Y2;44.6410537;-63.5707128;1245 Barrington Street, Halifax, NS B3J1Y2 1245 Barrington Street, Halifax, NS B3J1Y2;Maxwell Properties Limited Maxwell Properties Limited
B3M3R1;44.6650890;-63.6525704;1 Sandhurst Close, Halifax, NS B3M3R1 1 Sandhurst Close, Halifax, NS B3M3R1;Messa Lebanese kitchen Messa Lebanese kitchen
B3B0A3;44.7059706;-63.5827544;16 Garland Avenue, Dartmouth, NS B3B0A3 16 Garland Avenue, Dartmouth, NS B3B0A3;Mezza Lebanese Kitchen Mezza Lebanese Kitchen
B0S1C0;44.8174990;-65.3300835;170 Church Street, RR1, Bridgetown, NS B0S1C0 170 Church Street, RR1, Bridgetown, NS B0S1C0;Mountain Lea Lodge Mountain Lea Lodge
B3J3N4;44.6492871;-63.5735017;1801 Hollis Street, Suite1205, Halifax, NS B3J3N4 1801 Hollis Street, Suite1205, Halifax, NS B3J3N4;Natural Forces Wind Inc. Natural Forces Wind Inc.
B4N3K9;45.0568793;-64.4704603;5477 Prospect Road, New Minas, NS B4N3K9 5477 Prospect Road, New Minas, NS B4N3K9;New Minas Big Stop New Minas Big Stop
B0W1G0;43.5453384;-65.6199152;3589 Highway3, Barrington Passage, NS B0W1G0 3589 Highway3, Barrington Passage, NS B0W1G0;North East Ocean Lobster Ltd. North East Ocean Lobster Ltd.
B0K1H0;45.6764275;-62.7172689;PO Box365, Pictou, NS B0K1H0 PO Box365, Pictou, NS B0K1H0;North Nova Seafoods Ltd North Nova Seafoods Ltd
B2Y0A5;44.6560045;-63.5525710;80 Mawiomi Place, Dartmouth, NS B2Y0A5 80 Mawiomi Place, Dartmouth, NS B2Y0A5;Nova Scotia College of Early Childhood Education Nova Scotia College of Early Childhood Education
B5A2P5;43.8503693;-66.1215607;60 Vancouver Street, Yarmouth, NS B5A2P5 60 Vancouver Street, Yarmouth, NS B5A2P5;Nova Scotia Health Authority Nova Scotia Health Authority
B0E3B0;45.6653055;-60.8086219;PO Box100, St. Peter's, NS B0E3B0 PO Box100, St. Peter's, NS B0E3B0;P&K Hardware Ltd. P&K Hardware Ltd.
B0E1H0;46.6194051;-61.0146407;38 La Digue Road, PO Box433, Chticamp, NS B0E1H0 38 La Digue Road, PO Box433, Chticamp, NS B0E1H0;Pecheries Cheticamp Fisheries Int'l Inc. Pecheries Cheticamp Fisheries Int'l Inc.
B3P1E1;44.6327110;-63.6152148;355 Charlotte Street, Sydney, NS B3P1E1 355 Charlotte Street, Sydney, NS B3P1E1;Peking Restaurant Ltd Peking Restaurant Ltd
B0E1A0;45.5115766;-61.0210129;449 Veteran's Memorial Drive, PO Box39, Arichat, NS B0E1A0 449 Veteran's Memorial Drive, PO Box39, Arichat, NS B0E1A0;Petit de Grat Packers Ltd. Petit de Grat Packers Ltd.
B5A5L5;43.9934146;-66.0813864;1099 Richmond Road, Ireton, NS B5A5L5 1099 Richmond Road, Ireton, NS B5A5L5;Richmond Highland Farm Limited Richmond Highland Farm Limited
B0W2L0;44.1994483;-66.0862256;PO Box147, Meteghan River, NS B0W2L0 PO Box147, Meteghan River, NS B0W2L0;Riverside Lobster International Inc. Riverside Lobster International Inc.
B4C2N1;44.7562293;-63.6610721;103 Cobequid Road, Lower Sackville, NS B4C2N1 103 Cobequid Road, Lower Sackville, NS B4C2N1;Room to Grow Room to Grow
B3P1C7;44.6227605;-63.5846303;376 Purcell's Cove Road, Halifax, NS B3P1C7 376 Purcell's Cove Road, Halifax, NS B3P1C7;Royal Nova Scotia Yacht Squadron Royal Nova Scotia Yacht Squadron
B3H3C3;44.6313164;-63.5816691;923 Robie Street, Halifax, NS B3H3C3 923 Robie Street, Halifax, NS B3H3C3;Saint Mary's University Saint Mary's University
B0N1Y0;44.9906761;-63.3533863;280 MacDonald Road, Hardwood Lands, NS B0N1Y0 280 MacDonald Road, Hardwood Lands, NS B0N1Y0;Sandy Desert Farms Sandy Desert Farms
B2W6L4;44.6594356;-63.5310330;250 Baker Drive, Suite222, Dartmouth, NS B2W6L4 250 Baker Drive, Suite222, Dartmouth, NS B2W6L4;SBM Nova Scotia Contractors Inc. SBM Nova Scotia Contractors Inc.
B3J1V7;44.6470526;-63.5727047;1660 Hollis Street, Suite701, Halifax, NS B3J1V7 1660 Hollis Street, Suite701, Halifax, NS B3J1V7;Shambhala Sun Shambhala Sun
B3L1A5;44.6448362;-63.5986596;6290 Quinpool Road, Halifax, NS B3L1A5 6290 Quinpool Road, Halifax, NS B3L1A5;Shawarma Stop Shawarma Stop
B4V3S6;44.3826701;-64.5108383;90 Glen Allan Drive, Bridgewater, NS B4V3S6 90 Glen Allan Drive, Bridgewater, NS B4V3S6;South Shore District Health Authority South Shore District Health Authority
B0P1R0;44.9721750;-65.2435169;144 Bridge Street, RR2, Kingston, NS B0P1R0 144 Bridge Street, RR2, Kingston, NS B0P1R0;Spurr Brothers Farms Ltd Spurr Brothers Farms Ltd
B4N3E6;45.0687676;-64.4541425;9141 Commerical Street, New Minas, NS B4N3E6 9141 Commerical Street, New Minas, NS B4N3E6;Subway Restaurant Subway Restaurant
B3B1V1;44.6945396;-63.5844331;140 Ilsley Avenue, Dartmouth, NS B3B1V1 140 Ilsley Avenue, Dartmouth, NS B3B1V1;Sunnyvale Productions 10 Inc Sunnyvale Productions 10 Inc
B3J1E5;44.6450255;-63.5719268;5171 Slater Street, Halifax, NS B3J1E5 5171 Slater Street, Halifax, NS B3J1E5;Sushi Jet Asian Cuisine Sushi Jet Asian Cuisine
B3J3T1;44.6437213;-63.5781539;1535 Dresden Row, Suite132, Halifax, NS B3J3T1 1535 Dresden Row, Suite132, Halifax, NS B3J3T1;Sushi Nami Royale Sushi Nami Royale
B0N1E0;45.0767723;-64.1088430;259 Red Bank Road, Centre Burlington, NS B0N1E0 259 Red Bank Road, Centre Burlington, NS B0N1E0;Sustainable Fish Farming Canada Ltd Sustainable Fish Farming Canada Ltd
B3K5L2;44.6583281;-63.6032683;6080 Young Street, Suite1002, Halifax, NS B3K5L2 6080 Young Street, Suite1002, Halifax, NS B3K5L2;Syspro Software Ltd. Syspro Software Ltd.
B2Y4P4;44.6521258;-63.5428872;61 Atlantic Street, Dartmouth, NS B2Y4P4 61 Atlantic Street, Dartmouth, NS B2Y4P4;Tacten Industrial Inc Tacten Industrial Inc
B2V1E7;44.6716425;-63.4898857;984 Cole Harbour Road, Dartmouth, NS B2V1E7 984 Cole Harbour Road, Dartmouth, NS B2V1E7;Talay Thai Dartmouth Restaurant Talay Thai Dartmouth Restaurant
B0H1A0;45.5935643;-61.7401910;9038 Highway4, RR1, Afton, NS B0H1A0 9038 Highway4, RR1, Afton, NS B0H1A0;TE Boyle Farm & Forestry Ltd TE Boyle Farm & Forestry Ltd
B3K1G9;44.6523576;-63.5881631;5690 Woodill Street, Halifax, NS B3K1G9 5690 Woodill Street, Halifax, NS B3K1G9;Tell Tale International Inc. Tell Tale International Inc.
B3H1R1;44.6376702;-63.5758504;5599 Fenwick Street, Suite102, Halifax, NS B3H1R1 5599 Fenwick Street, Suite102, Halifax, NS B3H1R1;Templeton Properties Templeton Properties
B3S0E4;44.6397846;-63.6742826;117 Hobson Lake Drive, Halifax, NS B3S0E4 117 Hobson Lake Drive, Halifax, NS B3S0E4;The Coachworks Ltd The Coachworks Ltd
B3Z3J3;44.5702864;-63.9212529;9976 Peggy's Cove Road, Hackett's Cove, NS B3Z3J3 9976 Peggy's Cove Road, Hackett's Cove, NS B3Z3J3;The Finer Diner The Finer Diner
B3J1J7;44.6449942;-63.5739064;5240 Blower Street, Halifax, NS B3J1J7 5240 Blower Street, Halifax, NS B3J1J7;The Healer The Healer
B0C1L0;46.6708245;-60.3814705;Middle Head Peninsula, Ingonish, NS B0C1L0 Middle Head Peninsula, Ingonish, NS B0C1L0;The Keltic Lodge Resort & Spa The Keltic Lodge Resort & Spa
B4C2S4;44.7690197;-63.6861091;585 Sackville Drive, Lower Sackville, NS B4C2S4 585 Sackville Drive, Lower Sackville, NS B4C2S4;Tom's Family Restaurant Tom's Family Restaurant
B4V2W6;44.3918488;-64.5275185;184 William Wile Road, Box25, Bridgewater, NS B4V2W6 184 William Wile Road, Box25, Bridgewater, NS B4V2W6;Traditional Evergreen Tree Farm Ltd Traditional Evergreen Tree Farm Ltd
B3A4Z1;44.6863739;-63.5521183;95 Lakemist Court, Dartmouth, NS B3A4Z1 95 Lakemist Court, Dartmouth, NS B3A4Z1;Trullo Ristoranto Italiano Trullo Ristoranto Italiano
B3L2W5;44.6539976;-63.6095989;3020 Oxford Street, Halifax, NS B3L2W5 3020 Oxford Street, Halifax, NS B3L2W5;United Dental Laboratory Ltd United Dental Laboratory Ltd
B3L2H8;44.6486934;-63.6189846;7001 Mumford Road, Box07, Halifax, NS B3L2H8 7001 Mumford Road, Box07, Halifax, NS B3L2H8;Venus Donair Venus Donair
B0C1N0;46.8100297;-60.3256067;PO Box38, Neil's Harbour, NS B0C1N0 PO Box38, Neil's Harbour, NS B0C1N0;Victoria Co-operative Fisheries Ltd. Victoria Co-operative Fisheries Ltd.
B0P1G0;44.8931170;-64.9765947;5859 Highway1, Unit1, Cambridge, NS B0P1G0 5859 Highway1, Unit1, Cambridge, NS B0P1G0;Webster Farms Ltd Webster Farms Ltd
B2G2L2;45.8766038;-61.9121115;1543 Harbour Centre, Antigonish, NS B2G2L2 1543 Harbour Centre, Antigonish, NS B2G2L2;West River Holsteins West River Holsteins
B2Y3S4;44.6512150;-63.5465093;351 Pleasant Street, Darmouth, NS B2Y3S4 351 Pleasant Street, Darmouth, NS B2Y3S4;Woodside Manor Woodside Manor
B3M3Y7;44.6632764;-63.6578219;287 Lacewood Drive, Unit119, Halifax, NS B3M3Y7 287 Lacewood Drive, Unit119, Halifax, NS B3M3Y7;Zen Chinese Cuisine Zen Chinese Cuisine
E1C1E4;46.0887352;-64.7757671;720 Main Street, Moncton, NB E1C1E4 720 Main Street, Moncton, NB E1C1E4;659309 NB Inc oa Pink Sushi 659309 NB Inc oa Pink Sushi
E1C5H7;46.0851509;-64.7801092;95 Foundry Street, Suite300, Moncton, NB E1C5H7 95 Foundry Street, Suite300, Moncton, NB E1C5H7;BEUMER Group Canada Corporation BEUMER Group Canada Corporation
E1C2Z3;46.0982683;-64.7874218;330 Universit Avenue, Moncton, NB E1C2Z3 330 Universit Avenue, Moncton, NB E1C2Z3;Centre hospitalier universitaire Dr-Georges-L.-Dumont Centre hospitalier universitaire Dr-Georges-L.-Dumont
E2L4L2;45.3024911;-66.0849763;PO Box2100, Saint John, NB E2L4L2 PO Box2100, Saint John, NB E2L4L2;DO NOT USE: SEE ID 134492 - Horizon Health Network DO NOT USE: SEE ID 134492 - Horizon Health Network
E1C2R8;46.1001606;-64.8094377;824 Mountain Road, Moncton, NB E1C2R8 824 Mountain Road, Moncton, NB E1C2R8;Domino's Pizza Domino's Pizza
E1W1A3;47.7742488;-64.9969040;370 Saint-Pierre Boulevard West, Caraquet, NB E1W1A3 370 Saint-Pierre Boulevard West, Caraquet, NB E1W1A3;Enterprise L' Oriental Lte Enterprise L' Oriental Lte
E1A5R4;46.0960891;-64.7572267;465 Paul Street, Dieppe, NB E1A5R4 465 Paul Street, Dieppe, NB E1A5R4;Gallean Management Ltd ( o/a Burger King) Gallean Management Ltd ( o/a Burger King)
E1C6Z8;46.1053055;-64.8048316;135 MacBeath Avenue, Moncton, NB E1C6Z8 135 MacBeath Avenue, Moncton, NB E1C6Z8;Horizon Health Network Horizon Health Network
E4E3E6;45.7258631;-65.5290856;140 Main Street, Suite7, Sussex, NB E4E3E6 140 Main Street, Suite7, Sussex, NB E4E3E6;Jack's Pizza Jack's Pizza
E3B9E1;45.8511837;-66.5613298;415 Nevers Road, Waasis, NB E3B9E1 415 Nevers Road, Waasis, NB E3B9E1;Lincoln Big Stop / Blue Canoe Lincoln Big Stop / Blue Canoe
E1A5L1;46.1190089;-64.7195220;1155 Shediac Road, Moncton, NB E1A5L1 1155 Shediac Road, Moncton, NB E1A5L1;Nippon Sushi Nippon Sushi
E4P2A6;46.2189690;-64.5525238;261 Main Street, Shediac, NB E4P2A6 261 Main Street, Shediac, NB E4P2A6;Shediac Lobster Shop Ltd. Shediac Lobster Shop Ltd.
E1G2H9;46.1209413;-64.8475371;20 Lonsdale Drive, Moncton, NB E1G2H9 20 Lonsdale Drive, Moncton, NB E1G2H9;Spoon Sushi Express Spoon Sushi Express
E3B5G3;45.9441540;-66.6458705;51 Dineen Drive, Fredericton, NB E3B5G3 51 Dineen Drive, Fredericton, NB E3B5G3;St. Thomas University St. Thomas University
E1B0J6;46.0499377;-64.7956099;1120 Findlay Boulevard, Riverview, NB E1B0J6 1120 Findlay Boulevard, Riverview, NB E1B0J6;Sushi Sapporo Sushi Sapporo
E4P2G1;46.2199998;-64.5394966;406 Main Street, Shediac, NB E4P2G1 406 Main Street, Shediac, NB E4P2G1;Sushiko Sushi & Grill Sushiko Sushi & Grill
E1A4X5;46.0964711;-64.7590171;477 Paul Street, Dieppe, NB E1A4X5 477 Paul Street, Dieppe, NB E1A4X5;Teriyaki Experience Teriyaki Experience
E3B5A3;45.9471111;-66.6407906;PO Box4400, Fredericton, NB E3B5A3 PO Box4400, Fredericton, NB E3B5A3;University Of New Brunswick University Of New Brunswick
E4L2X2;45.8706103;-64.2798488;170 Aulac Road, Aulac, NB E4L2X2 170 Aulac Road, Aulac, NB E4L2X2;W.J.Allen & Sons Inc. o/a Aulac Big Stop Restaurant W.J.Allen & Sons Inc. o/a Aulac Big Stop Restaurant
H2Y2M3;45.5013472;-73.5563151;407 Saint-Pierre Street, Montreal, QC H2Y2M3 407 Saint-Pierre Street, Montreal, QC H2Y2M3;1One Productions 1One Productions
G0G1L0;50.1354559;-66.6309563;3232, route138 Ouest, Sept-les (Gallix Area), QC G0G1L0 3232, route138 Ouest, Sept-les (Gallix Area), QC G0G1L0;2549-6274 Qubec Inc. 2549-6274 Qubec Inc.
G7A4H4;46.6919639;-71.4560658;2091, route Marie-Victorin, Lvis, QC G7A4H4 2091, route Marie-Victorin, Lvis, QC G7A4H4;2637-5808 Qubec inc. 2637-5808 Qubec inc.
J0J1Z0;45.2732559;-73.4193283;101 douard-VII Boulevard, Saint-Jacques-le-Mineur, QC J0J1Z0 101 douard-VII Boulevard, Saint-Jacques-le-Mineur, QC J0J1Z0;2842-0941 Qubec Inc. (Georges Deneault) 2842-0941 Qubec Inc. (Georges Deneault)
H3R2J8;45.5068824;-73.6623343;2348, chemin Lucerne, Suite360, Montreal, QC H3R2J8 2348, chemin Lucerne, Suite360, Montreal, QC H3R2J8;360 MedLink Inc. 360 MedLink Inc.
H9R5Z5;45.4827091;-73.7925315;2305 Trans-Canada Highway, Pointe-Claire, QC H9R5Z5 2305 Trans-Canada Highway, Pointe-Claire, QC H9R5Z5;40 Westt Sources Inc. 40 Westt Sources Inc.
J0L2L0;45.2637551;-73.6138756;1376, rang Sainte-Thrse, Saint-Rmi, QC J0L2L0 1376, rang Sainte-Thrse, Saint-Rmi, QC J0L2L0;4390679 Canada Inc. (Les Multi-Plants Pascal Roy) 4390679 Canada Inc. (Les Multi-Plants Pascal Roy)
H1P2C6;45.5987388;-73.5907440;8755 Langelier Boulevard, Saint-Lonard, QC H1P2C6 8755 Langelier Boulevard, Saint-Lonard, QC H1P2C6;4507525 Canada inc 4507525 Canada inc
H3G1Z2;45.4977411;-73.5743941;1237 De La Montagne Street, Suite200, Montreal, QC H3G1Z2 1237 De La Montagne Street, Suite200, Montreal, QC H3G1Z2;6808638 Canada inc. 6808638 Canada inc.
G0S1W0;46.4821706;-71.2315583;415 Principale Street, Saint-Narcisse, QC G0S1W0 415 Principale Street, Saint-Narcisse, QC G0S1W0;9038-7747 Qubec Inc (Bernard Breton) 9038-7747 Qubec Inc (Bernard Breton)
J0B3B0;45.5253911;-71.2769533;487, route216, Stoke, QC J0B3B0 487, route216, Stoke, QC J0B3B0;9042-5893 Qc inc. 9042-5893 Qc inc.
J0S1E0;45.0292801;-73.9225587;1772, route209, Franklin, QC J0S1E0 1772, route209, Franklin, QC J0S1E0;9057-0565 Qubec Inc. (Vergers Leahy) 9057-0565 Qubec Inc. (Vergers Leahy)
J0H1P0;45.7620215;-72.9958198;1226, rang Salvail Sud, Saint-Jude, QC J0H1P0 1226, rang Salvail Sud, Saint-Jude, QC J0H1P0;9058-3964 Qubec Inc. - Jean Lemay 9058-3964 Qubec Inc. - Jean Lemay
G0Z1B0;46.2665664;-72.0265602;800, route263, Saint-Louis-de-Blandford, QC G0Z1B0 800, route263, Saint-Louis-de-Blandford, QC G0Z1B0;9102-9934 Qubec inc 9102-9934 Qubec inc
G0N1N0;46.1086130;-71.5777138;929 Principale Street, Saint-Ferdinand, QC G0N1N0 929 Principale Street, Saint-Ferdinand, QC G0N1N0;9121-2399 Qubec inc. 9121-2399 Qubec inc.
J0L1Y0;45.2376784;-73.5061329;359B, rang de l'glise, Saint-douard, QC J0L1Y0 359B, rang de l'glise, Saint-douard, QC J0L1Y0;9127-7079 Qubec inc (Manon Thibert) 9127-7079 Qubec inc (Manon Thibert)
J0E1A0;45.4244725;-72.9061116;2035, rang Papineau, Saint-Paul-d'Abbotsford, QC J0E1A0 2035, rang Papineau, Saint-Paul-d'Abbotsford, QC J0E1A0;9128-1071 Quebec Inc 9128-1071 Quebec Inc
G0S1V0;46.3680264;-71.6031816;3545 Bcancourt Street, Lyster, QC G0S1V0 3545 Bcancourt Street, Lyster, QC G0S1V0;9196-7273 Qubec inc. 9196-7273 Qubec inc.
G0A3S0;46.9979509;-70.8119266;429, chemin Royal, Saint-Franois-de-l'le-d'Orlans, QC G0A3S0 429, chemin Royal, Saint-Franois-de-l'le-d'Orlans, QC G0A3S0;9199-1802 Qubec inc. 9199-1802 Qubec inc.
H2T1Y1;45.5274719;-73.5978310;5555 Casgrain Avenue, Suite301, Montreal, QC H2T1Y1 5555 Casgrain Avenue, Suite301, Montreal, QC H2T1Y1;9268-8894 Qubec Inc. 9268-8894 Qubec Inc.
H2X3P9;45.5104511;-73.5749711;3575 Du Parc Avenue, Suite4115, Montreal, QC H2X3P9 3575 Du Parc Avenue, Suite4115, Montreal, QC H2X3P9;9280-7692 Quebec inc. 9280-7692 Quebec inc.
G0A2Y0;46.6984875;-71.8878570;700 Lucien-Thibodeau Street, Portneuf, QC G0A2Y0 700 Lucien-Thibodeau Street, Portneuf, QC G0A2Y0;9320-2232 Qubec inc 9320-2232 Qubec inc
H2V4H3;45.5238338;-73.6062814;5830A Du Parc Avenue, Montreal, QC H2V4H3 5830A Du Parc Avenue, Montreal, QC H2V4H3;9329-9923 Qubec Inc. 9329-9923 Qubec Inc.
G0R3A0;46.8911186;-70.7078364;482, chemin de la Rivire-du-Sud, Saint-Franois-de-la-Rivire-du-Sud, QC G0R3A0 482, chemin de la Rivire-du-Sud, Saint-Franois-de-la-Rivire-du-Sud, QC G0R3A0;A & R Boulet Inc. A & R Boulet Inc.
G3Z2W2;47.4447532;-70.5155323;1006 Monseigneur-De Laval Boulevard, Baie-Saint-Paul, QC G3Z2W2 1006 Monseigneur-De Laval Boulevard, Baie-Saint-Paul, QC G3Z2W2;Chacun Son Pain Inc. Chacun Son Pain Inc.
J7R4K3;45.5808975;-73.9199599;710, 25e Avenue, Saint-Eustache, QC J7R4K3 710, 25e Avenue, Saint-Eustache, QC J7R4K3;A. Blisle et fils senc A. Blisle et fils senc
M5V3A8;43.6477776;-79.3951973;Unknown;Unknown
A1A5N7;47.606605;-52.739204;2 Vanguard Court, St. John's, NL A1A5N7 2 Vanguard Court, St. John's, NL A1A5N7;Aker Solutions Asset Integrity Management Aker Solutions Asset Integrity Management
A1C6E8;47.560843;-52.710965;320 Water Street, St. John's, NL A1C6E8 320 Water Street, St. John's, NL A1C6E8;Bistro Sofia Inc. Bistro Sofia Inc.
A1A5T3;47.616807;-52.713374;40 Aberdeen Avenue, Suite106, St. John's, NL A1A5T3 40 Aberdeen Avenue, Suite106, St. John's, NL A1A5T3;Bogarts Jewelry Ltd. Bogarts Jewelry Ltd.
