"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2021 and Business Location, July to September 2024",b,c,d,e,f,g,h
Quebec                                                                     ,Low Wage            ,Techo-Bloc inc.,"St-Hubert, QC J3Y 8Z8",72106-Welders and related machine operators,Unknown,2,11
Quebec                                                                     ,Low Wage            ,Techo-Bloc inc.,"St-Hubert, QC J3Y 8Z8",72422-Electrical mechanics,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Tedongmo Josiane Flore,"QUEBEC, QC G1K 6M7",63210-Hairstylists and barbers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Teknion Roy & Breton Inc.,"Lévis, QC G6W 5M6","95109-Other labourers in processing, manufacturing and utilities",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Témisko (1983) inc.,"Notre-Dame-du-Nord, QC J0Z 3B0",72106-Welders and related machine operators,Unknown,3,9
Quebec                                                                     ,Low Wage            ,Tenue de Livre comptable Inc,"Mont-Royal, QC H4P 1J3",12200-Accounting technicians and bookkeepers,Unknown,1,3
Quebec                                                                     ,Low Wage            ,Tenue de Livre comptable Inc,"Mont-Royal, QC H4P 1J3",13110-Administrative assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Tenue de Livre comptable Inc,"Mont-Royal, QC H4P 1J3",14101-Receptionists,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Tenue de Livre comptable Inc,"Mont-Royal, QC H4P 1J3",22220-Computer network and web technicians,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Texonic Inc,"St-Jean-sur-Richelieu, QC J3B 2M1","94131-Weavers, knitters and other fabric making occupations",Unknown,1,2
Quebec                                                                     ,Low Wage            ,Textiles Monterey (1996) inc.,"Drummondville, QC J2B 7V4","94131-Weavers, knitters and other fabric making occupations",Unknown,2,4
Quebec                                                                     ,Low Wage            ,Thai Zone Bouvier,"Quebec, QC G1N 2E6","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1
Quebec                                                                     ,Low Wage            ,The GC Brossard Inc,"Brossard, QC J4Y 0A5",60030-Restaurant and food service managers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Thé GC Jazz Inc.,"Montréal, QC H2X 1K5",63202-Bakers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,The Unknown TV,"MONTRÉAL, QC H4C 1L8","11202-Professional occupations in advertising, marketing and public relations",Corporation,1,1
Quebec                                                                     ,Low Wage            ,Thermoform d'Amérique Inc.,"Nicolet, QC J3T 1B4",75101-Material handlers,Unknown,3,3
Quebec                                                                     ,Low Wage            ,thetasoft inc,"trois-rivieres, QC G9A 3R2",75110-Construction trades helpers and labourers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Thibault Industries Inc,"Rouyn-Noranda, QC J0Z 1Y0",72106-Welders and related machine operators,Unknown,1,5
Quebec                                                                     ,Low Wage            ,tim hortons,"Coaticook, QC J1A 1N4",62020-Food service supervisors,Partnership,2,3
Quebec                                                                     ,Low Wage            ,tim hortons,"Havre-Saint-Pierre, QC G0G 1P0",62020-Food service supervisors,Corporation,1,1
Quebec                                                                     ,Low Wage            ,tim hortons,"Lévis, QC G6J 1A9",62020-Food service supervisors,Corporation,1,1
Quebec                                                                     ,Low Wage            ,tim hortons,"Lévis, QC G6Z  3J",62020-Food service supervisors,Partnership,3,4
Quebec                                                                     ,Low Wage            ,tim hortons,"Mirabel, QC J7J 0V8",62020-Food service supervisors,Corporation,1,1
Quebec                                                                     ,Low Wage            ,tim hortons,"Mont Tremblant, QC J8E 1B9",62020-Food service supervisors,Corporation,1,1
Quebec                                                                     ,Low Wage            ,tim hortons,"Mont Tremblant, QC J8E 1B9","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,2,2
Quebec                                                                     ,Low Wage            ,tim hortons,"New Richmond, QC G0C 2B0",62020-Food service supervisors,Corporation,1,2
Quebec                                                                     ,Low Wage            ,tim hortons,"New Richmond, QC G0C 2B0","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1
Quebec                                                                     ,Low Wage            ,tim hortons,"Saint-Georges, QC G5Y 5P4","72020-Contractors and supervisors, mechanic trades",Corporation,1,3
Quebec                                                                     ,Low Wage            ,tim hortons,"Trois-Rivières, QC G8T 6Y4",62020-Food service supervisors,Corporation,3,3
Quebec                                                                     ,Low Wage            ,tim hortons,"Trois-Rivières, QC G8T 6Y4","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,2,2
Quebec                                                                     ,Low Wage            ,Tim Hortons 2864,"Alma, QC G8B 7W9",62020-Food service supervisors,Corporation,1,4
Quebec                                                                     ,Low Wage            ,TIM HORTONS 940,"Les Îles-de-la-Madeleine, QC G4T 1C9",62020-Food service supervisors,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Tim Hortons Estrie,"Magog, QC J1X 1T4","65201-Food counter attendants, kitchen helpers and related support occupations",Corporation,1,1
Quebec                                                                     ,Low Wage            ,TIM HORTONS RIMOUSKI,"Rimouski, QC G5L 0B3",62020-Food service supervisors,Corporation,1,7
Quebec                                                                     ,Low Wage            ,Tim Hortons Ste-Catherine de la Jacques Cartier,"Lévis, QC G6Z 3J7",62020-Food service supervisors,Corporation,2,2
Quebec                                                                     ,Low Wage            ,TIMA SERVICES D'ENTRETIEN LTÉE,"REPENTIGNY, QC J6A 0A4",65310-Light duty cleaners,Unknown,1,1
Quebec                                                                     ,Low Wage            ,TIMELIA INC.,"Québec, QC G2B 1E8",14400-Shippers and receivers,Corporation,1,1
Quebec                                                                     ,Low Wage            ,TIMELIA INC.,"Québec, QC G2B 1E8",62101-Retail and wholesale buyers,Corporation,1,1
Quebec                                                                     ,Low Wage            ,TJB Inc,"ST-CHRYSOSTOME, QC J0S 1R0","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Quebec                                                                     ,Low Wage            ,TMS Système,"St-Henri, QC G0R 3E0",94105-Metalworking and forging machine operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,TMS Truck Masters Ltd,"Montréal, QC H4S 1B7","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,2
Quebec                                                                     ,Low Wage            ,TNG CLIMATISATION INC,"Lachine, QC H8S 3Y6","72402-Heating, refrigeration and air conditioning mechanics",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Toiles Industrielles de Beauce inc,"Ste-Marie, QC G6E 1B6",94132-Industrial sewing machine operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Toitures Actiplus inc,"St-Jacques-le-Mineur, QC J0J 1Z0",75110-Construction trades helpers and labourers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Toitures PLC inc.,"Laurier-Station, QC G0S 1N0",94211-Assemblers and inspectors of other wood products,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Toitures Trois Étoiles inc,"LaSalle, QC H8N 1V1",73110-Roofers and shinglers,Unknown,1,10
Quebec                                                                     ,Low Wage            ,Toujours ensemble inc.,"Verdun, QC H4G 1N3",42201-Social and community service workers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Toukiparc inc,"Val D'Or, QC J9P  0E",72421-Appliance servicers and repairers,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Toundra Voyages,"Montréal, QC H2V 1A5",64310-Travel counsellors,Unknown,2,2
Quebec                                                                     ,Low Wage            ,Tourmac Inc.,"SAINT-RÉMI, QC J0L 2L0",72100-Machinists and machining and tooling inspectors,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Tournage de Bois Dynastie Ltée,"St-Marc-des-Carrières, QC G0A 4B0",94124-Woodworking machine operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Tout Propre Arias Inc,"Sherbrooke, QC J1L 1P4",65310-Light duty cleaners,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Traiteur Brera Inc.,"Montréal, QC H9P  2N",12200-Accounting technicians and bookkeepers,Corporation,1,1
Quebec                                                                     ,Low Wage            ,TRANSAT TÉLÉCOM INC,"Montréal, QC H2R  2P",22221-User support technicians,Corporation,1,4
Quebec                                                                     ,Low Wage            ,Transdev Québec inc.,"Brossard, QC J4Y 0E3","73301-Bus drivers, subway operators and other transit operators",Unknown,2,13
Quebec                                                                     ,Low Wage            ,Transport A.S. L'Heureux,"Ste-Marie, QC G6E 1A9",65311-Specialized cleaners,Unknown,1,1
Quebec                                                                     ,Low Wage            ,TRANSPORT ABCN INC.,"Québec, QC G1P 2H8",14401-Storekeepers and partspersons,Unknown,1,8
Quebec                                                                     ,Low Wage            ,Transport ASJ inc.,"Montréal, QC H1H 4K3",73300-Transport truck drivers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,TRANSPORT BOURASSA INC.,"St-Jean-sur-Richelieu, QC J3B 8G3",75119-Other trades helpers and labourers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Transport Bourret Inc.,"Drummondville, QC J2B 8G8",75101-Material handlers,Unknown,2,3
Quebec                                                                     ,Low Wage            ,Transport Car Fre,"Alma, QC G8E 2E1",75119-Other trades helpers and labourers,Unknown,1,4
Quebec                                                                     ,Low Wage            ,Transport Charles Biron Inc.,"SG-de-Berthier, QC J0K 1A0",73300-Transport truck drivers,Corporation,1,2
Quebec                                                                     ,Low Wage            ,Transport Éric Hélie Inc,"Ste-Geneviève-de-Berthier, QC J0K  1A",72401-Heavy-duty equipment mechanics,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Transport Éric Hélie Inc,"Ste-Geneviève-de-Berthier, QC J0K  1A",73300-Transport truck drivers,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Transport F. Gilbert Ltée,"Chicoutimi, QC G7H 5B1",75101-Material handlers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,TRANSPORT GERALD MOREAU INC.,"Gatineau, QC J9H 5M1",73300-Transport truck drivers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,TRANSPORT GUERRIER INC.,"Terrebonne, QC J6Y 0J9",73300-Transport truck drivers,Corporation,2,6
Quebec                                                                     ,Low Wage            ,Transport Hervé Lemieux (1975) Inc.,"ST-LAURENT, QC H4S 1B7","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,4
Quebec                                                                     ,Low Wage            ,TRANSPORT KAHKASHAN INC.,"Laval, QC H7R 1L2",73300-Transport truck drivers,Unknown,2,4
Quebec                                                                     ,Low Wage            ,Transport Laplante Et fils Inc.,"Plaisance, QC J0V 1S0","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Transport Matte,"Donnacona, QC G3M  1W","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,1
Quebec                                                                     ,Low Wage            ,Transport Nadia Lapointe inc.,"Château-Richer, QC G0A 1N0",75200-Taxi and limousine drivers and chauffeurs,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Transport Petit (1997) Inc.,"Ste-Hélène-de-Bagot, QC J0H 1M0",65311-Specialized cleaners,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Transport Riviere-du-Loup Inc.,"Saint-Antonin, QC G0L 2J0",75101-Material handlers,Unknown,1,4
Quebec                                                                     ,Low Wage            ,TRANSPORT XL 122 INC.,"Saint-David, QC J0G 1L0",73300-Transport truck drivers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Travail Global agence de placement inc,"Laval, QC H7G 2T4",13110-Administrative assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Trealship Services Inc.,"Montreal, QC H2Y 1R2","72402-Heating, refrigeration and air conditioning mechanics",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Tremblay & Fortin Arpenteurs-Géomètres,"Baie-Saint-Paul, QC G3Z 2L1",22213-Land survey technologists and technicians,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Trévi Fabrication Inc.,"Mirabel, QC J7J 0C4",73200-Residential and commercial installers and servicers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,"Tricentris, la COOP de solidarité","Terrebonne, QC J6V 9T6",72422-Electrical mechanics,Unknown,1,1
Quebec                                                                     ,Low Wage            ,"Tricentris, la COOP de solidarité","Terrebonne, QC J6V 9T6","95109-Other labourers in processing, manufacturing and utilities",Unknown,4,19
Quebec                                                                     ,Low Wage            ,TRIFONOPOULOS SOTIRAKOS VLACHOLIAS S.E.N.C.,"Montreal, QC H3N 1T1",12200-Accounting technicians and bookkeepers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Trionex,"Amos, QC J9T 4M4",72401-Heavy-duty equipment mechanics,Corporation,1,2
Quebec                                                                     ,Low Wage            ,Triotech Amusement Inc,"Joliette, QC J6E 8S2",52120-Graphic designers and illustrators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Trois-Rivières Location Inc,"Trois-Rivières, QC G9A 3Z1","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,2
Quebec                                                                     ,Low Wage            ,Trois-Rivières Location Inc,"Trois-Rivières, QC G9A 3Z1",72422-Electrical mechanics,Unknown,1,4
Quebec                                                                     ,Low Wage            ,Trois-Rivières Location Inc,"Trois-Rivières, QC G9A 3Z1",72429-Other small engine and small equipment repairers,Unknown,1,5
Quebec                                                                     ,Low Wage            ,Trois-Rivières Location Inc,"Trois-Rivières, QC G9A 3Z1",73300-Transport truck drivers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Trois-Rivières Location Inc,"Trois-Rivières, QC G9A 3Z1",75119-Other trades helpers and labourers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Trustech - Systèmes et Procédés inc.,"Montréal, QC H4R 2P9",22212-Drafting technologists and technicians,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Tundra Technical Solutions Inc.,"MONTRÉAL, QC H3B 1A7",12101-Human resources and recruitment officers,Corporation,1,1
Quebec                                                                     ,Low Wage            ,TYH Boutique Inc,"Montreal, QC H4P 2S9",14400-Shippers and receivers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Ultima Fenestration inc,"St-Georges, QC G6A 1M8",73200-Residential and commercial installers and servicers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Ultima Fenestration inc,"St-Georges, QC G6A 1M8","94219-Other products assemblers, finishers and inspectors",Unknown,1,4
Quebec                                                                     ,Low Wage            ,Unica Canada Inc,"Boucherville, QC J4B 8N4",94110-Chemical plant machine operators,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Unidindon inc/Uniturkey inc,"St-Jean-Baptiste-de-Rouville, QC J0L 2B0",72400-Construction millwrights and industrial mechanics,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Unidindon inc/Uniturkey inc,"St-Jean-Baptiste-de-Rouville, QC J0L 2B0",95106-Labourers in food and beverage processing,Unknown,1,59
Quebec                                                                     ,Low Wage            ,Unilogik (2014) inc,"Québec, QC G2B 1B3",22221-User support technicians,Unknown,1,1
Quebec                                                                     ,Low Wage            ,"Unisaco, coopérative des travailleurs de Sacré-Coeur","Sacré-Coeur, Saguenay, QC G0T 1Y0","95103-Labourers in wood, pulp and paper processing",Unknown,1,8
Quebec                                                                     ,Low Wage            ,Univap Inc,"Laval, QC H7L 5M1",13110-Administrative assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Uni-verre Rouyn-Noranda inc,"Rouyn-Noranda, QC J0Z 1Y0",73111-Glaziers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Usihome.inc,"Magog, QC J1X 4P2",22212-Drafting technologists and technicians,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Usihome.inc,"Magog, QC J1X 4P2",94211-Assemblers and inspectors of other wood products,Unknown,2,2
Quebec                                                                     ,Low Wage            ,Usinage Protech 30-55 inc.,"Bécancour, QC G9H 2E5",72100-Machinists and machining and tooling inspectors,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Usinage Servitech inc.,"Trois-Rivieres, QC G9A 5E1",72100-Machinists and machining and tooling inspectors,Unknown,1,1
Quebec                                                                     ,Low Wage            ,USINAGE U.B.T. INC.,"Sherbrooke, QC J1C 0R1",72100-Machinists and machining and tooling inspectors,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Usinage Usiflex Inc,"Drummondville, QC J2A 0L7",72100-Machinists and machining and tooling inspectors,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Val-d'Or Chrysler Dodge Jeep Ram,"Val-d'Or, QC J9P 1R7","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Corporation,1,1
Quebec                                                                     ,Low Wage            ,VALET EXPRESS SERVICE AUTO INC,"ST-LAURENT, QC H4S 1K9","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,2
Quebec                                                                     ,Low Wage            ,Valtech Fabrication inc,"Salaberry-de-Valleyfield, QC J6T 6G4",72106-Welders and related machine operators,Unknown,3,3
Quebec                                                                     ,Low Wage            ,Vaporisation Québec inc,"Lévis, QC G6J 1S2",85121-Landscaping and grounds maintenance labourers,Unknown,2,2
Quebec                                                                     ,Low Wage            ,VE Rive-Sud inc.,"Varennes, QC J3X 0E2","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Quebec                                                                     ,Low Wage            ,VENTE AU DÉTAIL BESTSELLER CANADA INC.,"MONTRÉAL, QC H2P 1H4",13100-Administrative officers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,VENTE AU DÉTAIL BESTSELLER CANADA INC.,"MONTRÉAL, QC H2P 1H4",62010-Retail sales supervisors,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Verger Leahy inc.,"Franklin, QC J0S 1K0","94140-Process control and machine operators, food and beverage processing",Unknown,4,8
Quebec                                                                     ,Low Wage            ,Verger Leahy inc.,"Franklin, QC J0S 1K0",95106-Labourers in food and beverage processing,Unknown,1,3
Quebec                                                                     ,Low Wage            ,Vernico Products,"Dorval, QC H9P 2S5","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1
Quebec                                                                     ,Low Wage            ,VERTIGE PAYSAGE INC.,"Montréal, QC H1X 1E9",22114-Landscape and horticulture technicians and specialists,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Vêtements Flip Design inc.,"DRUMMONDVILLE, QC J2A 1H3",94132-Industrial sewing machine operators,Corporation,1,2
Quebec                                                                     ,Low Wage            ,VIANDEX INC.,"Québec, QC G1L 1N7",63201-Butchers - retail and wholesale,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Vigi Santé Ltée,"Dollard-des-Ormeaux, QC H9B 3H8",13100-Administrative officers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Viking Fire Protection Inc.,"Boisbriand, QC J7H 1N8",22311-Electronic service technicians (household and business equipment),Unknown,1,1
Quebec                                                                     ,Low Wage            ,VILEBREQUIN UNIVERSEL INC,"Montréal, QC H1P 2Y8",72100-Machinists and machining and tooling inspectors,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Villa du Parc Warwick inc.,"Warwick, QC J0A 1M0","33102-Nurse aides, orderlies and patient service associates",Unknown,1,2
Quebec                                                                     ,Low Wage            ,VILLA PORT-CARTIER,"PORT-CARTIER, QC G5B 0A3","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Villa St-Georges,"Victoriaville, QC G6P 9H6","33102-Nurse aides, orderlies and patient service associates",Unknown,1,2
Quebec                                                                     ,Low Wage            ,Villa St-Georges,"Victoriaville, QC G6P 9H6","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Quebec                                                                     ,Low Wage            ,Village Chalets en Bois Rond,"Ste-Christine d'Auvergne, QC G0A 1A0",64314-Hotel front desk clerks,Unknown,1,1
Quebec                                                                     ,Low Wage            ,VILLAGE VACANCES VALCARTIER INC,"Saint Gabriel de Valcartier, QC G0A 4S0",62020-Food service supervisors,Unknown,1,1
Quebec                                                                     ,Low Wage            ,VILLAGE VACANCES VALCARTIER INC,"Saint Gabriel de Valcartier, QC G0A 4S0","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Volailles basha inc,"Montreal, QC H2G 2X2","94141-Industrial butchers and meat cutters, poultry preparers and related workers",Corporation,1,1
Quebec                                                                     ,Low Wage            ,Von Arx estampillage et matrice inc.,"Granby, QC J2J 0H6","72010-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",Corporation,1,1
Quebec                                                                     ,Low Wage            ,votrecolis inc,"saint hubert, QC J3Y 0G1","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Voyages Traditours Inc,"Laval, QC H7S 2N5",64312-Airline ticket and service agents,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Voyageurs du Monde Canada Inc,"Montréal, QC H2Y 2E1",64310-Travel counsellors,Unknown,2,2
Quebec                                                                     ,Low Wage            ,Vulcan Compagnie de Palans Lté,"MONTREAL, QC H1Z 2J2",94204-Mechanical assemblers and inspectors,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Wales Home,"Cleveland (Richmond), QC J0B 2H0","33102-Nurse aides, orderlies and patient service associates",Non-Profit Organization,1,1
Quebec                                                                     ,Low Wage            ,WATERAX,"St-Laurent, QC H4R 1E1",22312-Industrial instrument technicians and mechanics,Unknown,1,1
Quebec                                                                     ,Low Wage            ,WEBORKA Inc,"laval, QC H7M 3R2",94132-Industrial sewing machine operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Will DEBARRE INC,"Québec, QC G1R 1S3","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Willard Traiteur Inc.,"Trois-Rivieres, QC G9A 4B5",63200-Cooks,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Windigo Aventure Inc,"Montreal, QC H2V 1A5",14403-Purchasing and inventory control workers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,WR Transformateurs Inc.,"Saint-Alphonse de Granby, QC J0E 2A0",72106-Welders and related machine operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,WR Transformateurs Inc.,"Saint-Alphonse de Granby, QC J0E 2A0",72422-Electrical mechanics,Unknown,2,2
Quebec                                                                     ,Low Wage            ,WR Transformateurs Inc.,"Saint-Alphonse de Granby, QC J0E 2A0","94203-Assemblers, fabricators and inspectors, industrial electrical motors and transformers",Unknown,1,4
Quebec                                                                     ,Low Wage            ,"Xulon, Maîtres ébénistes inc.","Victoriaville, QC G6P 7H2","94210-Furniture and fixture assemblers, finishers, refinishers and inspectors",Unknown,1,1
Quebec                                                                     ,Low Wage            ,yangtze international college of canada,"Montréal, QC H4L 3M8",62100-Technical sales specialists - wholesale trade,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Yankee Media,"Québec, QC G1K 6G7",21234-Web developers and programmers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Yvon Couture – Corrosion industrielle,"Trois-Rivieres, QC G9A 5E1",72106-Welders and related machine operators,Corporation,1,1
Quebec                                                                     ,Low Wage            ,zammit service financier inc,"Drummondville, QC J2C 3E2",13110-Administrative assistants,Unknown,1,1
Quebec                                                                     ,Permanent Resident Only,1801794 Ontario Inc,"St-Laurent, QC H4T 4L2","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1
Quebec                                                                     ,Permanent Resident Only,Mobilia Interiors Inc,"Pointe-CLaire, QC H9R 5Z9",62010-Retail sales supervisors,Unknown,1,1
Quebec                                                                     ,Primary Agriculture  ,14460138 Canada Inc,"Lasalle, QC H8N 0H9",85101-Harvesting labourers,Unknown,1,4
Quebec                                                                     ,Primary Agriculture  ,2418-7064 Québec inc,"Ayer's Cliff, QC J0B 3E0",85100-Livestock labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,2524-5010 QUEBEC INC.,"ST-CONSTANT, QC J5A 2E7",85103-Nursery and greenhouse labourers,Corporation,5,13
Quebec                                                                     ,Primary Agriculture  ,2745-7894 Québec inc,"Saint-Ubalde, QC G0A 4L0",85101-Harvesting labourers,Unknown,2,5
Quebec                                                                     ,Primary Agriculture  ,2746-1912 Québec inc,"Bury, QC J0B 1J0",85101-Harvesting labourers,Corporation,1,3
Quebec                                                                     ,Primary Agriculture  ,2948-5299 Québec inc.,"St-Wenceslas, QC G0Z 1J0",85100-Livestock labourers,Corporation,2,7
Quebec                                                                     ,Primary Agriculture  ,2948-5299 Québec inc.,"St-Wenceslas, QC G0Z 1J0",85101-Harvesting labourers,Corporation,1,2
Quebec                                                                     ,Primary Agriculture  ,6932959canada inc.,"Gatineau, QC J8P 7M4",85103-Nursery and greenhouse labourers,Unknown,1,2
Quebec                                                                     ,Primary Agriculture  ,9008-1951 Québec Inc,"St-Hyacinthe, QC J2S 6P4",85100-Livestock labourers,Unknown,3,17
Quebec                                                                     ,Primary Agriculture  ,9009-3964 QUÉBEC INC.,"Saint-Ambroise de Kildare, QC J0K 1C0",85100-Livestock labourers,Unknown,1,1
Quebec                                                                     ,Primary Agriculture  ,9029-0354 Québec inc,"ST-JEAN-SUR-RICHELIEU, QC J2X  5T",85100-Livestock labourers,Corporation,2,2
Quebec                                                                     ,Primary Agriculture  ,9030-6051 Québec Inc.,"Lac-des-Aigles, QC G0K 1V0",85101-Harvesting labourers,Corporation,1,4
Quebec                                                                     ,Primary Agriculture  ,9062-0055 Québec Inc.,"Saint-Gilbert, QC G0A 3T0",85100-Livestock labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,9067-8137 Québec inc,"Hampden, QC J0B 2B0",85101-Harvesting labourers,Corporation,1,4
Quebec                                                                     ,Primary Agriculture  ,9071-4379 QUÉBEC INC.,"Auclair, QC G0L 1A0",85101-Harvesting labourers,Unknown,1,3
Quebec                                                                     ,Primary Agriculture  ,9107-1712 Québec inc.,"Les Cèdres, QC J7T 1N9",85100-Livestock labourers,Unknown,1,2
Quebec                                                                     ,Primary Agriculture  ,9124-6330 Québec inc,"NOTRE-DAME-DE-LOURDES, QC J0K 1K0",85101-Harvesting labourers,Unknown,1,3
Quebec                                                                     ,Primary Agriculture  ,9146-2275 Québec Inc.,"Mont Saint-Hilaire, QC J3G 4S6",82030-Agricultural service contractors and farm supervisors,Sole Proprietorship,1,1
Quebec                                                                     ,Primary Agriculture  ,9146-2275 Québec Inc.,"Mont Saint-Hilaire, QC J3G 4S6",85101-Harvesting labourers,Sole Proprietorship,1,2
Quebec                                                                     ,Primary Agriculture  ,9150-6345 Québec inc,"Sainte-Croix, QC G0S 2H0",85100-Livestock labourers,Unknown,1,1
Quebec                                                                     ,Primary Agriculture  ,9179-8306 Québec inc,"ST-EUGÈNE, QC J0C 1J0",85100-Livestock labourers,Corporation,1,1
Quebec                                                                     ,Primary Agriculture  ,9256-8963 Québec inc.,"Saint-Élie-de-Caxton, QC G0X 2N0",85103-Nursery and greenhouse labourers,Sole Proprietorship,1,2
Quebec                                                                     ,Primary Agriculture  ,9256-9672 QC inc.,"ST-LIN-LAURENTIDES, QC J5M 1Y6",85101-Harvesting labourers,Corporation,1,6
Quebec                                                                     ,Primary Agriculture  ,9260-6946 QUEBEC INC,"MIRABEL, QC J7N 2H1",85103-Nursery and greenhouse labourers,Unknown,4,27
Quebec                                                                     ,Primary Agriculture  ,9274-9076 Québec Inc,"Notre-Dame-Ile-Perrot, QC J7V 2K8",85101-Harvesting labourers,Sole Proprietorship,1,2
Quebec                                                                     ,Primary Agriculture  ,9281-1157 quebec inc,"magog, QC J1X 5R9",85101-Harvesting labourers,Unknown,1,2
Quebec                                                                     ,Primary Agriculture  ,9284-3531 Québec inc.,"COATICOOK, QC J1A 2A2",85103-Nursery and greenhouse labourers,Sole Proprietorship,1,6
