"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, April to June 2022",b,c,d,e,f,g,h
Quebec,  Primary Agriculture,Production Lareault inc.,"LAVALTRIE, QC J5T 4A9",8431-General farm workers,Corporation,5,96
Quebec,  Primary Agriculture,Productions D. Riendeau Inc.,"Sant-Rémi, QC J0L 2L0",8431-General farm workers,Sole Proprietorship,3,4
Quebec,  Primary Agriculture,Productions des chutes inc.,"Saint-Ambroise, QC G7P  2V",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Produits Maraîchers JMV Champagne inc.,"SAINT-THOMAS, QC J0K 3L0",8431-General farm workers,Corporation,1,9
Quebec,  Primary Agriculture,Produits Mont-Blanc (9071-1979 QC inc.),"N.-Dame-de-Lourdes, QC J0K 1K0",8431-General farm workers,Corporation,2,19
Quebec,  Primary Agriculture,Produits Ricard Inc. (Les),"ST-ALEXIS, QC J0K 1T0",8431-General farm workers,Corporation,1,20
Quebec,  Primary Agriculture,PROGÉNIPORC (2011) INC,"Stoke, QC J0B 3G0",8431-General farm workers,Corporation,3,5
Quebec,  Primary Agriculture,Pure Horticulture Inc.,"SAINT-RÉMI, QC J0L 2L0",8431-General farm workers,Sole Proprietorship,1,2
Quebec,  Primary Agriculture,Puriporc inc,"St-Bernard, QC G0S 2G0",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,QC GOLD TECH INC.,"St-André Avellin, QC J0V 1W0",8431-General farm workers,Unknown,3,60
Quebec,  Primary Agriculture,QCcidre Inc.,"Hemmingford, QC J0L 1H0",8431-General farm workers,Sole Proprietorship,1,6
Quebec,  Primary Agriculture,Qualité Delbi inc,"Côteau-du-lac, QC J0P 1B0",8431-General farm workers,Corporation,2,6
Quebec,  Primary Agriculture,Québec Multiplants Inc.,"SAINT-APOLLINAIRE, QC G0S 2E0",8432-Nursery and greenhouse workers,Corporation,1,6
Quebec,  Primary Agriculture,Québec Parmentier,"Québec, QC G2E 5S2",8611-Harvesting labourers,Unknown,1,1
Quebec,  Primary Agriculture,R. Giard et Frères Inc.,"St-Hyacinthe, QC J2T 5J9",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,R. Pinsonneault & fils Ltée,"SAINT-MICHEL, QC J0L 2J0",8431-General farm workers,Corporation,2,5
Quebec,  Primary Agriculture,R.Robitaille et fils inc.,"Farnham, QC J2N 2N4",8431-General farm workers,Unknown,2,20
Quebec,  Primary Agriculture,Reboisement Mauricie inc.,"SAINT-ÉTIENNE-DES-GRÈS, QC G0X 2P0",8432-Nursery and greenhouse workers,Corporation,1,2
Quebec,  Primary Agriculture,René Brunelle et fils inc.,"St-Thomas, QC J0K 3L0",8431-General farm workers,Corporation,2,82
Quebec,  Primary Agriculture,Réséco Inc.,"St-Wenceslas, QC G0Z 1J0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Resto Etc.Inc,"St-Pierre-de-l'île-d'Orléans, QC G0A 4E0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,RGR Guinois inc.,"Ste-Clotilde, QC J0L 1W0",8431-General farm workers,Unknown,1,6
Quebec,  Primary Agriculture,Riloup Holstein Inc.,"Saint-Côme-Linière, QC G0M 1J0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Romarc Holsteins Inc.,"Plessiville, QC G6L  2Y",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Roncel inc.,"SAINT-AGAPIT, QC G0S 1Z0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Rose Drummond 2017 inc.,"Drummondville, QC J2B 8A9",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Sapinière de la Mauricie (Gestion Le Stéphanois inc.),"Trois-Rivières, QC G9A 5E1",8432-Nursery and greenhouse workers,Corporation,1,2
Quebec,  Primary Agriculture,Sapinière et pépinière Downey inc.,"Cookshire-Eaton, QC J0B  1M",8432-Nursery and greenhouse workers,Corporation,1,23
Quebec,  Primary Agriculture,Saveurs d'à Côté S.E.N.C.,"Saint-Valérien, QC J0H 2B0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Saveurs et Saisons SENC,"BROMONT, QC J2L 2Z9",8431-General farm workers,Partnership,1,1
Quebec,  Primary Agriculture,SBEC 2006 Senc.,"HOWICK, QC J0S 1G0",8431-General farm workers,Sole Proprietorship,1,2
Quebec,  Primary Agriculture,Semican Inc.,"PLESSISVILLE, QC G6L 2Y2",8431-General farm workers,Unknown,2,3
Quebec,  Primary Agriculture,Semico Centre Jardin Inc.,"Lévis, QC G6W  1H",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Serres et Jardins Girouard Inc.,"SAINTE-MADELEINE, QC J0H  1S",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Serres et Jardins RGCA 2015 inc.,"SAINTE-ANNE-DES-PLAINES, QC J0N 1H0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Serres Point du Jour inc. (Les),"St-Sulpice, QC J5W  3X",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,Serres Toundra Inc.,"SAINT-FÉLICIEN, QC G8K 2R4",8431-General farm workers,Corporation,1,21
Quebec,  Primary Agriculture,Service Avicole JGL (9091-8558 Québec Inc.),"VICTORIAVILLE, QC G6T  2B",8431-General farm workers,Corporation,4,8
Quebec,  Primary Agriculture,Société Ferme Vermeulen ENR,"Notre-Dame-de-Stanbridge, QC J0J  1M",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Sogeporc Inc.,"St-Hyacinthe, QC J2S 4B6",0821-Managers in agriculture,Unknown,1,1
Quebec,  Primary Agriculture,Sogeporc Inc.,"St-Hyacinthe, QC J2S 4B6",8431-General farm workers,Unknown,7,10
Quebec,  Primary Agriculture,Sucrerie Pignon Bleu SENC,"Issoudun, QC G0S 1L0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,TDB Sugary inc,"La Guadeloupe, QC G0M 1G0",8431-General farm workers,Unknown,2,7
Quebec,  Primary Agriculture,Techni-Veaux Inc.,"FORTIERVILLE, QC G0S  1J",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Terrassement Goupil Inc.,"PINTENDRE, QC G6C 1P9",8432-Nursery and greenhouse workers,Corporation,1,1
Quebec,  Primary Agriculture,Terre d'en Haut inc. (La),"Saint-Alexis, QC J0K 1T0",8431-General farm workers,Corporation,1,9
Quebec,  Primary Agriculture,Terre Maraichère Boisvert Inc.,"Saint-Lin-Laurentides, QC J5M 1Y5",8431-General farm workers,Corporation,1,6
Quebec,  Primary Agriculture,Terreferme St-Alexandre Inc.,"Saint-Alexandre, QC J0J  1S",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Théorêt et Fils Maître Maraîcher Inc.,"Ile-Bizard, QC H9E 1K3",8431-General farm workers,Corporation,2,3
Quebec,  Primary Agriculture,Thermo-Pat Inc.,"SAINT-RÉMI, QC J0L  2L",8432-Nursery and greenhouse workers,Corporation,1,7
Quebec,  Primary Agriculture,Trans Porcité Inc.,"SAINT-ELZÉAR, QC G0S 2J1",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Ty-D Holsteins Inc,"CAP-SANTÉ, QC G0A 1L0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Union Libre cidre et vin Inc.,"DUNHAM, QC J0E 1M0",8431-General farm workers,Corporation,2,3
Quebec,  Primary Agriculture,Val des Rosacées SENC,"Mirabel, QC J7N  2P",8431-General farm workers,Corporation,2,3
Quebec,  Primary Agriculture,Val-Lait SENC,"Stoke, QC J0B 3G0",8431-General farm workers,Partnership,3,4
Quebec,  Primary Agriculture,Vallée des grands potages SENC,"COMPTON, QC J0B 1L0",8431-General farm workers,Corporation,2,8
Quebec,  Primary Agriculture,Végétolab inc.,"Alma, QC G8E 1X7",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Verger Caron Inc.,"Frelighsburg, QC J0J 1C0",8431-General farm workers,Corporation,7,110
Quebec,  Primary Agriculture,Verger Coeur de Pomme Senc.,"Oka, QC J0N 1E0",8431-General farm workers,Partnership,1,9
Quebec,  Primary Agriculture,Verger des Bois-Francs inc.,"PRINCEVILLE, QC G6L 4K6",8431-General farm workers,Corporation,1,30
Quebec,  Primary Agriculture,Verger des Bois-Francs inc.,"PRINCEVILLE, QC G6L 4K6",8611-Harvesting labourers,Corporation,2,58
Quebec,  Primary Agriculture,Verger des Horizons Inc,"WARWICK, QC J0A 1M0",8611-Harvesting labourers,Unknown,1,8
Quebec,  Primary Agriculture,Verger Gibb S.E.N.C.,"SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0",8431-General farm workers,Partnership,2,7
Quebec,  Primary Agriculture,Verger Hamel Distribution inc.,"SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0",8611-Harvesting labourers,Corporation,1,2
Quebec,  Primary Agriculture,Verger Henryville senc,"Henryville, QC J0J 1E0",8431-General farm workers,Corporation,1,1
Quebec,  Primary Agriculture,Verger Jodoin et frères inc.,"Saint-Jean-Baptiste, QC J0L 2B0",8431-General farm workers,Corporation,2,78
Quebec,  Primary Agriculture,Verger le Gros Pierre inc.,"COMPTON, QC J0B 1L0",8431-General farm workers,Corporation,2,2
Quebec,  Primary Agriculture,Verger Maïa Inc.,"Saint-Joseph-du-Lac, QC J0N 1M0",8431-General farm workers,Corporation,1,4
Quebec,  Primary Agriculture,Verger Messier senc,"St-Jean-Baptiste-de-Rouville, QC J0L 2B0",8611-Harvesting labourers,Partnership,1,5
Quebec,  Primary Agriculture,Verger Mico SENC.,"Saint-Joseph-du-Lac, QC J0N 1M0",8431-General farm workers,Partnership,2,4
Quebec,  Primary Agriculture,Verger R et J Bouchard inc.,"SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Verger RC Guertin (2011) inc.,"SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0",8431-General farm workers,Partnership,1,2
Quebec,  Primary Agriculture,Verger RC Guertin (2011) inc.,"SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0",8611-Harvesting labourers,Partnership,1,2
Quebec,  Primary Agriculture,Verger Roger Côté inc.,"ROUGEMONT, QC J0L 1M0",8431-General farm workers,Corporation,2,4
Quebec,  Primary Agriculture,Verger Thomson Inc.,"SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0",8431-General farm workers,Corporation,6,129
Quebec,  Primary Agriculture,Verger Yvan Duchesne Inc.,"MONT-SAINT-GRÉGOIRE, QC J0J 1K0",8611-Harvesting labourers,Partnership,1,5
Quebec,  Primary Agriculture,Vergers DM Boileau inc,"Havelock, QC J0S  2C",8431-General farm workers,Partnership,3,22
Quebec,  Primary Agriculture,Vergers du Lac SENC,"Saint-Joseph-du-Lac, QC J0N 1M0",8431-General farm workers,Partnership,1,3
Quebec,  Primary Agriculture,Vergers et serres St-Paul senc,"SAINT-PAUL-D'ABBOTSFORD, QC J0E 1A0",8431-General farm workers,Partnership,9,21
Quebec,  Primary Agriculture,Vergers Paul Jodoin Inc.,"St-Jean-Baptiste, QC J0L 2B0",8431-General farm workers,Corporation,1,34
Quebec,  Primary Agriculture,Vergers Rochon Inc.,"Mirabel, QC J7N 2R9",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,vieux saule holstein inc.,"SAINT-ESPRIT, QC J0K 2L0",8431-General farm workers,Unknown,1,1
Quebec,  Primary Agriculture,Vignoble de l'Orpailleur Inc.,"DUNHAM, QC J0E 1M0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Corporation,1,1
Quebec,  Primary Agriculture,Vignoble de l'Orpailleur Inc.,"DUNHAM, QC J0E 1M0",8431-General farm workers,Corporation,3,9
Quebec,  Primary Agriculture,Vignoble Gagliano Inc,"DUNHAM, QC J0E 1M0",8431-General farm workers,Corporation,1,2
Quebec,  Primary Agriculture,Visonnière Labonté et Fils Inc.,"THETFORD MINES, QC G6H 4J5",8431-General farm workers,Corporation,1,3
Quebec,  Primary Agriculture,Vivaces Marie Michel Inc.,"SAINT- CONSTANT, QC J5A  2E",8431-General farm workers,Corporation,1,9
Quebec,  Primary Agriculture,Vivaces Marie Michel Inc.,"SAINT- CONSTANT, QC J5A  2E",8432-Nursery and greenhouse workers,Corporation,1,1
Quebec,  Primary Agriculture,Vivaco Groupe Coopératif,"Plessisville, QC G6L  2Y",8431-General farm workers,Corporation,1,1
Quebec, Global Talent Stream,10036099 Canada Inc.,"Montreal, QC H2L 1K2",0213-Computer and information systems managers,Unknown,1,1
Quebec, Global Talent Stream,10036099 Canada Inc.,"Montreal, QC H2L 1K2",2173-Software engineers and designers,Unknown,1,1
Quebec, Global Talent Stream,10148636 Canada Inc,"Boucherville, QC J4B 7T9",2173-Software engineers and designers,Co-operative,1,1
Quebec, Global Talent Stream,10148636 Canada Inc,"Boucherville, QC J4B 7T9",2174-Computer programmers and interactive media developers,Co-operative,3,3
Quebec, Global Talent Stream,10148636 Canada Inc,"Boucherville, QC J4B 7T9",2283-Information systems testing technicians,Co-operative,1,1
Quebec, Global Talent Stream,13541509 Canada Inc.,"Québec, QC G1K  8G",2175-Web designers and developers,Sole Proprietorship,2,2
Quebec, Global Talent Stream,2904802 Canada Inc,"Westmount, QC H3Y 1C1",2174-Computer programmers and interactive media developers,Unknown,1,1
Quebec, Global Talent Stream,606377 BC LTD,"Brownsburg-Chatham, QC J8G 2Y3",2173-Software engineers and designers,Unknown,1,1
Quebec, Global Talent Stream,6362222 Canada Inc.,"Montréal, QC H2Y  2H",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,7026188 Canada Inc.,"Montreal, QC H3Z 2S6",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,8522561 Canada Corp.,"Québec, QC G1K 3C1",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,9034-8327 Québec Inc.,"Pierrefonds, QC H8Z 2Z6",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,9186-0338 QUÉBEC INC.,"MONTREAL, QC H2W  1Z",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,9208-3401 Québec inc.,"Québec, QC G2J 0C4",2174-Computer programmers and interactive media developers,Unknown,3,3
Quebec, Global Talent Stream,9208-3401 Québec inc.,"Québec, QC G2J 0C4",2175-Web designers and developers,Unknown,1,1
Quebec, Global Talent Stream,9245-1855 Québec inc.,"Montréal, QC H2T 2A4",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,9245-1855 Québec inc.,"Montréal, QC H2T 2A4",2174-Computer programmers and interactive media developers,Corporation,2,2
Quebec, Global Talent Stream,9339-9426 Québec Inc.,"Montréal, QC H8R 3K5",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,9370-3437 Québec Inc,"Montréal, QC H3B  2E",2171-Information systems analysts and consultants,Corporation,3,3
Quebec, Global Talent Stream,9384-1914 Québec Inc.,"Montréal, QC H3A 1R9",2171-Information systems analysts and consultants,Partnership,6,6
Quebec, Global Talent Stream,9385-8363 Québec Inc.,"Laval, QC H7L 3W3",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,9406-7303 QUÉBEC INC.,"Victoriaville, QC G6T  1Y",2174-Computer programmers and interactive media developers,Corporation,2,4
Quebec, Global Talent Stream,Absolunet inc.,"Sainte-Thérèse, QC J7E 3X4",2174-Computer programmers and interactive media developers,Unknown,1,1
Quebec, Global Talent Stream,AC781 INC.,"MONTREAL, QC H3B 2E3",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,Acumatica Labs Canada Inc.,"Montréal, QC H3B 5L1",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,Adnia Conseils Inc,"Québec, QC G1N 4G2",0213-Computer and information systems managers,Corporation,1,1
Quebec, Global Talent Stream,Adnia Conseils Inc,"Québec, QC G1N 4G2",2172-Database analysts and data administrators,Corporation,1,1
Quebec, Global Talent Stream,Agence du revenu du Québec,"Québec, QC G1X 4A5",2147-Computer engineers (except software engineers and designers),Non-Profit Organization,4,4
Quebec, Global Talent Stream,Agence du revenu du Québec,"Québec, QC G1X 4A5",2171-Information systems analysts and consultants,Non-Profit Organization,27,27
Quebec, Global Talent Stream,Agence du revenu du Québec,"Québec, QC G1X 4A5",2172-Database analysts and data administrators,Non-Profit Organization,1,1
Quebec, Global Talent Stream,agileDSS,"Montréal, QC H2Y 2G3",2171-Information systems analysts and consultants,Corporation,3,3
Quebec, Global Talent Stream,AI-GENETIKA Inc.,"Québec, QC G1P 4P5",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,Airbus Canada Limited Partnership,"Mirabel, QC J7N 3C6",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,Alaya Care Inc.,"MONTRÉAL, QC H2W 2R2",2174-Computer programmers and interactive media developers,Corporation,2,2
Quebec, Global Talent Stream,Alchemy 24 Inc.,"Montréal, QC H4C 2C7",5241-Graphic designers and illustrators,Corporation,2,2
Quebec, Global Talent Stream,Algolux Inc.,"Montreal, QC H3K 1G6",2173-Software engineers and designers,Unknown,3,3
Quebec, Global Talent Stream,Algolux Inc.,"Montreal, QC H3K 1G6",2174-Computer programmers and interactive media developers,Unknown,1,1
Quebec, Global Talent Stream,Alithya Canada Inc.,"Montréal, QC H3B 3A5",2171-Information systems analysts and consultants,Unknown,10,10
Quebec, Global Talent Stream,Alithya Canada Inc.,"Montréal, QC H3B 3A5",2174-Computer programmers and interactive media developers,Unknown,2,2
Quebec, Global Talent Stream,Alithya Canada Inc.,"Montréal, QC H3B 3A5",2175-Web designers and developers,Unknown,2,2
Quebec, Global Talent Stream,Alogient Inc.,"MONTRÉAL, QC H3B 1H9",2173-Software engineers and designers,Corporation,2,2
Quebec, Global Talent Stream,Alstef Canada Inc.,"Dorval, QC H4Y 1H1",0213-Computer and information systems managers,Corporation,1,1
Quebec, Global Talent Stream,ALTEN Canada Inc.,"Montréal, QC H3B 4N4",2171-Information systems analysts and consultants,Unknown,1,1
Quebec, Global Talent Stream,ALTEN Canada Inc.,"Montréal, QC H3B 4N4",2174-Computer programmers and interactive media developers,Unknown,7,7
Quebec, Global Talent Stream,Alten Canada MDC Inc.,"Montréal, QC H3B 4N4",0213-Computer and information systems managers,Corporation,1,1
Quebec, Global Talent Stream,Alten Canada MDC Inc.,"Montréal, QC H3B 4N4",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,Alten Canada MDC Inc.,"Montréal, QC H3B 4N4",2174-Computer programmers and interactive media developers,Corporation,2,2
Quebec, Global Talent Stream,Animation Squeeze Studio inc.,"Québec, QC G1K 3J3",5241-Graphic designers and illustrators,Corporation,2,2
Quebec, Global Talent Stream,Applications Mobiles Overview Inc.,"Montréal, QC H4C 1P8",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,ArcelorMittal Exploitation Minière Canada S.E.N.C.,"LONGUEUIL, QC J4K 5G7","0016-Senior managers - construction, transportation, production and utilities",Partnership,1,1
Quebec, Global Talent Stream,ArcelorMittal Exploitation Minière Canada S.E.N.C.,"LONGUEUIL, QC J4K 5G7",0113-Purchasing managers,Partnership,1,1
Quebec, Global Talent Stream,ASTEK Canada Inc.,"Montréal, QC H2Y 1M6",0213-Computer and information systems managers,Unknown,1,1
Quebec, Global Talent Stream,ASTEK Canada Inc.,"Montréal, QC H2Y 1M6",2171-Information systems analysts and consultants,Unknown,2,2
Quebec, Global Talent Stream,Athos Services Commémoratifs Inc.,"Mont-Royal, QC H3P  3H",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,AUDIOKINETIC INC.,"Montréal, QC H2Y  1M",2174-Computer programmers and interactive media developers,Partnership,1,1
Quebec, Global Talent Stream,Axya Inc.,"Montréal, QC H3B 2V6",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,Bandsintown Canada Inc.,"Montréal, QC H2Y 2S1",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,Beenox inc.,"Quebec, QC G1K 3H3",5241-Graphic designers and illustrators,Unknown,1,1
Quebec, Global Talent Stream,Behaviour Interactive Inc.,"Montréal, QC H2S  3H","0124-Advertising, marketing and public relations managers",Corporation,1,1
Quebec, Global Talent Stream,Behaviour Interactive Inc.,"Montréal, QC H2S  3H",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,Behaviour Interactive Inc.,"Montréal, QC H2S  3H",2174-Computer programmers and interactive media developers,Corporation,4,4
Quebec, Global Talent Stream,Behaviour Interactive Inc.,"Montréal, QC H2S  3H",5241-Graphic designers and illustrators,Corporation,2,2
Quebec, Global Talent Stream,Behavox Software (Canada) Inc.,"Montreal, QC H3A 0A8",2173-Software engineers and designers,Unknown,8,8
Quebec, Global Talent Stream,Behavox Software (Canada) Inc.,"Montreal, QC H3A 0A8",2174-Computer programmers and interactive media developers,Unknown,1,1
Quebec, Global Talent Stream,Bell Media Inc.,"Montreal, QC h3a 3j6",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,BizBiz Share,"Montréal, QC H8T 1A3",2175-Web designers and developers,Corporation,1,1
Quebec, Global Talent Stream,Book Oven Inc.,"Montréal, QC H2T 1X3",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,Boostsecurity.io Inc,"Brossard, QC J4Y 2V9",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,Botpress Technologies Inc.,"Québec, QC G1V  1T",2171-Information systems analysts and consultants,Corporation,1,1
Quebec, Global Talent Stream,C2D Services Inc,"Montréal, QC H2Z 1Y6",5241-Graphic designers and illustrators,Unknown,1,1
Quebec, Global Talent Stream,CARTONSA INC.,"Châteauguay, QC J6J 4Z2",9435-Paper converting machine operators,Unknown,1,1
Quebec, Global Talent Stream,CDPQ Infra Inc.,"Montréal, QC H2Z  2B",0211-Engineering managers,Corporation,1,1
Quebec, Global Talent Stream,Centre intégré de santé et services sociaux de l'Abitibi-Témiscamingue,"Rouyn-Noranda, QC J9X 2A9",2171-Information systems analysts and consultants,Unknown,1,1
Quebec, Global Talent Stream,CGI Information Systems & Management Consultants Inc.,"Montreal, QC H3G 1T4",0213-Computer and information systems managers,Unknown,3,3
Quebec, Global Talent Stream,CGI Information Systems & Management Consultants Inc.,"Montreal, QC H3G 1T4",2171-Information systems analysts and consultants,Unknown,2,2
Quebec, Global Talent Stream,CGI Information Systems & Management Consultants Inc.,"Montreal, QC H3G 1T4",2172-Database analysts and data administrators,Unknown,1,1
Quebec, Global Talent Stream,CGI Information Systems & Management Consultants Inc.,"Montreal, QC H3G 1T4",2173-Software engineers and designers,Unknown,2,2
Quebec, Global Talent Stream,CGI Information Systems & Management Consultants Inc.,"Montreal, QC H3G 1T4",2174-Computer programmers and interactive media developers,Unknown,7,7
Quebec, Global Talent Stream,CGI Information Systems & Management Consultants Inc.,"Montreal, QC H3G 1T4",2283-Information systems testing technicians,Unknown,2,2
Quebec, Global Talent Stream,Cinesite Inc.,"MONTRÉAL, QC H2Y 0A3","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
Quebec, Global Talent Stream,Cinesite Inc.,"MONTRÉAL, QC H2Y 0A3",5241-Graphic designers and illustrators,Corporation,3,3
Quebec, Global Talent Stream,ClearEstate Technologies Inc.,"Montreal, QC H2Z  1G",2174-Computer programmers and interactive media developers,Corporation,2,2
Quebec, Global Talent Stream,CloudOps Inc.,"Montréal, QC H2Y 2P4",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,COFOMO DÉVELOPPEMENT INC.,"Montréal, QC H3B 4W5",0213-Computer and information systems managers,Unknown,3,3
Quebec, Global Talent Stream,COFOMO DÉVELOPPEMENT INC.,"Montréal, QC H3B 4W5",2171-Information systems analysts and consultants,Unknown,28,28
Quebec, Global Talent Stream,COFOMO DÉVELOPPEMENT INC.,"Montréal, QC H3B 4W5",2173-Software engineers and designers,Unknown,1,1
Quebec, Global Talent Stream,COFOMO DÉVELOPPEMENT INC.,"Montréal, QC H3B 4W5",2174-Computer programmers and interactive media developers,Unknown,30,30
Quebec, Global Talent Stream,Conseillers en gestion et informatique CGI Inc.,"Montréal, QC H3G 1T4",0213-Computer and information systems managers,Unknown,8,8
Quebec, Global Talent Stream,Conseillers en gestion et informatique CGI Inc.,"Montréal, QC H3G 1T4",2171-Information systems analysts and consultants,Unknown,57,70
Quebec, Global Talent Stream,Conseillers en gestion et informatique CGI Inc.,"Montréal, QC H3G 1T4",2172-Database analysts and data administrators,Unknown,6,6
Quebec, Global Talent Stream,Conseillers en gestion et informatique CGI Inc.,"Montréal, QC H3G 1T4",2173-Software engineers and designers,Unknown,2,2
Quebec, Global Talent Stream,Conseillers en gestion et informatique CGI Inc.,"Montréal, QC H3G 1T4",2174-Computer programmers and interactive media developers,Unknown,76,76
Quebec, Global Talent Stream,Conseillers en gestion et informatique CGI Inc.,"Montréal, QC H3G 1T4",2283-Information systems testing technicians,Unknown,1,1
Quebec, Global Talent Stream,Consultants Acensi Inc.,"Montréal, QC H2Y  1M",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,Consultants Acensi Inc.,"Montréal, QC H2Y  1M",2175-Web designers and developers,Corporation,2,2
Quebec, Global Talent Stream,Cooptalis Numérique Inc.,"Montréal, QC H3B  4W",0213-Computer and information systems managers,Corporation,1,1
Quebec, Global Talent Stream,Cooptalis Numérique Inc.,"Montréal, QC H3B  4W",2171-Information systems analysts and consultants,Corporation,3,3
Quebec, Global Talent Stream,Cooptalis Numérique Inc.,"Montréal, QC H3B  4W",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,Corporation Interactive Eidos,"Montréal, QC H3A 1L4",2174-Computer programmers and interactive media developers,Unknown,1,1
Quebec, Global Talent Stream,Corporation Interactive Eidos,"Montréal, QC H3A 1L4",5241-Graphic designers and illustrators,Unknown,1,1
Quebec, Global Talent Stream,Creaform Inc.,"LÉVIS, QC G6W 0L9",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,CS Group - Canada Inc.,"Montréal, QC H4N 3L4",2173-Software engineers and designers,Corporation,1,1
Quebec, Global Talent Stream,Deeplite Inc.,"Montreal, QC H3C 2G9",2173-Software engineers and designers,Corporation,3,3
Quebec, Global Talent Stream,Diabsolut Inc.,"Pointe-Claire, QC H9R 5P4",2173-Software engineers and designers,Corporation,3,3
Quebec, Global Talent Stream,Dialogue Technologies de la Santé inc.,"Montreal, QC H2Y 1T9",2173-Software engineers and designers,Corporation,2,4
Quebec, Global Talent Stream,Digital Domain Productions Québec Ltd.,"MONTRÉAL, QC H2T 1A8",5241-Graphic designers and illustrators,Corporation,3,3
Quebec, Global Talent Stream,Divertissement Reflector Ltée,"Montréal, QC H3A 1R6",2174-Computer programmers and interactive media developers,Unknown,1,1
Quebec, Global Talent Stream,Divertissements Gameloft inc,"Montreal, QC H2R 2Z5",2174-Computer programmers and interactive media developers,Unknown,1,1
Quebec, Global Talent Stream,Divertissements Gameloft inc,"Montreal, QC H2R 2Z5",5241-Graphic designers and illustrators,Unknown,1,1
Quebec, Global Talent Stream,Divertissements Yellow Brick inc.,"Boischatel, QC G0A 1H0",2174-Computer programmers and interactive media developers,Corporation,1,1
Quebec, Global Talent Stream,Double Negative Toronto Productions Ltd.,"Montreal, QC H3B  2V",2173-Software engineers and designers,Sole Proprietorship,1,1
